controller,mean_total_waiting_time_mean,mean_total_waiting_time_std,mean_speed_mean,mean_speed_std,mean_total_queue_mean,mean_total_queue_std,mean_vehicle_count_mean,mean_vehicle_count_std
VDN,241.235,3.306,7.969,0.027,15.275,0.143,62.902,0.242
