d23,offset_j2,offset_j3,rows,mean_vehicle_count,max_vehicle_count,mean_total_waiting_time,max_total_waiting_time,mean_speed,min_mean_speed,mean_total_queue,max_total_queue,total_departed,total_arrived,final_active,final_buffered,buffered_ratio
100,65,55,3600,78.266,101,283.353,664.0,7.864,0.0,19.391,38,3400,3336,64,0,0.0
100,65,60,3600,78.266,99,284.412,726.0,7.865,0.0,19.46,42,3400,3336,64,0,0.0
100,65,65,3600,78.894,99,295.358,895.0,7.81,0.0,19.992,47,3400,3335,65,0,0.0
100,65,70,3600,79.466,99,305.1,879.0,7.775,0.0,20.48,46,3400,3325,75,0,0.0
100,65,75,3600,79.724,97,308.021,883.0,7.768,0.0,20.714,46,3400,3322,78,0,0.0
100,65,80,3600,81.506,101,309.71,879.0,7.575,0.0,20.959,47,3400,3321,79,0,0.0
100,65,85,3600,83.434,103,321.981,961.0,7.39,0.0,22.25,47,3400,3320,80,0,0.0
100,65,90,3600,86.788,111,367.603,1064.0,7.108,0.0,25.301,51,3400,3317,83,0,0.0
100,70,0,3600,86.771,109,400.625,1184.0,7.089,0.0,25.291,56,3400,3310,90,0,0.0
100,70,5,3600,89.85,113,444.0,1275.0,6.858,0.0,28.212,55,3400,3309,91,0,0.0
100,70,10,3600,101.736,132,614.364,1833.0,6.084,0.0,37.414,75,3400,3287,113,0,0.0
100,70,15,3600,137.466,205,1491.588,3773.0,4.627,0.0,66.583,133,3400,3208,192,0,0.0
100,70,20,3600,137.473,204,1480.012,3641.0,4.632,0.0,66.557,131,3400,3207,193,0,0.0
100,70,25,3600,137.592,203,1473.987,3765.0,4.631,0.0,66.508,136,3400,3208,192,0,0.0
100,70,30,3600,137.625,203,1484.618,3619.0,4.646,0.0,66.639,135,3400,3211,189,0,0.0
100,70,35,3600,137.915,199,1515.075,3498.0,4.647,0.0,67.121,132,3400,3211,189,0,0.0
100,70,40,3600,93.664,111,534.17,1257.0,6.686,0.0,31.875,58,3400,3308,92,0,0.0
100,70,45,3600,89.397,102,466.278,1146.0,6.986,0.0,28.431,53,3400,3313,87,0,0.0
100,70,50,3600,85.871,105,415.97,908.0,7.232,0.0,25.478,49,3400,3317,83,0,0.0
100,70,55,3600,82.447,103,366.954,843.0,7.489,0.0,22.695,44,3400,3324,76,0,0.0
100,70,60,3600,79.538,102,325.564,796.0,7.729,0.0,20.769,43,3400,3328,72,0,0.0
100,70,65,3600,80.094,102,334.968,877.0,7.668,0.0,21.182,46,3400,3330,70,0,0.0
100,70,70,3600,80.701,102,345.254,1058.0,7.623,0.0,21.681,49,3400,3320,80,0,0.0
100,70,75,3600,80.978,100,349.912,1054.0,7.609,0.0,21.971,49,3400,3317,83,0,0.0
100,70,80,3600,81.222,100,352.649,1036.0,7.604,0.0,22.2,49,3400,3315,85,0,0.0
100,70,85,3600,83.63,104,367.219,1162.0,7.364,0.0,22.988,55,3400,3314,86,0,0.0
100,70,90,3600,86.771,109,400.625,1184.0,7.089,0.0,25.291,56,3400,3310,90,0,0.0
100,75,0,3600,84.759,106,405.303,1298.0,7.255,0.0,24.274,53,3400,3310,90,0,0.0
100,75,5,3600,87.771,112,437.68,1377.0,7.005,0.0,26.486,55,3400,3308,92,0,0.0
100,75,10,3600,91.072,112,487.165,1461.0,6.766,0.0,29.537,56,3400,3304,96,0,0.0
100,75,15,3600,101.619,132,606.301,1894.0,6.098,0.0,37.148,73,3400,3278,122,0,0.0
100,75,20,3600,135.447,203,1434.574,3867.0,4.696,0.0,64.577,130,3400,3204,196,0,0.0
100,75,25,3600,135.526,203,1428.744,3771.0,4.699,0.0,64.727,132,3400,3205,195,0,0.0
100,75,30,3600,135.54,201,1426.246,3852.0,4.709,0.0,64.736,133,3400,3206,194,0,0.0
100,75,35,3600,135.798,198,1445.77,3760.0,4.713,0.0,65.068,134,3400,3207,193,0,0.0
100,75,40,3600,136.071,198,1462.964,3629.0,4.713,0.0,65.315,132,3400,3209,191,0,0.0
100,75,45,3600,92.543,109,520.976,1246.0,6.773,0.0,31.007,56,3400,3303,97,0,0.0
100,75,50,3600,88.511,105,458.67,1031.0,7.057,0.0,27.718,52,3400,3309,91,0,0.0
100,75,55,3600,84.847,105,404.436,990.0,7.316,0.0,24.645,47,3400,3314,86,0,0.0
100,75,60,3600,81.805,104,361.961,916.0,7.538,0.0,22.158,46,3400,3320,80,0,0.0
100,75,65,3600,80.308,103,347.778,936.0,7.656,0.0,21.5,46,3400,3326,74,0,0.0
100,75,70,3600,81.083,103,362.766,1024.0,7.581,0.0,22.156,49,3400,3314,86,0,0.0
100,75,75,3600,81.492,101,374.133,1241.0,7.548,0.0,22.614,49,3400,3312,88,0,0.0
100,75,80,3600,81.759,103,379.828,1232.0,7.529,0.0,22.842,50,3400,3312,88,0,0.0
100,75,85,3600,81.51,101,373.334,1228.0,7.556,0.0,22.643,50,3400,3313,87,0,0.0
100,75,90,3600,84.759,106,405.303,1298.0,7.255,0.0,24.274,53,3400,3310,90,0,0.0
100,80,0,3600,81.631,104,387.775,1410.0,7.531,0.0,23.039,55,3400,3315,85,0,0.0
100,80,5,3600,84.572,105,415.122,1357.0,7.268,0.0,24.546,54,3400,3311,89,0,0.0
100,80,10,3600,87.154,107,441.765,1470.0,7.06,0.0,26.536,57,3400,3308,92,0,0.0
100,80,15,3600,87.958,110,443.703,1483.0,7.008,0.0,27.354,56,3400,3303,97,0,0.0
100,80,20,3600,100.325,135,584.134,1880.0,6.177,0.0,36.09,73,3400,3277,123,0,0.0
100,80,25,3600,133.464,204,1394.603,3987.0,4.77,0.0,63.23,130,3400,3204,196,0,0.0
100,80,30,3600,133.508,203,1374.464,3913.0,4.777,0.0,63.086,132,3399,3207,192,1,0.0
100,80,35,3600,133.802,197,1381.598,3978.0,4.777,0.0,63.412,136,3400,3206,194,0,0.0
100,80,40,3600,133.973,196,1396.273,3895.0,4.784,0.0,63.693,133,3400,3207,193,0,0.0
100,80,45,3600,133.946,194,1410.049,3751.0,4.8,0.0,63.598,130,3399,3207,192,1,0.0
100,80,50,3600,90.874,109,497.068,1213.0,6.902,0.0,29.718,54,3400,3301,99,0,0.0
100,80,55,3600,86.003,104,412.498,1051.0,7.264,0.0,25.634,49,3400,3307,93,0,0.0
100,80,60,3600,82.509,103,362.845,990.0,7.523,0.0,22.76,50,3400,3318,82,0,0.0
100,80,65,3600,80.887,105,343.393,973.0,7.629,0.0,21.426,46,3400,3321,79,0,0.0
100,80,70,3600,80.499,104,354.607,996.0,7.66,0.0,21.869,49,3400,3316,84,0,0.0
100,80,75,3600,81.27,102,376.816,1162.0,7.576,0.0,22.662,48,3400,3312,88,0,0.0
100,80,80,3600,81.683,102,389.119,1395.0,7.531,0.0,23.064,52,3400,3312,88,0,0.0
100,80,85,3600,80.866,99,374.367,1304.0,7.593,0.0,22.354,50,3400,3313,87,0,0.0
100,80,90,3600,81.631,104,387.775,1410.0,7.531,0.0,23.039,55,3400,3315,85,0,0.0
100,85,0,3600,80.755,101,378.031,1506.0,7.597,0.0,22.412,54,3400,3316,84,0,0.0
100,85,5,3600,81.04,103,379.774,1434.0,7.589,0.0,22.642,51,3400,3317,83,0,0.0
100,85,10,3600,83.689,101,407.641,1493.0,7.358,0.0,24.209,55,3400,3313,87,0,0.0
100,85,15,3600,83.534,103,381.461,1398.0,7.379,0.0,23.94,54,3400,3309,91,0,0.0
100,85,20,3600,84.09,107,383.462,1409.0,7.329,0.0,24.423,53,3400,3305,95,0,0.0
100,85,25,3600,86.029,112,409.091,1419.0,7.165,0.0,25.67,54,3400,3302,98,0,0.0
100,85,30,3600,130.434,203,1326.998,4255.0,4.888,0.0,60.923,134,3400,3208,192,0,0.0
100,85,35,3600,130.74,197,1324.072,4136.0,4.883,0.0,61.207,133,3399,3209,190,1,0.0
100,85,40,3600,130.975,195,1322.814,4160.0,4.885,0.0,61.424,138,3400,3210,190,0,0.0
100,85,45,3600,130.857,195,1331.127,4023.0,4.908,0.0,61.411,136,3399,3211,188,1,0.0
100,85,50,3600,131.034,193,1357.179,3999.0,4.921,0.0,61.696,135,3400,3212,188,0,0.0
100,85,55,3600,86.963,108,417.33,1107.0,7.214,0.0,26.387,52,3400,3307,93,0,0.0
100,85,60,3600,82.696,101,346.245,1008.0,7.552,0.0,22.834,48,3400,3314,86,0,0.0
100,85,65,3600,80.696,102,319.414,975.0,7.687,0.0,21.128,45,3400,3319,81,0,0.0
100,85,70,3600,80.806,101,338.385,978.0,7.659,0.0,21.412,49,3400,3313,87,0,0.0
100,85,75,3600,80.615,99,358.905,1107.0,7.66,0.0,22.122,48,3400,3314,86,0,0.0
100,85,80,3600,81.511,99,386.737,1325.0,7.557,0.0,22.989,53,3400,3312,88,0,0.0
100,85,85,3600,80.666,100,374.957,1472.0,7.609,0.0,22.315,54,3400,3315,85,0,0.0
100,85,90,3600,80.755,101,378.031,1506.0,7.597,0.0,22.412,54,3400,3316,84,0,0.0
100,90,0,3600,80.717,102,378.779,1725.0,7.601,0.0,22.444,59,3400,3316,84,0,0.0
100,90,5,3600,80.566,101,374.193,1562.0,7.626,0.0,22.28,56,3400,3317,83,0,0.0
100,90,10,3600,80.814,100,372.656,1477.0,7.63,0.0,22.437,54,3400,3318,82,0,0.0
100,90,15,3600,80.537,99,344.472,1389.0,7.666,0.0,21.708,53,3400,3314,86,0,0.0
100,90,20,3600,80.136,99,320.693,1281.0,7.703,0.0,21.292,52,3400,3312,88,0,0.0
100,90,25,3600,80.7,104,332.538,1285.0,7.636,0.0,21.815,52,3400,3308,92,0,0.0
100,90,30,3600,82.67,112,361.421,1359.0,7.448,0.0,22.978,51,3400,3306,94,0,0.0
100,90,35,3600,127.829,194,1397.437,5580.0,5.0,0.0,60.431,141,3400,3213,187,0,0.0
100,90,40,3600,129.146,195,1421.124,5569.0,4.953,0.0,61.617,147,3400,3213,187,0,0.0
100,90,45,3600,129.133,193,1426.293,5549.0,4.97,0.0,61.739,148,3399,3213,186,1,0.0
100,90,50,3600,129.139,194,1428.433,5448.0,4.988,0.0,61.649,144,3399,3215,184,1,0.0
100,90,55,3600,129.298,191,1444.034,5436.0,4.998,0.0,61.774,145,3399,3215,184,1,0.0
100,90,60,3600,84.911,102,372.542,1065.0,7.392,0.0,24.597,51,3400,3312,88,0,0.0
100,90,65,3600,81.123,99,305.856,981.0,7.691,0.0,21.38,48,3400,3318,82,0,0.0
100,90,70,3600,81.311,98,323.946,973.0,7.649,0.0,21.594,51,3400,3313,87,0,0.0
100,90,75,3600,81.413,100,348.937,1076.0,7.612,0.0,21.974,50,3400,3313,87,0,0.0
100,90,80,3600,81.147,98,371.512,1279.0,7.608,0.0,22.588,53,3400,3314,86,0,0.0
100,90,85,3600,80.558,100,369.832,1433.0,7.632,0.0,22.214,53,3400,3316,84,0,0.0
100,90,90,3600,80.717,102,378.779,1725.0,7.601,0.0,22.444,59,3400,3316,84,0,0.0
200,0,0,3600,89.741,109,461.093,1936.0,7.32,0.0,26.92,67,3400,3309,91,0,0.0
200,0,5,3600,88.827,107,442.779,1765.0,7.398,0.0,26.178,65,3400,3308,92,0,0.0
200,0,10,3600,86.392,105,391.068,1632.0,7.615,0.0,24.042,62,3400,3309,91,0,0.0
200,0,15,3600,84.043,109,350.272,1535.0,7.849,0.0,22.078,58,3400,3308,92,0,0.0
200,0,20,3600,83.461,107,342.78,1331.0,7.913,0.0,21.444,52,3400,3305,95,0,0.0
200,0,25,3600,85.739,110,380.286,1573.0,7.699,0.0,23.026,57,3400,3302,98,0,0.0
200,0,30,3600,85.253,112,351.628,1353.0,7.733,0.0,22.52,53,3400,3303,97,0,0.0
200,0,35,3600,85.428,111,336.499,1349.0,7.717,0.0,22.39,54,3400,3304,96,0,0.0
200,0,40,3600,85.575,111,318.75,1097.0,7.724,0.0,21.925,53,3400,3304,96,0,0.0
200,0,45,3600,85.883,110,308.107,1255.0,7.741,0.0,21.702,55,3400,3305,95,0,0.0
200,0,50,3600,85.726,105,300.749,1185.0,7.801,0.0,21.609,53,3400,3306,94,0,0.0
200,0,55,3600,86.075,105,311.075,1083.0,7.804,0.0,22.072,51,3400,3307,93,0,0.0
200,0,60,3600,86.522,104,330.473,913.0,7.765,0.0,22.561,54,3400,3308,92,0,0.0
200,0,65,3600,87.054,107,360.049,1023.0,7.689,0.0,23.238,56,3400,3311,89,0,0.0
200,0,70,3600,84.573,102,334.51,1066.0,7.858,0.0,21.857,56,3400,3307,93,0,0.0
200,0,75,3600,83.684,103,326.38,1028.0,7.899,0.0,21.492,54,3400,3309,91,0,0.0
200,0,80,3600,85.85,105,375.602,1361.0,7.677,0.0,23.503,59,3400,3308,92,0,0.0
200,0,85,3600,88.687,107,439.061,1698.0,7.418,0.0,26.039,64,3400,3310,90,0,0.0
200,0,90,3600,89.741,109,461.093,1936.0,7.32,0.0,26.92,67,3400,3309,91,0,0.0
200,5,0,3600,89.783,110,455.689,1872.0,7.336,0.0,26.804,68,3400,3311,89,0,0.0
200,5,5,3600,88.979,107,442.851,1649.0,7.395,0.0,26.238,64,3400,3311,89,0,0.0
200,5,10,3600,86.763,105,396.928,1523.0,7.584,0.0,24.334,62,3400,3311,89,0,0.0
200,5,15,3600,83.693,105,336.872,1294.0,7.876,0.0,21.72,58,3400,3310,90,0,0.0
200,5,20,3600,81.79,103,305.28,1196.0,8.079,0.0,20.043,53,3400,3314,86,0,0.0
200,5,25,3600,83.39,107,342.987,1332.0,7.938,0.0,21.342,53,3400,3311,89,0,0.0
200,5,30,3600,86.767,112,407.468,1398.0,7.643,0.0,24.135,54,3400,3308,92,0,0.0
200,5,35,3600,86.441,111,381.153,1260.0,7.66,0.0,23.66,52,3400,3309,91,0,0.0
200,5,40,3600,86.39,109,358.033,1139.0,7.664,0.0,23.131,53,3400,3310,90,0,0.0
200,5,45,3600,86.456,108,334.838,1242.0,7.691,0.0,22.475,55,3400,3311,89,0,0.0
200,5,50,3600,86.82,108,324.49,1205.0,7.696,0.0,22.452,54,3400,3311,89,0,0.0
200,5,55,3600,87.004,104,323.085,1111.0,7.715,0.0,22.7,52,3400,3312,88,0,0.0
200,5,60,3600,87.145,106,328.726,999.0,7.718,0.0,22.945,51,3400,3314,86,0,0.0
200,5,65,3600,87.638,102,349.788,926.0,7.66,0.0,23.556,57,3400,3315,85,0,0.0
200,5,70,3600,88.029,102,374.468,1090.0,7.595,0.0,24.012,60,3400,3308,92,0,0.0
200,5,75,3600,84.216,101,321.679,1029.0,7.883,0.0,21.484,54,3400,3310,90,0,0.0
200,5,80,3600,85.537,101,359.287,1274.0,7.735,0.0,23.021,58,3400,3311,89,0,0.0
200,5,85,3600,88.659,106,428.927,1603.0,7.443,0.0,25.8,64,3400,3312,88,0,0.0
200,5,90,3600,89.783,110,455.689,1872.0,7.336,0.0,26.804,68,3400,3311,89,0,0.0
200,10,0,3600,89.902,108,455.531,1786.0,7.351,0.0,26.829,68,3400,3312,88,0,0.0
200,10,5,3600,89.374,106,449.511,1710.0,7.384,0.0,26.498,65,3400,3311,89,0,0.0
200,10,10,3600,86.889,105,398.051,1467.0,7.588,0.0,24.374,63,3400,3313,87,0,0.0
200,10,15,3600,84.028,104,344.229,1274.0,7.853,0.0,21.982,60,3400,3312,88,0,0.0
200,10,20,3600,81.488,102,293.374,973.0,8.113,0.0,19.698,52,3400,3316,84,0,0.0
200,10,25,3600,81.841,104,306.537,1099.0,8.106,0.0,19.991,52,3400,3317,83,0,0.0
200,10,30,3600,85.014,106,374.71,1265.0,7.828,0.0,22.745,52,3400,3316,84,0,0.0
200,10,35,3600,88.481,109,438.64,1399.0,7.525,0.0,25.574,56,3400,3313,87,0,0.0
200,10,40,3600,88.446,107,415.722,1259.0,7.517,0.0,25.183,57,3400,3313,87,0,0.0
200,10,45,3600,88.418,107,384.147,1365.0,7.534,0.0,24.345,58,3400,3314,86,0,0.0
200,10,50,3600,88.358,105,361.045,1195.0,7.565,0.0,23.847,54,3400,3315,85,0,0.0
200,10,55,3600,88.828,105,354.018,1174.0,7.55,0.0,24.153,55,3400,3315,85,0,0.0
200,10,60,3600,88.957,103,352.097,1017.0,7.558,0.0,24.369,50,3400,3317,83,0,0.0
200,10,65,3600,89.792,104,372.521,1043.0,7.486,0.0,25.158,60,3400,3318,82,0,0.0
200,10,70,3600,90.092,104,392.074,1117.0,7.445,0.0,25.58,61,3400,3312,88,0,0.0
200,10,75,3600,89.976,103,412.164,1283.0,7.423,0.0,25.746,62,3400,3313,87,0,0.0
200,10,80,3600,86.961,101,376.95,1313.0,7.638,0.0,23.894,60,3400,3314,86,0,0.0
200,10,85,3600,88.606,105,422.017,1569.0,7.476,0.0,25.605,64,3400,3316,84,0,0.0
200,10,90,3600,89.902,108,455.531,1786.0,7.351,0.0,26.829,68,3400,3312,88,0,0.0
200,15,0,3600,89.549,107,442.758,1763.0,7.405,0.0,26.374,67,3400,3314,86,0,0.0
200,15,5,3600,89.244,106,441.792,1637.0,7.421,0.0,26.223,65,3400,3313,87,0,0.0
200,15,10,3600,87.14,105,400.567,1482.0,7.595,0.0,24.49,64,3400,3315,85,0,0.0
200,15,15,3600,84.432,102,349.998,1202.0,7.841,0.0,22.247,59,3400,3313,87,0,0.0
200,15,20,3600,82.47,102,310.366,1037.0,8.041,0.0,20.444,55,3400,3316,84,0,0.0
200,15,25,3600,81.696,100,295.056,904.0,8.142,0.0,19.668,51,3400,3321,79,0,0.0
200,15,30,3600,83.069,101,328.282,1017.0,8.039,0.0,20.905,51,3400,3319,81,0,0.0
200,15,35,3600,86.376,104,396.94,1157.0,7.739,0.0,23.822,53,3400,3317,83,0,0.0
200,15,40,3600,89.859,109,457.454,1284.0,7.432,0.0,26.566,59,3400,3314,86,0,0.0
200,15,45,3600,89.958,108,427.185,1403.0,7.427,0.0,25.91,60,3400,3314,86,0,0.0
200,15,50,3600,90.276,106,403.752,1249.0,7.42,0.0,25.573,58,3400,3315,85,0,0.0
200,15,55,3600,90.32,106,382.159,1168.0,7.429,0.0,25.375,56,3400,3315,85,0,0.0
200,15,60,3600,90.656,103,374.762,1065.0,7.409,0.0,25.632,58,3400,3317,83,0,0.0
200,15,65,3600,91.113,103,382.117,1032.0,7.372,0.0,26.106,60,3400,3318,82,0,0.0
200,15,70,3600,91.776,104,402.455,1038.0,7.31,0.0,26.782,65,3400,3312,88,0,0.0
200,15,75,3600,91.788,105,420.499,1291.0,7.291,0.0,26.982,64,3400,3313,87,0,0.0
200,15,80,3600,91.622,106,440.834,1507.0,7.279,0.0,27.063,66,3400,3314,86,0,0.0
200,15,85,3600,89.932,105,436.871,1612.0,7.39,0.0,26.352,64,3400,3316,84,0,0.0
200,15,90,3600,89.549,107,442.758,1763.0,7.405,0.0,26.374,67,3400,3314,86,0,0.0
200,20,0,3600,90.626,108,447.41,1781.0,7.332,0.0,26.814,68,3400,3315,85,0,0.0
200,20,5,3600,88.668,106,421.277,1599.0,7.491,0.0,25.532,65,3400,3316,84,0,0.0
200,20,10,3600,86.9,103,390.649,1359.0,7.643,0.0,24.163,63,3400,3317,83,0,0.0
200,20,15,3600,84.944,101,352.53,1267.0,7.827,0.0,22.476,62,3400,3316,84,0,0.0
200,20,20,3600,82.812,101,311.804,1020.0,8.038,0.0,20.649,56,3400,3320,80,0,0.0
200,20,25,3600,81.847,99,292.679,859.0,8.151,0.0,19.712,51,3400,3323,77,0,0.0
200,20,30,3600,81.168,99,279.819,751.0,8.238,0.0,19.011,47,3400,3325,75,0,0.0
200,20,35,3600,82.606,102,315.132,889.0,8.11,0.0,20.437,48,3400,3325,75,0,0.0
200,20,40,3600,86.096,102,380.879,1018.0,7.777,0.0,23.392,53,3400,3321,79,0,0.0
200,20,45,3600,89.905,107,437.872,1333.0,7.451,0.0,26.109,60,3400,3317,83,0,0.0
200,20,50,3600,90.546,105,416.927,1248.0,7.41,0.0,25.929,58,3400,3318,82,0,0.0
200,20,55,3600,90.669,107,391.464,1130.0,7.407,0.0,25.739,56,3400,3318,82,0,0.0
200,20,60,3600,90.862,107,372.379,1032.0,7.393,0.0,25.696,52,3400,3321,79,0,0.0
200,20,65,3600,91.371,105,371.335,985.0,7.346,0.0,26.079,65,3400,3320,80,0,0.0
200,20,70,3600,91.849,103,379.833,957.0,7.301,0.0,26.504,64,3400,3315,85,0,0.0
200,20,75,3600,92.066,105,396.168,1144.0,7.274,0.0,26.908,63,3400,3316,84,0,0.0
200,20,80,3600,92.078,107,417.231,1378.0,7.254,0.0,27.129,66,3400,3318,82,0,0.0
200,20,85,3600,92.239,108,448.566,1653.0,7.222,0.0,27.508,67,3400,3318,82,0,0.0
200,20,90,3600,90.626,108,447.41,1781.0,7.332,0.0,26.814,68,3400,3315,85,0,0.0
200,25,0,3600,90.488,108,409.857,1653.0,7.36,0.0,25.933,69,3400,3315,85,0,0.0
200,25,5,3600,88.388,104,399.74,1490.0,7.526,0.0,24.868,65,3400,3317,83,0,0.0
200,25,10,3600,86.324,100,373.28,1346.0,7.712,0.0,23.521,63,3400,3318,82,0,0.0
200,25,15,3600,83.892,98,330.185,1144.0,7.945,0.0,21.57,59,3400,3317,83,0,0.0
200,25,20,3600,82.203,98,296.394,923.0,8.119,0.0,20.046,54,3400,3320,80,0,0.0
200,25,25,3600,81.172,97,276.286,780.0,8.235,0.0,19.051,50,3400,3324,76,0,0.0
200,25,30,3600,80.463,97,264.628,705.0,8.321,0.0,18.4,46,3400,3326,74,0,0.0
200,25,35,3600,80.078,97,259.118,751.0,8.368,0.0,17.963,44,3400,3327,73,0,0.0
200,25,40,3600,81.562,97,289.425,789.0,8.216,0.0,19.318,42,3400,3326,74,0,0.0
200,25,45,3600,85.216,101,342.769,1068.0,7.862,0.0,22.032,55,3400,3324,76,0,0.0
200,25,50,3600,89.523,105,402.347,1144.0,7.5,0.0,25.184,58,3400,3320,80,0,0.0
200,25,55,3600,89.828,107,374.876,1035.0,7.482,0.0,25.031,56,3400,3320,80,0,0.0
200,25,60,3600,90.046,109,352.377,939.0,7.465,0.0,25.007,49,3400,3322,78,0,0.0
200,25,65,3600,90.522,108,343.616,886.0,7.416,0.0,25.296,56,3400,3323,77,0,0.0
200,25,70,3600,90.923,107,346.685,986.0,7.373,0.0,25.706,69,3400,3317,83,0,0.0
200,25,75,3600,91.284,105,358.066,1003.0,7.332,0.0,26.063,69,3400,3318,82,0,0.0
200,25,80,3600,91.303,106,375.274,1253.0,7.319,0.0,26.295,68,3400,3319,81,0,0.0
200,25,85,3600,91.625,107,403.426,1527.0,7.28,0.0,26.66,66,3400,3318,82,0,0.0
200,25,90,3600,90.488,108,409.857,1653.0,7.36,0.0,25.933,69,3400,3315,85,0,0.0
200,30,0,3600,91.644,109,380.097,1571.0,7.275,0.0,25.896,69,3400,3316,84,0,0.0
200,30,5,3600,91.836,108,415.985,1514.0,7.254,0.0,26.242,68,3400,3315,85,0,0.0
200,30,10,3600,88.959,102,390.883,1329.0,7.496,0.0,24.582,62,3400,3317,83,0,0.0
200,30,15,3600,85.555,97,342.663,1103.0,7.809,0.0,22.189,58,3400,3318,82,0,0.0
200,30,20,3600,82.946,97,295.636,898.0,8.064,0.0,19.969,53,3400,3321,79,0,0.0
200,30,25,3600,81.125,97,260.189,728.0,8.258,0.0,18.292,48,3400,3327,73,0,0.0
200,30,30,3600,80.173,97,244.702,628.0,8.363,0.0,17.438,46,3400,3329,71,0,0.0
200,30,35,3600,79.69,96,237.141,552.0,8.415,0.0,16.903,40,3400,3330,70,0,0.0
200,30,40,3600,79.465,95,234.553,604.0,8.43,0.0,16.679,36,3400,3331,69,0,0.0
200,30,45,3600,81.246,98,266.289,832.0,8.244,0.0,18.22,44,3400,3329,71,0,0.0
200,30,50,3600,85.022,101,319.231,900.0,7.882,0.0,21.042,48,3400,3326,74,0,0.0
200,30,55,3600,89.442,106,367.207,933.0,7.511,0.0,23.934,55,3400,3323,77,0,0.0
200,30,60,3600,90.111,108,345.538,873.0,7.46,0.0,24.173,49,3400,3324,76,0,0.0
200,30,65,3600,90.561,109,328.721,804.0,7.414,0.0,24.479,50,3400,3324,76,0,0.0
200,30,70,3600,91.016,108,320.884,758.0,7.359,0.0,24.835,62,3400,3318,82,0,0.0
200,30,75,3600,91.184,107,321.978,984.0,7.329,0.0,25.084,68,3400,3320,80,0,0.0
200,30,80,3600,91.227,107,329.621,1103.0,7.316,0.0,25.21,69,3400,3321,79,0,0.0
200,30,85,3600,91.521,107,350.372,1332.0,7.288,0.0,25.558,68,3400,3320,80,0,0.0
200,30,90,3600,91.644,109,380.097,1571.0,7.275,0.0,25.896,69,3400,3316,84,0,0.0
200,35,0,3600,91.906,109,332.779,1401.0,7.24,0.0,25.22,70,3400,3316,84,0,0.0
200,35,5,3600,92.407,109,368.763,1321.0,7.206,0.0,25.803,68,3400,3314,86,0,0.0
200,35,10,3600,92.493,106,407.724,1282.0,7.201,0.0,26.234,67,3400,3311,89,0,0.0
200,35,15,3600,89.319,101,375.62,1088.0,7.474,0.0,24.232,62,3400,3313,87,0,0.0
200,35,20,3600,85.997,98,330.64,931.0,7.779,0.0,21.824,56,3400,3316,84,0,0.0
200,35,25,3600,83.306,99,285.698,775.0,8.042,0.0,19.605,52,3400,3320,80,0,0.0
200,35,30,3600,81.05,101,244.547,643.0,8.271,0.0,17.542,44,3400,3327,73,0,0.0
200,35,35,3600,79.919,97,225.379,620.0,8.38,0.0,16.479,38,3400,3330,70,0,0.0
200,35,40,3600,79.507,97,219.675,578.0,8.411,0.0,16.033,33,3400,3332,68,0,0.0
200,35,45,3600,79.434,97,220.866,634.0,8.407,0.0,16.011,36,3400,3332,68,0,0.0
200,35,50,3600,81.491,99,256.225,662.0,8.197,0.0,17.838,38,3400,3330,70,0,0.0
200,35,55,3600,85.542,104,308.199,740.0,7.818,0.0,20.825,47,3400,3327,73,0,0.0
200,35,60,3600,89.913,106,350.479,769.0,7.45,0.0,23.591,50,3400,3324,76,0,0.0
200,35,65,3600,90.701,108,329.959,726.0,7.384,0.0,23.921,44,3400,3324,76,0,0.0
200,35,70,3600,91.136,109,312.411,657.0,7.337,0.0,24.295,53,3400,3319,81,0,0.0
200,35,75,3600,91.283,109,300.646,792.0,7.302,0.0,24.422,64,3400,3320,80,0,0.0
200,35,80,3600,91.379,108,299.042,1055.0,7.278,0.0,24.534,68,3400,3321,79,0,0.0
200,35,85,3600,91.801,108,313.001,1141.0,7.24,0.0,24.958,68,3400,3319,81,0,0.0
200,35,90,3600,91.906,109,332.779,1401.0,7.24,0.0,25.22,70,3400,3316,84,0,0.0
200,40,0,3600,91.987,109,299.362,1187.0,7.207,0.0,24.934,70,3400,3316,84,0,0.0
200,40,5,3600,92.371,107,324.92,1129.0,7.19,0.0,25.443,68,3400,3315,85,0,0.0
200,40,10,3600,92.989,107,362.281,1107.0,7.156,0.0,26.132,69,3400,3312,88,0,0.0
200,40,15,3600,92.872,104,395.806,1063.0,7.176,0.0,26.259,66,3400,3310,90,0,0.0
200,40,20,3600,89.554,103,362.139,950.0,7.458,0.0,24.158,61,3400,3312,88,0,0.0
200,40,25,3600,86.353,102,322.474,941.0,7.753,0.0,21.948,55,3400,3320,80,0,0.0
200,40,30,3600,83.779,100,283.909,797.0,7.995,0.0,19.857,47,3400,3323,77,0,0.0
200,40,35,3600,81.511,98,243.964,734.0,8.206,0.0,17.773,39,3400,3330,70,0,0.0
200,40,40,3600,80.048,100,217.318,707.0,8.327,0.0,16.366,41,3400,3333,67,0,0.0
200,40,45,3600,79.837,100,216.245,623.0,8.337,0.0,16.23,41,3400,3334,66,0,0.0
200,40,50,3600,79.756,99,219.498,639.0,8.336,0.0,16.447,40,3400,3334,66,0,0.0
200,40,55,3600,81.844,102,252.137,680.0,8.131,0.0,18.3,41,3400,3331,69,0,0.0
