offset_j2,offset_j3,rows,mean_vehicle_count,max_vehicle_count,mean_total_waiting_time,max_total_waiting_time,mean_speed,min_mean_speed,mean_total_queue,max_total_queue,mean_E1_queue_J1_J2,mean_neg_E1_queue_J2_J1,mean_E2_queue_J2_J3,mean_neg_E2_queue_J3_J2,total_departed,total_arrived,final_active,final_buffered,buffered_ratio
50,60,3600,88.362,111,287.078,852.0,7.944,0.0,20.89,49,3.506,0.944,0.038,4.503,3400,3328,72,0,0.0
50,65,3600,91.414,114,323.76,929.0,7.691,0.0,22.95,51,3.477,1.181,0.0,6.198,3400,3325,75,0,0.0
50,70,3600,92.429,115,325.291,887.0,7.619,0.0,23.517,51,3.458,1.318,0.0,6.496,3400,3318,82,0,0.0
50,75,3600,91.294,113,292.504,774.0,7.72,0.0,22.454,50,3.495,1.314,0.0,5.55,3400,3320,80,0,0.0
50,80,3600,91.227,113,263.702,676.0,7.713,0.0,21.393,47,3.504,1.322,0.039,4.558,3400,3321,79,0,0.0
50,85,3600,91.552,116,243.641,636.0,7.679,0.0,20.856,49,3.491,1.339,0.441,3.625,3400,3320,80,0,0.0
50,90,3600,91.849,115,231.239,829.0,7.661,0.0,20.878,55,3.504,1.303,1.428,2.713,3400,3316,84,0,0.0
55,0,3600,91.708,117,256.983,680.0,7.663,0.0,21.039,49,4.689,0.446,0.438,3.594,3400,3316,84,0,0.0
55,5,3600,92.138,115,249.259,623.0,7.642,0.0,21.336,49,4.697,0.457,1.481,2.695,3400,3316,84,0,0.0
55,10,3600,92.684,114,253.705,697.0,7.618,0.0,21.972,51,4.682,0.475,2.674,1.917,3400,3311,89,0,0.0
55,15,3600,92.807,112,260.31,589.0,7.637,0.0,22.279,45,4.681,0.445,3.881,1.139,3400,3310,90,0,0.0
55,20,3600,93.045,112,277.913,694.0,7.641,0.0,22.712,45,4.687,0.447,5.085,0.419,3400,3308,92,0,0.0
55,25,3600,93.303,111,307.018,791.0,7.629,0.0,23.585,44,4.699,0.45,6.326,0.029,3400,3309,91,0,0.0
55,30,3600,93.515,108,339.635,924.0,7.609,0.0,24.686,45,4.708,0.494,7.515,0.012,3400,3310,90,0,0.0
55,35,3600,94.607,108,389.779,1094.0,7.509,0.0,26.024,52,4.703,0.168,8.734,0.352,3400,3310,90,0,0.0
55,40,3600,94.146,108,403.768,1301.0,7.523,0.0,26.108,61,4.687,0.11,8.328,0.757,3400,3312,88,0,0.0
55,45,3600,92.543,108,386.773,1304.0,7.635,0.0,25.13,57,4.706,0.171,7.016,1.209,3400,3316,84,0,0.0
55,50,3600,90.586,111,354.131,1153.0,7.783,0.0,23.563,55,4.682,0.209,5.164,1.483,3400,3318,82,0,0.0
55,55,3600,88.724,111,318.768,1172.0,7.928,0.0,21.968,52,4.709,0.254,3.222,1.785,3400,3318,82,0,0.0
55,60,3600,87.414,111,290.18,1015.0,8.032,0.0,20.724,49,4.714,0.322,1.181,2.608,3400,3324,76,0,0.0
55,65,3600,89.135,115,306.938,931.0,7.87,0.0,21.608,49,4.688,0.364,0.024,4.524,3400,3324,76,0,0.0
55,70,3600,91.901,116,342.572,1060.0,7.642,0.0,23.452,52,4.679,0.397,0.0,6.198,3400,3317,83,0,0.0
55,75,3600,92.538,116,339.022,963.0,7.593,0.0,23.743,52,4.703,0.45,0.0,6.485,3400,3319,81,0,0.0
55,80,3600,91.374,115,303.542,855.0,7.692,0.0,22.573,52,4.678,0.459,0.0,5.502,3400,3320,80,0,0.0
55,85,3600,91.504,116,277.619,756.0,7.671,0.0,21.63,49,4.688,0.438,0.039,4.549,3400,3318,82,0,0.0
55,90,3600,91.708,117,256.983,680.0,7.663,0.0,21.039,49,4.689,0.446,0.438,3.594,3400,3316,84,0,0.0
60,0,3600,91.694,115,302.834,887.0,7.649,0.0,22.416,52,5.898,0.039,0.036,4.531,3400,3316,84,0,0.0
60,5,3600,92.083,114,286.056,772.0,7.635,0.0,21.986,49,5.912,0.039,0.449,3.585,3400,3314,86,0,0.0
60,10,3600,92.689,114,280.633,701.0,7.606,0.0,22.425,51,5.882,0.037,1.504,2.755,3400,3312,88,0,0.0
60,15,3600,92.826,112,277.843,806.0,7.624,0.0,22.694,54,5.886,0.04,2.696,1.919,3400,3309,91,0,0.0
60,20,3600,93.015,111,285.561,709.0,7.633,0.0,23.039,49,5.918,0.039,3.905,1.108,3400,3308,92,0,0.0
60,25,3600,93.247,111,303.424,698.0,7.632,0.0,23.52,44,5.903,0.041,5.089,0.419,3400,3309,91,0,0.0
60,30,3600,93.535,109,330.498,823.0,7.617,0.0,24.296,45,5.885,0.047,6.335,0.031,3400,3310,90,0,0.0
60,35,3600,94.155,107,369.37,986.0,7.555,0.0,25.694,52,5.909,0.092,7.508,0.024,3400,3310,90,0,0.0
60,40,3600,95.211,107,417.782,1184.0,7.454,0.0,27.171,61,5.908,0.005,8.694,0.322,3400,3310,90,0,0.0
60,45,3600,94.814,109,428.069,1402.0,7.475,0.0,27.169,60,5.906,0.021,8.311,0.831,3400,3312,88,0,0.0
60,50,3600,93.295,112,408.374,1230.0,7.583,0.0,25.994,58,5.865,0.024,6.887,1.151,3400,3314,86,0,0.0
60,55,3600,91.65,112,381.478,1276.0,7.701,0.0,24.641,55,5.898,0.028,5.178,1.497,3400,3315,85,0,0.0
60,60,3600,89.535,111,344.056,1266.0,7.862,0.0,22.898,58,5.908,0.033,3.221,1.797,3400,3318,82,0,0.0
60,65,3600,88.624,111,321.766,1092.0,7.923,0.0,21.872,52,5.902,0.028,1.186,2.69,3400,3319,81,0,0.0
60,70,3600,90.031,115,338.641,1116.0,7.79,0.0,22.737,51,5.902,0.028,0.025,4.543,3400,3315,85,0,0.0
60,75,3600,91.94,116,364.035,1191.0,7.631,0.0,24.105,54,5.918,0.026,0.0,6.034,3400,3314,86,0,0.0
60,80,3600,92.569,116,359.926,1106.0,7.575,0.0,24.331,55,5.908,0.039,0.0,6.439,3400,3315,85,0,0.0
60,85,3600,91.734,114,330.769,1003.0,7.644,0.0,23.443,54,5.902,0.038,0.0,5.518,3400,3318,82,0,0.0
60,90,3600,91.694,115,302.834,887.0,7.649,0.0,22.416,52,5.898,0.039,0.036,4.531,3400,3316,84,0,0.0
65,0,3600,92.041,114,363.341,1117.0,7.611,0.0,24.583,57,7.11,0.0,0.0,5.466,3400,3316,84,0,0.0
65,5,3600,92.191,116,340.428,1009.0,7.611,0.0,23.771,55,7.11,0.0,0.036,4.523,3400,3314,86,0,0.0
65,10,3600,92.929,114,329.511,934.0,7.575,0.0,23.643,53,7.119,0.0,0.438,3.676,3400,3312,88,0,0.0
65,15,3600,92.931,112,313.873,833.0,7.6,0.0,23.582,54,7.115,0.0,1.477,2.765,3400,3309,91,0,0.0
65,20,3600,93.131,112,310.712,963.0,7.608,0.0,23.841,56,7.113,0.0,2.686,1.89,3400,3308,92,0,0.0
65,25,3600,93.413,111,320.001,839.0,7.606,0.0,24.279,53,7.114,0.0,3.906,1.116,3400,3309,91,0,0.0
65,30,3600,93.684,108,337.849,777.0,7.598,0.0,24.726,47,7.114,0.0,5.071,0.407,3400,3310,90,0,0.0
65,35,3600,94.228,109,369.725,872.0,7.557,0.0,25.726,51,7.094,0.011,6.303,0.026,3400,3310,90,0,0.0
65,40,3600,94.99,109,408.592,1104.0,7.485,0.0,27.088,62,7.119,0.086,7.501,0.013,3400,3310,90,0,0.0
65,45,3600,96.231,110,452.855,1311.0,7.389,0.0,28.456,61,7.099,0.061,8.709,0.368,3400,3310,90,0,0.0
65,50,3600,96.068,112,462.167,1342.0,7.394,0.0,28.407,62,7.094,0.086,8.345,0.725,3400,3309,91,0,0.0
65,55,3600,94.561,112,444.492,1358.0,7.491,0.0,27.342,58,7.098,0.072,6.905,1.135,3400,3309,91,0,0.0
65,60,3600,92.815,111,419.71,1398.0,7.612,0.0,26.025,62,7.144,0.096,5.278,1.414,3400,3315,85,0,0.0
65,65,3600,90.888,112,382.517,1407.0,7.743,0.0,24.325,59,7.106,0.191,3.146,1.711,3400,3315,85,0,0.0
65,70,3600,90.035,116,366.402,1432.0,7.794,0.0,23.555,62,7.132,0.354,1.191,2.593,3400,3311,89,0,0.0
65,75,3600,90.856,114,375.181,1222.0,7.714,0.0,24.074,57,7.107,0.169,0.038,4.481,3400,3312,88,0,0.0
65,80,3600,92.394,116,395.615,1357.0,7.581,0.0,25.229,58,7.118,0.0,0.0,6.037,3400,3312,88,0,0.0
65,85,3600,93.101,116,396.496,1251.0,7.519,0.0,25.67,58,7.111,0.0,0.0,6.452,3400,3314,86,0,0.0
65,90,3600,92.041,114,363.341,1117.0,7.611,0.0,24.583,57,7.11,0.0,0.0,5.466,3400,3316,84,0,0.0
70,0,3600,94.206,121,434.629,1368.0,7.431,0.0,26.825,60,8.333,0.0,0.0,6.405,3400,3303,97,0,0.0
70,5,3600,93.388,120,407.669,1247.0,7.504,0.0,26.001,58,8.335,0.0,0.0,5.463,3400,3305,95,0,0.0
70,10,3600,93.919,117,389.913,1152.0,7.476,0.0,25.456,57,8.317,0.0,0.037,4.619,3400,3303,97,0,0.0
70,15,3600,93.98,115,366.275,1060.0,7.491,0.0,24.74,55,8.3,0.0,0.417,3.651,3400,3300,100,0,0.0
70,20,3600,94.199,116,353.802,993.0,7.494,0.0,24.81,56,8.331,0.0,1.48,2.73,3400,3300,100,0,0.0
70,25,3600,94.425,115,350.777,1086.0,7.501,0.0,25.092,58,8.316,0.0,2.669,1.884,3400,3300,100,0,0.0
70,30,3600,94.576,113,359.186,985.0,7.517,0.0,25.485,56,8.328,0.0,3.869,1.105,3400,3303,97,0,0.0
70,35,3600,94.993,112,381.721,940.0,7.5,0.0,26.152,51,8.321,0.036,5.119,0.409,3400,3303,97,0,0.0
70,40,3600,95.666,112,413.738,968.0,7.449,0.0,27.167,61,8.315,0.096,6.287,0.033,3400,3304,96,0,0.0
70,45,3600,96.127,110,448.009,1152.0,7.416,0.0,28.334,60,8.332,0.237,7.461,0.012,3400,3304,96,0,0.0
70,50,3600,97.696,112,494.235,1204.0,7.296,0.0,29.814,62,8.299,0.33,8.641,0.298,3400,3302,98,0,0.0
70,55,3600,97.648,113,508.576,1455.0,7.282,0.0,29.968,62,8.327,0.365,8.313,0.72,3400,3299,101,0,0.0
70,60,3600,96.116,113,490.54,1472.0,7.374,0.0,28.869,63,8.338,0.403,6.89,1.094,3400,3305,95,0,0.0
70,65,3600,94.84,115,472.575,1529.0,7.439,0.0,27.874,64,8.301,0.585,5.318,1.402,3400,3306,94,0,0.0
70,70,3600,93.935,117,455.445,1615.0,7.474,0.0,27.06,65,8.306,1.361,3.287,1.689,3400,3303,97,0,0.0
70,75,3600,93.021,116,439.556,1485.0,7.511,0.0,26.337,61,8.312,1.841,1.258,2.612,3400,3303,97,0,0.0
70,80,3600,93.136,118,437.042,1493.0,7.499,0.0,26.334,59,8.354,1.407,0.038,4.409,3400,3304,96,0,0.0
70,85,3600,94.758,119,459.482,1456.0,7.371,0.0,27.528,60,8.333,0.915,0.0,6.096,3400,3302,98,0,0.0
70,90,3600,94.206,121,434.629,1368.0,7.431,0.0,26.825,60,8.333,0.0,0.0,6.405,3400,3303,97,0,0.0
75,0,3600,95.0,120,474.122,1569.0,7.351,0.0,27.871,60,8.096,0.807,0.893,6.133,3400,3295,105,0,0.0
75,5,3600,94.841,120,462.922,1499.0,7.373,0.0,27.568,58,8.086,0.0,0.948,6.435,3400,3295,105,0,0.0
75,10,3600,93.229,119,421.229,1358.0,7.522,0.0,26.074,56,8.176,0.0,0.038,5.54,3400,3298,102,0,0.0
75,15,3600,93.0,118,392.34,1246.0,7.55,0.0,25.004,53,8.166,0.0,0.027,4.577,3400,3294,106,0,0.0
75,20,3600,93.042,119,369.405,1188.0,7.561,0.0,24.295,56,8.143,0.0,0.382,3.648,3400,3295,105,0,0.0
75,25,3600,93.299,115,356.733,1043.0,7.558,0.0,24.312,57,8.114,0.0,1.318,2.741,3400,3295,105,0,0.0
75,30,3600,93.484,114,354.93,1205.0,7.573,0.0,24.557,55,8.181,0.0,2.412,1.889,3400,3297,103,0,0.0
75,35,3600,93.928,114,365.633,1113.0,7.567,0.0,25.043,53,8.121,0.011,3.518,1.118,3400,3298,102,0,0.0
75,40,3600,94.324,112,384.432,1038.0,7.556,0.0,25.638,55,8.113,0.083,4.692,0.431,3400,3299,101,0,0.0
75,45,3600,94.689,111,409.952,1021.0,7.539,0.0,26.429,57,8.077,0.258,5.867,0.035,3400,3300,100,0,0.0
75,50,3600,95.501,111,449.151,1014.0,7.473,0.0,27.896,59,8.071,0.606,7.055,0.024,3400,3300,100,0,0.0
75,55,3600,97.203,113,497.594,1225.0,7.332,0.0,29.559,62,8.146,0.793,8.235,0.324,3400,3297,103,0,0.0
75,60,3600,97.334,113,515.9,1447.0,7.304,0.0,29.865,67,8.121,0.764,8.219,0.748,3400,3299,101,0,0.0
75,65,3600,96.238,115,502.505,1605.0,7.348,0.0,29.055,67,8.123,0.92,6.746,1.109,3400,3300,100,0,0.0
75,70,3600,95.379,115,494.467,1718.0,7.375,0.0,28.515,69,8.129,1.737,4.933,1.419,3400,3295,105,0,0.0
75,75,3600,94.641,114,481.031,1794.0,7.387,0.0,27.915,66,8.143,2.838,3.005,1.691,3400,3296,104,0,0.0
75,80,3600,93.934,116,459.196,1643.0,7.418,0.0,27.12,64,8.035,3.22,1.234,2.588,3400,3298,102,0,0.0
75,85,3600,95.069,118,480.514,1592.0,7.331,0.0,28.072,60,8.102,2.621,0.762,4.462,3400,3298,102,0,0.0
75,90,3600,95.0,120,474.122,1569.0,7.351,0.0,27.871,60,8.096,0.807,0.893,6.133,3400,3295,105,0,0.0
80,0,3600,94.482,116,471.894,1706.0,7.374,0.0,27.837,64,6.742,2.324,2.301,4.5,3400,3296,104,0,0.0
80,5,3600,94.993,119,485.351,1575.0,7.339,0.0,28.155,61,6.806,0.73,2.49,6.076,3400,3293,107,0,0.0
80,10,3600,93.721,118,455.05,1506.0,7.459,0.0,26.906,59,6.732,0.0,1.319,6.508,3400,3294,106,0,0.0
80,15,3600,91.307,118,396.684,1364.0,7.686,0.0,24.666,56,6.717,0.0,0.182,5.538,3400,3293,107,0,0.0
80,20,3600,90.763,117,363.83,1275.0,7.737,0.0,23.439,54,6.764,0.0,0.027,4.55,3400,3295,105,0,0.0
80,25,3600,90.656,116,342.634,1156.0,7.753,0.0,22.813,54,6.68,0.0,0.4,3.666,3400,3296,104,0,0.0
80,30,3600,90.748,116,331.879,1073.0,7.763,0.0,22.755,54,6.795,0.0,1.182,2.753,3400,3298,102,0,0.0
80,35,3600,91.058,114,331.539,1154.0,7.767,0.0,22.949,54,6.745,0.012,2.073,1.911,3400,3297,103,0,0.0
80,40,3600,91.368,114,338.575,1054.0,7.777,0.0,23.164,48,6.705,0.085,2.999,1.122,3400,3300,100,0,0.0
80,45,3600,91.71,113,352.965,1049.0,7.779,0.0,23.591,47,6.683,0.259,4.088,0.426,3400,3300,100,0,0.0
80,50,3600,92.513,110,383.71,1018.0,7.724,0.0,24.781,51,6.712,0.619,5.298,0.033,3400,3302,98,0,0.0
80,55,3600,93.373,109,418.658,1010.0,7.645,0.0,26.251,56,6.744,1.014,6.488,0.024,3400,3303,97,0,0.0
80,60,3600,95.0,111,461.67,1209.0,7.498,0.0,27.816,65,6.706,1.18,7.646,0.282,3400,3300,100,0,0.0
80,65,3600,95.194,113,477.28,1405.0,7.449,0.0,28.137,66,6.692,1.323,7.35,0.692,3400,3300,100,0,0.0
80,70,3600,95.091,114,485.566,1546.0,7.415,0.0,28.268,69,6.668,2.174,6.139,1.049,3400,3295,105,0,0.0
80,75,3600,94.567,113,480.471,1736.0,7.409,0.0,27.988,67,6.772,3.314,4.418,1.365,3400,3295,105,0,0.0
80,80,3600,93.681,115,456.989,1826.0,7.443,0.0,27.138,67,6.708,4.069,2.636,1.723,3400,3295,105,0,0.0
80,85,3600,94.356,114,469.295,1647.0,7.379,0.0,27.754,65,6.778,4.342,2.017,2.553,3400,3298,102,0,0.0
80,90,3600,94.482,116,471.894,1706.0,7.374,0.0,27.837,64,6.742,2.324,2.301,4.5,3400,3296,104,0,0.0
85,0,3600,93.352,111,441.402,1729.0,7.463,0.0,26.947,65,4.834,3.84,3.876,2.582,3400,3300,100,0,0.0
85,5,3600,94.164,114,470.628,1663.0,7.395,0.0,27.772,64,4.904,2.095,4.333,4.396,3400,3297,103,0,0.0
85,10,3600,93.675,118,465.829,1603.0,7.436,0.0,27.188,62,4.873,0.713,3.354,6.0,3400,3294,106,0,0.0
85,15,3600,91.715,120,425.701,1482.0,7.616,0.0,25.391,60,4.836,0.012,1.979,6.461,3400,3292,108,0,0.0
85,20,3600,88.901,115,358.385,1353.0,7.897,0.0,22.743,53,4.922,0.012,0.303,5.528,3400,3298,102,0,0.0
85,25,3600,88.065,112,325.422,1192.0,7.974,0.0,21.505,49,4.845,0.025,0.053,4.589,3400,3299,101,0,0.0
85,30,3600,87.701,113,304.586,1085.0,8.007,0.0,20.838,49,4.898,0.025,0.344,3.645,3400,3301,99,0,0.0
85,35,3600,87.601,114,294.185,990.0,8.031,0.0,20.652,49,4.825,0.062,0.95,2.749,3400,3301,99,0,0.0
85,40,3600,87.819,114,292.992,1111.0,8.047,0.0,20.627,52,4.85,0.095,1.592,1.919,3400,3303,97,0,0.0
85,45,3600,88.295,110,297.514,1035.0,8.048,0.0,20.709,48,4.96,0.271,2.382,1.101,3400,3302,98,0,0.0
85,50,3600,88.964,107,314.438,998.0,8.02,0.0,21.335,45,4.918,0.616,3.343,0.418,3400,3303,97,0,0.0
85,55,3600,89.604,109,337.225,982.0,7.971,0.0,22.357,47,4.865,0.999,4.492,0.031,3400,3304,96,0,0.0
85,60,3600,90.374,105,366.862,930.0,7.887,0.0,23.773,59,4.842,1.357,5.651,0.024,3400,3308,92,0,0.0
85,65,3600,92.643,109,416.478,1188.0,7.668,0.0,25.792,63,4.898,1.615,6.87,0.329,3400,3306,94,0,0.0
85,70,3600,93.662,109,446.199,1414.0,7.547,0.0,26.861,67,4.84,2.479,6.697,0.715,3400,3300,100,0,0.0
85,75,3600,93.509,110,451.205,1591.0,7.513,0.0,26.97,66,4.865,3.566,5.411,1.096,3400,3299,101,0,0.0
85,80,3600,92.794,111,435.728,1659.0,7.531,0.0,26.429,66,4.816,4.49,3.797,1.434,3400,3300,100,0,0.0
85,85,3600,93.378,111,443.715,1736.0,7.465,0.0,26.978,67,4.829,5.165,3.342,1.696,3400,3302,98,0,0.0
85,90,3600,93.352,111,441.402,1729.0,7.463,0.0,26.947,65,4.834,3.84,3.876,2.582,3400,3300,100,0,0.0
90,0,3600,92.896,111,418.791,1838.0,7.513,0.0,26.347,69,3.069,4.564,5.169,1.678,3400,3303,97,0,0.0
90,5,3600,93.216,112,434.912,1771.0,7.483,0.0,26.744,67,3.004,3.358,5.902,2.465,3400,3304,96,0,0.0
90,10,3600,92.958,115,445.624,1700.0,7.494,0.0,26.609,67,3.049,1.818,4.982,4.447,3400,3298,102,0,0.0
90,15,3600,92.075,118,437.307,1594.0,7.573,0.0,25.834,63,2.964,0.906,3.888,5.901,3400,3296,104,0,0.0
90,20,3600,90.896,119,415.693,1585.0,7.702,0.0,24.788,62,2.999,1.019,2.229,6.492,3400,3295,105,0,0.0
90,25,3600,87.965,117,346.443,1473.0,7.996,0.0,22.068,58,2.978,1.035,0.499,5.532,3400,3299,101,0,0.0
90,30,3600,86.731,113,309.766,1272.0,8.117,0.0,20.658,53,3.006,0.989,0.055,4.602,3400,3301,99,0,0.0
90,35,3600,86.341,115,291.344,1235.0,8.154,0.0,20.061,51,3.04,0.916,0.305,3.654,3400,3304,96,0,0.0
90,40,3600,85.987,112,280.393,1005.0,8.191,0.0,19.714,50,3.011,0.99,0.718,2.774,3400,3305,95,0,0.0
90,45,3600,85.819,110,270.804,1139.0,8.241,0.0,19.163,52,3.017,1.035,1.108,1.9,3400,3306,94,0,0.0
90,50,3600,85.952,107,267.12,1106.0,8.274,0.0,18.835,50,3.031,1.001,1.672,1.116,3400,3307,93,0,0.0
90,55,3600,86.549,105,277.486,979.0,8.245,0.0,19.256,44,3.101,1.164,2.596,0.407,3400,3306,94,0,0.0
90,60,3600,86.886,105,288.316,972.0,8.214,0.0,19.918,48,2.939,1.384,3.639,0.037,3400,3308,92,0,0.0
90,65,3600,88.222,104,323.483,976.0,8.061,0.0,21.773,56,2.976,1.807,4.855,0.011,3400,3309,91,0,0.0
90,70,3600,91.147,108,382.731,1253.0,7.775,0.0,24.41,65,2.992,2.88,6.067,0.26,3400,3303,97,0,0.0
90,75,3600,92.429,110,413.382,1473.0,7.63,0.0,25.673,66,3.002,3.955,5.918,0.648,3400,3303,97,0,0.0
90,80,3600,92.13,113,408.902,1629.0,7.614,0.0,25.593,67,2.941,4.889,4.738,1.071,3400,3303,97,0,0.0
90,85,3600,93.218,112,428.959,1737.0,7.5,0.0,26.632,69,3.025,5.599,4.608,1.375,3400,3305,95,0,0.0
90,90,3600,92.896,111,418.791,1838.0,7.513,0.0,26.347,69,3.069,4.564,5.169,1.678,3400,3303,97,0,0.0
