controller,simulation_steps,mean_vehicle_count,max_vehicle_count,mean_total_waiting_time,max_total_waiting_time,mean_speed,min_mean_speed,mean_total_queue,max_total_queue
Simultaneous Fixed-Time,3600,64.85,83,270.563,1132.0,7.452,0.0,17.334,45
