controller,rows,mean_vehicle_count,max_vehicle_count,mean_total_waiting_time,max_total_waiting_time,mean_speed,min_mean_speed,mean_total_queue,max_total_queue
QMIX V2 trained on Scenario B,3599,63.407,81,257.235,1302.0,7.663,1.79,15.887,44
