controller,rows,mean_vehicle_count,max_vehicle_count,mean_total_waiting_time,max_total_waiting_time,mean_speed,min_mean_speed,mean_total_queue,max_total_queue
QMIX V2 transferred to Scenario B,3599,62.021,76,180.616,924.0,7.852,1.79,13.84,35
