N,distance_m,demand,multiplier,offset,mean_total_waiting_time,max_total_waiting_time,mean_speed,mean_total_queue,max_total_queue,mean_vehicle_count,max_vehicle_count,total_expected,total_departed,total_arrived,buffered_ratio,capacity_regime,total_teleports
5,500,saturation,2.0,50,574.766,1477.0,10.304,38.056,66,388.732,436,9200.0,9200,8795,0.0,Unconstrained,0
5,500,saturation,2.0,55,755.775,1520.0,9.919,49.537,73,403.687,444,9200.0,9200,8787,0.0,Unconstrained,0
5,500,saturation,2.0,60,932.782,2006.0,9.583,62.934,108,417.471,463,9200.0,9200,8778,0.0,Unconstrained,0
5,500,saturation,2.0,65,1130.301,2139.0,9.268,75.857,121,431.598,472,9200.0,9200,8741,0.0,Unconstrained,0
5,500,saturation,2.0,70,1329.598,2189.0,9.006,87.806,115,443.99,490,9200.0,9200,8725,0.0,Unconstrained,0
5,500,saturation,2.0,75,1613.157,2964.0,8.718,101.904,150,459.437,521,9200.0,9200,8719,0.0,Unconstrained,0
5,500,saturation,2.0,80,1911.276,3705.0,8.468,114.848,206,473.817,538,9200.0,9200,8725,0.0,Unconstrained,0
5,500,saturation,2.0,85,2238.903,6007.0,8.213,128.169,284,489.596,556,9200.0,9200,8703,0.0,Unconstrained,0
5,500,saturation,2.0,90,2377.194,8610.0,8.12,133.432,319,495.642,577,9200.0,9200,8679,0.0,Unconstrained,0
5,750,low,0.5,0,290.42,1749.0,10.147,22.272,80,146.026,167,2300.0,2300,2151,0.0,Unconstrained,0
5,750,low,0.5,5,314.163,1064.0,10.121,22.945,73,146.912,170,2300.0,2300,2153,0.0,Unconstrained,0
5,750,low,0.5,10,338.957,786.0,10.131,22.977,52,146.744,165,2300.0,2300,2153,0.0,Unconstrained,0
5,750,low,0.5,15,379.459,824.0,10.13,23.062,43,146.66,167,2300.0,2300,2149,0.0,Unconstrained,0
5,750,low,0.5,20,298.811,813.0,10.491,18.237,36,141.746,162,2300.0,2300,2161,0.0,Unconstrained,0
5,750,low,0.5,25,210.174,705.0,10.933,13.321,31,135.959,159,2300.0,2300,2165,0.0,Unconstrained,0
5,750,low,0.5,30,195.964,855.0,11.1,12.569,29,133.934,159,2300.0,2300,2166,0.0,Unconstrained,0
5,750,low,0.5,35,234.979,617.0,11.034,13.882,29,134.656,152,2300.0,2300,2164,0.0,Unconstrained,0
5,750,low,0.5,40,231.851,764.0,11.069,13.589,35,134.233,154,2300.0,2300,2164,0.0,Unconstrained,0
5,750,low,0.5,45,240.462,1038.0,11.023,14.049,34,134.79,155,2300.0,2300,2160,0.0,Unconstrained,0
5,750,low,0.5,50,245.115,859.0,11.016,14.152,35,134.919,161,2300.0,2300,2160,0.0,Unconstrained,0
5,750,low,0.5,55,251.83,594.0,10.976,14.601,28,135.426,155,2300.0,2300,2165,0.0,Unconstrained,0
5,750,low,0.5,60,197.601,652.0,11.089,12.762,25,134.011,153,2300.0,2300,2166,0.0,Unconstrained,0
5,750,low,0.5,65,200.192,729.0,10.963,13.146,35,135.52,156,2300.0,2300,2167,0.0,Unconstrained,0
5,750,low,0.5,70,293.796,854.0,10.519,17.764,38,141.143,166,2300.0,2300,2157,0.0,Unconstrained,0
5,750,low,0.5,75,377.113,829.0,10.146,22.762,43,146.322,167,2300.0,2300,2150,0.0,Unconstrained,0
5,750,low,0.5,80,340.347,845.0,10.126,23.008,53,146.613,166,2300.0,2300,2149,0.0,Unconstrained,0
5,750,low,0.5,85,311.535,1060.0,10.129,22.802,73,146.614,168,2300.0,2300,2153,0.0,Unconstrained,0
5,750,low,0.5,90,290.42,1749.0,10.147,22.272,80,146.026,167,2300.0,2300,2151,0.0,Unconstrained,0
5,750,medium,1.0,0,575.79,2879.0,10.025,44.659,157,296.054,340,4600.0,4600,4298,0.0,Unconstrained,0
5,750,medium,1.0,5,603.504,1795.0,10.039,45.111,132,296.009,331,4600.0,4600,4299,0.0,Unconstrained,0
5,750,medium,1.0,10,646.915,1290.0,10.038,44.818,89,295.922,329,4600.0,4600,4299,0.0,Unconstrained,0
5,750,medium,1.0,15,722.393,1431.0,10.038,44.771,73,295.536,329,4600.0,4600,4290,0.0,Unconstrained,0
5,750,medium,1.0,20,653.749,1312.0,10.255,38.858,61,289.178,323,4600.0,4600,4300,0.0,Unconstrained,0
5,750,medium,1.0,25,570.184,1213.0,10.535,33.484,60,281.652,323,4600.0,4600,4304,0.0,Unconstrained,0
5,750,medium,1.0,30,470.737,1541.0,10.822,28.729,56,274.072,310,4600.0,4600,4307,0.0,Unconstrained,0
5,750,medium,1.0,35,520.213,1427.0,10.781,30.518,63,275.213,321,4600.0,4600,4302,0.0,Unconstrained,0
5,750,medium,1.0,40,547.583,1555.0,10.765,31.321,64,275.732,308,4600.0,4600,4317,0.0,Unconstrained,0
5,750,medium,1.0,45,583.522,2303.0,10.722,32.563,74,276.814,317,4600.0,4600,4314,0.0,Unconstrained,0
5,750,medium,1.0,50,554.324,1478.0,10.764,31.601,62,275.827,306,4600.0,4600,4306,0.0,Unconstrained,0
5,750,medium,1.0,55,529.314,1104.0,10.778,30.904,53,275.451,307,4600.0,4600,4318,0.0,Unconstrained,0
5,750,medium,1.0,60,468.542,1619.0,10.836,28.646,62,274.087,316,4600.0,4600,4318,0.0,Unconstrained,0
5,750,medium,1.0,65,570.974,1387.0,10.534,33.521,67,281.674,315,4600.0,4600,4311,0.0,Unconstrained,0
5,750,medium,1.0,70,660.907,1307.0,10.257,39.066,62,289.233,326,4600.0,4600,4300,0.0,Unconstrained,0
5,750,medium,1.0,75,717.06,1409.0,10.035,44.494,73,295.464,329,4600.0,4600,4291,0.0,Unconstrained,0
5,750,medium,1.0,80,636.55,1334.0,10.027,44.627,91,295.795,330,4600.0,4600,4292,0.0,Unconstrained,0
5,750,medium,1.0,85,576.647,1792.0,10.046,44.081,131,295.442,331,4600.0,4600,4300,0.0,Unconstrained,0
5,750,medium,1.0,90,575.79,2879.0,10.025,44.659,157,296.054,340,4600.0,4600,4298,0.0,Unconstrained,0
5,750,high,1.5,0,797.972,3660.0,9.967,64.569,231,446.814,506,6900.0,6900,6447,0.0,Unconstrained,0
5,750,high,1.5,5,828.266,2248.0,9.975,64.965,175,446.798,504,6900.0,6900,6446,0.0,Unconstrained,0
5,750,high,1.5,10,903.493,1802.0,9.969,64.718,124,446.708,495,6900.0,6900,6441,0.0,Unconstrained,0
5,750,high,1.5,15,1026.098,1863.0,9.986,64.774,102,445.389,490,6900.0,6900,6430,0.0,Unconstrained,0
5,750,high,1.5,20,997.197,1797.0,10.113,59.804,88,439.533,488,6900.0,6900,6432,0.0,Unconstrained,0
5,750,high,1.5,25,947.716,1813.0,10.28,55.274,92,432.73,484,6900.0,6900,6448,0.0,Unconstrained,0
5,750,high,1.5,30,887.626,2451.0,10.432,51.506,102,426.574,485,6900.0,6900,6460,0.0,Unconstrained,0
5,750,high,1.5,35,909.069,1866.0,10.47,51.813,84,424.616,477,6900.0,6900,6459,0.0,Unconstrained,0
5,750,high,1.5,40,931.275,2437.0,10.485,52.534,104,424.396,479,6900.0,6900,6465,0.0,Unconstrained,0
5,750,high,1.5,45,955.361,3554.0,10.46,53.299,119,425.687,481,6900.0,6900,6464,0.0,Unconstrained,0
5,750,high,1.5,50,942.384,2506.0,10.473,52.881,103,424.925,476,6900.0,6900,6446,0.0,Unconstrained,0
5,750,high,1.5,55,916.371,1776.0,10.47,52.139,84,424.984,470,6900.0,6900,6452,0.0,Unconstrained,0
5,750,high,1.5,60,900.992,2484.0,10.438,51.918,103,426.218,499,6900.0,6900,6445,0.0,Unconstrained,0
5,750,high,1.5,65,944.11,1802.0,10.302,54.852,94,431.742,480,6900.0,6900,6457,0.0,Unconstrained,0
5,750,high,1.5,70,1002.784,1797.0,10.116,59.721,86,439.462,486,6900.0,6900,6435,0.0,Unconstrained,0
5,750,high,1.5,75,1036.892,1870.0,9.974,64.914,97,445.569,495,6900.0,6900,6429,0.0,Unconstrained,0
5,750,high,1.5,80,926.554,1887.0,9.946,65.722,125,447.104,496,6900.0,6900,6425,0.0,Unconstrained,0
5,750,high,1.5,85,834.591,2290.0,9.954,65.137,179,447.251,509,6900.0,6900,6443,0.0,Unconstrained,0
5,750,high,1.5,90,797.972,3660.0,9.967,64.569,231,446.814,506,6900.0,6900,6447,0.0,Unconstrained,0
5,750,saturation,2.0,0,1031.999,4015.0,9.877,84.965,268,601.047,677,9200.0,9200,8597,0.0,Unconstrained,0
5,750,saturation,2.0,5,1083.045,2625.0,9.867,85.627,208,601.919,674,9200.0,9200,8589,0.0,Unconstrained,0
5,750,saturation,2.0,10,1181.985,2192.0,9.863,85.504,152,601.394,664,9200.0,9200,8582,0.0,Unconstrained,0
5,750,saturation,2.0,15,1350.444,2464.0,9.847,86.436,133,601.461,662,9200.0,9200,8572,0.0,Unconstrained,0
5,750,saturation,2.0,20,1351.469,2229.0,9.94,81.819,113,595.562,659,9200.0,9200,8575,0.0,Unconstrained,0
5,750,saturation,2.0,25,1355.321,2293.0,10.048,78.983,134,589.676,650,9200.0,9200,8582,0.0,Unconstrained,0
5,750,saturation,2.0,30,1409.892,3069.0,10.072,79.86,134,588.501,652,9200.0,9200,8585,0.0,Unconstrained,0
5,750,saturation,2.0,35,1480.957,2327.0,10.021,82.438,120,591.567,657,9200.0,9200,8586,0.0,Unconstrained,0
5,750,saturation,2.0,40,1485.054,3134.0,10.045,82.102,137,589.898,658,9200.0,9200,8595,0.0,Unconstrained,0
5,750,saturation,2.0,45,1498.23,4441.0,10.066,82.193,153,588.123,656,9200.0,9200,8590,0.0,Unconstrained,0
5,750,saturation,2.0,50,1522.417,3226.0,10.026,83.409,139,590.963,652,9200.0,9200,8572,0.0,Unconstrained,0
5,750,saturation,2.0,55,1470.805,2395.0,10.053,81.668,116,588.894,649,9200.0,9200,8571,0.0,Unconstrained,0
5,750,saturation,2.0,60,1435.6,3142.0,10.043,80.955,136,589.893,656,9200.0,9200,8575,0.0,Unconstrained,0
5,750,saturation,2.0,65,1374.034,2347.0,10.043,79.608,129,589.908,658,9200.0,9200,8577,0.0,Unconstrained,0
5,750,saturation,2.0,70,1365.87,2297.0,9.96,81.819,114,594.696,657,9200.0,9200,8564,0.0,Unconstrained,0
5,750,saturation,2.0,75,1359.978,2449.0,9.848,86.329,136,601.227,663,9200.0,9200,8564,0.0,Unconstrained,0
5,750,saturation,2.0,80,1199.056,2227.0,9.841,86.024,155,601.869,667,9200.0,9200,8566,0.0,Unconstrained,0
5,750,saturation,2.0,85,1058.82,2597.0,9.875,84.756,207,600.797,673,9200.0,9200,8587,0.0,Unconstrained,0
5,750,saturation,2.0,90,1031.999,4015.0,9.877,84.965,268,601.047,677,9200.0,9200,8597,0.0,Unconstrained,0
