episode,decisions,episode_reward,avg_loss,epsilon,final_vehicle_count,final_total_waiting_time,final_mean_speed,final_total_queue
1,81,-962239.0,0.0,1.0,255,10003.0,0.8283339500703254,236
2,81,-863539.0,0.9469159739358085,0.9826479351373822,260,14723.0,1.4155705912898249,221
3,81,-1109308.0,0.3845450322569152,0.9436362600491477,194,1025.0,10.061865042177017,28
4,81,-920123.0,0.1842233916675603,0.9061733703791394,272,3823.0,3.901383213969634,125
5,80,-651414.0,0.17596679497510195,0.8706330950236377,213,4541.0,3.8691354879395656,135
6,81,-416875.0,0.11075552405766499,0.8360684720191865,119,4564.0,3.9425746018890426,78
7,81,-466099.0,0.10309104391454178,0.8028760839668281,179,8486.0,2.3171778355853254,128
8,80,-338789.0,0.09101519035175443,0.7713871459409963,160,6037.0,3.5209210811333604,111
9,81,-373402.0,0.07767847069987545,0.7407626428726788,182,4573.0,3.9994591818470244,108
10,81,-453716.0,0.08094160465730561,0.7113539497813829,171,10338.0,1.3817206481474993,149
11,80,-288040.0,0.06817122041247785,0.6834545255907595,205,4160.0,4.910059701919543,114
12,80,-283427.0,0.06536487187258899,0.6566493216127431,163,1241.0,6.759379925569768,61
13,80,-318864.0,0.054895621910691264,0.630895422342501,185,942.0,5.918209875250571,68
14,80,-352813.0,0.054155575763434174,0.606151595428677,190,3389.0,6.062503114642734,85
15,81,-312219.0,0.054443780700733635,0.5820870365469931,149,3542.0,3.5598358929600673,95
16,80,-342701.0,0.04496881542727351,0.5592574829141244,205,3164.0,5.002754041489712,106
17,81,-302473.0,0.04788938183107494,0.5370546466449375,185,15986.0,0.06391969877403729,184
18,80,-255618.0,0.03862063938286155,0.5159912710849971,158,1665.0,7.239340000793045,55
19,80,-235475.0,0.0373602396575734,0.49575400473526615,152,2636.0,3.9537207206827816,91
20,80,-340783.0,0.03866892759688199,0.47631044745051354,185,3329.0,5.740484932865466,84
21,80,-253335.0,0.033563075494021176,0.45762946982477415,187,5920.0,2.9971045635798306,139
22,80,-262095.0,0.03460622509010136,0.4396811633527356,177,3482.0,5.009624388376807,94
23,80,-261538.0,0.03144689148757607,0.42243679254580524,212,1583.0,4.289953270321964,104
24,80,-181923.0,0.029785342561081053,0.4058687489261926,187,2821.0,6.316413948410318,87
25,81,-209720.0,0.03060652285722303,0.3897555315719392,108,1772.0,5.684422040629544,57
26,80,-237215.0,0.026022690802346916,0.37446925262555913,178,899.0,6.6905645673398775,61
27,80,-192784.0,0.028705831966362894,0.35978250416713436,163,742.0,8.538884476178154,43
28,80,-281182.0,0.02759939057286829,0.3456717725078692,139,3057.0,3.8367483788668637,94
29,80,-222303.0,0.028277823992539197,0.33211446616988455,165,755.0,9.227316754620048,34
30,81,-204031.0,0.029444041328481687,0.3189293352770884,106,3664.0,0.7257756747153566,99
31,80,-180317.0,0.028077761502936484,0.3064208719242619,175,2823.0,6.571336033234676,75
32,81,-183474.0,0.03045611557217292,0.2942557911579837,116,1912.0,3.7959219913596685,74
33,80,-176963.0,0.02813396817073226,0.282715028446837,161,1557.0,4.795304431725758,79
34,80,-173181.0,0.030100424378179013,0.2716268964330533,170,1312.0,6.658979399208374,61
35,81,-177312.0,0.034012101096227584,0.2608431560414445,110,2223.0,3.511948308810313,78
36,80,-162709.0,0.030839773674961178,0.25061284262312755,191,956.0,6.1066562570312835,71
37,80,-170577.0,0.031398673716466874,0.24078376385564582,152,849.0,7.669324748887753,45
38,80,-157349.0,0.031458066252525896,0.23134018324702182,165,3156.0,6.0131092498668295,75
39,80,-171620.0,0.0320703269331716,0.22226698149319912,147,2228.0,5.711032793953451,72
40,80,-189226.0,0.03716802257113159,0.21354963227182497,165,2254.0,6.866989103499136,62
41,81,-155954.0,0.03462167836173817,0.2050715918959139,102,1122.0,7.16926817690895,39
