step,J1_phase_group,J2_phase_group,vehicle_count,total_waiting_time,mean_speed,total_queue,J1_phase,J2_phase,J1_side_pressure,J1_main_pressure,J2_side_pressure,J2_main_pressure
0,main_green,main_green,6,0.0,0.0,6,2,2,0.0,0.0,0.0,0.0
1,main_green,main_green,6,0.0,2.1439762522738115,0,2,2,0.0,0.0,0.0,0.0
2,main_green,main_green,6,0.0,4.067492299476484,0,2,2,0.0,0.0,0.0,0.0
3,main_green,main_green,6,0.0,6.183975862249888,0,2,2,0.0,0.0,0.0,0.0
4,main_green,main_green,7,0.0,6.811321405328013,1,2,2,0.0,0.0,0.0,0.0
5,main_green,main_green,7,0.0,8.669552898370394,0,2,2,0.0,0.0,0.0,0.0
6,main_green,main_green,8,0.0,9.017009932178354,1,2,2,0.0,0.0,0.0,0.0
7,main_green,main_green,8,0.0,10.526178802808445,0,2,2,0.0,0.0,0.0,0.0
8,main_green,main_green,9,0.0,9.727660714218333,1,2,2,0.0,0.0,0.0,0.0
9,main_green,main_green,9,0.0,10.56274096191151,0,2,2,0.0,0.0,0.0,0.0
10,main_green,main_green,9,0.0,11.117443688991628,0,2,2,4.0,6.0,4.0,4.0
11,main_green,main_green,10,0.0,10.67333828115191,1,2,2,4.0,6.0,4.0,4.0
12,main_green,main_green,15,0.0,7.41720055153562,5,2,2,4.0,6.0,4.0,4.0
13,main_green,main_green,15,0.0,8.119676240935298,0,2,2,4.0,6.0,4.0,4.0
14,main_green,main_green,15,0.0,9.029379940479679,0,2,2,4.0,6.0,4.0,4.0
15,main_green,main_green,15,0.0,10.08806422072897,0,2,2,4.0,6.0,4.0,4.0
16,main_green,main_green,17,0.0,9.18542651070066,2,2,2,4.0,6.0,4.0,4.0
17,main_green,main_green,17,0.0,9.447474640614983,0,2,2,4.0,6.0,4.0,4.0
18,main_green,main_green,17,0.0,9.414513692203773,0,2,2,4.0,6.0,4.0,4.0
19,main_green,main_green,17,1.0,9.323681601278508,1,2,2,4.0,6.0,4.0,4.0
20,main_green,main_green,18,3.0,8.626313080277175,3,2,2,8.0,10.0,8.0,8.0
21,main_green,main_green,19,6.0,8.595793807585503,4,2,2,8.0,10.0,8.0,8.0
22,main_green,main_green,19,10.0,8.84318589267905,4,2,2,8.0,10.0,8.0,8.0
23,main_green,main_green,19,14.0,9.393786722251967,4,2,2,8.0,10.0,8.0,8.0
24,main_green,main_green,24,18.0,7.542027831333326,9,2,2,8.0,10.0,8.0,8.0
25,main_green,main_green,24,22.0,8.110083978046333,4,2,2,8.0,10.0,8.0,8.0
26,main_green,main_green,25,26.0,8.199913802487764,5,2,2,8.0,10.0,8.0,8.0
27,main_green,main_green,25,30.0,8.629160473021015,4,2,2,8.0,10.0,8.0,8.0
28,main_green,main_green,26,34.0,8.759169867233556,5,2,2,8.0,10.0,8.0,8.0
29,main_green,main_green,26,38.0,8.822278536715775,4,2,2,8.0,10.0,8.0,8.0
30,main_green,main_green,26,42.0,8.689219860095251,4,2,2,11.0,15.0,11.0,11.0
31,main_green,main_green,27,46.0,8.119510190498074,5,2,2,11.0,15.0,11.0,11.0
32,main_green,main_green,28,51.0,7.980774349787121,6,2,2,11.0,15.0,11.0,11.0
33,main_green,main_green,28,58.0,8.037730285855153,7,2,2,11.0,15.0,11.0,11.0
34,main_green,main_green,28,66.0,8.18726508524073,8,2,2,11.0,15.0,11.0,11.0
35,main_green,main_green,28,74.0,8.425248547485158,8,2,2,11.0,15.0,11.0,11.0
36,main_green,main_green,33,82.0,7.280747457276144,13,2,2,11.0,15.0,11.0,11.0
37,main_green,main_green,34,90.0,7.487529812685917,9,2,2,11.0,15.0,11.0,11.0
38,main_green,main_green,34,98.0,7.920722321896569,8,2,2,11.0,15.0,11.0,11.0
39,main_green,main_green,34,106.0,8.434762108475496,8,2,2,11.0,15.0,11.0,11.0
40,main_green,main_green,35,114.0,8.287272623988821,9,2,2,12.0,12.0,14.0,16.0
41,main_green,main_green,35,122.0,8.26429748570693,8,2,2,12.0,12.0,14.0,16.0
42,main_green,main_green,36,130.0,8.080948423365736,9,2,2,12.0,12.0,14.0,16.0
43,main_green,main_green,36,139.0,8.161532158614232,9,2,2,12.0,12.0,14.0,16.0
44,main_green,main_green,37,148.0,8.07677808073585,10,2,2,12.0,12.0,14.0,16.0
45,main_green,main_green,37,158.0,8.06897533527064,10,2,2,12.0,12.0,14.0,16.0
46,main_green,main_green,37,169.0,8.162997160576564,11,2,2,12.0,12.0,14.0,16.0
47,main_green,main_green,38,181.0,8.027467232150288,13,2,2,12.0,12.0,14.0,16.0
48,main_green,main_green,43,193.0,7.201587274044508,17,2,2,12.0,12.0,14.0,16.0
49,main_green,main_green,43,205.0,7.6638217111785005,12,2,2,12.0,12.0,14.0,16.0
50,yellow_transition,yellow_transition,43,217.0,7.960724000428656,12,3,3,15.0,19.0,15.0,13.0
51,yellow_transition,yellow_transition,43,229.0,8.120089489493184,12,3,3,15.0,19.0,15.0,13.0
52,yellow_transition,yellow_transition,45,241.0,7.632567372817152,14,3,3,15.0,19.0,15.0,13.0
53,main_green,side_green,45,145.0,7.863283131890314,8,2,0,15.0,19.0,15.0,13.0
54,main_green,side_green,45,134.0,8.179602328200655,7,2,0,15.0,19.0,15.0,13.0
55,main_green,side_green,45,141.0,8.073703185381047,7,2,0,15.0,19.0,15.0,13.0
56,main_green,side_green,46,150.0,8.194228873036629,10,2,0,15.0,19.0,15.0,13.0
57,main_green,side_green,47,160.0,8.173199534930813,11,2,0,15.0,19.0,15.0,13.0
58,main_green,side_green,47,170.0,8.498948718799994,10,2,0,15.0,19.0,15.0,13.0
59,main_green,side_green,47,182.0,8.74878374327222,12,2,0,15.0,19.0,15.0,13.0
60,main_green,side_green,52,194.0,7.951264862921245,17,2,0,15.0,19.0,15.0,13.0
61,main_green,side_green,52,207.0,8.07056771158557,13,2,0,15.0,19.0,15.0,13.0
62,main_green,side_green,53,220.0,8.08318030983834,14,2,0,15.0,19.0,15.0,13.0
63,yellow_transition,yellow_transition,53,233.0,8.083456649276274,13,3,1,13.0,7.0,-4.0,22.0
64,yellow_transition,yellow_transition,54,246.0,7.835527003382463,14,3,1,13.0,7.0,-4.0,22.0
65,yellow_transition,yellow_transition,54,261.0,7.656963039642876,15,3,1,13.0,7.0,-4.0,22.0
66,side_green,main_green,54,75.0,7.769288277780169,7,0,2,13.0,7.0,-4.0,22.0
67,side_green,main_green,55,4.0,7.726319637766087,3,0,2,13.0,7.0,-4.0,22.0
68,side_green,main_green,56,7.0,7.942391706009155,5,0,2,13.0,7.0,-4.0,22.0
69,side_green,main_green,56,12.0,8.485368495066256,5,0,2,13.0,7.0,-4.0,22.0
70,side_green,main_green,55,17.0,9.000676569487712,5,0,2,13.0,7.0,-4.0,22.0
71,side_green,main_green,52,23.0,9.406706634923024,6,0,2,13.0,7.0,-4.0,22.0
72,side_green,main_green,56,30.0,9.061237120668277,12,0,2,13.0,7.0,-4.0,22.0
73,side_green,main_green,55,37.0,9.127547814783432,8,0,2,13.0,7.0,-4.0,22.0
74,side_green,main_green,55,44.0,9.491308566357853,7,0,2,13.0,7.0,-4.0,22.0
75,side_green,main_green,54,51.0,9.729239512308245,7,0,2,13.0,7.0,-4.0,22.0
76,yellow_transition,yellow_transition,54,59.0,9.585108643196985,9,1,3,-7.0,17.0,-1.0,5.0
77,yellow_transition,yellow_transition,54,67.0,9.773918735209817,8,1,3,-7.0,17.0,-1.0,5.0
78,yellow_transition,yellow_transition,54,75.0,9.461025891547528,9,1,3,-7.0,17.0,-1.0,5.0
79,main_green,main_green,54,39.0,9.427114617342012,4,2,2,-7.0,17.0,-1.0,5.0
80,main_green,main_green,55,27.0,9.17327918587723,5,2,2,-7.0,17.0,-1.0,5.0
81,main_green,main_green,55,32.0,9.45248815864741,5,2,2,-7.0,17.0,-1.0,5.0
82,main_green,main_green,54,37.0,9.525498120687498,5,2,2,-7.0,17.0,-1.0,5.0
83,main_green,main_green,55,43.0,9.813196434585649,7,2,2,-7.0,17.0,-1.0,5.0
84,main_green,main_green,59,49.0,9.30170306594903,11,2,2,-7.0,17.0,-1.0,5.0
85,main_green,main_green,57,55.0,9.637488498744887,6,2,2,-7.0,17.0,-1.0,5.0
86,main_green,main_green,55,61.0,9.93897384982738,6,2,2,-7.0,17.0,-1.0,5.0
87,main_green,main_green,53,67.0,10.109431956767484,6,2,2,-7.0,17.0,-1.0,5.0
88,main_green,main_green,54,73.0,9.951265664636404,8,2,2,-7.0,17.0,-1.0,5.0
89,main_green,main_green,54,79.0,10.066884155973103,6,2,2,2.0,20.0,0.0,4.0
90,main_green,main_green,53,85.0,10.003445621858457,6,2,2,2.0,20.0,0.0,4.0
91,main_green,main_green,52,91.0,9.845532745822213,6,2,2,2.0,20.0,0.0,4.0
92,main_green,main_green,52,97.0,9.514415807495048,7,2,2,2.0,20.0,0.0,4.0
93,main_green,main_green,53,106.0,9.520405393529568,10,2,2,2.0,20.0,0.0,4.0
94,main_green,main_green,51,116.0,9.475066716681967,10,2,2,2.0,20.0,0.0,4.0
95,main_green,main_green,50,126.0,9.504310036858415,10,2,2,2.0,20.0,0.0,4.0
96,main_green,main_green,55,136.0,8.756285433812725,15,2,2,2.0,20.0,0.0,4.0
97,main_green,main_green,55,146.0,8.897800603356664,10,2,2,2.0,20.0,0.0,4.0
98,main_green,main_green,56,156.0,9.031831693195908,11,2,2,2.0,20.0,0.0,4.0
99,main_green,main_green,54,166.0,9.16549021027463,10,2,2,1.0,9.0,10.0,18.0
100,main_green,main_green,55,176.0,8.878405035322919,11,2,2,1.0,9.0,10.0,18.0
101,main_green,main_green,55,186.0,9.024902975518899,10,2,2,1.0,9.0,10.0,18.0
102,main_green,main_green,55,196.0,8.976190570560703,10,2,2,1.0,9.0,10.0,18.0
103,main_green,main_green,56,206.0,8.778471233729352,11,2,2,1.0,9.0,10.0,18.0
104,main_green,main_green,55,219.0,8.604151096401681,14,2,2,1.0,9.0,10.0,18.0
105,main_green,main_green,54,233.0,8.655459834358314,14,2,2,1.0,9.0,10.0,18.0
106,main_green,main_green,53,247.0,8.696383132463755,14,2,2,1.0,9.0,10.0,18.0
107,main_green,main_green,53,261.0,8.784978941696235,14,2,2,1.0,9.0,10.0,18.0
108,main_green,main_green,58,275.0,8.074150196537644,19,2,2,1.0,9.0,10.0,18.0
109,yellow_transition,yellow_transition,59,289.0,8.136417220959817,15,3,3,7.0,11.0,16.0,12.0
110,yellow_transition,yellow_transition,59,303.0,8.350142136353265,14,3,3,7.0,11.0,16.0,12.0
111,yellow_transition,yellow_transition,59,318.0,8.301988276967515,15,3,3,7.0,11.0,16.0,12.0
