demand_scenario,demand_multiplier,decision,step,action_j1,action_j2,vehicle_count,total_waiting_time,mean_speed,total_queue,J1_phase,J2_phase,departed_cumulative,arrived_cumulative,reward,done
low,0.5,1,2,0,0,6,0.0,2.144,0,3,3,0,0,0.0,False
low,0.5,1,3,0,0,6,0.0,4.067,0,3,3,0,0,0.0,False
low,0.5,1,4,0,0,12,0.0,3.092,6,3,3,6,0,0.0,False
low,0.5,1,5,0,0,12,0.0,4.948,0,0,0,6,0,-0.0,False
low,0.5,1,6,0,0,12,0.0,6.736,0,0,0,6,0,-0.0,False
low,0.5,1,7,0,0,18,0.0,5.747,6,0,0,12,0,-0.0,False
low,0.5,1,8,0,0,18,0.0,7.579,0,0,0,12,0,-0.0,False
low,0.5,1,9,0,0,18,0.0,8.995,0,0,0,12,0,-0.0,False
low,0.5,1,10,0,0,18,0.0,10.284,0,0,0,12,0,-0.0,False
low,0.5,1,11,0,0,18,0.0,11.141,0,0,0,12,0,-0.0,False
low,0.5,1,12,0,0,18,0.0,11.661,0,0,0,12,0,-0.0,False
low,0.5,1,13,0,0,19,0.0,11.423,1,0,0,13,0,-0.0,False
low,0.5,1,14,0,0,19,0.0,11.989,0,0,0,13,0,-0.0,False
low,0.5,1,15,0,0,19,0.0,12.219,0,0,0,13,0,-0.0,False
low,0.5,1,16,0,0,20,0.0,11.661,1,0,0,14,0,-0.0,False
low,0.5,1,17,0,0,20,0.0,11.762,0,0,0,14,0,-0.0,False
low,0.5,1,18,0,0,20,0.0,12.201,0,0,0,14,0,-0.0,False
low,0.5,1,19,0,0,20,0.0,12.295,0,0,0,14,0,-0.0,False
low,0.5,1,20,0,0,20,0.0,12.583,0,0,0,14,0,-0.0,False
low,0.5,1,21,0,0,20,0.0,12.095,0,0,0,14,0,-0.0,False
low,0.5,1,22,0,0,20,0.0,11.606,0,0,0,14,0,-0.0,False
low,0.5,1,23,0,0,20,0.0,11.663,0,0,0,14,0,-0.0,False
low,0.5,1,24,0,0,21,0.0,10.864,1,0,0,15,0,-0.0,False
low,0.5,1,25,0,0,21,0.0,10.368,0,0,0,15,0,-0.0,False
low,0.5,1,26,0,0,21,0.0,10.137,0,0,0,15,0,-0.0,False
low,0.5,1,27,0,0,21,1.0,9.905,1,0,0,15,0,-1.0,False
low,0.5,1,28,0,0,21,3.0,9.934,2,0,0,15,0,-3.0,False
low,0.5,1,29,0,0,21,5.0,9.97,2,0,0,15,0,-5.0,False
low,0.5,1,30,0,0,21,7.0,10.109,2,0,0,15,0,-7.0,False
low,0.5,1,31,0,0,22,10.0,9.289,4,0,0,16,0,-10.0,False
low,0.5,1,32,0,0,22,13.0,8.871,3,0,0,16,0,-13.0,False
low,0.5,1,33,0,0,22,17.0,8.631,4,0,0,16,0,-17.0,False
low,0.5,1,34,0,0,20,21.0,8.283,4,0,0,16,2,-21.0,False
low,0.5,1,35,0,0,20,27.0,8.488,6,0,0,16,2,-27.0,False
low,0.5,1,36,0,0,24,33.0,6.463,11,0,0,21,3,-33.0,False
low,0.5,1,37,0,0,23,39.0,6.629,6,0,0,21,4,-39.0,False
low,0.5,1,38,0,0,23,45.0,6.884,6,0,0,21,4,-45.0,False
low,0.5,1,39,0,0,23,52.0,7.101,7,0,0,21,4,-52.0,False
low,0.5,1,40,0,0,23,59.0,7.349,7,0,0,21,4,-59.0,False
low,0.5,1,41,0,0,23,66.0,7.782,7,0,0,21,4,-66.0,False
low,0.5,1,42,0,0,23,73.0,7.993,7,0,0,21,4,-73.0,False
low,0.5,1,43,0,0,23,80.0,8.027,7,0,0,21,4,-80.0,False
low,0.5,1,44,0,0,23,88.0,7.716,8,0,0,21,4,-88.0,False
low,0.5,1,45,0,0,23,96.0,7.556,8,0,0,21,4,-96.0,False
low,0.5,1,46,0,0,24,104.0,6.722,9,0,0,22,4,-104.0,False
low,0.5,2,47,0,1,24,112.0,5.895,9,1,1,23,5,0.0,False
low,0.5,2,48,0,1,24,122.0,5.743,10,1,1,23,5,0.0,False
low,0.5,2,49,0,1,24,132.0,5.479,10,1,1,23,5,0.0,False
low,0.5,2,50,0,1,24,98.0,5.64,7,0,2,23,5,-98.0,False
low,0.5,2,51,0,1,24,81.0,6.083,6,0,2,23,5,-81.0,False
low,0.5,2,52,0,1,23,89.0,6.156,7,0,2,23,6,-89.0,False
low,0.5,2,53,0,1,23,97.0,5.996,7,0,2,23,6,-97.0,False
low,0.5,2,54,0,1,24,102.0,5.78,8,0,2,24,6,-102.0,False
low,0.5,2,55,0,1,24,109.0,6.035,7,0,2,24,6,-109.0,False
low,0.5,2,56,0,1,24,117.0,6.469,8,0,2,24,6,-117.0,False
low,0.5,2,57,0,1,25,126.0,6.46,10,0,2,25,6,-126.0,False
low,0.5,2,58,0,1,24,135.0,6.749,9,0,2,25,7,-135.0,False
low,0.5,2,59,0,1,24,144.0,6.796,9,0,2,25,7,-144.0,False
low,0.5,2,60,0,1,26,153.0,6.627,11,0,2,27,7,-153.0,False
low,0.5,2,61,0,1,26,162.0,6.708,9,0,2,27,7,-162.0,False
low,0.5,2,62,0,1,26,171.0,6.815,9,0,2,27,7,-171.0,False
low,0.5,2,63,0,1,26,181.0,7.071,10,0,2,27,7,-181.0,False
low,0.5,2,64,0,1,25,191.0,7.171,10,0,2,27,8,-191.0,False
low,0.5,2,65,0,1,25,201.0,7.349,10,0,2,27,8,-201.0,False
low,0.5,2,66,0,1,25,211.0,7.394,10,0,2,27,8,-211.0,False
low,0.5,2,67,0,1,25,221.0,7.518,10,0,2,27,8,-221.0,False
low,0.5,2,68,0,1,25,231.0,7.581,10,0,2,27,8,-231.0,False
low,0.5,2,69,0,1,25,241.0,7.481,10,0,2,27,8,-241.0,False
low,0.5,2,70,0,1,29,251.0,5.926,15,0,2,32,9,-251.0,False
low,0.5,2,71,0,1,29,261.0,5.66,11,0,2,33,10,-261.0,False
low,0.5,2,72,0,1,29,271.0,5.901,10,0,2,33,10,-271.0,False
low,0.5,2,73,0,1,29,282.0,6.267,11,0,2,33,10,-282.0,False
low,0.5,2,74,0,1,28,293.0,5.842,12,0,2,34,12,-293.0,False
low,0.5,2,75,0,1,28,304.0,6.164,11,0,2,34,12,-304.0,False
low,0.5,2,76,0,1,27,315.0,6.327,11,0,2,34,13,-315.0,False
low,0.5,2,77,0,1,28,326.0,6.023,12,0,2,35,13,-326.0,False
low,0.5,2,78,0,1,28,338.0,6.151,12,0,2,35,13,-338.0,False
low,0.5,2,79,0,1,27,350.0,6.132,12,0,2,35,14,-350.0,False
low,0.5,2,80,0,1,27,363.0,5.912,13,0,2,35,14,-363.0,False
low,0.5,2,81,0,1,27,376.0,5.787,13,0,2,35,14,-376.0,False
low,0.5,2,82,0,1,28,389.0,5.171,14,0,2,36,14,-389.0,False
low,0.5,2,83,0,1,28,402.0,4.945,13,0,2,36,14,-402.0,False
low,0.5,2,84,0,1,28,417.0,4.757,15,0,2,36,14,-417.0,False
low,0.5,2,85,0,1,28,433.0,4.655,16,0,2,36,14,-433.0,False
low,0.5,2,86,0,1,28,450.0,4.658,17,0,2,36,14,-450.0,False
low,0.5,2,87,0,1,28,467.0,4.497,17,0,2,36,14,-467.0,False
low,0.5,2,88,0,1,28,484.0,4.478,17,0,2,36,14,-484.0,False
low,0.5,2,89,0,1,28,501.0,4.172,17,0,2,36,14,-501.0,False
low,0.5,2,90,0,1,29,518.0,3.942,18,0,2,37,14,-518.0,False
low,0.5,2,91,0,1,29,537.0,3.85,19,0,2,37,14,-537.0,False
low,0.5,3,92,1,0,29,556.0,3.6,19,1,3,37,14,0.0,False
low,0.5,3,93,1,0,30,575.0,3.444,20,1,3,38,14,0.0,False
low,0.5,3,94,1,0,30,594.0,3.347,19,1,3,38,14,0.0,False
low,0.5,3,95,1,0,30,302.0,3.892,12,2,0,38,14,-302.0,False
low,0.5,3,96,1,0,30,158.0,4.692,8,2,0,38,14,-158.0,False
low,0.5,3,97,1,0,30,72.0,5.377,5,2,0,38,14,-72.0,False
low,0.5,3,98,1,0,30,37.0,6.122,3,2,0,38,14,-37.0,False
low,0.5,3,99,1,0,30,7.0,6.971,1,2,0,38,14,-7.0,False
low,0.5,3,100,1,0,30,5.0,7.784,2,2,0,38,14,-5.0,False
low,0.5,3,101,1,0,30,8.0,8.491,2,2,0,38,14,-8.0,False
low,0.5,3,102,1,0,30,12.0,8.793,3,2,0,38,14,-12.0,False
low,0.5,3,103,1,0,28,16.0,8.635,3,2,0,38,16,-16.0,False
low,0.5,3,104,1,0,34,14.0,7.119,10,2,0,44,16,-14.0,False
low,0.5,3,105,1,0,34,14.0,7.353,5,2,0,44,16,-14.0,False
low,0.5,3,106,1,0,34,14.0,7.809,4,2,0,44,16,-14.0,False
low,0.5,3,107,1,0,35,15.0,8.041,5,2,0,45,16,-15.0,False
low,0.5,3,108,1,0,35,15.0,8.775,3,2,0,45,16,-15.0,False
low,0.5,3,109,1,0,35,18.0,9.617,3,2,0,45,16,-18.0,False
low,0.5,3,110,1,0,36,21.0,9.917,4,2,0,46,16,-21.0,False
low,0.5,3,111,1,0,36,24.0,10.385,3,2,0,46,16,-24.0,False
low,0.5,3,112,1,0,36,27.0,10.765,3,2,0,46,16,-27.0,False
low,0.5,3,113,1,0,34,30.0,10.902,3,2,0,46,18,-30.0,False
low,0.5,3,114,1,0,33,33.0,11.193,3,2,0,46,19,-33.0,False
low,0.5,3,115,1,0,31,36.0,11.106,3,2,0,46,21,-36.0,False
low,0.5,3,116,1,0,32,39.0,10.794,4,2,0,47,21,-39.0,False
low,0.5,3,117,1,0,32,42.0,10.791,3,2,0,47,21,-42.0,False
low,0.5,3,118,1,0,32,45.0,10.775,3,2,0,47,21,-45.0,False
low,0.5,3,119,1,0,33,48.0,10.494,4,2,0,48,21,-48.0,False
low,0.5,3,120,1,0,33,52.0,10.366,4,2,0,48,21,-52.0,False
low,0.5,3,121,1,0,30,56.0,10.031,4,2,0,48,24,-56.0,False
low,0.5,3,122,1,0,29,60.0,10.042,4,2,0,48,25,-60.0,False
low,0.5,3,123,1,0,28,64.0,9.978,4,2,0,48,26,-64.0,False
low,0.5,3,124,1,0,27,69.0,9.681,5,2,0,48,27,-69.0,False
low,0.5,3,125,1,0,26,74.0,8.805,5,2,0,48,28,-74.0,False
low,0.5,3,126,1,0,26,81.0,8.278,7,2,0,48,28,-81.0,False
low,0.5,3,127,1,0,27,89.0,7.738,9,2,0,49,28,-89.0,False
low,0.5,3,128,1,0,25,98.0,7.268,9,2,0,49,30,-98.0,False
low,0.5,3,129,1,0,25,107.0,6.942,9,2,0,49,30,-107.0,False
low,0.5,3,130,1,0,25,116.0,6.474,9,2,0,49,30,-116.0,False
low,0.5,3,131,1,0,25,126.0,6.06,10,2,0,49,30,-126.0,False
low,0.5,3,132,1,0,25,137.0,6.024,11,2,0,49,30,-137.0,False
low,0.5,3,133,1,0,25,148.0,5.734,11,2,0,49,30,-148.0,False
low,0.5,3,134,1,0,26,160.0,4.772,13,2,0,50,30,-160.0,False
low,0.5,3,135,1,0,26,172.0,4.425,12,2,0,50,30,-172.0,False
low,0.5,3,136,1,0,26,185.0,4.273,13,2,0,50,30,-185.0,False
low,0.5,4,137,0,1,26,199.0,4.496,14,3,1,50,30,0.0,False
low,0.5,4,138,0,1,26,213.0,4.851,14,3,1,50,30,0.0,False
low,0.5,4,139,0,1,31,227.0,4.073,19,3,1,55,30,0.0,False
low,0.5,4,140,0,1,32,105.0,4.701,10,0,2,56,30,-105.0,False
low,0.5,4,141,0,1,30,34.0,5.0,5,0,2,56,32,-34.0,False
low,0.5,4,142,0,1,30,9.0,5.561,2,0,2,56,32,-9.0,False
low,0.5,4,143,0,1,31,1.0,6.066,1,0,2,57,32,-1.0,False
low,0.5,4,144,0,1,30,3.0,6.92,1,0,2,57,33,-3.0,False
low,0.5,4,145,0,1,30,5.0,8.049,1,0,2,57,33,-5.0,False
low,0.5,4,146,0,1,30,8.0,8.82,2,0,2,57,33,-8.0,False
low,0.5,4,147,0,1,30,12.0,9.524,3,0,2,57,33,-12.0,False
low,0.5,4,148,0,1,31,11.0,9.741,2,0,2,58,33,-11.0,False
low,0.5,4,149,0,1,31,13.0,10.382,1,0,2,58,33,-13.0,False
low,0.5,4,150,0,1,32,15.0,10.218,2,0,2,59,33,-15.0,False
low,0.5,4,151,0,1,32,17.0,10.359,1,0,2,59,33,-17.0,False
low,0.5,4,152,0,1,31,20.0,10.657,2,0,2,59,34,-20.0,False
low,0.5,4,153,0,1,30,23.0,10.568,2,0,2,59,35,-23.0,False
low,0.5,4,154,0,1,30,23.0,10.54,1,0,2,59,35,-23.0,False
low,0.5,4,155,0,1,30,25.0,10.654,1,0,2,59,35,-25.0,False
low,0.5,4,156,0,1,30,27.0,10.867,1,0,2,59,35,-27.0,False
low,0.5,4,157,0,1,30,30.0,10.757,2,0,2,59,35,-30.0,False
low,0.5,4,158,0,1,30,33.0,10.709,2,0,2,59,35,-33.0,False
low,0.5,4,159,0,1,30,36.0,10.521,2,0,2,59,35,-36.0,False
low,0.5,4,160,0,1,30,21.0,9.966,3,0,2,60,36,-21.0,False
low,0.5,4,161,0,1,29,24.0,10.126,3,0,2,60,37,-24.0,False
low,0.5,4,162,0,1,29,28.0,10.201,4,0,2,60,37,-28.0,False
low,0.5,4,163,0,1,30,32.0,9.649,6,0,2,62,38,-32.0,False
low,0.5,4,164,0,1,30,36.0,9.93,4,0,2,62,38,-36.0,False
low,0.5,4,165,0,1,34,40.0,8.995,8,0,2,66,38,-40.0,False
low,0.5,4,166,0,1,33,44.0,8.929,5,0,2,67,40,-44.0,False
low,0.5,4,167,0,1,33,48.0,9.049,4,0,2,67,40,-48.0,False
low,0.5,4,168,0,1,35,52.0,8.161,8,0,2,71,42,-52.0,False
low,0.5,4,169,0,1,35,56.0,8.424,4,0,2,71,42,-56.0,False
low,0.5,4,170,0,1,34,60.0,8.677,4,0,2,71,43,-60.0,False
low,0.5,4,171,0,1,33,64.0,9.087,4,0,2,71,44,-64.0,False
low,0.5,4,172,0,1,31,69.0,9.136,5,0,2,71,46,-69.0,False
low,0.5,4,173,0,1,35,75.0,7.789,11,0,2,76,47,-75.0,False
low,0.5,4,174,0,1,34,82.0,7.941,7,0,2,76,48,-82.0,False
low,0.5,4,175,0,1,34,89.0,8.221,7,0,2,76,48,-89.0,False
low,0.5,4,176,0,1,33,96.0,8.164,7,0,2,76,49,-96.0,False
low,0.5,4,177,0,1,33,104.0,8.413,8,0,2,76,49,-104.0,False
low,0.5,4,178,0,1,34,113.0,8.312,10,0,2,77,49,-113.0,False
low,0.5,4,179,0,1,33,122.0,8.699,9,0,2,77,50,-122.0,False
low,0.5,4,180,0,1,33,131.0,8.616,9,0,2,77,50,-131.0,False
low,0.5,4,181,0,1,33,140.0,8.246,9,0,2,77,50,-140.0,False
low,0.5,5,182,0,0,33,149.0,7.96,9,1,3,77,50,0.0,False
low,0.5,5,183,0,0,33,158.0,7.48,9,1,3,77,50,0.0,False
low,0.5,5,184,0,0,33,169.0,6.509,12,1,3,78,51,0.0,False
low,0.5,5,185,0,0,33,131.0,6.42,9,0,0,78,51,-131.0,False
low,0.5,5,186,0,0,31,140.0,5.743,9,0,0,78,53,-140.0,False
low,0.5,5,187,0,0,31,149.0,5.681,9,0,0,78,53,-149.0,False
low,0.5,5,188,0,0,31,159.0,5.702,10,0,0,78,53,-159.0,False
low,0.5,5,189,0,0,31,172.0,5.736,10,0,0,78,53,-172.0,False
low,0.5,5,190,0,0,31,185.0,5.761,10,0,0,78,53,-185.0,False
low,0.5,5,191,0,0,31,199.0,5.612,11,0,0,78,53,-199.0,False
low,0.5,5,192,0,0,31,210.0,5.77,12,0,0,78,53,-210.0,False
low,0.5,5,193,0,0,32,225.0,5.662,14,0,0,79,53,-225.0,False
low,0.5,5,194,0,0,32,234.0,6.051,13,0,0,79,53,-234.0,False
low,0.5,5,195,0,0,32,241.0,6.139,13,0,0,79,53,-241.0,False
low,0.5,5,196,0,0,33,254.0,6.138,14,0,0,80,53,-254.0,False
low,0.5,5,197,0,0,33,267.0,6.163,13,0,0,80,53,-267.0,False
low,0.5,5,198,0,0,33,280.0,6.354,13,0,0,80,53,-280.0,False
low,0.5,5,199,0,0,33,295.0,6.563,15,0,0,80,53,-295.0,False
low,0.5,5,200,0,0,33,310.0,6.669,15,0,0,80,53,-310.0,False
low,0.5,5,201,0,0,33,325.0,6.794,15,0,0,80,53,-325.0,False
low,0.5,5,202,0,0,33,340.0,6.744,15,0,0,80,53,-340.0,False
low,0.5,5,203,0,0,33,355.0,6.778,15,0,0,80,53,-355.0,False
low,0.5,5,204,0,0,33,370.0,6.615,15,0,0,80,53,-370.0,False
low,0.5,5,205,0,0,32,385.0,6.349,15,0,0,80,54,-385.0,False
low,0.5,5,206,0,0,31,401.0,5.958,16,0,0,80,55,-401.0,False
low,0.5,5,207,0,0,35,417.0,4.4,22,0,0,86,57,-417.0,False
low,0.5,5,208,0,0,34,434.0,4.453,17,0,0,86,58,-434.0,False
low,0.5,5,209,0,0,32,451.0,4.276,17,0,0,86,60,-451.0,False
low,0.5,5,210,0,0,33,468.0,4.481,18,0,0,87,60,-468.0,False
low,0.5,5,211,0,0,32,485.0,4.463,17,0,0,87,61,-485.0,False
low,0.5,5,212,0,0,31,502.0,4.495,17,0,0,87,62,-502.0,False
low,0.5,5,213,0,0,33,519.0,4.591,19,0,0,89,62,-519.0,False
low,0.5,5,214,0,0,33,536.0,4.7,17,0,0,89,62,-536.0,False
low,0.5,5,215,0,0,33,554.0,4.676,18,0,0,89,62,-554.0,False
low,0.5,5,216,0,0,34,572.0,4.524,19,0,0,90,62,-572.0,False
low,0.5,5,217,0,0,34,591.0,4.331,19,0,0,90,62,-591.0,False
low,0.5,5,218,0,0,34,610.0,4.079,19,0,0,90,62,-610.0,False
low,0.5,5,219,0,0,35,630.0,3.942,21,0,0,91,62,-630.0,False
low,0.5,5,220,0,0,35,652.0,4.0,22,0,0,91,62,-652.0,False
low,0.5,5,221,0,0,35,674.0,4.09,22,0,0,91,62,-674.0,False
low,0.5,5,222,0,0,35,697.0,3.783,24,0,0,92,63,-697.0,False
low,0.5,5,223,0,0,35,720.0,3.897,23,0,0,92,63,-720.0,False
low,0.5,5,224,0,0,35,743.0,4.057,23,0,0,92,63,-743.0,False
low,0.5,5,225,0,0,35,766.0,4.116,23,0,0,92,63,-766.0,False
low,0.5,5,226,0,0,35,789.0,4.151,23,0,0,92,63,-789.0,False
low,0.5,6,227,1,1,35,812.0,4.227,23,1,1,92,63,0.0,False
low,0.5,6,228,1,1,35,835.0,4.247,23,1,1,92,63,0.0,False
low,0.5,6,229,1,1,35,858.0,4.159,23,1,1,92,63,0.0,False
low,0.5,6,230,1,1,36,510.0,4.422,16,2,2,93,63,-510.0,False
low,0.5,6,231,1,1,36,299.0,5.064,11,2,2,93,63,-299.0,False
low,0.5,6,232,1,1,36,141.0,5.996,7,2,2,93,63,-141.0,False
low,0.5,6,233,1,1,36,41.0,6.928,3,2,2,93,63,-41.0,False
low,0.5,6,234,1,1,36,4.0,7.922,1,2,2,93,63,-4.0,False
low,0.5,6,235,1,1,36,0.0,8.854,0,2,2,93,63,-0.0,False
low,0.5,6,236,1,1,36,0.0,9.719,0,2,2,93,63,-0.0,False
low,0.5,6,237,1,1,37,0.0,9.852,1,2,2,94,63,-0.0,False
low,0.5,6,238,1,1,37,0.0,10.022,0,2,2,94,63,-0.0,False
low,0.5,6,239,1,1,37,1.0,10.12,0,2,2,94,63,-1.0,False
low,0.5,6,240,1,1,35,2.0,10.276,0,2,2,94,65,-2.0,False
low,0.5,6,241,1,1,35,0.0,10.602,0,2,2,94,65,-0.0,False
low,0.5,6,242,1,1,39,0.0,9.397,5,2,2,99,66,-0.0,False
low,0.5,6,243,1,1,38,0.0,9.834,0,2,2,99,67,-0.0,False
low,0.5,6,244,1,1,38,0.0,10.064,0,2,2,99,67,-0.0,False
low,0.5,6,245,1,1,38,0.0,10.538,0,2,2,99,67,-0.0,False
low,0.5,6,246,1,1,38,0.0,11.219,0,2,2,99,67,-0.0,False
low,0.5,6,247,1,1,38,0.0,11.62,0,2,2,99,67,-0.0,False
low,0.5,6,248,1,1,38,0.0,11.998,0,2,2,99,67,-0.0,False
low,0.5,6,249,1,1,38,0.0,12.121,0,2,2,99,67,-0.0,False
low,0.5,6,250,1,1,38,0.0,12.345,0,2,2,99,67,-0.0,False
low,0.5,6,251,1,1,39,0.0,12.068,1,2,2,100,67,-0.0,False
low,0.5,6,252,1,1,37,0.0,12.285,0,2,2,100,69,-0.0,False
low,0.5,6,253,1,1,38,0.0,11.779,1,2,2,101,69,-0.0,False
low,0.5,6,254,1,1,38,0.0,12.047,0,2,2,101,69,-0.0,False
low,0.5,6,255,1,1,37,0.0,12.096,0,2,2,101,70,-0.0,False
low,0.5,6,256,1,1,35,0.0,12.198,0,2,2,101,72,-0.0,False
low,0.5,6,257,1,1,35,0.0,12.405,0,2,2,101,72,-0.0,False
low,0.5,6,258,1,1,32,0.0,12.321,0,2,2,101,75,-0.0,False
low,0.5,6,259,1,1,32,0.0,11.921,0,2,2,101,75,-0.0,False
low,0.5,6,260,1,1,29,0.0,11.51,0,2,2,101,78,-0.0,False
low,0.5,6,261,1,1,29,0.0,11.133,0,2,2,101,78,-0.0,False
low,0.5,6,262,1,1,27,3.0,10.743,3,2,2,101,80,-3.0,False
low,0.5,6,263,1,1,26,6.0,10.514,3,2,2,101,81,-6.0,False
low,0.5,6,264,1,1,27,10.0,10.198,5,2,2,102,81,-10.0,False
low,0.5,6,265,1,1,25,14.0,10.3,4,2,2,102,83,-14.0,False
low,0.5,6,266,1,1,26,18.0,9.796,5,2,2,103,83,-18.0,False
low,0.5,6,267,1,1,27,22.0,9.625,5,2,2,104,83,-22.0,False
low,0.5,6,268,1,1,27,26.0,9.809,4,2,2,104,83,-26.0,False
low,0.5,6,269,1,1,27,30.0,10.169,4,2,2,104,83,-30.0,False
low,0.5,6,270,1,1,28,34.0,9.934,5,2,2,105,83,-34.0,False
low,0.5,6,271,1,1,28,38.0,10.15,4,2,2,105,83,-38.0,False
low,0.5,7,272,0,0,28,42.0,10.376,4,3,3,105,83,0.0,False
low,0.5,7,273,0,0,28,46.0,10.307,4,3,3,105,83,0.0,False
low,0.5,7,274,0,0,28,50.0,10.348,4,3,3,105,83,0.0,False
low,0.5,7,275,0,0,28,0.0,10.611,0,0,0,105,83,-0.0,False
low,0.5,7,276,0,0,33,1.0,9.081,6,0,0,110,83,-1.0,False
low,0.5,7,277,0,0,33,2.0,9.452,1,0,0,110,83,-2.0,False
low,0.5,7,278,0,0,33,3.0,9.46,2,0,0,111,84,-3.0,False
low,0.5,7,279,0,0,32,5.0,9.822,2,0,0,111,85,-5.0,False
low,0.5,7,280,0,0,31,7.0,10.129,2,0,0,111,86,-7.0,False
low,0.5,7,281,0,0,31,10.0,10.225,4,0,0,112,87,-10.0,False
low,0.5,7,282,0,0,31,13.0,10.771,3,0,0,112,87,-13.0,False
low,0.5,7,283,0,0,29,16.0,10.771,3,0,0,112,89,-16.0,False
low,0.5,7,284,0,0,30,19.0,10.375,4,0,0,113,89,-19.0,False
low,0.5,7,285,0,0,29,22.0,10.12,3,0,0,113,90,-22.0,False
low,0.5,7,286,0,0,28,26.0,10.046,4,0,0,113,91,-26.0,False
low,0.5,7,287,0,0,29,30.0,9.826,5,0,0,114,91,-30.0,False
low,0.5,7,288,0,0,28,34.0,9.645,4,0,0,114,92,-34.0,False
low,0.5,7,289,0,0,28,39.0,9.619,5,0,0,114,92,-39.0,False
low,0.5,7,290,0,0,28,44.0,9.269,5,0,0,114,92,-44.0,False
low,0.5,7,291,0,0,27,50.0,8.764,6,0,0,114,93,-50.0,False
low,0.5,7,292,0,0,27,56.0,8.531,6,0,0,114,93,-56.0,False
low,0.5,7,293,0,0,25,63.0,7.954,7,0,0,114,95,-63.0,False
low,0.5,7,294,0,0,23,72.0,7.333,9,0,0,114,97,-72.0,False
low,0.5,7,295,0,0,22,81.0,6.387,10,0,0,115,99,-81.0,False
low,0.5,7,296,0,0,21,90.0,6.174,9,0,0,115,100,-90.0,False
low,0.5,7,297,0,0,21,100.0,6.334,10,0,0,115,100,-100.0,False
low,0.5,7,298,0,0,21,110.0,6.328,10,0,0,115,100,-110.0,False
low,0.5,7,299,0,0,22,120.0,5.981,11,0,0,116,100,-120.0,False
low,0.5,7,300,0,0,22,130.0,5.974,10,0,0,116,100,-130.0,False
low,0.5,7,301,0,0,22,140.0,5.912,10,0,0,116,100,-140.0,False
low,0.5,7,302,0,0,21,150.0,5.61,10,0,0,116,101,-150.0,False
low,0.5,7,303,0,0,21,161.0,5.478,11,0,0,116,101,-161.0,False
low,0.5,7,304,0,0,21,172.0,5.362,11,0,0,116,101,-172.0,False
low,0.5,7,305,0,0,21,183.0,5.27,11,0,0,116,101,-183.0,False
low,0.5,7,306,0,0,21,195.0,4.959,12,0,0,116,101,-195.0,False
low,0.5,7,307,0,0,21,207.0,4.602,12,0,0,116,101,-207.0,False
low,0.5,7,308,0,0,21,219.0,4.452,12,0,0,116,101,-219.0,False
low,0.5,7,309,0,0,19,232.0,3.216,13,0,0,116,103,-232.0,False
low,0.5,7,310,0,0,23,245.0,1.439,19,0,0,122,105,-245.0,False
low,0.5,7,311,0,0,23,259.0,1.798,14,0,0,122,105,-259.0,False
low,0.5,7,312,0,0,23,273.0,2.016,14,0,0,122,105,-273.0,False
low,0.5,7,313,0,0,23,288.0,2.572,15,0,0,122,105,-288.0,False
low,0.5,7,314,0,0,23,303.0,3.131,15,0,0,122,105,-303.0,False
low,0.5,7,315,0,0,23,318.0,3.694,15,0,0,122,105,-318.0,False
low,0.5,7,316,0,0,23,333.0,4.058,15,0,0,122,105,-333.0,False
low,0.5,8,317,0,1,23,348.0,4.433,15,1,1,122,105,0.0,False
low,0.5,8,318,0,1,23,363.0,4.414,15,1,1,122,105,0.0,False
low,0.5,8,319,0,1,24,378.0,4.184,16,1,1,123,105,0.0,False
low,0.5,8,320,0,1,24,244.0,4.371,11,0,2,123,105,-244.0,False
low,0.5,8,321,0,1,24,197.0,4.985,8,0,2,123,105,-197.0,False
low,0.5,8,322,0,1,25,193.0,5.105,8,0,2,124,105,-193.0,False
low,0.5,8,323,0,1,25,200.0,5.573,7,0,2,124,105,-200.0,False
low,0.5,8,324,0,1,25,207.0,6.368,7,0,2,124,105,-207.0,False
low,0.5,8,325,0,1,27,214.0,6.221,9,0,2,126,105,-214.0,False
low,0.5,8,326,0,1,27,223.0,6.738,8,0,2,126,105,-223.0,False
low,0.5,8,327,0,1,27,230.0,7.043,8,0,2,126,105,-230.0,False
low,0.5,8,328,0,1,27,238.0,7.241,8,0,2,126,105,-238.0,False
low,0.5,8,329,0,1,31,246.0,6.383,12,0,2,130,105,-246.0,False
low,0.5,8,330,0,1,31,254.0,6.713,8,0,2,130,105,-254.0,False
low,0.5,8,331,0,1,31,264.0,7.196,10,0,2,130,105,-264.0,False
low,0.5,8,332,0,1,35,274.0,6.808,14,0,2,134,105,-274.0,False
low,0.5,8,333,0,1,36,284.0,6.972,11,0,2,135,105,-284.0,False
low,0.5,8,334,0,1,36,294.0,7.588,10,0,2,135,105,-294.0,False
low,0.5,8,335,0,1,36,304.0,7.95,10,0,2,135,105,-304.0,False
low,0.5,8,336,0,1,36,315.0,8.193,11,0,2,135,105,-315.0,False
low,0.5,8,337,0,1,36,326.0,8.4,11,0,2,135,105,-326.0,False
low,0.5,8,338,0,1,36,337.0,8.607,11,0,2,135,105,-337.0,False
low,0.5,8,339,0,1,37,348.0,8.557,12,0,2,136,105,-348.0,False
low,0.5,8,340,0,1,36,359.0,8.67,11,0,2,136,106,-359.0,False
