step,vehicle_count,total_waiting_time,mean_speed,phase,state
357,56,49.0,5.881235790666011,0,GGgrrrGGgrrr
358,55,54.0,5.796014653416093,0,GGgrrrGGgrrr
359,57,64.0,5.737777269195721,0,GGgrrrGGgrrr
360,56,76.0,5.850900859824505,0,GGgrrrGGgrrr
361,56,88.0,5.958692400140249,0,GGgrrrGGgrrr
362,56,101.0,5.951983867931817,0,GGgrrrGGgrrr
363,55,115.0,5.822599650463562,0,GGgrrrGGgrrr
364,55,129.0,5.5048033071088875,0,GGgrrrGGgrrr
365,55,146.0,5.63081751794345,0,GGgrrrGGgrrr
366,54,153.0,5.759003642086257,0,GGgrrrGGgrrr
367,55,161.0,5.84701581563941,0,GGgrrrGGgrrr
368,52,168.0,5.576719277291,0,GGgrrrGGgrrr
369,51,175.0,5.515830000546149,0,GGgrrrGGgrrr
370,52,182.0,5.569779072890596,0,GGgrrrGGgrrr
371,52,189.0,5.7887773966147655,0,GGgrrrGGgrrr
372,52,195.0,5.848306666369717,0,GGgrrrGGgrrr
373,52,208.0,6.084523721013853,0,GGgrrrGGgrrr
374,52,221.0,6.302897981781834,0,GGgrrrGGgrrr
375,54,234.0,6.324446995742893,0,GGgrrrGGgrrr
376,54,247.0,6.535774982936451,0,GGgrrrGGgrrr
377,55,260.0,6.557536451563286,0,GGgrrrGGgrrr
378,56,275.0,6.576080629952963,0,GGgrrrGGgrrr
379,56,290.0,6.657528283236922,0,GGgrrrGGgrrr
380,57,305.0,6.635848965512116,1,yyyrrryyyrrr
381,57,320.0,6.6713926167759725,1,yyyrrryyyrrr
382,57,335.0,6.816307690424315,1,yyyrrryyyrrr
383,56,352.0,6.59593127517244,2,rrrrrrrrrrrr
384,56,370.0,6.66960572859153,2,rrrrrrrrrrrr
385,56,318.0,6.416366582010176,3,rrrGGgrrrGGg
386,56,272.0,6.363656219209437,3,rrrGGgrrrGGg
387,56,229.0,5.891794117926131,3,rrrGGgrrrGGg
388,55,191.0,5.6279074498587205,3,rrrGGgrrrGGg
389,53,157.0,5.537778471087672,3,rrrGGgrrrGGg
390,54,166.0,5.680222943545506,3,rrrGGgrrrGGg
391,54,143.0,5.901505843185697,3,rrrGGgrrrGGg
392,53,119.0,5.916637802324407,3,rrrGGgrrrGGg
393,55,101.0,5.922460648309182,3,rrrGGgrrrGGg
394,55,112.0,6.210235496372308,3,rrrGGgrrrGGg
