decision,step,action_j1,action_j2,action_j3,vehicle_count,total_waiting_time,mean_speed,total_queue,J1_phase,J2_phase,J3_phase,E1_queue_J1_J2,neg_E1_queue_J2_J1,E2_queue_J2_J3,neg_E2_queue_J3_J2,departed_cumulative,arrived_cumulative,reward,done
1,1,0,0,1,8,0.0,0.0,8,0,0,1,0,0,0,0,8,0,0.0,False
1,2,0,0,1,8,0.0,1.955,0,0,0,1,0,0,0,0,8,0,0.0,False
1,3,0,0,1,8,0.0,4.006,0,0,0,1,0,0,0,0,8,0,0.0,False
1,4,0,0,1,8,0.0,5.904,0,0,0,2,0,0,0,0,8,0,-0.0,False
1,5,0,0,1,9,0.0,7.2,1,0,0,2,0,0,0,0,9,0,-0.0,False
1,6,0,0,1,9,0.0,9.095,0,0,0,2,0,0,0,0,9,0,-0.0,False
1,7,0,0,1,10,0.0,9.795,1,0,0,2,0,0,0,0,10,0,-0.0,False
1,8,0,0,1,10,0.0,10.765,0,0,0,2,0,0,0,0,10,0,-0.0,False
1,9,0,0,1,11,0.0,10.22,1,0,0,2,0,0,0,0,11,0,-0.0,False
1,10,0,0,1,11,0.0,10.604,0,0,0,2,0,0,0,0,11,0,-0.0,False
1,11,0,0,1,11,0.0,11.313,0,0,0,2,0,0,0,0,11,0,-0.0,False
1,12,0,0,1,12,0.0,10.575,1,0,0,2,0,0,0,0,12,0,-0.0,False
1,13,0,0,1,19,0.0,7.142,7,0,0,2,0,0,0,0,19,0,-0.0,False
1,14,0,0,1,19,0.0,8.072,0,0,0,2,0,0,0,0,19,0,-0.0,False
1,15,0,0,1,19,0.0,8.971,0,0,0,2,0,0,0,0,19,0,-0.0,False
1,16,0,0,1,19,0.0,9.779,0,0,0,2,0,0,0,0,19,0,-0.0,False
1,17,0,0,1,21,0.0,9.636,2,0,0,2,0,0,0,0,21,0,-0.0,False
1,18,0,0,1,21,0.0,10.558,0,0,0,2,0,0,0,0,21,0,-0.0,False
1,19,0,0,1,21,0.0,11.011,0,0,0,2,0,0,0,0,21,0,-0.0,False
1,20,0,0,1,21,0.0,11.245,0,0,0,2,0,0,0,0,21,0,-0.0,False
1,21,0,0,1,22,0.0,10.738,1,0,0,2,0,0,0,0,22,0,-0.0,False
1,22,0,0,1,23,1.0,10.459,2,0,0,2,0,0,0,0,23,0,-1.0,False
1,23,0,0,1,23,2.0,10.577,1,0,0,2,0,0,0,0,23,0,-2.0,False
1,24,0,0,1,23,3.0,10.864,1,0,0,2,0,0,0,0,23,0,-3.0,False
1,25,0,0,1,30,5.0,8.336,9,0,0,2,0,0,0,0,30,0,-5.0,False
1,26,0,0,1,30,7.0,8.919,2,0,0,2,0,0,0,0,30,0,-7.0,False
1,27,0,0,1,31,10.0,8.992,4,0,0,2,0,0,0,0,31,0,-10.0,False
1,28,0,0,1,31,13.0,9.552,3,0,0,2,0,0,0,0,31,0,-13.0,False
1,29,0,0,1,32,16.0,9.668,4,0,0,2,0,0,0,0,32,0,-16.0,False
1,30,0,0,1,32,19.0,9.882,3,0,0,2,0,0,0,0,32,0,-19.0,False
1,31,0,0,1,32,22.0,10.052,3,0,0,2,0,0,0,0,32,0,-22.0,False
1,32,0,0,1,33,25.0,9.96,4,0,0,2,0,0,0,0,33,0,-25.0,False
1,33,0,0,1,34,29.0,9.661,5,0,0,2,0,0,0,0,34,0,-29.0,False
1,34,0,0,1,31,34.0,9.477,5,0,0,2,0,0,0,0,34,3,-34.0,False
1,35,0,0,1,31,39.0,9.472,5,0,0,2,0,0,0,0,34,3,-39.0,False
1,36,0,0,1,31,45.0,9.466,6,0,0,2,0,0,0,0,34,3,-45.0,False
1,37,0,0,1,38,51.0,7.868,13,0,0,2,0,0,0,0,41,3,-51.0,False
1,38,0,0,1,38,58.0,7.683,8,0,0,2,0,0,0,0,42,4,-58.0,False
1,39,0,0,1,38,65.0,8.195,7,0,0,2,0,0,0,0,42,4,-65.0,False
1,40,0,0,1,38,72.0,8.56,7,0,0,2,0,0,0,0,42,4,-72.0,False
1,41,0,0,1,39,79.0,8.291,8,0,0,2,0,0,0,0,43,4,-79.0,False
1,42,0,0,1,39,87.0,8.486,8,0,0,2,0,0,0,0,43,4,-87.0,False
1,43,0,0,1,40,95.0,8.363,9,0,0,2,0,0,0,0,44,4,-95.0,False
1,44,0,0,1,40,103.0,8.72,8,0,0,2,0,0,0,0,44,4,-103.0,False
1,45,0,0,1,41,113.0,8.581,11,0,0,2,0,0,0,0,45,4,-113.0,False
2,46,0,0,0,40,123.0,8.436,10,1,1,3,0,0,0,0,45,5,0.0,False
2,47,0,0,0,37,134.0,8.045,11,1,1,3,0,0,0,0,45,8,0.0,False
2,48,0,0,0,38,145.0,7.647,12,1,1,3,0,0,0,0,46,8,0.0,False
2,49,0,0,0,45,75.0,6.526,14,0,0,0,0,0,0,0,53,8,-75.0,False
2,50,0,0,0,45,72.0,7.14,7,0,0,0,0,0,0,0,53,8,-72.0,False
2,51,0,0,0,45,79.0,7.727,7,0,0,0,0,0,0,0,53,8,-79.0,False
2,52,0,0,0,45,86.0,8.222,7,0,0,0,0,0,0,0,53,8,-86.0,False
2,53,0,0,0,47,94.0,8.313,10,0,0,0,0,0,0,1,55,8,-94.0,False
2,54,0,0,0,47,102.0,8.613,8,0,0,0,0,0,0,1,55,8,-102.0,False
2,55,0,0,0,47,111.0,8.708,9,0,0,0,0,0,0,1,55,8,-111.0,False
2,56,0,0,0,47,121.0,8.745,10,0,0,0,0,0,0,1,55,8,-121.0,False
2,57,0,0,0,48,133.0,8.531,13,0,0,0,0,0,0,2,56,8,-133.0,False
2,58,0,0,0,48,145.0,8.18,13,0,0,0,0,0,0,2,57,9,-145.0,False
2,59,0,0,0,46,157.0,8.144,12,0,0,0,0,0,0,2,57,11,-157.0,False
2,60,0,0,0,45,170.0,7.918,13,0,0,0,0,0,0,2,57,12,-170.0,False
2,61,0,0,0,52,183.0,6.698,20,0,0,0,0,0,0,2,64,12,-183.0,False
2,62,0,0,0,52,197.0,6.776,14,0,0,0,0,0,0,2,64,12,-197.0,False
2,63,0,0,0,53,212.0,6.757,16,0,0,0,0,0,0,2,65,12,-212.0,False
2,64,0,0,0,53,227.0,6.983,15,0,0,0,0,0,0,2,65,12,-227.0,False
2,65,0,0,0,54,243.0,6.971,17,0,0,0,0,0,0,3,66,12,-243.0,False
2,66,0,0,0,54,260.0,7.084,17,0,0,0,0,0,0,3,66,12,-260.0,False
2,67,0,0,0,54,278.0,7.36,18,0,0,0,0,0,0,3,66,12,-278.0,False
2,68,0,0,0,53,297.0,7.095,20,0,0,0,0,0,0,4,67,14,-297.0,False
2,69,0,0,0,53,316.0,6.852,20,0,0,0,0,0,0,4,68,15,-316.0,False
2,70,0,0,0,53,336.0,6.888,20,0,0,0,0,0,0,4,68,15,-336.0,False
2,71,0,0,0,51,356.0,6.632,20,0,0,0,0,0,0,4,68,17,-356.0,False
2,72,0,0,0,48,377.0,6.406,21,0,0,0,0,0,0,4,68,20,-377.0,False
2,73,0,0,0,54,398.0,5.395,28,0,0,0,0,0,0,4,75,21,-398.0,False
2,74,0,0,0,54,419.0,5.384,22,0,0,0,0,0,0,4,76,22,-419.0,False
2,75,0,0,0,53,441.0,5.513,22,0,0,0,0,0,0,4,76,23,-441.0,False
2,76,0,0,0,52,464.0,5.548,23,0,0,0,0,0,0,4,76,24,-464.0,False
2,77,0,0,0,53,487.0,5.51,24,0,0,0,0,0,0,4,77,24,-487.0,False
2,78,0,0,0,53,511.0,5.688,24,0,0,0,0,0,0,4,77,24,-511.0,False
2,79,0,0,0,54,535.0,5.87,25,0,0,0,0,0,0,4,78,24,-535.0,False
2,80,0,0,0,54,560.0,5.986,25,0,0,0,0,0,0,4,78,24,-560.0,False
2,81,0,0,0,55,585.0,5.984,26,0,0,0,0,0,0,4,79,24,-585.0,False
2,82,0,0,0,54,611.0,5.881,26,0,0,0,0,0,0,4,79,25,-611.0,False
2,83,0,0,0,53,637.0,5.803,26,0,0,0,0,0,0,4,79,26,-637.0,False
2,84,0,0,0,53,663.0,5.518,27,0,0,0,0,0,0,4,80,27,-663.0,False
2,85,0,0,0,59,689.0,4.792,33,0,0,0,0,0,0,4,87,28,-689.0,False
2,86,0,0,0,59,716.0,4.929,27,0,0,0,0,0,0,4,87,28,-716.0,False
2,87,0,0,0,58,744.0,5.026,28,0,0,0,0,0,0,4,87,29,-744.0,False
2,88,0,0,0,58,772.0,5.087,28,0,0,0,0,0,0,4,87,29,-772.0,False
2,89,0,0,0,60,801.0,5.082,31,0,0,0,0,0,0,4,89,29,-801.0,False
2,90,0,0,0,60,830.0,5.346,29,0,0,0,0,0,0,4,89,29,-830.0,False
3,91,1,0,1,60,859.0,5.42,29,1,1,1,0,0,0,4,89,29,0.0,False
3,92,1,0,1,59,890.0,5.263,31,1,1,1,0,0,0,4,89,30,0.0,False
3,93,1,0,1,60,922.0,4.999,33,1,1,1,0,0,0,4,90,30,0.0,False
3,94,1,0,1,61,740.0,5.038,30,2,0,2,0,0,0,4,91,30,-740.0,False
3,95,1,0,1,59,592.0,5.027,26,2,0,2,0,0,0,4,91,32,-592.0,False
3,96,1,0,1,57,472.0,5.122,22,2,0,2,0,0,0,4,91,34,-472.0,False
3,97,1,0,1,63,385.0,4.746,26,2,0,2,0,0,0,4,98,35,-385.0,False
3,98,1,0,1,63,320.0,5.494,15,2,0,2,0,0,0,4,98,35,-320.0,False
3,99,1,0,1,64,274.0,6.18,14,2,0,2,0,0,0,4,99,35,-274.0,False
3,100,1,0,1,64,244.0,7.046,12,2,0,2,0,0,0,4,99,35,-244.0,False
3,101,1,0,1,64,216.0,7.55,11,2,0,2,0,0,0,4,100,36,-216.0,False
3,102,1,0,1,64,199.0,8.0,8,2,0,2,0,0,0,4,100,36,-199.0,False
3,103,1,0,1,64,198.0,8.34,7,2,0,2,0,0,0,4,100,36,-198.0,False
3,104,1,0,1,65,201.0,8.636,8,2,0,2,0,0,0,4,101,36,-201.0,False
3,105,1,0,1,66,210.0,8.903,10,2,0,2,0,0,0,4,102,36,-210.0,False
3,106,1,0,1,63,220.0,8.923,10,2,0,2,0,0,0,4,102,39,-220.0,False
3,107,1,0,1,63,230.0,9.209,10,2,0,2,0,0,0,4,102,39,-230.0,False
3,108,1,0,1,63,240.0,9.492,10,2,0,2,0,0,0,4,102,39,-240.0,False
3,109,1,0,1,70,250.0,8.652,17,2,0,2,0,0,0,4,109,39,-250.0,False
3,110,1,0,1,71,260.0,8.897,11,2,0,2,0,0,0,4,110,39,-260.0,False
3,111,1,0,1,71,270.0,9.216,10,2,0,2,0,0,0,4,110,39,-270.0,False
3,112,1,0,1,71,280.0,9.553,10,2,0,2,0,0,0,4,110,39,-280.0,False
3,113,1,0,1,71,290.0,9.505,11,2,0,2,0,0,0,4,111,40,-290.0,False
3,114,1,0,1,71,300.0,9.51,10,2,0,2,0,0,0,4,111,40,-300.0,False
3,115,1,0,1,72,310.0,9.39,11,2,0,2,0,0,0,4,112,40,-310.0,False
3,116,1,0,1,72,320.0,9.443,10,2,0,2,0,0,0,4,112,40,-320.0,False
3,117,1,0,1,73,331.0,9.261,12,2,0,2,0,0,0,4,113,40,-331.0,False
3,118,1,0,1,71,343.0,8.979,12,2,0,2,0,0,0,4,113,42,-343.0,False
3,119,1,0,1,71,357.0,8.744,14,2,0,2,0,0,0,4,113,42,-357.0,False
3,120,1,0,1,72,371.0,8.351,15,2,0,2,0,0,0,4,114,42,-371.0,False
3,121,1,0,1,79,386.0,7.447,22,2,0,2,0,0,0,5,121,42,-386.0,False
3,122,1,0,1,79,404.0,7.448,18,2,0,2,2,0,0,6,121,42,-404.0,False
3,123,1,0,1,79,424.0,7.432,20,2,0,2,3,0,0,7,121,42,-424.0,False
3,124,1,0,1,79,444.0,7.296,20,2,0,2,3,0,0,7,121,42,-444.0,False
3,125,1,0,1,81,465.0,6.996,23,2,0,2,4,0,0,7,123,42,-465.0,False
3,126,1,0,1,81,488.0,6.9,23,2,0,2,5,0,0,8,123,42,-488.0,False
3,127,1,0,1,81,513.0,6.634,25,2,0,2,5,0,0,10,123,42,-513.0,False
3,128,1,0,1,81,540.0,6.481,27,2,0,2,7,0,0,10,123,42,-540.0,False
3,129,1,0,1,82,571.0,6.216,32,2,0,2,7,0,0,12,124,42,-571.0,False
3,130,1,0,1,81,604.0,5.857,34,2,0,2,7,0,0,13,125,44,-604.0,False
3,131,1,0,1,81,640.0,5.526,36,2,0,2,9,0,0,13,125,44,-640.0,False
3,132,1,0,1,81,678.0,5.233,38,2,0,2,10,0,0,14,125,44,-678.0,False
3,133,1,0,1,88,718.0,4.569,47,2,0,2,11,0,0,15,132,44,-718.0,False
3,134,1,0,1,88,761.0,4.525,43,2,0,2,12,0,0,17,132,44,-761.0,False
3,135,1,0,1,89,804.0,4.417,44,2,0,2,12,0,0,17,133,44,-804.0,False
4,136,0,1,0,89,850.0,4.418,46,3,1,3,14,0,0,18,133,44,0.0,False
4,137,0,1,0,90,896.0,4.132,47,3,1,3,14,0,0,18,134,44,0.0,False
4,138,0,1,0,90,943.0,3.989,47,3,1,3,15,0,0,18,134,44,0.0,False
4,139,0,1,0,90,512.0,4.053,38,0,2,0,15,0,0,16,134,44,-512.0,False
4,140,0,1,0,91,278.0,4.27,32,0,2,0,15,0,0,14,135,44,-278.0,False
4,141,0,1,0,92,239.0,4.645,31,0,2,0,14,0,0,13,136,44,-239.0,False
4,142,0,1,0,91,207.0,5.153,27,0,2,0,13,0,0,11,136,45,-207.0,False
4,143,0,1,0,90,177.0,5.654,24,0,2,0,12,0,0,9,136,46,-177.0,False
4,144,0,1,0,90,148.0,6.303,23,0,2,0,11,0,0,7,136,46,-148.0,False
4,145,0,1,0,97,136.0,6.48,29,0,2,0,11,0,0,6,143,46,-136.0,False
4,146,0,1,0,98,113.0,7.076,20,0,2,0,10,0,0,4,144,46,-113.0,False
4,147,0,1,0,98,87.0,7.619,15,0,2,0,8,0,0,2,144,46,-87.0,False
4,148,0,1,0,98,73.0,8.006,13,0,2,0,6,0,0,1,144,46,-73.0,False
4,149,0,1,0,99,72.0,8.353,14,0,2,0,5,0,0,1,145,46,-72.0,False
4,150,0,1,0,99,68.0,8.578,10,0,2,0,3,0,0,0,145,46,-68.0,False
4,151,0,1,0,100,70.0,8.901,10,0,2,0,2,0,0,0,146,46,-70.0,False
4,152,0,1,0,100,65.0,9.056,8,0,2,0,0,0,0,0,146,46,-65.0,False
4,153,0,1,0,101,75.0,9.168,11,0,2,0,0,0,0,0,147,46,-75.0,False
4,154,0,1,0,101,86.0,9.499,11,0,2,0,0,0,0,0,147,46,-86.0,False
4,155,0,1,0,101,97.0,9.77,11,0,2,0,0,0,0,0,147,46,-97.0,False
4,156,0,1,0,102,109.0,9.777,13,0,2,0,0,0,0,0,148,46,-109.0,False
4,157,0,1,0,106,122.0,9.304,20,0,2,0,0,0,0,0,155,49,-122.0,False
4,158,0,1,0,103,135.0,9.49,13,0,2,0,0,0,0,0,155,52,-135.0,False
4,159,0,1,0,99,148.0,9.398,13,0,2,0,0,0,0,0,155,56,-148.0,False
4,160,0,1,0,95,162.0,9.504,14,0,2,0,0,0,0,0,155,60,-162.0,False
4,161,0,1,0,96,176.0,9.249,16,0,2,0,0,0,0,0,157,61,-176.0,False
4,162,0,1,0,95,190.0,9.264,14,0,2,0,0,0,0,0,157,62,-190.0,False
4,163,0,1,0,94,205.0,9.196,15,0,2,0,0,0,0,0,157,63,-205.0,False
4,164,0,1,0,93,223.0,8.891,18,0,2,0,0,0,0,0,157,64,-223.0,False
4,165,0,1,0,94,241.0,8.75,19,0,2,0,0,0,0,0,158,64,-241.0,False
4,166,0,1,0,93,260.0,8.328,20,0,2,0,0,0,1,0,159,66,-260.0,False
4,167,0,1,0,92,280.0,8.024,20,0,2,0,0,0,1,0,159,67,-280.0,False
4,168,0,1,0,92,303.0,7.701,23,0,2,0,0,2,2,0,159,67,-303.0,False
4,169,0,1,0,99,326.0,6.779,30,0,2,0,0,2,2,0,166,67,-326.0,False
4,170,0,1,0,98,353.0,6.568,27,0,2,0,0,3,4,0,166,68,-353.0,False
4,171,0,1,0,99,383.0,6.412,31,0,2,0,0,5,4,0,167,68,-383.0,False
4,172,0,1,0,99,416.0,6.333,33,0,2,0,0,6,5,0,167,68,-416.0,False
4,173,0,1,0,100,450.0,5.985,35,0,2,0,0,6,6,0,168,68,-450.0,False
4,174,0,1,0,100,487.0,5.902,37,0,2,0,0,7,7,0,168,68,-487.0,False
4,175,0,1,0,100,527.0,5.657,40,0,2,0,0,9,8,0,168,68,-527.0,False
4,176,0,1,0,101,569.0,5.208,43,0,2,0,0,10,9,0,169,68,-569.0,False
4,177,0,1,0,102,613.0,4.866,45,0,2,0,0,10,10,0,170,68,-613.0,False
4,178,0,1,0,100,662.0,4.441,49,0,2,0,0,11,12,0,170,70,-662.0,False
4,179,0,1,0,99,714.0,4.179,52,0,2,0,0,13,13,0,170,71,-714.0,False
4,180,0,1,0,99,769.0,3.997,55,0,2,0,0,14,14,0,170,71,-769.0,False
5,181,1,0,1,106,825.0,3.478,63,1,3,1,0,15,14,0,177,71,0.0,False
5,182,1,0,1,106,882.0,3.241,58,1,3,1,0,15,15,0,178,72,0.0,False
5,183,1,0,1,106,943.0,3.131,61,1,3,1,0,16,17,0,178,72,0.0,False
5,184,1,0,1,106,621.0,3.071,51,2,0,2,0,15,16,0,178,72,-621.0,False
5,185,1,0,1,107,417.0,3.29,42,2,0,2,0,14,15,0,179,72,-417.0,False
5,186,1,0,1,107,302.0,3.677,38,2,0,2,0,14,15,0,179,72,-302.0,False
5,187,1,0,1,108,221.0,4.172,35,2,0,2,0,13,15,0,180,72,-221.0,False
5,188,1,0,1,108,165.0,4.81,28,2,0,2,0,11,14,0,180,72,-165.0,False
5,189,1,0,1,109,135.0,5.455,26,2,0,2,0,9,13,0,181,72,-135.0,False
5,190,1,0,1,107,113.0,6.154,23,2,0,2,0,8,12,0,181,74,-113.0,False
5,191,1,0,1,107,108.0,7.049,21,2,0,2,0,6,12,0,181,74,-108.0,False
5,192,1,0,1,106,101.0,7.614,21,2,0,2,0,5,11,0,182,76,-101.0,False
5,193,1,0,1,113,85.0,7.686,23,2,0,2,0,3,9,0,189,76,-85.0,False
5,194,1,0,1,113,75.0,8.389,13,2,0,2,0,1,8,0,189,76,-75.0,False
5,195,1,0,1,113,63.0,9.001,10,2,0,2,0,0,6,0,189,76,-63.0,False
5,196,1,0,1,113,55.0,9.588,8,2,0,2,0,0,4,0,189,76,-55.0,False
5,197,1,0,1,115,46.0,9.887,8,2,0,2,0,0,2,0,191,76,-46.0,False
5,198,1,0,1,115,36.0,10.213,4,2,0,2,0,0,0,0,191,76,-36.0,False
5,199,1,0,1,115,40.0,10.527,4,2,0,2,0,0,0,0,191,76,-40.0,False
5,200,1,0,1,115,44.0,10.784,4,2,0,2,0,0,0,0,191,76,-44.0,False
5,201,1,0,1,116,49.0,10.845,6,2,0,2,0,0,0,0,192,76,-49.0,False
5,202,1,0,1,114,54.0,10.793,6,2,0,2,0,0,0,0,193,79,-54.0,False
5,203,1,0,1,113,61.0,10.958,7,2,0,2,0,0,0,0,193,80,-61.0,False
5,204,1,0,1,111,69.0,11.004,8,2,0,2,0,0,0,0,193,82,-69.0,False
5,205,1,0,1,116,77.0,10.401,15,2,0,2,0,0,0,0,200,84,-77.0,False
5,206,1,0,1,115,85.0,10.458,8,2,0,2,0,0,0,0,200,85,-85.0,False
5,207,1,0,1,115,93.0,10.495,9,2,0,2,0,0,0,0,201,86,-93.0,False
5,208,1,0,1,115,101.0,10.652,8,2,0,2,0,0,0,0,201,86,-101.0,False
5,209,1,0,1,115,109.0,10.479,9,2,0,2,0,0,0,0,202,87,-109.0,False
5,210,1,0,1,112,117.0,10.263,8,2,0,2,0,0,0,0,202,90,-117.0,False
5,211,1,0,1,112,127.0,9.881,10,2,0,2,1,0,0,1,202,90,-127.0,False
5,212,1,0,1,111,138.0,9.575,12,2,0,2,1,0,0,2,203,92,-138.0,False
5,213,1,0,1,111,152.0,9.247,15,2,0,2,2,0,0,3,204,93,-152.0,False
5,214,1,0,1,107,170.0,8.651,18,2,0,2,3,0,0,4,204,97,-170.0,False
5,215,1,0,1,107,192.0,8.422,22,2,0,2,5,0,0,5,204,97,-192.0,False
5,216,1,0,1,103,214.0,8.031,22,2,0,2,5,0,0,5,204,101,-214.0,False
5,217,1,0,1,108,238.0,7.3,31,2,0,2,7,0,0,5,211,103,-238.0,False
5,218,1,0,1,108,264.0,7.206,27,2,0,2,7,0,0,7,212,104,-264.0,False
5,219,1,0,1,107,294.0,7.217,30,2,0,2,10,0,0,8,212,105,-294.0,False
5,220,1,0,1,106,326.0,7.201,32,2,0,2,11,0,0,9,212,106,-326.0,False
5,221,1,0,1,104,360.0,6.824,35,2,0,2,11,0,0,11,213,109,-360.0,False
5,222,1,0,1,104,395.0,6.895,35,2,0,2,11,0,0,12,213,109,-395.0,False
5,223,1,0,1,102,432.0,6.656,38,2,0,2,13,0,0,12,214,112,-432.0,False
5,224,1,0,1,102,469.0,6.557,37,2,0,2,13,0,0,12,214,112,-469.0,False
5,225,1,0,1,100,510.0,6.241,42,2,0,2,14,0,0,13,215,115,-510.0,False
6,226,0,1,0,100,552.0,6.134,42,3,1,3,14,0,0,13,215,115,0.0,False
6,227,0,1,0,96,596.0,5.778,44,3,1,3,15,0,0,13,215,119,0.0,False
6,228,0,1,0,96,641.0,5.612,46,3,1,3,16,0,0,13,216,120,0.0,False
6,229,0,1,0,101,346.0,5.261,42,0,2,0,14,0,0,12,223,122,-346.0,False
6,230,0,1,0,98,225.0,5.569,24,0,2,0,13,0,0,10,223,125,-225.0,False
6,231,0,1,0,97,187.0,6.014,21,0,2,0,11,0,0,8,223,126,-187.0,False
6,232,0,1,0,95,150.0,6.576,18,0,2,0,10,0,0,6,223,128,-150.0,False
6,233,0,1,0,95,112.0,6.869,17,0,2,0,8,0,0,4,225,130,-112.0,False
6,234,0,1,0,94,74.0,7.596,12,0,2,0,6,0,0,3,225,131,-74.0,False
6,235,0,1,0,92,54.0,8.257,12,0,2,0,6,0,0,2,225,133,-54.0,False
6,236,0,1,0,91,41.0,8.642,9,0,2,0,4,0,0,1,225,134,-41.0,False
6,237,0,1,0,90,31.0,8.775,8,0,2,0,3,0,0,0,226,136,-31.0,False
6,238,0,1,0,90,32.0,8.969,8,0,2,0,1,0,0,0,227,137,-32.0,False
6,239,0,1,0,87,41.0,9.223,9,0,2,0,1,0,0,0,227,140,-41.0,False
6,240,0,1,0,87,47.0,9.67,9,0,2,0,0,0,0,0,227,140,-47.0,False
6,241,0,1,0,94,56.0,9.155,16,0,2,0,0,0,0,0,234,140,-56.0,False
6,242,0,1,0,93,65.0,9.506,9,0,2,0,0,0,0,0,234,141,-65.0,False
6,243,0,1,0,94,74.0,9.749,10,0,2,0,0,0,0,0,235,141,-74.0,False
6,244,0,1,0,94,83.0,10.029,9,0,2,0,0,0,0,0,235,141,-83.0,False
6,245,0,1,0,95,92.0,10.118,10,0,2,0,0,0,0,0,236,141,-92.0,False
6,246,0,1,0,95,102.0,10.274,10,0,2,0,0,0,0,0,236,141,-102.0,False
6,247,0,1,0,93,113.0,10.226,11,0,2,0,0,0,0,0,236,143,-113.0,False
6,248,0,1,0,91,124.0,9.991,12,0,2,0,0,0,0,0,237,146,-124.0,False
6,249,0,1,0,89,136.0,9.852,13,0,2,0,0,0,0,0,238,149,-136.0,False
6,250,0,1,0,85,149.0,9.842,13,0,2,0,0,0,0,0,238,153,-149.0,False
6,251,0,1,0,81,164.0,9.582,15,0,2,0,0,0,0,0,238,157,-164.0,False
6,252,0,1,0,80,179.0,9.509,15,0,2,0,0,0,0,0,238,158,-179.0,False
6,253,0,1,0,85,195.0,8.548,23,0,2,0,0,0,0,0,245,160,-195.0,False
6,254,0,1,0,85,211.0,8.302,17,0,2,0,0,0,0,0,246,161,-211.0,False
6,255,0,1,0,85,229.0,8.195,18,0,2,0,0,0,0,0,246,161,-229.0,False
6,256,0,1,0,85,247.0,7.918,18,0,2,0,0,0,0,0,246,161,-247.0,False
6,257,0,1,0,86,266.0,7.421,20,0,2,0,0,1,0,0,247,161,-266.0,False
6,258,0,1,0,86,287.0,7.152,21,0,2,0,0,1,2,0,247,161,-287.0,False
6,259,0,1,0,87,311.0,6.802,25,0,2,0,0,3,2,0,248,161,-311.0,False
6,260,0,1,0,87,338.0,6.397,27,0,2,0,0,4,3,0,248,161,-338.0,False
6,261,0,1,0,88,368.0,6.013,31,0,2,0,0,5,4,0,249,161,-368.0,False
6,262,0,1,0,85,400.0,5.343,32,0,2,0,0,5,5,0,249,164,-400.0,False
6,263,0,1,0,85,435.0,5.143,35,0,2,0,0,6,7,0,249,164,-435.0,False
6,264,0,1,0,86,472.0,4.855,38,0,2,0,0,7,7,0,250,164,-472.0,False
6,265,0,1,0,92,513.0,4.166,48,0,2,0,0,8,9,0,257,165,-513.0,False
6,266,0,1,0,92,556.0,4.067,43,0,2,0,0,9,10,0,257,165,-556.0,False
6,267,0,1,0,92,603.0,3.945,47,0,2,0,0,11,11,0,257,165,-603.0,False
6,268,0,1,0,92,652.0,3.831,49,0,2,0,0,12,12,0,257,165,-652.0,False
6,269,0,1,0,94,704.0,3.642,54,0,2,0,0,14,13,0,259,165,-704.0,False
6,270,0,1,0,94,759.0,3.609,55,0,2,0,0,15,13,0,259,165,-759.0,False
7,271,1,0,1,94,818.0,3.551,59,1,3,1,0,16,15,0,259,165,0.0,False
7,272,1,0,1,94,878.0,3.411,60,1,3,1,0,17,15,0,259,165,0.0,False
7,273,1,0,1,95,939.0,3.148,62,1,3,1,0,17,16,0,260,165,0.0,False
7,274,1,0,1,95,628.0,3.196,52,2,0,2,0,15,15,0,261,166,-628.0,False
7,275,1,0,1,94,430.0,3.477,44,2,0,2,0,13,15,0,261,167,-430.0,False
7,276,1,0,1,93,311.0,3.905,36,2,0,2,0,11,14,0,261,168,-311.0,False
7,277,1,0,1,100,220.0,4.305,36,2,0,2,0,9,13,0,268,168,-220.0,False
7,278,1,0,1,100,159.0,5.242,23,2,0,2,0,7,12,0,268,168,-159.0,False
7,279,1,0,1,101,119.0,6.142,19,2,0,2,0,5,11,0,269,168,-119.0,False
7,280,1,0,1,100,87.0,7.131,13,2,0,2,0,3,9,0,269,169,-87.0,False
7,281,1,0,1,101,66.0,7.822,11,2,0,2,0,1,8,0,270,169,-66.0,False
7,282,1,0,1,101,47.0,8.516,7,2,0,2,0,0,6,0,270,169,-47.0,False
7,283,1,0,1,101,44.0,9.077,6,2,0,2,0,0,5,0,270,169,-44.0,False
7,284,1,0,1,102,31.0,9.462,5,2,0,2,0,0,3,0,271,169,-31.0,False
7,285,1,0,1,103,19.0,9.868,4,2,0,2,0,0,1,0,272,169,-19.0,False
7,286,1,0,1,101,17.0,10.301,5,2,0,2,0,0,0,0,272,171,-17.0,False
7,287,1,0,1,101,22.0,10.762,5,2,0,2,0,0,0,0,272,171,-22.0,False
7,288,1,0,1,100,27.0,11.084,5,2,0,2,0,0,0,0,272,172,-27.0,False
7,289,1,0,1,107,32.0,10.57,12,2,0,2,0,0,0,0,279,172,-32.0,False
7,290,1,0,1,108,37.0,10.677,6,2,0,2,0,0,0,0,280,172,-37.0,False
7,291,1,0,1,108,42.0,10.915,5,2,0,2,0,0,0,0,280,172,-42.0,False
7,292,1,0,1,107,47.0,11.088,5,2,0,2,0,0,0,0,280,173,-47.0,False
7,293,1,0,1,107,52.0,11.008,6,2,0,2,0,0,0,0,281,174,-52.0,False
7,294,1,0,1,104,57.0,11.072,5,2,0,2,0,0,0,0,281,177,-57.0,False
7,295,1,0,1,104,62.0,10.983,6,2,0,2,0,0,0,0,282,178,-62.0,False
