step,vehicle_count,total_waiting_time,mean_speed,phase,queue_phase_0,queue_phase_3,state
973,62,536.0,4.158509805490535,2,3,25,rrrrrrrrrrrr
974,62,561.0,4.248947718598146,2,2,25,rrrrrrrrrrrr
975,61,484.0,4.1843692001101385,3,2,22,rrrGGgrrrGGg
976,61,425.0,4.176343494864853,3,4,21,rrrGGgrrrGGg
977,63,387.0,4.325878269273264,3,4,19,rrrGGgrrrGGg
978,63,393.0,4.422756570447711,3,4,17,rrrGGgrrrGGg
979,63,371.0,4.433451845505635,3,3,15,rrrGGgrrrGGg
980,63,353.0,4.172812442203461,3,5,14,rrrGGgrrrGGg
981,63,335.0,4.073091239185575,3,5,13,rrrGGgrrrGGg
982,64,319.0,3.8965488088000813,3,8,13,rrrGGgrrrGGg
983,65,306.0,3.989644379065354,3,8,13,rrrGGgrrrGGg
984,65,327.0,4.224187492128973,3,9,12,rrrGGgrrrGGg
985,65,315.0,4.415347349675592,3,10,11,rrrGGgrrrGGg
986,65,301.0,4.6378835912684915,3,9,11,rrrGGgrrrGGg
987,65,289.0,4.506696025607829,3,11,10,rrrGGgrrrGGg
988,64,271.0,4.402634698758719,3,10,10,rrrGGgrrrGGg
989,66,253.0,4.2775019673136825,3,11,11,rrrGGgrrrGGg
990,67,269.0,4.365430312791462,3,10,11,rrrGGgrrrGGg
991,67,252.0,4.531252111217095,3,10,9,rrrGGgrrrGGg
992,67,236.0,4.563541234453073,3,12,8,rrrGGgrrrGGg
993,66,222.0,4.636704653434123,3,12,7,rrrGGgrrrGGg
994,66,209.0,4.768321447662548,3,12,5,rrrGGgrrrGGg
995,66,201.0,4.810607012424973,3,13,5,rrrGGgrrrGGg
996,64,197.0,4.628675588944314,3,13,3,rrrGGgrrrGGg
997,65,211.0,4.466644182464406,3,15,3,rrrGGgrrrGGg
998,66,213.0,4.551335016630314,3,14,4,rrrGGgrrrGGg
999,66,219.0,4.700920097667527,3,14,2,rrrGGgrrrGGg
1000,67,232.0,4.767626349055971,3,14,2,rrrGGgrrrGGg
1001,66,244.0,4.79609904320177,3,14,1,rrrGGgrrrGGg
1002,66,259.0,4.62975129046761,3,16,1,rrrGGgrrrGGg
1003,66,273.0,4.641271551263852,3,15,0,rrrGGgrrrGGg
1004,65,289.0,4.617221244055865,3,15,0,rrrGGgrrrGGg
1005,66,307.0,4.708362951048871,4,16,2,rrryyyrrryyy
1006,66,323.0,4.811596116342518,4,16,2,rrryyyrrryyy
1007,67,342.0,4.545820983190737,4,18,2,rrryyyrrryyy
1008,67,362.0,4.580151156066142,5,16,3,rrrrrrrrrrrr
1009,67,380.0,4.584740451669092,5,16,4,rrrrrrrrrrrr
1010,66,283.0,4.487413762137064,0,13,5,GGgrrrGGgrrr
1011,67,226.0,4.477135212436585,0,10,6,GGgrrrGGgrrr
1012,68,188.0,4.242004028827255,0,9,7,GGgrrrGGgrrr
1013,67,162.0,4.135774695877845,0,6,7,GGgrrrGGgrrr
1014,67,175.0,4.193204236015558,0,6,7,GGgrrrGGgrrr
1015,66,151.0,4.17977617087614,0,4,8,GGgrrrGGgrrr
1016,66,132.0,4.182148835354463,0,3,8,GGgrrrGGgrrr
1017,68,115.0,4.119138977574967,0,4,10,GGgrrrGGgrrr
1018,67,103.0,3.8433017605212796,0,1,12,GGgrrrGGgrrr
1019,67,95.0,3.8490942187564006,0,0,11,GGgrrrGGgrrr
1020,67,109.0,3.9345143551288735,0,0,12,GGgrrrGGgrrr
1021,67,123.0,3.857534738579251,0,1,12,GGgrrrGGgrrr
1022,67,138.0,3.7398868988437957,0,1,13,GGgrrrGGgrrr
1023,67,146.0,3.841323198814809,0,0,14,GGgrrrGGgrrr
1024,65,156.0,3.777665356447759,0,0,16,GGgrrrGGgrrr
1025,65,174.0,3.9040797887511496,0,0,17,GGgrrrGGgrrr
1026,64,191.0,3.9274258561573485,0,0,17,GGgrrrGGgrrr
1027,67,208.0,3.915224127198016,0,1,20,GGgrrrGGgrrr
1028,67,226.0,4.071002899221994,0,0,19,GGgrrrGGgrrr
1029,67,248.0,4.065621114897457,0,0,21,GGgrrrGGgrrr
1030,67,268.0,4.0473100678412,0,0,21,GGgrrrGGgrrr
1031,67,288.0,4.01536287524016,0,0,21,GGgrrrGGgrrr
1032,68,309.0,4.015078529187283,0,1,21,GGgrrrGGgrrr
1033,69,329.0,4.042377053883379,0,0,24,GGgrrrGGgrrr
1034,68,356.0,4.059754054345455,0,0,25,GGgrrrGGgrrr
1035,70,381.0,4.076220778872098,0,1,25,GGgrrrGGgrrr
1036,69,409.0,4.094737052448058,0,1,25,GGgrrrGGgrrr
1037,70,438.0,4.157401603223624,0,2,26,GGgrrrGGgrrr
1038,71,463.0,4.20027596412775,0,2,28,GGgrrrGGgrrr
1039,71,487.0,4.265244336344029,0,2,27,GGgrrrGGgrrr
1040,71,511.0,4.308738151639138,1,1,27,yyyrrryyyrrr
1041,70,537.0,4.166698232786133,1,1,28,yyyrrryyyrrr
1042,72,567.0,4.078929212958531,1,3,29,yyyrrryyyrrr
1043,70,597.0,3.8228544375072473,2,2,28,rrrrrrrrrrrr
1044,71,628.0,3.7900492608906466,2,4,29,rrrrrrrrrrrr
1045,71,572.0,3.9099389442391894,3,5,25,rrrGGgrrrGGg
1046,71,525.0,3.992170069374236,3,6,23,rrrGGgrrrGGg
1047,72,492.0,4.003419148708737,3,8,21,rrrGGgrrrGGg
1048,73,479.0,4.0250067726545575,3,9,19,rrrGGgrrrGGg
1049,73,471.0,3.94971306114024,3,9,20,rrrGGgrrrGGg
1050,73,456.0,3.891774056146782,3,10,19,rrrGGgrrrGGg
1051,73,448.0,3.9489184017858716,3,10,17,rrrGGgrrrGGg
1052,72,478.0,3.641625291354395,3,12,17,rrrGGgrrrGGg
1053,71,473.0,3.551182636719985,3,11,18,rrrGGgrrrGGg
1054,72,468.0,3.600880808829747,3,12,18,rrrGGgrrrGGg
1055,72,465.0,3.705767999065962,3,12,17,rrrGGgrrrGGg
1056,73,458.0,3.633233351007542,3,12,18,rrrGGgrrrGGg
1057,74,453.0,3.5368823446524833,3,14,17,rrrGGgrrrGGg
1058,73,449.0,3.270183620951309,3,14,17,rrrGGgrrrGGg
1059,72,446.0,3.3125881923059994,3,14,16,rrrGGgrrrGGg
1060,71,443.0,3.351136081460735,3,14,16,rrrGGgrrrGGg
1061,71,463.0,3.5285122900772614,3,14,16,rrrGGgrrrGGg
1062,72,452.0,3.4105642472721485,3,15,17,rrrGGgrrrGGg
1063,73,473.0,3.4893507113561526,3,14,16,rrrGGgrrrGGg
1064,73,459.0,3.619176220346785,3,14,13,rrrGGgrrrGGg
1065,72,446.0,3.6626925056867887,3,15,12,rrrGGgrrrGGg
1066,71,433.0,3.702849999874908,3,15,11,rrrGGgrrrGGg
1067,71,419.0,3.6345130813417277,3,16,10,rrrGGgrrrGGg
1068,72,411.0,3.6564164025807457,3,16,9,rrrGGgrrrGGg
1069,72,429.0,3.7147195011620866,3,15,10,rrrGGgrrrGGg
1070,73,417.0,3.6896348431286503,3,16,10,rrrGGgrrrGGg
1071,73,407.0,3.5988346576300243,3,17,9,rrrGGgrrrGGg
1072,74,404.0,3.729861370613175,3,18,8,rrrGGgrrrGGg
1073,74,404.0,3.9813179909184915,3,18,6,rrrGGgrrrGGg
1074,74,413.0,4.236411025783667,3,18,6,rrrGGgrrrGGg
1075,74,424.0,4.349404026387473,4,18,4,rrryyyrrryyy
1076,74,437.0,4.1564026737183335,4,18,5,rrryyyrrryyy
1077,75,456.0,4.112127987396736,4,19,6,rrryyyrrryyy
1078,76,479.0,4.086637066821841,5,20,8,rrrrrrrrrrrr
1079,76,501.0,4.093261731938767,5,19,7,rrrrrrrrrrrr
1080,76,414.0,4.130274756918297,0,15,8,GGgrrrGGgrrr
1081,76,362.0,4.040425565038057,0,14,9,GGgrrrGGgrrr
1082,77,307.0,4.155395321798606,0,11,11,GGgrrrGGgrrr
1083,78,251.0,4.251760848106589,0,11,9,GGgrrrGGgrrr
1084,77,205.0,4.174051529110494,0,8,11,GGgrrrGGgrrr
1085,77,202.0,4.250599981800294,0,7,11,GGgrrrGGgrrr
1086,77,166.0,4.120993019882713,0,5,13,GGgrrrGGgrrr
1087,77,150.0,4.215737507380258,0,5,14,GGgrrrGGgrrr
1088,78,118.0,4.140884224566359,0,4,16,GGgrrrGGgrrr
1089,79,121.0,4.156159150265609,0,3,14,GGgrrrGGgrrr
1090,79,128.0,4.123164111745015,0,1,15,GGgrrrGGgrrr
1091,79,145.0,3.959842857807152,0,1,17,GGgrrrGGgrrr
1092,78,157.0,3.969309577539914,0,0,17,GGgrrrGGgrrr
1093,79,175.0,4.112165233505315,0,1,18,GGgrrrGGgrrr
1094,79,191.0,4.278027027626669,0,0,18,GGgrrrGGgrrr
1095,76,211.0,4.026114287423975,0,0,19,GGgrrrGGgrrr
1096,76,233.0,4.158975829173295,0,0,20,GGgrrrGGgrrr
1097,78,257.0,3.986701189254304,0,2,23,GGgrrrGGgrrr
1098,78,280.0,3.9925147343446747,0,2,21,GGgrrrGGgrrr
1099,78,305.0,4.088203125637667,0,1,22,GGgrrrGGgrrr
1100,76,333.0,3.9067625898455867,0,3,23,GGgrrrGGgrrr
1101,75,362.0,3.854539675482221,0,3,24,GGgrrrGGgrrr
1102,75,392.0,3.976138806106076,0,4,24,GGgrrrGGgrrr
1103,76,424.0,4.064237186134419,0,5,26,GGgrrrGGgrrr
1104,77,447.0,4.127007967409714,0,5,28,GGgrrrGGgrrr
1105,77,471.0,4.246728897771908,0,5,28,GGgrrrGGgrrr
1106,78,495.0,4.221842415540269,0,5,29,GGgrrrGGgrrr
1107,78,521.0,4.233924654477365,0,4,29,GGgrrrGGgrrr
1108,79,547.0,4.20354500267786,0,5,30,GGgrrrGGgrrr
1109,81,576.0,4.254840505083084,0,5,33,GGgrrrGGgrrr
1110,81,605.0,4.455051160438895,1,3,32,yyyrrryyyrrr
1111,81,641.0,4.600291876121361,1,3,33,yyyrrryyyrrr
1112,81,670.0,4.650081070782581,1,2,33,yyyrrryyyrrr
1113,80,703.0,4.2470204013258295,2,4,35,rrrrrrrrrrrr
1114,77,735.0,3.796518219174753,2,2,35,rrrrrrrrrrrr
1115,77,655.0,3.839326948267205,3,2,32,rrrGGgrrrGGg
1116,77,614.0,3.827218317832079,3,4,33,rrrGGgrrrGGg
1117,79,580.0,3.853641350109373,3,6,31,rrrGGgrrrGGg
1118,80,546.0,3.9430317332318894,3,6,28,rrrGGgrrrGGg
1119,79,518.0,3.765307058322522,3,7,26,rrrGGgrrrGGg
1120,78,494.0,3.627242193909182,3,6,24,rrrGGgrrrGGg
1121,78,478.0,3.4422983742935482,3,7,25,rrrGGgrrrGGg
1122,78,511.0,3.567487096173966,3,8,24,rrrGGgrrrGGg
1123,79,501.0,3.6647979174426277,3,12,22,rrrGGgrrrGGg
1124,78,494.0,3.6266927473884154,3,11,20,rrrGGgrrrGGg
1125,79,491.0,3.6992335581892952,3,12,20,rrrGGgrrrGGg
1126,79,489.0,3.8413479579841576,3,13,19,rrrGGgrrrGGg
1127,78,521.0,3.888724602979378,3,13,19,rrrGGgrrrGGg
1128,80,517.0,4.001970950530751,3,15,18,rrrGGgrrrGGg
1129,78,513.0,3.835368929305408,3,13,18,rrrGGgrrrGGg
1130,78,508.0,3.9320888304772197,3,13,16,rrrGGgrrrGGg
1131,78,537.0,4.002634562605678,3,13,16,rrrGGgrrrGGg
1132,78,532.0,4.084195386480796,3,14,15,rrrGGgrrrGGg
1133,79,528.0,4.21638868803345,3,16,15,rrrGGgrrrGGg
1134,77,523.0,4.183488771093754,3,15,14,rrrGGgrrrGGg
1135,77,517.0,4.140964968388549,3,15,14,rrrGGgrrrGGg
1136,78,511.0,4.321588724824627,3,15,13,rrrGGgrrrGGg
1137,76,504.0,4.3074831506067595,3,15,11,rrrGGgrrrGGg
1138,77,497.0,4.421475205556065,3,17,10,rrrGGgrrrGGg
1139,77,490.0,4.572601228739282,3,16,9,rrrGGgrrrGGg
1140,76,517.0,4.679261204726471,3,17,10,rrrGGgrrrGGg
1141,77,510.0,4.809116225093543,3,17,10,rrrGGgrrrGGg
1142,78,503.0,4.915521014939305,3,18,9,rrrGGgrrrGGg
1143,80,496.0,4.978217995835874,3,20,7,rrrGGgrrrGGg
1144,80,489.0,5.163142323436657,3,18,6,rrrGGgrrrGGg
1145,80,481.0,5.319903456041423,4,19,5,rrryyyrrryyy
1146,80,475.0,5.140198124089739,4,19,6,rrryyyrrryyy
1147,80,499.0,5.073453462306452,4,19,5,rrryyyrrryyy
1148,80,498.0,4.836191077365941,5,20,7,rrrrrrrrrrrr
1149,81,502.0,4.834416633760992,5,20,8,rrrrrrrrrrrr
1150,80,383.0,4.857790689910273,0,17,7,GGgrrrGGgrrr
1151,78,291.0,4.780591754404635,0,13,7,GGgrrrGGgrrr
1152,79,248.0,4.815675304212808,0,10,9,GGgrrrGGgrrr
1153,80,217.0,4.846320905455559,0,9,10,GGgrrrGGgrrr
1154,80,219.0,5.034863133809661,0,8,9,GGgrrrGGgrrr
1155,79,202.0,5.087699562719258,0,7,10,GGgrrrGGgrrr
1156,79,175.0,4.978156802746409,0,5,13,GGgrrrGGgrrr
1157,79,150.0,4.878709012832604,0,3,14,GGgrrrGGgrrr
1158,80,130.0,4.857171422237764,0,3,14,GGgrrrGGgrrr
1159,78,113.0,4.655251220674728,0,0,15,GGgrrrGGgrrr
1160,78,130.0,4.558716499065799,0,1,15,GGgrrrGGgrrr
1161,79,150.0,4.595990345575295,0,1,18,GGgrrrGGgrrr
1162,77,172.0,4.482874978793211,0,2,18,GGgrrrGGgrrr
1163,78,196.0,4.544530258778465,0,4,19,GGgrrrGGgrrr
1164,77,220.0,4.563695914532041,0,3,19,GGgrrrGGgrrr
1165,76,237.0,4.498571787000936,0,4,19,GGgrrrGGgrrr
1166,76,254.0,4.350682038948654,0,4,21,GGgrrrGGgrrr
1167,77,274.0,4.3384737899386385,0,4,23,GGgrrrGGgrrr
1168,78,294.0,4.376255333094856,0,5,22,GGgrrrGGgrrr
1169,77,314.0,4.407757268425844,0,3,23,GGgrrrGGgrrr
1170,75,336.0,4.308000450139142,0,3,24,GGgrrrGGgrrr
1171,76,365.0,4.2096763462155,0,5,26,GGgrrrGGgrrr
1172,76,388.0,4.305005178106057,0,3,25,GGgrrrGGgrrr
1173,78,411.0,4.236351027032678,0,3,27,GGgrrrGGgrrr
1174,78,435.0,4.3048386706643225,0,1,27,GGgrrrGGgrrr
1175,78,460.0,4.4155673256225585,0,0,29,GGgrrrGGgrrr
1176,78,490.0,4.542328726594408,0,0,30,GGgrrrGGgrrr
1177,78,520.0,4.681984910798635,0,0,30,GGgrrrGGgrrr
1178,81,551.0,4.619219705783403,0,1,33,GGgrrrGGgrrr
1179,81,583.0,4.68566853446367,0,0,32,GGgrrrGGgrrr
1180,81,617.0,4.745548361967033,1,1,33,yyyrrryyyrrr
1181,81,653.0,4.804899449381989,1,1,35,yyyrrryyyrrr
1182,81,691.0,4.885295694914605,1,2,36,yyyrrryyyrrr
1183,82,730.0,4.572365942515895,2,4,38,rrrrrrrrrrrr
1184,82,770.0,4.596427755245159,2,4,36,rrrrrrrrrrrr
1185,79,704.0,4.322899071240379,3,5,34,rrrGGgrrrGGg
1186,77,655.0,4.188912672156035,3,5,32,rrrGGgrrrGGg
1187,76,611.0,4.202232284894731,3,6,29,rrrGGgrrrGGg
1188,76,573.0,4.133195729106384,3,8,27,rrrGGgrrrGGg
1189,75,542.0,4.107606743805067,3,7,26,rrrGGgrrrGGg
1190,75,539.0,4.132484230048741,3,7,26,rrrGGgrrrGGg
1191,75,548.0,4.276054365352058,3,8,24,rrrGGgrrrGGg
1192,75,541.0,4.327643477353343,3,8,23,rrrGGgrrrGGg
1193,76,536.0,4.293862890873947,3,9,22,rrrGGgrrrGGg
1194,77,531.0,4.148529193326195,3,9,23,rrrGGgrrrGGg
1195,78,528.0,4.166441258371295,3,9,23,rrrGGgrrrGGg
1196,77,525.0,4.1206833811765335,3,9,21,rrrGGgrrrGGg
1197,76,523.0,4.11888790385589,3,10,21,rrrGGgrrrGGg
1198,76,514.0,4.023771741929375,3,11,22,rrrGGgrrrGGg
1199,75,508.0,3.8941435937721964,3,10,21,rrrGGgrrrGGg
1200,75,501.0,3.7770049742204024,3,10,21,rrrGGgrrrGGg
1201,73,529.0,3.6265258661278743,3,10,20,rrrGGgrrrGGg
1202,73,557.0,3.730955890052291,3,11,20,rrrGGgrrrGGg
1203,70,550.0,3.3676681499256924,3,11,18,rrrGGgrrrGGg
1204,73,541.0,3.239601989693535,3,13,18,rrrGGgrrrGGg
1205,73,532.0,3.340769926657951,3,12,16,rrrGGgrrrGGg
1206,72,557.0,3.291105809430769,3,13,15,rrrGGgrrrGGg
1207,72,552.0,3.3521691544502357,3,13,15,rrrGGgrrrGGg
1208,72,548.0,3.433446650979672,3,13,16,rrrGGgrrrGGg
1209,74,545.0,3.4417858280672746,3,15,16,rrrGGgrrrGGg
1210,74,538.0,3.585121891340304,3,14,13,rrrGGgrrrGGg
1211,74,526.0,3.7534541992856543,3,14,13,rrrGGgrrrGGg
1212,75,548.0,3.8435477981211466,3,14,15,rrrGGgrrrGGg
1213,75,535.0,3.990123840483105,3,14,13,rrrGGgrrrGGg
1214,75,521.0,4.068936926206347,3,14,12,rrrGGgrrrGGg
1215,76,507.0,4.09214112101264,4,15,10,rrryyyrrryyy
1216,77,497.0,4.024967272970434,4,14,11,rrryyyrrryyy
1217,75,485.0,3.8465024667445284,4,15,10,rrryyyrrryyy
1218,76,472.0,3.902806078484231,5,15,10,rrrrrrrrrrrr
1219,76,463.0,3.9919875746284497,5,15,8,rrrrrrrrrrrr
1220,76,352.0,3.9335880238447376,0,13,8,GGgrrrGGgrrr
1221,76,255.0,3.876322077270237,0,10,7,GGgrrrGGgrrr
1222,75,209.0,3.851404737360565,0,8,9,GGgrrrGGgrrr
1223,76,161.0,3.829961336633578,0,7,9,GGgrrrGGgrrr
1224,75,99.0,3.7741573995574407,0,4,8,GGgrrrGGgrrr
1225,77,49.0,3.790271504435633,0,3,9,GGgrrrGGgrrr
1226,76,44.0,3.802522236499122,0,1,9,GGgrrrGGgrrr
1227,76,51.0,3.71442817039427,0,0,9,GGgrrrGGgrrr
1228,76,62.0,3.802045835896114,0,0,10,GGgrrrGGgrrr
1229,76,74.0,3.856497497282446,0,0,11,GGgrrrGGgrrr
1230,76,83.0,3.7772689125729717,0,1,12,GGgrrrGGgrrr
1231,75,96.0,3.7372989443297553,0,1,13,GGgrrrGGgrrr
1232,76,109.0,3.5627121946679763,0,1,15,GGgrrrGGgrrr
1233,76,126.0,3.677562357827104,0,1,16,GGgrrrGGgrrr
1234,76,142.0,3.836330668569333,0,1,17,GGgrrrGGgrrr
1235,77,158.0,3.943712090626017,0,2,17,GGgrrrGGgrrr
1236,78,177.0,4.0314119527330305,0,1,19,GGgrrrGGgrrr
1237,77,193.0,3.957290212831066,0,0,19,GGgrrrGGgrrr
1238,76,210.0,4.029566401830844,0,1,18,GGgrrrGGgrrr
1239,75,229.0,4.091196210808401,0,1,19,GGgrrrGGgrrr
1240,75,247.0,4.053070504047671,0,1,19,GGgrrrGGgrrr
1241,76,268.0,4.1470417894608405,0,0,22,GGgrrrGGgrrr
1242,75,288.0,4.1502294748640916,0,0,21,GGgrrrGGgrrr
1243,76,312.0,4.25454104933775,0,1,24,GGgrrrGGgrrr
1244,76,334.0,4.400074022072404,0,0,23,GGgrrrGGgrrr
1245,78,358.0,4.485481880225045,0,1,25,GGgrrrGGgrrr
1246,78,383.0,4.624703023068924,0,0,25,GGgrrrGGgrrr
1247,77,409.0,4.64386062950075,0,0,26,GGgrrrGGgrrr
1248,77,436.0,4.720246884164778,0,0,27,GGgrrrGGgrrr
1249,77,463.0,4.70741283574422,0,0,27,GGgrrrGGgrrr
1250,77,491.0,4.687220035405322,1,0,28,yyyrrryyyrrr
1251,79,522.0,4.562135816968945,1,1,32,yyyrrryyyrrr
1252,79,554.0,4.432401590098169,1,1,32,yyyrrryyyrrr
1253,79,587.0,4.4749062465504,2,1,32,rrrrrrrrrrrr
1254,77,623.0,4.262878336709908,2,2,34,rrrrrrrrrrrr
1255,76,555.0,4.252050209538315,3,2,30,rrrGGgrrrGGg
1256,77,517.0,4.078825516896876,3,4,28,rrrGGgrrrGGg
1257,77,496.0,4.095829776484498,3,4,26,rrrGGgrrrGGg
1258,76,491.0,4.082859181797518,3,5,26,rrrGGgrrrGGg
1259,77,486.0,3.92508709150367,3,6,27,rrrGGgrrrGGg
1260,76,482.0,3.8828083958369133,3,6,25,rrrGGgrrrGGg
1261,77,480.0,3.6794862567672184,3,7,27,rrrGGgrrrGGg
1262,77,478.0,3.79056786203497,3,6,25,rrrGGgrrrGGg
1263,75,513.0,3.6422464544480695,3,7,27,rrrGGgrrrGGg
1264,75,512.0,3.7967117666229666,3,7,26,rrrGGgrrrGGg
1265,74,512.0,3.7766580842942616,3,7,26,rrrGGgrrrGGg
1266,76,512.0,3.722465912979581,3,8,27,rrrGGgrrrGGg
1267,77,512.0,3.687766807517642,3,7,27,rrrGGgrrrGGg
1268,75,511.0,3.53084497879887,3,7,25,rrrGGgrrrGGg
1269,75,547.0,3.4710860313322245,3,8,27,rrrGGgrrrGGg
1270,74,549.0,3.4473127191849056,3,9,26,rrrGGgrrrGGg
1271,76,543.0,3.4491313445777614,3,11,27,rrrGGgrrrGGg
1272,77,538.0,3.500467853970078,3,9,28,rrrGGgrrrGGg
1273,76,535.0,3.51300564233525,3,9,27,rrrGGgrrrGGg
1274,76,565.0,3.6208385726957317,3,10,26,rrrGGgrrrGGg
1275,75,561.0,3.574280633942588,3,10,24,rrrGGgrrrGGg
1276,76,556.0,3.5648589454796302,3,11,23,rrrGGgrrrGGg
1277,74,551.0,3.4523348581707882,3,10,22,rrrGGgrrrGGg
1278,74,547.0,3.5347844516231772,3,12,21,rrrGGgrrrGGg
1279,75,548.0,3.6113763606257656,3,13,21,rrrGGgrrrGGg
1280,75,577.0,3.8396747616215126,3,12,21,rrrGGgrrrGGg
1281,77,528.0,3.894662516258931,3,13,18,rrrGGgrrrGGg
1282,77,520.0,4.028507073468154,3,12,15,rrrGGgrrrGGg
1283,77,543.0,4.152546922282819,3,12,15,rrrGGgrrrGGg
1284,78,566.0,4.147744561554799,3,12,16,rrrGGgrrrGGg
1285,78,562.0,4.237671279885325,3,13,15,rrrGGgrrrGGg
1286,80,554.0,4.194503204718267,3,14,15,rrrGGgrrrGGg
1287,78,544.0,4.0545494591524935,3,13,11,rrrGGgrrrGGg
1288,76,538.0,3.8940313668225084,3,14,12,rrrGGgrrrGGg
1289,77,529.0,3.9011824233189705,3,14,12,rrrGGgrrrGGg
1290,75,521.0,3.656137223177905,3,14,11,rrrGGgrrrGGg
1291,75,510.0,3.7244481424871423,3,14,10,rrrGGgrrrGGg
1292,77,496.0,3.5149084350870905,3,16,8,rrrGGgrrrGGg
1293,76,484.0,3.4442093616765135,3,15,6,rrrGGgrrrGGg
1294,77,501.0,3.4652566303260253,3,16,6,rrrGGgrrrGGg
1295,77,492.0,3.637619327106253,3,16,5,rrrGGgrrrGGg
1296,76,479.0,3.718670416398334,3,17,4,rrrGGgrrrGGg
1297,77,497.0,3.864475447831866,3,18,3,rrrGGgrrrGGg
1298,77,484.0,4.037460009003994,3,17,1,rrrGGgrrrGGg
1299,78,475.0,4.115836667728494,3,17,1,rrrGGgrrrGGg
1300,78,493.0,4.200578908242966,3,17,1,rrrGGgrrrGGg
1301,79,510.0,4.279327233705082,3,17,2,rrrGGgrrrGGg
1302,80,527.0,4.348546653291281,3,19,0,rrrGGgrrrGGg
1303,80,546.0,4.449425128274262,3,18,1,rrrGGgrrrGGg
1304,78,565.0,4.187464107605627,3,19,2,rrrGGgrrrGGg
1305,78,586.0,4.307058095334087,3,19,2,rrrGGgrrrGGg
1306,77,605.0,4.379633063374679,3,19,2,rrrGGgrrrGGg
1307,78,624.0,4.454572773614199,3,21,1,rrrGGgrrrGGg
1308,78,642.0,4.539928979022216,3,20,0,rrrGGgrrrGGg
1309,79,663.0,4.495378079395814,3,20,2,rrrGGgrrrGGg
1310,79,682.0,4.492212850590255,3,21,0,rrrGGgrrrGGg
1311,79,704.0,4.607138222875799,3,21,1,rrrGGgrrrGGg
1312,81,724.0,4.483707279209466,3,22,1,rrrGGgrrrGGg
1313,81,746.0,4.527347772129508,3,22,0,rrrGGgrrrGGg
1314,80,768.0,4.531875681634405,3,22,0,rrrGGgrrrGGg
1315,80,790.0,4.699380060780158,4,22,0,rrryyyrrryyy
1316,80,812.0,4.76204471875825,4,22,0,rrryyyrrryyy
1317,80,835.0,4.6282221005296496,4,23,1,rrryyyrrryyy
1318,80,859.0,4.673975054724586,5,23,1,rrrrrrrrrrrr
1319,80,883.0,4.478696025201781,5,24,1,rrrrrrrrrrrr
1320,80,662.0,4.234769710781763,0,19,2,GGgrrrGGgrrr
1321,81,514.0,4.2347503715553065,0,17,4,GGgrrrGGgrrr
1322,82,385.0,4.283235220618274,0,15,4,GGgrrrGGgrrr
1323,82,266.0,4.302964627166723,0,11,4,GGgrrrGGgrrr
1324,80,184.0,4.126008825722577,0,9,4,GGgrrrGGgrrr
1325,80,142.0,4.195236259132747,0,7,4,GGgrrrGGgrrr
1326,81,157.0,4.064816390988307,0,7,7,GGgrrrGGgrrr
1327,82,131.0,4.076791921091985,0,6,9,GGgrrrGGgrrr
1328,81,111.0,4.089766829504458,0,4,9,GGgrrrGGgrrr
1329,80,99.0,3.890351392716088,0,3,11,GGgrrrGGgrrr
1330,81,92.0,3.920467143010696,0,3,12,GGgrrrGGgrrr
1331,80,99.0,3.7119051759558466,0,2,14,GGgrrrGGgrrr
1332,80,110.0,3.7181742500174715,0,2,14,GGgrrrGGgrrr
1333,80,114.0,3.555938532539167,0,4,12,GGgrrrGGgrrr
1334,80,133.0,3.5653290599947796,0,3,14,GGgrrrGGgrrr
1335,79,154.0,3.478613521390985,0,3,16,GGgrrrGGgrrr
1336,79,178.0,3.5122926744877274,0,5,17,GGgrrrGGgrrr
1337,80,204.0,3.48364192303073,0,5,20,GGgrrrGGgrrr
1338,80,231.0,3.348324372376799,0,7,19,GGgrrrGGgrrr
1339,79,261.0,3.027837511138943,0,7,22,GGgrrrGGgrrr
1340,79,278.0,3.0864380797361655,0,8,22,GGgrrrGGgrrr
1341,79,268.0,3.1480814527939196,0,8,20,GGgrrrGGgrrr
1342,79,287.0,3.2567332489347365,0,7,23,GGgrrrGGgrrr
1343,80,304.0,3.288232260773067,0,8,23,GGgrrrGGgrrr
1344,81,325.0,3.288811917179647,0,7,26,GGgrrrGGgrrr
1345,81,359.0,3.385980210981298,0,8,26,GGgrrrGGgrrr
1346,81,384.0,3.553072298920603,0,7,27,GGgrrrGGgrrr
1347,83,409.0,3.6550093096622325,0,7,29,GGgrrrGGgrrr
1348,84,433.0,3.7788315191989303,0,7,27,GGgrrrGGgrrr
1349,84,459.0,3.930798141933283,0,5,29,GGgrrrGGgrrr
1350,84,440.0,3.9959226621998116,1,5,27,yyyrrryyyrrr
1351,84,449.0,3.9705645110474928,1,6,28,yyyrrryyyrrr
1352,84,450.0,3.866058955878803,1,6,27,yyyrrryyyrrr
1353,86,450.0,3.74051783341208,2,6,28,rrrrrrrrrrrr
1354,84,472.0,3.5202118682564585,2,5,28,rrrrrrrrrrrr
1355,84,374.0,3.4424989259163814,3,5,28,rrrGGgrrrGGg
1356,83,348.0,3.429166183436664,3,5,26,rrrGGgrrrGGg
1357,83,347.0,3.4603620106347575,3,7,26,rrrGGgrrrGGg
1358,83,360.0,3.2437132182857975,3,9,27,rrrGGgrrrGGg
