step,J1_phase_group,J2_phase_group,vehicle_count,total_waiting_time,mean_speed,total_queue,J1_phase,J2_phase,J1_side_queue,J1_main_queue,J2_side_queue,J2_main_queue
763,yellow_transition,yellow_transition,71,278.0,9.530169159502352,12,3,3,6,0,6,0
764,yellow_transition,yellow_transition,72,291.0,9.251850364034283,14,3,3,6,0,6,0
765,side_green,side_green,72,61.0,9.48059657343404,8,0,0,6,0,6,0
766,side_green,side_green,72,1.0,9.816075601999373,1,0,0,6,0,6,0
767,side_green,side_green,73,3.0,9.896578330491591,3,0,0,6,0,6,0
768,side_green,side_green,76,5.0,9.435118507360777,7,0,0,6,0,6,0
769,side_green,side_green,74,8.0,9.756014520726975,3,0,0,6,0,6,0
770,side_green,side_green,74,11.0,10.159479872845061,3,0,0,6,0,6,0
771,side_green,side_green,70,17.0,10.380690584373534,6,0,0,6,0,6,0
772,side_green,side_green,72,23.0,10.253187078923267,8,0,0,6,0,6,0
773,side_green,side_green,70,29.0,10.16102273364051,6,0,0,6,0,6,0
774,side_green,side_green,69,37.0,10.096880107809572,8,0,0,6,0,6,0
775,side_green,side_green,67,45.0,9.986395814583368,8,0,0,6,0,6,0
776,side_green,side_green,68,54.0,9.787979291355901,10,0,0,6,0,6,0
777,side_green,side_green,69,65.0,9.729960312794875,12,0,0,6,0,6,0
778,side_green,side_green,68,76.0,9.643064906055237,11,0,0,6,0,6,0
779,side_green,side_green,68,88.0,9.548387935248032,12,0,0,6,0,6,0
780,side_green,side_green,70,101.0,8.633383545793217,18,0,0,6,0,6,0
781,side_green,side_green,68,114.0,8.601950226427187,13,0,0,6,0,6,0
782,side_green,side_green,68,128.0,8.397356440431297,15,0,0,6,0,6,0
783,side_green,side_green,65,143.0,8.223285422538332,15,0,0,6,0,6,0
784,side_green,side_green,61,159.0,7.735642367106769,17,0,0,6,0,6,0
785,side_green,side_green,57,176.0,7.402986115627677,17,0,0,6,0,6,0
786,side_green,side_green,52,194.0,6.942319267281208,18,0,0,6,0,6,0
787,side_green,side_green,48,214.0,6.372812660697775,21,0,0,6,0,6,0
788,side_green,side_green,46,235.0,5.922772990123125,22,0,0,6,0,6,0
789,side_green,side_green,44,257.0,5.617265051493266,22,0,0,6,0,6,0
790,side_green,side_green,43,279.0,5.3978785594843135,22,0,0,6,0,6,0
791,side_green,side_green,42,302.0,5.1999681764155286,23,0,0,6,0,6,0
792,side_green,side_green,47,325.0,4.681802450442977,28,0,0,6,0,6,0
793,side_green,side_green,48,348.0,4.66905959974735,24,0,0,6,0,6,0
794,side_green,side_green,48,372.0,4.878456312681345,24,0,0,6,0,6,0
795,side_green,side_green,48,397.0,5.044503273999277,25,0,0,6,0,6,0
796,side_green,side_green,49,422.0,5.04802593199781,26,0,0,6,0,6,0
797,side_green,side_green,49,447.0,5.237426433322145,25,0,0,6,0,6,0
798,side_green,side_green,50,473.0,5.341686588578706,27,0,0,6,0,6,0
799,side_green,side_green,50,499.0,5.415909501706804,26,0,0,6,0,6,0
800,side_green,side_green,51,526.0,5.278798147349422,28,0,0,6,0,6,0
801,side_green,side_green,48,553.0,4.927178019077696,27,0,0,6,0,6,0
802,side_green,side_green,48,580.0,4.836603189562239,27,0,0,6,0,6,0
803,side_green,side_green,49,607.0,4.6372251090605445,28,0,0,6,0,6,0
804,side_green,side_green,54,634.0,4.214202304973044,32,0,0,6,0,6,0
805,side_green,side_green,53,663.0,4.1728595970486175,29,0,0,6,0,6,0
806,side_green,side_green,53,693.0,4.3378315465776485,30,0,0,6,0,6,0
807,yellow_transition,yellow_transition,53,723.0,4.624218443704342,30,1,1,0,16,0,14
808,yellow_transition,yellow_transition,55,754.0,4.331678677911749,33,1,1,0,16,0,14
809,yellow_transition,yellow_transition,55,785.0,4.289048143930966,31,1,1,0,16,0,14
810,main_green,main_green,55,492.0,4.343440600543597,24,2,2,0,16,0,14
811,main_green,main_green,55,263.0,4.621887130598001,17,2,2,0,16,0,14
812,main_green,main_green,56,104.0,5.15797197345215,13,2,2,0,16,0,14
813,main_green,main_green,54,53.0,5.44919759211151,12,2,2,0,16,0,14
814,main_green,main_green,54,28.0,6.485372725502744,7,2,2,0,16,0,14
815,main_green,main_green,53,19.0,7.354529124200181,5,2,2,0,16,0,14
816,main_green,main_green,58,19.0,7.523880534217571,9,2,2,0,16,0,14
817,main_green,main_green,58,23.0,8.549716261683468,4,2,2,0,16,0,14
818,main_green,main_green,59,27.0,9.356331715363085,5,2,2,0,16,0,14
819,main_green,main_green,59,31.0,10.073870729204604,4,2,2,0,16,0,14
820,main_green,main_green,60,35.0,10.336784710678463,5,2,2,0,16,0,14
821,main_green,main_green,60,39.0,10.69458348988697,4,2,2,0,16,0,14
822,main_green,main_green,60,43.0,10.839450560895948,4,2,2,0,16,0,14
823,main_green,main_green,61,47.0,10.693844601795984,5,2,2,0,16,0,14
824,main_green,main_green,62,52.0,10.661802562378162,6,2,2,0,16,0,14
825,main_green,main_green,62,58.0,10.678181269789297,6,2,2,0,16,0,14
826,main_green,main_green,62,65.0,10.825287578476281,7,2,2,0,16,0,14
827,main_green,main_green,62,73.0,10.892028609522168,8,2,2,0,16,0,14
828,main_green,main_green,67,81.0,10.093932685386855,13,2,2,0,16,0,14
829,main_green,main_green,68,89.0,10.171847298278912,9,2,2,0,16,0,14
830,main_green,main_green,68,97.0,10.368577178910627,8,2,2,0,16,0,14
831,main_green,main_green,68,105.0,10.534292579449657,8,2,2,0,16,0,14
832,main_green,main_green,69,113.0,10.289729015458063,9,2,2,0,16,0,14
833,main_green,main_green,69,121.0,10.38258117898419,8,2,2,0,16,0,14
834,main_green,main_green,70,130.0,10.191771457148688,10,2,2,0,16,0,14
835,main_green,main_green,70,141.0,10.141986361418683,11,2,2,0,16,0,14
836,main_green,main_green,69,153.0,10.03222967245049,13,2,2,0,16,0,14
837,main_green,main_green,68,165.0,10.06806950478202,12,2,2,0,16,0,14
838,main_green,main_green,64,177.0,10.080269899302575,12,2,2,0,16,0,14
839,main_green,main_green,65,189.0,9.832827910045065,13,2,2,0,16,0,14
840,main_green,main_green,69,201.0,9.166531924366835,17,2,2,0,16,0,14
841,main_green,main_green,68,213.0,9.373348307126474,12,2,2,0,16,0,14
842,main_green,main_green,68,225.0,9.592309977562067,12,2,2,0,16,0,14
843,main_green,main_green,67,237.0,9.67199221761148,12,2,2,0,16,0,14
844,main_green,main_green,68,249.0,9.432960627312447,14,2,2,0,16,0,14
845,main_green,main_green,68,261.0,9.596484678216118,12,2,2,0,16,0,14
846,main_green,main_green,68,273.0,9.538400270595607,12,2,2,0,16,0,14
847,main_green,main_green,68,285.0,9.550684279858904,12,2,2,0,16,0,14
848,main_green,main_green,69,297.0,9.39016308772539,13,2,2,0,16,0,14
849,main_green,main_green,70,312.0,9.29401181209434,16,2,2,0,16,0,14
850,main_green,main_green,70,328.0,9.376438807577756,16,2,2,0,16,0,14
851,main_green,main_green,70,344.0,9.511878187479295,16,2,2,0,16,0,14
852,yellow_transition,yellow_transition,75,360.0,8.98029625197202,21,3,3,8,0,8,0
853,yellow_transition,yellow_transition,75,376.0,9.110956546610804,16,3,3,8,0,8,0
854,yellow_transition,yellow_transition,76,392.0,8.98398242765615,17,3,3,8,0,8,0
855,side_green,side_green,76,111.0,9.212057416277679,8,0,0,8,0,8,0
856,side_green,side_green,77,0.0,9.267764158241855,1,0,0,8,0,8,0
857,side_green,side_green,77,0.0,9.504324423657641,0,0,0,8,0,8,0
858,side_green,side_green,77,2.0,9.874063026011033,2,0,0,8,0,8,0
859,side_green,side_green,75,5.0,10.009190038913598,4,0,0,8,0,8,0
860,side_green,side_green,76,10.0,10.121498718384283,6,0,0,8,0,8,0
861,side_green,side_green,73,15.0,10.280100066689815,5,0,0,8,0,8,0
862,side_green,side_green,72,21.0,10.521414087843674,6,0,0,8,0,8,0
863,side_green,side_green,71,29.0,10.644339661274945,8,0,0,8,0,8,0
864,side_green,side_green,75,38.0,9.935508867052915,14,0,0,8,0,8,0
865,side_green,side_green,74,47.0,9.682705443459419,10,0,0,8,0,8,0
866,side_green,side_green,72,57.0,9.690015662483171,10,0,0,8,0,8,0
867,side_green,side_green,70,68.0,9.661800691682657,11,0,0,8,0,8,0
868,side_green,side_green,70,79.0,9.46940750411851,12,0,0,8,0,8,0
869,side_green,side_green,68,90.0,9.39464991970246,11,0,0,8,0,8,0
870,side_green,side_green,68,102.0,9.294929858483684,13,0,0,8,0,8,0
871,side_green,side_green,65,116.0,9.090616351716463,14,0,0,8,0,8,0
872,side_green,side_green,65,131.0,8.783625116340776,16,0,0,8,0,8,0
873,side_green,side_green,62,146.0,8.612572278721528,15,0,0,8,0,8,0
874,side_green,side_green,56,162.0,7.99900670690846,16,0,0,8,0,8,0
875,side_green,side_green,52,180.0,7.425503253640779,19,0,0,8,0,8,0
876,side_green,side_green,51,199.0,6.0056939799337075,24,0,0,8,0,8,0
877,side_green,side_green,49,218.0,5.900141270275491,19,0,0,8,0,8,0
878,side_green,side_green,46,238.0,5.56637396864778,20,0,0,8,0,8,0
879,side_green,side_green,45,258.0,5.852042499195025,20,0,0,8,0,8,0
880,side_green,side_green,46,279.0,5.437001736217342,23,0,0,8,0,8,0
881,side_green,side_green,46,300.0,5.5395058004604545,21,0,0,8,0,8,0
882,side_green,side_green,46,323.0,5.776043689596399,23,0,0,8,0,8,0
883,side_green,side_green,46,346.0,5.811232550758303,23,0,0,8,0,8,0
884,side_green,side_green,47,369.0,5.581000563557683,24,0,0,8,0,8,0
885,side_green,side_green,44,392.0,4.841645889417493,24,0,0,8,0,8,0
886,side_green,side_green,44,416.0,4.930432597922346,24,0,0,8,0,8,0
887,side_green,side_green,44,441.0,4.921575796135686,25,0,0,8,0,8,0
888,side_green,side_green,49,466.0,4.4879173321784,30,0,0,8,0,8,0
889,side_green,side_green,49,491.0,4.622588845390718,25,0,0,8,0,8,0
890,side_green,side_green,50,516.0,4.570249923704759,26,0,0,8,0,8,0
891,side_green,side_green,50,542.0,4.7562113154700185,26,0,0,8,0,8,0
892,side_green,side_green,51,568.0,4.7435611710653305,27,0,0,8,0,8,0
893,side_green,side_green,51,596.0,4.8236293744057015,28,0,0,8,0,8,0
894,side_green,side_green,51,624.0,5.027667714090655,28,0,0,8,0,8,0
895,side_green,side_green,52,652.0,4.961600567491948,29,0,0,8,0,8,0
896,side_green,side_green,53,681.0,4.833649514528499,30,0,0,8,0,8,0
897,yellow_transition,yellow_transition,51,710.0,4.520525823005073,29,1,1,0,16,0,14
898,yellow_transition,yellow_transition,50,739.0,4.391440835727065,29,1,1,0,16,0,14
899,yellow_transition,yellow_transition,50,769.0,4.307948893021504,30,1,1,0,16,0,14
900,main_green,main_green,55,474.0,4.270189497658882,27,2,2,0,16,0,14
901,main_green,main_green,55,236.0,4.709508853201108,16,2,2,0,16,0,14
902,main_green,main_green,55,123.0,5.601245662085133,11,2,2,0,16,0,14
903,main_green,main_green,55,57.0,6.50941806870924,7,2,2,0,16,0,14
904,main_green,main_green,56,22.0,7.238821771327269,4,2,2,0,16,0,14
905,main_green,main_green,56,5.0,8.066321897059018,1,2,2,0,16,0,14
906,main_green,main_green,57,0.0,8.56161937941184,1,2,2,0,16,0,14
907,main_green,main_green,57,1.0,9.152611885073298,1,2,2,0,16,0,14
908,main_green,main_green,58,4.0,9.581378203358403,4,2,2,0,16,0,14
909,main_green,main_green,57,8.0,10.105696879402755,4,2,2,0,16,0,14
910,main_green,main_green,56,12.0,10.564371486525442,4,2,2,0,16,0,14
911,main_green,main_green,57,16.0,10.655920104691386,5,2,2,0,16,0,14
912,main_green,main_green,61,20.0,9.986239630603306,9,2,2,0,16,0,14
913,main_green,main_green,60,24.0,10.349603485529087,4,2,2,0,16,0,14
914,main_green,main_green,60,28.0,10.61085814226182,4,2,2,0,16,0,14
915,main_green,main_green,60,32.0,10.878181156988102,4,2,2,0,16,0,14
916,main_green,main_green,62,36.0,10.719852500712038,6,2,2,0,16,0,14
917,main_green,main_green,62,40.0,10.836639325662286,4,2,2,0,16,0,14
918,main_green,main_green,62,44.0,10.673464760939249,4,2,2,0,16,0,14
919,main_green,main_green,62,48.0,10.724414833074038,4,2,2,0,16,0,14
920,main_green,main_green,63,52.0,10.376988461531527,5,2,2,0,16,0,14
921,main_green,main_green,64,59.0,10.308616357626828,8,2,2,0,16,0,14
922,main_green,main_green,64,67.0,10.536415512839774,8,2,2,0,16,0,14
923,main_green,main_green,64,75.0,10.61933538911723,8,2,2,0,16,0,14
924,main_green,main_green,69,83.0,9.892481649633716,13,2,2,0,16,0,14
925,main_green,main_green,68,91.0,10.036206902281064,8,2,2,0,16,0,14
926,main_green,main_green,66,99.0,9.94122348148024,9,2,2,0,16,0,14
927,main_green,main_green,66,107.0,10.09995375191319,8,2,2,0,16,0,14
928,main_green,main_green,64,115.0,9.794096846894039,9,2,2,0,16,0,14
929,main_green,main_green,64,123.0,9.85170513237128,8,2,2,0,16,0,14
930,main_green,main_green,63,131.0,9.660534514187967,8,2,2,0,16,0,14
931,main_green,main_green,63,139.0,9.566444303324456,9,2,2,0,16,0,14
932,main_green,main_green,64,150.0,9.487972108694295,12,2,2,0,16,0,14
933,main_green,main_green,64,162.0,9.5111934249502,12,2,2,0,16,0,14
934,main_green,main_green,64,174.0,9.698280147378263,12,2,2,0,16,0,14
935,main_green,main_green,64,186.0,9.755222152594595,12,2,2,0,16,0,14
936,main_green,main_green,69,198.0,9.070749350223617,17,2,2,0,16,0,14
937,main_green,main_green,70,210.0,9.08884784434482,13,2,2,0,16,0,14
938,main_green,main_green,70,222.0,9.359459122576418,12,2,2,0,16,0,14
939,main_green,main_green,70,234.0,9.424538554893255,12,2,2,0,16,0,14
940,main_green,main_green,71,246.0,9.33377211938662,13,2,2,0,16,0,14
941,main_green,main_green,71,258.0,9.404003724304866,12,2,2,0,16,0,14
942,yellow_transition,yellow_transition,72,270.0,9.281408713551578,13,3,3,6,0,6,0
943,yellow_transition,yellow_transition,72,283.0,9.103483667856185,13,3,3,6,0,6,0
944,yellow_transition,yellow_transition,73,297.0,8.809283528770717,15,3,3,6,0,6,0
945,side_green,side_green,73,64.0,8.98015651226842,10,0,0,6,0,6,0
946,side_green,side_green,73,5.0,9.124007619169799,3,0,0,6,0,6,0
947,side_green,side_green,74,8.0,9.336207781380807,4,0,0,6,0,6,0
948,side_green,side_green,79,12.0,9.124984456939444,9,0,0,6,0,6,0
949,side_green,side_green,77,17.0,9.502820117297196,5,0,0,6,0,6,0
950,side_green,side_green,77,23.0,9.964127021311386,6,0,0,6,0,6,0
951,side_green,side_green,75,29.0,10.13462610086153,6,0,0,6,0,6,0
952,side_green,side_green,77,36.0,10.03783478521339,9,0,0,6,0,6,0
953,side_green,side_green,75,46.0,10.13405402357431,10,0,0,6,0,6,0
954,side_green,side_green,75,56.0,10.193175724827839,10,0,0,6,0,6,0
955,side_green,side_green,72,66.0,10.09225936478124,10,0,0,6,0,6,0
956,side_green,side_green,72,76.0,9.82575675974847,11,0,0,6,0,6,0
957,side_green,side_green,73,87.0,9.553597236005224,12,0,0,6,0,6,0
958,side_green,side_green,72,99.0,9.5032168680133,12,0,0,6,0,6,0
959,side_green,side_green,71,113.0,9.497056597470833,14,0,0,6,0,6,0
960,side_green,side_green,75,127.0,8.706859916463749,19,0,0,6,0,6,0
961,side_green,side_green,74,141.0,8.615210924877298,14,0,0,6,0,6,0
962,side_green,side_green,74,156.0,8.556980302285552,16,0,0,6,0,6,0
963,side_green,side_green,70,172.0,8.352062050829042,16,0,0,6,0,6,0
964,side_green,side_green,62,189.0,7.7503696609146795,18,0,0,6,0,6,0
965,side_green,side_green,60,206.0,7.7013958561296025,17,0,0,6,0,6,0
966,side_green,side_green,50,226.0,6.848986504370628,20,0,0,6,0,6,0
967,side_green,side_green,49,247.0,6.53751587658733,22,0,0,6,0,6,0
968,side_green,side_green,49,269.0,6.178343816956435,23,0,0,6,0,6,0
969,side_green,side_green,45,291.0,5.491695995174947,22,0,0,6,0,6,0
970,side_green,side_green,44,313.0,5.284157699357041,22,0,0,6,0,6,0
971,side_green,side_green,43,336.0,5.056259611588177,23,0,0,6,0,6,0
972,side_green,side_green,48,359.0,4.440851216008016,28,0,0,6,0,6,0
973,side_green,side_green,49,384.0,4.517177027737988,26,0,0,6,0,6,0
974,side_green,side_green,49,410.0,4.723549245143337,26,0,0,6,0,6,0
975,side_green,side_green,49,436.0,4.835145550283192,26,0,0,6,0,6,0
976,side_green,side_green,50,462.0,4.8550409332693265,27,0,0,6,0,6,0
977,side_green,side_green,50,489.0,5.047406907542087,27,0,0,6,0,6,0
978,side_green,side_green,51,516.0,5.044091988550418,28,0,0,6,0,6,0
979,side_green,side_green,51,543.0,5.2061125966426856,27,0,0,6,0,6,0
980,side_green,side_green,52,570.0,5.083064802484628,28,0,0,6,0,6,0
981,side_green,side_green,50,598.0,4.808298290086888,28,0,0,6,0,6,0
982,side_green,side_green,49,626.0,4.563387681168768,28,0,0,6,0,6,0
983,side_green,side_green,50,655.0,4.419554131358095,30,0,0,6,0,6,0
984,side_green,side_green,55,684.0,4.101602427104566,34,0,0,6,0,6,0
985,side_green,side_green,54,715.0,4.108120970634296,31,0,0,6,0,6,0
986,side_green,side_green,54,746.0,4.375768920809478,31,0,0,6,0,6,0
987,yellow_transition,yellow_transition,54,777.0,4.392034748673088,31,1,1,0,15,0,16
988,yellow_transition,yellow_transition,56,808.0,4.3406019793593575,33,1,1,0,15,0,16
989,yellow_transition,yellow_transition,56,841.0,4.252654470170996,33,1,1,0,15,0,16
990,main_green,main_green,56,549.0,4.487901109693749,25,2,2,0,15,0,16
991,main_green,main_green,56,322.0,4.862502486994994,17,2,2,0,15,0,16
992,main_green,main_green,57,164.0,5.248009972681073,14,2,2,0,15,0,16
993,main_green,main_green,55,53.0,5.575982893025425,10,2,2,0,15,0,16
994,main_green,main_green,55,26.0,6.522355730171935,6,2,2,0,15,0,16
995,main_green,main_green,54,15.0,7.4286651701644155,5,2,2,0,15,0,16
996,main_green,main_green,59,18.0,7.678957008927175,9,2,2,0,15,0,16
997,main_green,main_green,59,22.0,8.645786641814382,4,2,2,0,15,0,16
998,main_green,main_green,60,26.0,9.263332325697005,5,2,2,0,15,0,16
999,main_green,main_green,60,30.0,9.927233984727225,4,2,2,0,15,0,16
1000,main_green,main_green,61,34.0,10.199387371355515,5,2,2,0,15,0,16
1001,main_green,main_green,61,38.0,10.532749949856285,4,2,2,0,15,0,16
1002,main_green,main_green,61,42.0,10.640464021918635,4,2,2,0,15,0,16
1003,main_green,main_green,62,46.0,10.477341666904302,5,2,2,0,15,0,16
1004,main_green,main_green,63,53.0,10.318710279834828,8,2,2,0,15,0,16
1005,main_green,main_green,63,61.0,10.50853631110357,8,2,2,0,15,0,16
1006,main_green,main_green,63,69.0,10.615288915151393,8,2,2,0,15,0,16
1007,main_green,main_green,63,77.0,10.728360001242857,8,2,2,0,15,0,16
1008,main_green,main_green,68,85.0,10.010342176927907,13,2,2,0,15,0,16
1009,main_green,main_green,69,93.0,9.894056652165043,9,2,2,0,15,0,16
1010,main_green,main_green,69,101.0,10.11385042176124,8,2,2,0,15,0,16
1011,main_green,main_green,69,109.0,10.196675411438212,8,2,2,0,15,0,16
1012,main_green,main_green,70,117.0,10.200483417881319,9,2,2,0,15,0,16
1013,main_green,main_green,70,125.0,10.20543765118795,8,2,2,0,15,0,16
1014,main_green,main_green,71,133.0,10.06496321222935,9,2,2,0,15,0,16
1015,main_green,main_green,71,142.0,10.2189374647109,9,2,2,0,15,0,16
1016,main_green,main_green,68,152.0,9.906615998299413,11,2,2,0,15,0,16
1017,main_green,main_green,68,163.0,9.950264357001123,11,2,2,0,15,0,16
1018,main_green,main_green,65,174.0,9.906477297651529,11,2,2,0,15,0,16
1019,main_green,main_green,66,186.0,9.75302519840274,13,2,2,0,15,0,16
1020,main_green,main_green,69,198.0,9.061055639028462,17,2,2,0,15,0,16
1021,main_green,main_green,69,210.0,9.256726477457713,12,2,2,0,15,0,16
1022,main_green,main_green,67,222.0,9.339095933245446,12,2,2,0,15,0,16
1023,main_green,main_green,67,234.0,9.53363211038006,12,2,2,0,15,0,16
1024,main_green,main_green,68,246.0,9.262446946814471,14,2,2,0,15,0,16
1025,main_green,main_green,68,258.0,9.379013810623933,12,2,2,0,15,0,16
1026,main_green,main_green,68,270.0,9.558645853825002,12,2,2,0,15,0,16
1027,main_green,main_green,68,282.0,9.48285579283098,12,2,2,0,15,0,16
1028,main_green,main_green,69,295.0,9.36610835626445,14,2,2,0,15,0,16
1029,main_green,main_green,70,310.0,9.210892706213755,16,2,2,0,15,0,16
1030,main_green,main_green,70,325.0,9.250874042969825,15,2,2,0,15,0,16
1031,main_green,main_green,70,341.0,9.388619526600205,16,2,2,0,15,0,16
1032,yellow_transition,yellow_transition,75,357.0,8.700307311270429,21,3,3,8,0,8,0
1033,yellow_transition,yellow_transition,75,373.0,8.574589270139597,16,3,3,8,0,8,0
1034,yellow_transition,yellow_transition,76,389.0,8.501737451706385,17,3,3,8,0,8,0
1035,side_green,side_green,76,105.0,8.71040347718578,9,0,0,8,0,8,0
1036,side_green,side_green,77,5.0,8.901592289347377,5,0,0,8,0,8,0
1037,side_green,side_green,77,10.0,9.207919763121671,5,0,0,8,0,8,0
1038,side_green,side_green,75,15.0,9.404530778180552,5,0,0,8,0,8,0
1039,side_green,side_green,75,20.0,9.613927566581843,6,0,0,8,0,8,0
1040,side_green,side_green,76,25.0,9.765534675727665,6,0,0,8,0,8,0
1041,side_green,side_green,75,31.0,10.00093294904735,6,0,0,8,0,8,0
1042,side_green,side_green,74,40.0,10.101330642553348,9,0,0,8,0,8,0
1043,side_green,side_green,71,49.0,10.113424791724771,9,0,0,8,0,8,0
1044,side_green,side_green,75,60.0,9.275695307518944,16,0,0,8,0,8,0
1045,side_green,side_green,74,72.0,9.133565853615508,13,0,0,8,0,8,0
1046,side_green,side_green,74,84.0,9.047545314471705,12,0,0,8,0,8,0
1047,side_green,side_green,72,97.0,8.978435063192306,13,0,0,8,0,8,0
1048,side_green,side_green,70,111.0,8.66645965106399,15,0,0,8,0,8,0
1049,side_green,side_green,69,127.0,8.623406831623083,16,0,0,8,0,8,0
1050,side_green,side_green,69,144.0,8.58451498773581,18,0,0,8,0,8,0
1051,side_green,side_green,69,161.0,8.689590175838054,17,0,0,8,0,8,0
1052,side_green,side_green,68,179.0,8.407802165915461,19,0,0,8,0,8,0
1053,side_green,side_green,63,198.0,8.093766866830704,19,0,0,8,0,8,0
1054,side_green,side_green,57,217.0,7.557785639534985,19,0,0,8,0,8,0
1055,side_green,side_green,53,236.0,6.905002397347765,20,0,0,8,0,8,0
1056,side_green,side_green,55,256.0,6.167900617644634,25,0,0,8,0,8,0
1057,side_green,side_green,54,277.0,5.986181934384323,21,0,0,8,0,8,0
1058,side_green,side_green,51,299.0,5.683889426766301,22,0,0,8,0,8,0
1059,side_green,side_green,49,321.0,5.560896164163897,22,0,0,8,0,8,0
1060,side_green,side_green,48,344.0,5.12123968565666,25,0,0,8,0,8,0
1061,side_green,side_green,48,368.0,5.324372374627721,24,0,0,8,0,8,0
1062,side_green,side_green,48,393.0,5.49830818584918,25,0,0,8,0,8,0
1063,side_green,side_green,48,418.0,5.80573377610109,25,0,0,8,0,8,0
1064,side_green,side_green,49,443.0,5.680239102335277,26,0,0,8,0,8,0
1065,side_green,side_green,48,468.0,5.122104423483426,26,0,0,8,0,8,0
1066,side_green,side_green,46,494.0,4.7735706253170465,26,0,0,8,0,8,0
1067,side_green,side_green,46,520.0,4.643658505995697,26,0,0,8,0,8,0
1068,side_green,side_green,51,547.0,4.08221979519102,32,0,0,8,0,8,0
1069,side_green,side_green,51,575.0,4.197555322137445,28,0,0,8,0,8,0
1070,side_green,side_green,52,603.0,4.328636644159123,29,0,0,8,0,8,0
1071,side_green,side_green,52,631.0,4.46778632364517,28,0,0,8,0,8,0
1072,side_green,side_green,53,660.0,4.5077963408340365,30,0,0,8,0,8,0
1073,side_green,side_green,53,690.0,4.734432679306701,30,0,0,8,0,8,0
1074,side_green,side_green,53,720.0,4.791391252528951,30,0,0,8,0,8,0
1075,side_green,side_green,54,750.0,4.842131684469029,31,0,0,8,0,8,0
1076,side_green,side_green,55,780.0,4.811466177138831,31,0,0,8,0,8,0
1077,yellow_transition,yellow_transition,54,811.0,4.679798049502402,31,1,1,0,16,0,15
1078,yellow_transition,yellow_transition,52,842.0,4.303221598313736,31,1,1,0,16,0,15
1079,yellow_transition,yellow_transition,52,874.0,4.204005553817333,32,1,1,0,16,0,15
1080,main_green,main_green,57,567.0,4.082795817143098,31,2,2,0,16,0,15
1081,main_green,main_green,58,304.0,4.6979621271582594,19,2,2,0,16,0,15
1082,main_green,main_green,57,149.0,5.428526240084703,12,2,2,0,16,0,15
1083,main_green,main_green,57,74.0,6.381953274969819,8,2,2,0,16,0,15
1084,main_green,main_green,58,28.0,7.163276768877199,5,2,2,0,16,0,15
1085,main_green,main_green,58,6.0,8.029476903401616,1,2,2,0,16,0,15
1086,main_green,main_green,59,0.0,8.50015950191439,1,2,2,0,16,0,15
1087,main_green,main_green,59,0.0,9.112373210774008,0,2,2,0,16,0,15
1088,main_green,main_green,60,0.0,9.317886051817187,1,2,2,0,16,0,15
1089,main_green,main_green,58,2.0,9.734536584553863,2,2,2,0,16,0,15
1090,main_green,main_green,57,5.0,10.154934510682637,3,2,2,0,16,0,15
1091,main_green,main_green,57,8.0,10.33508819109751,4,2,2,0,16,0,15
1092,main_green,main_green,62,11.0,9.716787150577122,8,2,2,0,16,0,15
1093,main_green,main_green,62,15.0,10.129170161405375,4,2,2,0,16,0,15
1094,main_green,main_green,62,19.0,10.441908830071561,4,2,2,0,16,0,15
1095,main_green,main_green,62,23.0,10.622891017986209,4,2,2,0,16,0,15
1096,main_green,main_green,64,27.0,10.466911404318035,6,2,2,0,16,0,15
1097,main_green,main_green,64,31.0,10.53460733877883,4,2,2,0,16,0,15
1098,main_green,main_green,64,35.0,10.493196486985763,4,2,2,0,16,0,15
1099,main_green,main_green,64,40.0,10.502797059992059,5,2,2,0,16,0,15
1100,main_green,main_green,65,47.0,10.447696616118895,8,2,2,0,16,0,15
1101,main_green,main_green,66,54.0,10.310878680177407,8,2,2,0,16,0,15
1102,main_green,main_green,66,61.0,10.317360807201023,7,2,2,0,16,0,15
1103,main_green,main_green,66,69.0,10.44198926662758,8,2,2,0,16,0,15
1104,main_green,main_green,71,77.0,9.817176163778456,13,2,2,0,16,0,15
1105,main_green,main_green,71,85.0,10.105550546610456,8,2,2,0,16,0,15
1106,main_green,main_green,70,93.0,10.007729976271708,9,2,2,0,16,0,15
1107,main_green,main_green,69,101.0,10.179999024104971,8,2,2,0,16,0,15
1108,main_green,main_green,67,109.0,10.007698518921583,9,2,2,0,16,0,15
1109,main_green,main_green,67,117.0,9.957643384543974,8,2,2,0,16,0,15
1110,main_green,main_green,65,125.0,9.826876982723201,8,2,2,0,16,0,15
1111,main_green,main_green,66,133.0,9.659602605907173,9,2,2,0,16,0,15
1112,main_green,main_green,65,144.0,9.505176944267117,12,2,2,0,16,0,15
1113,main_green,main_green,65,156.0,9.614183164866263,12,2,2,0,16,0,15
1114,main_green,main_green,65,168.0,9.617884865036721,12,2,2,0,16,0,15
1115,main_green,main_green,65,180.0,9.75713639697138,12,2,2,0,16,0,15
1116,main_green,main_green,70,192.0,9.100556818109316,17,2,2,0,16,0,15
1117,main_green,main_green,71,204.0,9.31268471390873,13,2,2,0,16,0,15
1118,main_green,main_green,71,216.0,9.432204609267956,12,2,2,0,16,0,15
1119,main_green,main_green,71,228.0,9.593561051983617,12,2,2,0,16,0,15
1120,main_green,main_green,72,240.0,9.458867017717312,13,2,2,0,16,0,15
