decision,step,action_j1,action_j2,vehicle_count,total_waiting_time,mean_speed,total_queue,J1_phase,J2_phase,J1_side_queue,J1_main_queue,J2_side_queue,J2_main_queue,reward,done
6,254,0,1,68,118.0,9.153943030770023,11,0,2,0,6,4,1,-118.0,False
6,255,0,1,68,129.0,9.158694833617995,11,0,2,0,7,4,0,-129.0,False
6,256,0,1,67,140.0,9.056343872419935,11,0,2,0,7,4,0,-140.0,False
6,257,0,1,67,151.0,8.725168396612947,12,0,2,0,8,4,0,-151.0,False
6,258,0,1,67,163.0,8.419789120754,12,0,2,0,8,4,0,-163.0,False
6,259,0,1,67,177.0,8.076328201878402,15,0,2,0,10,4,1,-177.0,False
6,260,0,1,67,193.0,7.836039597620791,16,0,2,0,12,4,0,-193.0,False
6,261,0,1,67,209.0,7.4247406014295,17,0,2,0,13,4,0,-209.0,False
6,262,0,1,66,229.0,7.143185474635527,20,0,2,0,14,6,0,-229.0,False
6,263,0,1,64,249.0,6.796131793871231,20,0,2,0,14,6,0,-249.0,False
6,264,0,1,64,271.0,6.605082608229989,23,0,2,0,16,6,1,-271.0,False
6,265,0,1,68,294.0,6.148994359633825,28,0,2,2,18,8,0,-294.0,False
6,266,0,1,66,319.0,5.99374066828377,25,0,2,0,19,6,0,-319.0,False
6,267,0,1,66,344.0,6.119750069494908,25,0,2,0,19,6,0,-344.0,False
6,268,0,1,65,370.0,6.205277857884755,26,0,2,0,20,6,0,-370.0,False
6,269,0,1,66,398.0,6.001489678595775,30,0,2,0,23,6,1,-398.0,False
6,270,0,1,66,427.0,6.002524476202861,29,0,2,0,23,6,0,-427.0,False
6,271,0,1,64,456.0,6.031289792450581,29,0,2,0,23,6,0,-456.0,False
7,272,1,0,64,485.0,6.063818821041959,29,1,3,0,23,6,0,0.0,False
7,273,1,0,63,514.0,5.5818518586208485,30,1,3,0,24,6,0,0.0,False
7,274,1,0,64,545.0,5.305731352768637,32,1,3,0,24,7,1,0.0,False
7,275,1,0,60,332.0,5.1391846130679015,24,2,0,0,20,4,0,-332.0,False
7,276,1,0,60,222.0,5.493882912568187,18,2,0,0,18,0,0,-222.0,False
7,277,1,0,63,153.0,5.395767551085175,21,2,0,2,16,2,1,-153.0,False
7,278,1,0,62,95.0,6.121716200214455,12,2,0,0,11,0,1,-95.0,False
7,279,1,0,62,52.0,6.766189107363486,9,2,0,0,7,0,2,-52.0,False
7,280,1,0,61,21.0,7.486690664919037,4,2,0,0,3,0,1,-21.0,False
7,281,1,0,62,6.0,8.223631935829008,3,2,0,0,2,0,1,-6.0,False
7,282,1,0,62,6.0,8.901193380779153,1,2,0,0,0,0,1,-6.0,False
7,283,1,0,62,7.0,9.366293656659261,1,2,0,0,0,0,1,-7.0,False
7,284,1,0,63,8.0,9.722090319490023,2,2,0,0,0,0,2,-8.0,False
7,285,1,0,64,9.0,9.956415471861426,2,2,0,0,1,0,1,-9.0,False
7,286,1,0,63,14.0,10.456060849543432,5,2,0,2,0,0,3,-14.0,False
7,287,1,0,63,19.0,10.878423006850557,5,2,0,2,0,0,3,-19.0,False
7,288,1,0,63,24.0,11.157358637715943,5,2,0,2,0,0,3,-24.0,False
7,289,1,0,68,29.0,10.557006875988108,10,2,0,4,1,2,3,-29.0,False
7,290,1,0,68,34.0,10.38010092086797,6,2,0,2,0,0,4,-34.0,False
7,291,1,0,68,39.0,10.62339535304625,5,2,0,2,0,0,3,-39.0,False
7,292,1,0,68,44.0,10.730022593942167,5,2,0,2,0,0,3,-44.0,False
7,293,1,0,68,50.0,10.618729774549186,7,2,0,2,1,0,4,-50.0,False
7,294,1,0,67,56.0,10.745834130641816,6,2,0,2,0,0,4,-56.0,False
7,295,1,0,66,62.0,10.560780281494848,7,2,0,2,0,0,5,-62.0,False
7,296,1,0,65,69.0,10.65592570971887,7,2,0,2,0,0,5,-69.0,False
7,297,1,0,64,77.0,10.523488648108037,9,2,0,3,1,0,5,-77.0,False
7,298,1,0,63,85.0,10.491989471483295,8,2,0,3,0,0,5,-85.0,False
7,299,1,0,61,94.0,10.429670859996692,9,2,0,4,0,0,5,-94.0,False
7,300,1,0,62,103.0,10.188493474042797,10,2,0,4,0,0,6,-103.0,False
7,301,1,0,65,112.0,9.203213295480996,14,2,0,6,1,2,5,-112.0,False
7,302,1,0,65,121.0,9.173054105534534,9,2,0,4,0,0,5,-121.0,False
7,303,1,0,63,131.0,8.8590675974239,10,2,0,4,0,0,6,-131.0,False
7,304,1,0,62,143.0,8.651949838689191,12,2,0,4,0,0,8,-143.0,False
7,305,1,0,63,156.0,8.11690647945496,15,2,0,4,1,0,10,-156.0,False
7,306,1,0,63,170.0,8.026696646869212,14,2,0,4,0,0,10,-170.0,False
7,307,1,0,61,186.0,7.743941765354915,16,2,0,4,0,0,12,-186.0,False
7,308,1,0,61,204.0,7.609422513235318,18,2,0,5,0,0,13,-204.0,False
7,309,1,0,61,223.0,7.186224306614009,20,2,0,6,1,0,13,-223.0,False
7,310,1,0,61,244.0,6.8316385890081435,22,2,0,6,0,0,16,-244.0,False
7,311,1,0,59,267.0,6.4447890180200424,23,2,0,6,0,0,17,-267.0,False
7,312,1,0,59,291.0,6.17588998307875,24,2,0,6,0,0,18,-291.0,False
7,313,1,0,61,317.0,5.108296089054639,31,2,0,8,1,2,20,-317.0,False
7,314,1,0,59,344.0,4.896390881753391,27,2,0,6,0,0,21,-344.0,False
7,315,1,0,60,372.0,4.931883186649726,29,2,0,6,0,0,23,-372.0,False
7,316,1,0,58,403.0,4.8262024965583965,31,2,0,6,0,0,25,-403.0,False
8,317,0,1,59,435.0,4.69062706037026,33,3,1,6,1,0,26,0.0,False
8,318,0,1,59,467.0,4.658796586685109,32,3,1,6,0,0,26,0.0,False
8,319,0,1,59,500.0,4.427531137124242,33,3,1,6,0,0,27,0.0,False
8,320,0,1,60,303.0,4.467257899596403,26,0,2,2,0,0,24,-303.0,False
8,321,0,1,61,206.0,4.682388419736052,22,0,2,0,2,1,19,-206.0,False
8,322,0,1,59,152.0,4.91014973939562,17,0,2,0,1,1,15,-152.0,False
