step,decision,vehicle_count,total_waiting_time,mean_speed,total_queue,departed_this_step,arrived_this_step,total_departed,total_arrived,action_j1,J1_phase,action_j2,J2_phase,action_j3,J3_phase,action_j4,J4_phase,action_j5,J5_phase
806,17,159,734.0,4.829451754424266,61,0,2,1027,880,0,0,1,2,0,0,1,2,0,0
807,17,159,802.0,4.62273106800529,68,0,0,1027,880,0,0,1,2,0,0,1,2,0,0
808,17,159,875.0,4.386567710739771,73,0,0,1027,880,0,0,1,2,0,0,1,2,0,0
809,17,160,955.0,4.086595075980205,82,2,1,1029,881,0,0,1,2,0,0,1,2,0,0
810,17,159,1039.0,3.858384930793955,84,0,1,1029,882,0,0,1,2,0,0,1,2,0,0
811,17,159,1129.0,3.8103723112753785,90,0,0,1029,882,0,0,1,2,0,0,1,2,0,0
812,18,159,1221.0,3.6692992391809565,93,0,0,1029,882,1,1,0,3,1,1,0,3,1,1
813,18,160,1317.0,3.5093594136289203,97,1,0,1030,882,1,1,0,3,1,1,0,3,1,1
814,18,161,1418.0,3.4333178393760795,102,1,0,1031,882,1,1,0,3,1,1,0,3,1,1
815,18,161,924.0,3.6041618677637834,85,0,0,1031,882,1,2,0,0,1,2,0,0,1,2
816,18,161,651.0,3.9085595406167064,68,0,0,1031,882,1,2,0,0,1,2,0,0,1,2
817,18,170,501.0,3.979601910521511,69,11,2,1042,884,1,2,0,0,1,2,0,0,1,2
818,18,169,378.0,4.461271160796914,51,0,1,1042,885,1,2,0,0,1,2,0,0,1,2
819,18,169,280.0,5.17892704104289,41,1,1,1043,886,1,2,0,0,1,2,0,0,1,2
820,18,168,209.0,6.044115094315243,32,0,1,1043,887,1,2,0,0,1,2,0,0,1,2
821,18,168,153.0,6.774574701799012,27,1,1,1044,888,1,2,0,0,1,2,0,0,1,2
822,18,168,103.0,7.513866746867421,20,0,0,1044,888,1,2,0,0,1,2,0,0,1,2
823,18,168,86.0,8.296840081350965,16,0,0,1044,888,1,2,0,0,1,2,0,0,1,2
824,18,169,74.0,8.942532964152429,14,1,0,1045,888,1,2,0,0,1,2,0,0,1,2
825,18,170,65.0,9.4935724582665,13,1,0,1046,888,1,2,0,0,1,2,0,0,1,2
826,18,170,42.0,10.051891399287047,8,0,0,1046,888,1,2,0,0,1,2,0,0,1,2
827,18,170,32.0,10.486720251132866,6,0,0,1046,888,1,2,0,0,1,2,0,0,1,2
828,18,170,38.0,10.832731148639432,6,0,0,1046,888,1,2,0,0,1,2,0,0,1,2
829,18,178,44.0,10.303570355245126,17,11,3,1057,891,1,2,0,0,1,2,0,0,1,2
830,18,176,50.0,10.390683029802936,7,1,3,1058,894,1,2,0,0,1,2,0,0,1,2
831,18,176,56.0,10.535846312202791,6,0,0,1058,894,1,2,0,0,1,2,0,0,1,2
832,18,176,63.0,10.629155959888156,7,0,0,1058,894,1,2,0,0,1,2,0,0,1,2
833,18,177,72.0,10.832742914292112,10,1,0,1059,894,1,2,0,0,1,2,0,0,1,2
834,18,177,84.0,11.060449187852656,12,0,0,1059,894,1,2,0,0,1,2,0,0,1,2
835,18,178,96.0,11.15354690381793,13,1,0,1060,894,1,2,0,0,1,2,0,0,1,2
836,18,178,108.0,11.270379517067086,12,0,0,1060,894,1,2,0,0,1,2,0,0,1,2
837,18,179,120.0,11.2644522376663,13,1,0,1061,894,1,2,0,0,1,2,0,0,1,2
838,18,179,132.0,11.296454131226941,12,0,0,1061,894,1,2,0,0,1,2,0,0,1,2
839,18,179,144.0,11.268279282540533,12,0,0,1061,894,1,2,0,0,1,2,0,0,1,2
840,18,180,156.0,11.003635909439186,13,1,0,1062,894,1,2,0,0,1,2,0,0,1,2
841,18,183,168.0,9.971480070572076,23,11,8,1073,902,1,2,0,0,1,2,0,0,1,2
842,18,182,181.0,9.617391570984381,13,0,1,1073,903,1,2,0,0,1,2,0,0,1,2
843,18,176,196.0,9.268955584630941,15,0,6,1073,909,1,2,0,0,1,2,0,0,1,2
844,18,175,217.0,9.028743011100527,21,0,1,1073,910,1,2,0,0,1,2,0,0,1,2
845,18,171,241.0,8.521153511829777,26,2,6,1075,916,1,2,0,0,1,2,0,0,1,2
846,18,166,270.0,8.14811692159595,29,0,5,1075,921,1,2,0,0,1,2,0,0,1,2
847,18,163,303.0,7.852846531206729,33,0,3,1075,924,1,2,0,0,1,2,0,0,1,2
848,18,161,339.0,7.5420104900143325,36,0,2,1075,926,1,2,0,0,1,2,0,0,1,2
849,18,159,380.0,7.105274057928845,42,1,3,1076,929,1,2,0,0,1,2,0,0,1,2
850,18,158,428.0,6.8164200987434835,49,1,2,1077,931,1,2,0,0,1,2,0,0,1,2
851,18,155,478.0,6.548478925851292,50,0,3,1077,934,1,2,0,0,1,2,0,0,1,2
852,18,154,531.0,6.218276060173588,53,0,1,1077,935,1,2,0,0,1,2,0,0,1,2
853,18,160,588.0,5.298267856070211,68,11,5,1088,940,1,2,0,0,1,2,0,0,1,2
854,18,156,650.0,4.921113240360335,62,0,4,1088,944,1,2,0,0,1,2,0,0,1,2
855,18,156,718.0,4.668019513998056,69,1,1,1089,945,1,2,0,0,1,2,0,0,1,2
856,18,155,792.0,4.563072385868831,74,0,1,1089,946,1,2,0,0,1,2,0,0,1,2
857,19,154,872.0,4.402673501269791,81,1,2,1090,948,0,3,1,1,0,3,1,1,0,3
858,19,153,957.0,4.342648793658675,85,0,1,1090,949,0,3,1,1,0,3,1,1,0,3
859,19,153,1045.0,4.367668923706765,88,0,0,1090,949,0,3,1,1,0,3,1,1,0,3
860,19,153,602.0,4.5093520112531635,71,1,1,1091,950,0,0,1,2,0,0,1,2,0,0
861,19,154,422.0,4.881956008266875,54,1,0,1092,950,0,0,1,2,0,0,1,2,0,0
862,19,152,366.0,5.27277653284716,47,0,2,1092,952,0,0,1,2,0,0,1,2,0,0
863,19,151,306.0,5.80406742138551,40,0,1,1092,953,0,0,1,2,0,0,1,2,0,0
864,19,151,253.0,6.476847677989765,38,0,0,1092,953,0,0,1,2,0,0,1,2,0,0
865,19,159,199.0,6.53472078927471,42,11,3,1103,956,0,0,1,2,0,0,1,2,0,0
866,19,157,141.0,7.04874020487198,24,1,3,1104,959,0,0,1,2,0,0,1,2,0,0
867,19,156,96.0,7.61407661141031,15,0,1,1104,960,0,0,1,2,0,0,1,2,0,0
868,19,156,82.0,8.141941457523757,14,0,0,1104,960,0,0,1,2,0,0,1,2,0,0
869,19,157,77.0,8.62343027018679,15,1,0,1105,960,0,0,1,2,0,0,1,2,0,0
870,19,157,71.0,9.18543323775587,14,0,0,1105,960,0,0,1,2,0,0,1,2,0,0
871,19,158,67.0,9.739418611284043,13,1,0,1106,960,0,0,1,2,0,0,1,2,0,0
872,19,158,70.0,10.089067381364831,11,0,0,1106,960,0,0,1,2,0,0,1,2,0,0
873,19,158,82.0,10.25645370683549,13,1,1,1107,961,0,0,1,2,0,0,1,2,0,0
874,19,158,94.0,10.492120165315262,12,0,0,1107,961,0,0,1,2,0,0,1,2,0,0
875,19,158,107.0,10.641678386386598,13,0,0,1107,961,0,0,1,2,0,0,1,2,0,0
876,19,159,121.0,10.754179936498238,15,1,0,1108,961,0,0,1,2,0,0,1,2,0,0
877,19,169,136.0,10.072575207278152,26,11,1,1119,962,0,0,1,2,0,0,1,2,0,0
878,19,167,151.0,10.208139011413866,15,0,2,1119,964,0,0,1,2,0,0,1,2,0,0
879,19,167,167.0,10.275701380406314,16,0,0,1119,964,0,0,1,2,0,0,1,2,0,0
880,19,167,184.0,10.368448411080282,17,0,0,1119,964,0,0,1,2,0,0,1,2,0,0
881,19,169,202.0,10.37053765587299,20,2,0,1121,964,0,0,1,2,0,0,1,2,0,0
882,19,169,220.0,10.517819149135013,18,0,0,1121,964,0,0,1,2,0,0,1,2,0,0
883,19,169,239.0,10.59027471828736,19,0,0,1121,964,0,0,1,2,0,0,1,2,0,0
884,19,169,259.0,10.523715149775942,20,0,0,1121,964,0,0,1,2,0,0,1,2,0,0
885,19,170,279.0,10.228904202644191,21,1,0,1122,964,0,0,1,2,0,0,1,2,0,0
886,19,165,299.0,9.78145151343313,21,1,6,1123,970,0,0,1,2,0,0,1,2,0,0
887,19,161,322.0,9.44692226902417,23,0,4,1123,974,0,0,1,2,0,0,1,2,0,0
888,19,156,349.0,8.977021655722526,27,0,5,1123,979,0,0,1,2,0,0,1,2,0,0
889,19,162,379.0,7.848280144483578,41,11,5,1134,984,0,0,1,2,0,0,1,2,0,0
890,19,154,412.0,7.052135538276027,33,0,8,1134,992,0,0,1,2,0,0,1,2,0,0
891,19,155,449.0,6.58974630957813,38,1,0,1135,992,0,0,1,2,0,0,1,2,0,0
892,19,154,492.0,6.34028764271616,43,0,1,1135,993,0,0,1,2,0,0,1,2,0,0
893,19,154,541.0,5.960899882967496,50,1,1,1136,994,0,0,1,2,0,0,1,2,0,0
894,19,154,597.0,5.709140269958598,56,0,0,1136,994,0,0,1,2,0,0,1,2,0,0
895,19,154,656.0,5.545520742349649,59,0,0,1136,994,0,0,1,2,0,0,1,2,0,0
896,19,155,721.0,5.28713520945344,66,1,0,1137,994,0,0,1,2,0,0,1,2,0,0
897,19,156,793.0,4.901114524806987,73,1,0,1138,994,0,0,1,2,0,0,1,2,0,0
898,19,156,867.0,4.603955583865966,74,0,0,1138,994,0,0,1,2,0,0,1,2,0,0
899,19,156,947.0,4.2973738346855725,80,0,0,1138,994,0,0,1,2,0,0,1,2,0,0
900,19,156,1032.0,4.021117051200686,85,0,0,1138,994,0,0,1,2,0,0,1,2,0,0
901,19,162,1120.0,3.2434399034321433,99,11,5,1149,999,0,0,1,2,0,0,1,2,0,0
902,20,163,1213.0,3.0824333659020366,94,1,0,1150,999,1,1,0,3,1,1,0,3,1,1
903,20,163,1311.0,3.0336532640547142,98,0,0,1150,999,1,1,0,3,1,1,0,3,1,1
904,20,162,1416.0,2.8772420501334643,105,0,1,1150,1000,1,1,0,3,1,1,0,3,1,1
905,20,163,954.0,3.115054892178008,89,1,0,1151,1000,1,2,0,0,1,2,0,0,1,2
906,20,163,694.0,3.6054680481843246,74,0,0,1151,1000,1,2,0,0,1,2,0,0,1,2
907,20,164,536.0,4.182746645477199,65,1,0,1152,1000,1,2,0,0,1,2,0,0,1,2
908,20,164,413.0,4.924715229890074,54,0,0,1152,1000,1,2,0,0,1,2,0,0,1,2
909,20,165,317.0,5.635714323644263,45,1,0,1153,1000,1,2,0,0,1,2,0,0,1,2
910,20,165,236.0,6.429445603520077,33,0,0,1153,1000,1,2,0,0,1,2,0,0,1,2
911,20,165,172.0,7.287173013712852,24,0,0,1153,1000,1,2,0,0,1,2,0,0,1,2
912,20,166,130.0,7.914396910713006,18,1,0,1154,1000,1,2,0,0,1,2,0,0,1,2
913,20,174,85.0,7.8984215049668105,22,11,3,1165,1003,1,2,0,0,1,2,0,0,1,2
914,20,172,50.0,8.481461285557243,7,0,2,1165,1005,1,2,0,0,1,2,0,0,1,2
915,20,172,37.0,9.097377034003056,5,0,0,1165,1005,1,2,0,0,1,2,0,0,1,2
916,20,172,18.0,9.692637707895752,2,0,0,1165,1005,1,2,0,0,1,2,0,0,1,2
917,20,174,11.0,10.065884168023027,3,2,0,1167,1005,1,2,0,0,1,2,0,0,1,2
918,20,174,16.0,10.503607110355556,5,0,0,1167,1005,1,2,0,0,1,2,0,0,1,2
919,20,174,23.0,10.924923681297834,7,0,0,1167,1005,1,2,0,0,1,2,0,0,1,2
920,20,174,30.0,11.19344397306064,7,0,0,1167,1005,1,2,0,0,1,2,0,0,1,2
921,20,175,37.0,11.286289920467343,8,1,0,1168,1005,1,2,0,0,1,2,0,0,1,2
922,20,176,44.0,11.356680555526392,8,1,0,1169,1005,1,2,0,0,1,2,0,0,1,2
923,20,175,51.0,11.488814664148544,7,0,1,1169,1006,1,2,0,0,1,2,0,0,1,2
924,20,175,58.0,11.560081088562113,7,0,0,1169,1006,1,2,0,0,1,2,0,0,1,2
925,20,184,65.0,10.796114747753055,18,11,2,1180,1008,1,2,0,0,1,2,0,0,1,2
926,20,181,72.0,10.783729650880382,7,0,3,1180,1011,1,2,0,0,1,2,0,0,1,2
927,20,182,79.0,10.679038992081935,8,1,0,1181,1011,1,2,0,0,1,2,0,0,1,2
928,20,182,89.0,10.707565457110665,10,0,0,1181,1011,1,2,0,0,1,2,0,0,1,2
929,20,183,99.0,10.788393998364915,11,1,0,1182,1011,1,2,0,0,1,2,0,0,1,2
930,20,183,112.0,10.83097700038229,13,0,0,1182,1011,1,2,0,0,1,2,0,0,1,2
931,20,178,125.0,10.794059615643215,13,0,5,1182,1016,1,2,0,0,1,2,0,0,1,2
932,20,175,139.0,10.500657097123396,15,1,4,1183,1020,1,2,0,0,1,2,0,0,1,2
933,20,173,155.0,10.218028180718655,17,1,3,1184,1023,1,2,0,0,1,2,0,0,1,2
934,20,169,174.0,9.817982084496599,19,0,4,1184,1027,1,2,0,0,1,2,0,0,1,2
935,20,162,194.0,9.43329471066066,20,0,7,1184,1034,1,2,0,0,1,2,0,0,1,2
936,20,160,218.0,8.97469563367979,24,0,2,1184,1036,1,2,0,0,1,2,0,0,1,2
937,20,167,245.0,7.759763233524238,38,11,4,1195,1040,1,2,0,0,1,2,0,0,1,2
938,20,164,276.0,7.237751725660569,32,1,4,1196,1044,1,2,0,0,1,2,0,0,1,2
939,20,162,313.0,6.867321600780792,37,0,2,1196,1046,1,2,0,0,1,2,0,0,1,2
940,20,159,354.0,6.469410405772238,41,0,3,1196,1049,1,2,0,0,1,2,0,0,1,2
941,20,158,400.0,6.0896525287058445,47,1,2,1197,1051,1,2,0,0,1,2,0,0,1,2
942,20,157,452.0,5.906984798133059,52,0,1,1197,1052,1,2,0,0,1,2,0,0,1,2
943,20,155,509.0,5.712864359663713,58,1,3,1198,1055,1,2,0,0,1,2,0,0,1,2
944,20,154,571.0,5.527082424933114,62,0,1,1198,1056,1,2,0,0,1,2,0,0,1,2
945,20,153,638.0,5.264109487988795,68,1,2,1199,1058,1,2,0,0,1,2,0,0,1,2
946,20,152,709.0,5.154096334007687,71,0,1,1199,1059,1,2,0,0,1,2,0,0,1,2
947,21,150,786.0,4.958357802195611,77,0,2,1199,1061,0,3,1,1,0,3,1,1,0,3
948,21,149,864.0,4.657286592491635,79,1,2,1200,1063,0,3,1,1,0,3,1,1,0,3
949,21,159,948.0,4.160978914211199,95,11,1,1211,1064,0,3,1,1,0,3,1,1,0,3
950,21,156,551.0,4.1481634379299255,67,0,3,1211,1067,0,0,1,2,0,0,1,2,0,0
951,21,154,407.0,4.447352844571918,53,0,2,1211,1069,0,0,1,2,0,0,1,2,0,0
952,21,153,350.0,4.97012792719602,48,0,1,1211,1070,0,0,1,2,0,0,1,2,0,0
953,21,152,297.0,5.3993830478791365,45,2,3,1213,1073,0,0,1,2,0,0,1,2,0,0
954,21,152,246.0,6.22737157348176,35,0,0,1213,1073,0,0,1,2,0,0,1,2,0,0
955,21,149,195.0,7.001066980834152,30,0,3,1213,1076,0,0,1,2,0,0,1,2,0,0
956,21,149,141.0,7.745803294784588,22,0,0,1213,1076,0,0,1,2,0,0,1,2,0,0
957,21,150,107.0,8.251459606599433,19,1,0,1214,1076,0,0,1,2,0,0,1,2,0,0
958,21,150,87.0,8.566512435367896,15,1,1,1215,1077,0,0,1,2,0,0,1,2,0,0
959,21,150,56.0,9.003421515304545,9,0,0,1215,1077,0,0,1,2,0,0,1,2,0,0
960,21,150,48.0,9.408013488834127,7,0,0,1215,1077,0,0,1,2,0,0,1,2,0,0
961,21,160,53.0,9.088783731069622,20,11,1,1226,1078,0,0,1,2,0,0,1,2,0,0
962,21,159,62.0,9.407238498513149,9,0,1,1226,1079,0,0,1,2,0,0,1,2,0,0
963,21,160,71.0,9.664871995622464,10,1,0,1227,1079,0,0,1,2,0,0,1,2,0,0
964,21,160,81.0,9.980388647207068,10,0,0,1227,1079,0,0,1,2,0,0,1,2,0,0
965,21,160,94.0,10.258510457778218,14,1,1,1228,1080,0,0,1,2,0,0,1,2,0,0
966,21,160,109.0,10.489240599000082,15,0,0,1228,1080,0,0,1,2,0,0,1,2,0,0
967,21,160,124.0,10.771201346827993,15,0,0,1228,1080,0,0,1,2,0,0,1,2,0,0
968,21,161,140.0,10.717862668673627,17,1,0,1229,1080,0,0,1,2,0,0,1,2,0,0
969,21,162,156.0,10.71101472574048,17,1,0,1230,1080,0,0,1,2,0,0,1,2,0,0
970,21,162,172.0,10.783133967541723,16,0,0,1230,1080,0,0,1,2,0,0,1,2,0,0
971,21,161,189.0,10.831542095315667,17,0,1,1230,1081,0,0,1,2,0,0,1,2,0,0
972,21,161,207.0,10.767650865821265,18,0,0,1230,1081,0,0,1,2,0,0,1,2,0,0
973,21,172,225.0,10.036735551247993,29,11,0,1241,1081,0,0,1,2,0,0,1,2,0,0
974,21,173,243.0,9.955808628995586,19,1,0,1242,1081,0,0,1,2,0,0,1,2,0,0
975,21,171,263.0,9.80994876750414,20,0,2,1242,1083,0,0,1,2,0,0,1,2,0,0
976,21,165,283.0,9.55090944029909,20,0,6,1242,1089,0,0,1,2,0,0,1,2,0,0
977,21,165,305.0,9.276766209822902,23,1,1,1243,1090,0,0,1,2,0,0,1,2,0,0
978,21,160,331.0,8.981522179118686,26,0,5,1243,1095,0,0,1,2,0,0,1,2,0,0
979,21,157,360.0,8.517925762038484,30,1,4,1244,1099,0,0,1,2,0,0,1,2,0,0
980,21,152,395.0,7.983655167508793,35,0,5,1244,1104,0,0,1,2,0,0,1,2,0,0
981,21,151,433.0,7.467945835546312,39,1,2,1245,1106,0,0,1,2,0,0,1,2,0,0
982,21,151,474.0,7.056835622097623,41,0,0,1245,1106,0,0,1,2,0,0,1,2,0,0
983,21,151,521.0,6.619840289372358,47,0,0,1245,1106,0,0,1,2,0,0,1,2,0,0
984,21,152,572.0,6.2027444579746955,52,1,0,1246,1106,0,0,1,2,0,0,1,2,0,0
985,21,160,629.0,5.290154028440231,68,11,3,1257,1109,0,0,1,2,0,0,1,2,0,0
986,21,158,692.0,4.853555448391277,63,0,2,1257,1111,0,0,1,2,0,0,1,2,0,0
987,21,157,760.0,4.421508116275965,68,0,1,1257,1112,0,0,1,2,0,0,1,2,0,0
988,21,157,830.0,4.102650989001195,71,0,0,1257,1112,0,0,1,2,0,0,1,2,0,0
989,21,159,909.0,3.7764450471852005,81,2,0,1259,1112,0,0,1,2,0,0,1,2,0,0
990,21,159,996.0,3.6452843352316653,87,0,0,1259,1112,0,0,1,2,0,0,1,2,0,0
991,21,159,1085.0,3.6116706087217114,89,0,0,1259,1112,0,0,1,2,0,0,1,2,0,0
992,22,159,1181.0,3.5232424173604437,96,0,0,1259,1112,1,1,0,3,1,1,0,3,1,1
993,22,160,1282.0,3.4067956537275506,102,1,0,1260,1112,1,1,0,3,1,1,0,3,1,1
994,22,161,1386.0,3.236720366973679,105,1,0,1261,1112,1,1,0,3,1,1,0,3,1,1
995,22,161,908.0,3.462250001301989,89,0,0,1261,1112,1,2,0,0,1,2,0,0,1,2
996,22,161,651.0,3.769610641487374,73,0,0,1261,1112,1,2,0,0,1,2,0,0,1,2
997,22,171,516.0,3.771774340869148,76,11,1,1272,1113,1,2,0,0,1,2,0,0,1,2
998,22,170,409.0,4.303775566970971,54,0,1,1272,1114,1,2,0,0,1,2,0,0,1,2
999,22,170,325.0,5.003229920620677,45,1,1,1273,1115,1,2,0,0,1,2,0,0,1,2
1000,22,170,253.0,5.889984017481291,34,0,0,1273,1115,1,2,0,0,1,2,0,0,1,2
1001,22,170,208.0,6.7251737769344135,30,1,1,1274,1116,1,2,0,0,1,2,0,0,1,2
1002,22,170,163.0,7.5717871327578194,24,0,0,1274,1116,1,2,0,0,1,2,0,0,1,2
1003,22,168,114.0,8.319223815889936,17,0,2,1274,1118,1,2,0,0,1,2,0,0,1,2
1004,22,169,78.0,8.96754550708903,14,1,0,1275,1118,1,2,0,0,1,2,0,0,1,2
1005,22,170,61.0,9.451950104411612,11,1,0,1276,1118,1,2,0,0,1,2,0,0,1,2
1006,22,170,41.0,9.99472336069202,7,0,0,1276,1118,1,2,0,0,1,2,0,0,1,2
1007,22,170,37.0,10.496058722400711,6,0,0,1276,1118,1,2,0,0,1,2,0,0,1,2
1008,22,170,43.0,10.818014963650082,6,0,0,1276,1118,1,2,0,0,1,2,0,0,1,2
1009,22,180,49.0,10.431648468387248,17,11,1,1287,1119,1,2,0,0,1,2,0,0,1,2
1010,22,179,55.0,10.576891838294731,7,1,2,1288,1121,1,2,0,0,1,2,0,0,1,2
1011,22,178,61.0,10.723938390840615,6,0,1,1288,1122,1,2,0,0,1,2,0,0,1,2
1012,22,178,68.0,10.851496039497194,7,0,0,1288,1122,1,2,0,0,1,2,0,0,1,2
1013,22,179,77.0,10.926116336216166,10,1,0,1289,1122,1,2,0,0,1,2,0,0,1,2
1014,22,179,88.0,11.090380477380007,11,0,0,1289,1122,1,2,0,0,1,2,0,0,1,2
1015,22,179,99.0,11.199625293527554,12,1,1,1290,1123,1,2,0,0,1,2,0,0,1,2
1016,22,179,111.0,11.320107236378835,12,0,0,1290,1123,1,2,0,0,1,2,0,0,1,2
1017,22,179,123.0,11.25000790801656,13,1,1,1291,1124,1,2,0,0,1,2,0,0,1,2
1018,22,179,135.0,11.299735403828189,12,0,0,1291,1124,1,2,0,0,1,2,0,0,1,2
1019,22,179,147.0,11.308294767376411,12,0,0,1291,1124,1,2,0,0,1,2,0,0,1,2
1020,22,180,159.0,11.086980073279285,13,1,0,1292,1124,1,2,0,0,1,2,0,0,1,2
1021,22,184,171.0,10.069196308753481,23,11,7,1303,1131,1,2,0,0,1,2,0,0,1,2
1022,22,180,183.0,9.80817142076182,12,0,4,1303,1135,1,2,0,0,1,2,0,0,1,2
1023,22,174,198.0,9.48181883689843,15,0,6,1303,1141,1,2,0,0,1,2,0,0,1,2
1024,22,172,218.0,9.107852310816591,20,0,2,1303,1143,1,2,0,0,1,2,0,0,1,2
1025,22,167,244.0,8.609013231485706,28,2,7,1305,1150,1,2,0,0,1,2,0,0,1,2
1026,22,166,272.0,8.34143972617149,28,0,1,1305,1151,1,2,0,0,1,2,0,0,1,2
1027,22,163,303.0,8.035887051338847,31,0,3,1305,1154,1,2,0,0,1,2,0,0,1,2
1028,22,160,341.0,7.720510189193949,38,0,3,1305,1157,1,2,0,0,1,2,0,0,1,2
1029,22,159,382.0,7.327242059657626,42,1,2,1306,1159,1,2,0,0,1,2,0,0,1,2
1030,22,156,425.0,6.833560897521987,44,1,4,1307,1163,1,2,0,0,1,2,0,0,1,2
1031,22,154,474.0,6.415692628996963,49,0,2,1307,1165,1,2,0,0,1,2,0,0,1,2
1032,22,153,526.0,5.9981502209033675,52,0,1,1307,1166,1,2,0,0,1,2,0,0,1,2
1033,22,160,585.0,5.1417642613652195,70,11,4,1318,1170,1,2,0,0,1,2,0,0,1,2
1034,22,158,648.0,4.895278773650913,63,0,2,1318,1172,1,2,0,0,1,2,0,0,1,2
1035,22,157,712.0,4.622450752114226,65,1,2,1319,1174,1,2,0,0,1,2,0,0,1,2
1036,22,156,782.0,4.542161183456181,70,0,1,1319,1175,1,2,0,0,1,2,0,0,1,2
1037,23,155,857.0,4.4589259277637,76,1,2,1320,1177,0,3,1,1,0,3,1,1,0,3
1038,23,154,939.0,4.392472035672149,82,0,1,1320,1178,0,3,1,1,0,3,1,1,0,3
1039,23,152,1024.0,4.333068832008675,85,0,2,1320,1180,0,3,1,1,0,3,1,1,0,3
1040,23,152,579.0,4.5755089623019165,71,1,1,1321,1181,0,0,1,2,0,0,1,2,0,0
1041,23,152,410.0,4.883725778820006,53,1,1,1322,1182,0,0,1,2,0,0,1,2,0,0
1042,23,151,351.0,5.303085427498511,48,0,1,1322,1183,0,0,1,2,0,0,1,2,0,0
1043,23,150,298.0,5.842865431828149,42,0,1,1322,1184,0,0,1,2,0,0,1,2,0,0
1044,23,149,243.0,6.451614369801318,35,0,1,1322,1185,0,0,1,2,0,0,1,2,0,0
1045,23,158,189.0,6.486982702791157,38,11,2,1333,1187,0,0,1,2,0,0,1,2,0,0
1046,23,156,146.0,7.07615330143344,23,1,3,1334,1190,0,0,1,2,0,0,1,2,0,0
1047,23,156,106.0,7.707319547486945,17,0,0,1334,1190,0,0,1,2,0,0,1,2,0,0
1048,23,156,81.0,8.199510426881846,14,0,0,1334,1190,0,0,1,2,0,0,1,2,0,0
1049,23,156,62.0,8.69000175433489,11,1,1,1335,1191,0,0,1,2,0,0,1,2,0,0
1050,23,156,51.0,9.247992226139045,9,0,0,1335,1191,0,0,1,2,0,0,1,2,0,0
1051,23,157,52.0,9.68396966557884,10,1,0,1336,1191,0,0,1,2,0,0,1,2,0,0
1052,23,157,63.0,10.07323254130744,11,0,0,1336,1191,0,0,1,2,0,0,1,2,0,0
1053,23,158,62.0,10.277043314404548,11,1,0,1337,1191,0,0,1,2,0,0,1,2,0,0
1054,23,158,72.0,10.603387547474826,10,0,0,1337,1191,0,0,1,2,0,0,1,2,0,0
1055,23,158,83.0,10.872440766955899,11,0,0,1337,1191,0,0,1,2,0,0,1,2,0,0
1056,23,159,94.0,10.917588758532574,12,1,0,1338,1191,0,0,1,2,0,0,1,2,0,0
1057,23,168,106.0,10.303295350180486,23,11,2,1349,1193,0,0,1,2,0,0,1,2,0,0
1058,23,167,118.0,10.420207883224172,12,0,1,1349,1194,0,0,1,2,0,0,1,2,0,0
1059,23,167,130.0,10.394407441976766,12,0,0,1349,1194,0,0,1,2,0,0,1,2,0,0
1060,23,167,143.0,10.437962779570103,13,0,0,1349,1194,0,0,1,2,0,0,1,2,0,0
1061,23,168,158.0,10.372548142325243,17,2,1,1351,1195,0,0,1,2,0,0,1,2,0,0
1062,23,168,176.0,10.455758462717245,18,0,0,1351,1195,0,0,1,2,0,0,1,2,0,0
1063,23,168,195.0,10.64034462287651,19,0,0,1351,1195,0,0,1,2,0,0,1,2,0,0
1064,23,168,214.0,10.625189385834945,19,0,0,1351,1195,0,0,1,2,0,0,1,2,0,0
1065,23,168,233.0,10.455325102742435,20,1,1,1352,1196,0,0,1,2,0,0,1,2,0,0
1066,23,161,253.0,9.9350920736949,21,1,8,1353,1204,0,0,1,2,0,0,1,2,0,0
1067,23,160,273.0,9.664244440610986,20,0,1,1353,1205,0,0,1,2,0,0,1,2,0,0
1068,23,155,297.0,9.194070245293121,24,0,5,1353,1210,0,0,1,2,0,0,1,2,0,0
1069,23,163,324.0,8.14005749480014,38,11,3,1364,1213,0,0,1,2,0,0,1,2,0,0
1070,23,159,355.0,7.663376907876658,31,0,4,1364,1217,0,0,1,2,0,0,1,2,0,0
1071,23,159,388.0,7.199659753423614,34,1,1,1365,1218,0,0,1,2,0,0,1,2,0,0
1072,23,156,427.0,6.753366413738598,39,0,3,1365,1221,0,0,1,2,0,0,1,2,0,0
1073,23,156,471.0,6.363636842908543,45,1,1,1366,1222,0,0,1,2,0,0,1,2,0,0
1074,23,156,518.0,6.014660564642985,47,0,0,1366,1222,0,0,1,2,0,0,1,2,0,0
1075,23,154,574.0,5.7435519187757995,56,0,2,1366,1224,0,0,1,2,0,0,1,2,0,0
1076,23,155,634.0,5.276560323838078,61,1,0,1367,1224,0,0,1,2,0,0,1,2,0,0
1077,23,155,701.0,4.810494764745724,68,1,1,1368,1225,0,0,1,2,0,0,1,2,0,0
1078,23,155,773.0,4.44889341387755,72,0,0,1368,1225,0,0,1,2,0,0,1,2,0,0
1079,23,155,847.0,4.195157268307167,75,0,0,1368,1225,0,0,1,2,0,0,1,2,0,0
1080,23,155,928.0,3.923390575584784,81,0,0,1368,1225,0,0,1,2,0,0,1,2,0,0
1081,23,164,1015.0,3.2541155127631822,98,11,2,1379,1227,0,0,1,2,0,0,1,2,0,0
1082,24,163,1108.0,2.9954167473188953,94,1,2,1380,1229,1,1,0,3,1,1,0,3,1,1
