step,J1_phase_group,J2_phase_group,vehicle_count,total_waiting_time,mean_speed,total_queue,J1_phase,J2_phase,J1_side_pressure,J1_main_pressure,J2_side_pressure,J2_main_pressure
0,main_green,main_green,6,0.0,0.0,6,2,2,0.0,0.0,0.0,0.0
1,main_green,main_green,6,0.0,2.0676074777846227,0,2,2,0.0,0.0,0.0,0.0
2,main_green,main_green,6,0.0,4.027247551766535,0,2,2,0.0,0.0,0.0,0.0
3,main_green,main_green,6,0.0,6.103270077872246,0,2,2,0.0,0.0,0.0,0.0
4,main_green,main_green,7,0.0,6.88777881395737,1,2,2,0.0,0.0,0.0,0.0
5,main_green,main_green,7,0.0,8.913612238460754,0,2,2,0.0,0.0,0.0,0.0
6,main_green,main_green,8,0.0,9.636551535489126,1,2,2,0.0,0.0,0.0,0.0
7,main_green,main_green,8,0.0,10.511514808421609,0,2,2,0.0,0.0,0.0,0.0
8,main_green,main_green,9,0.0,9.552003936352213,1,2,2,0.0,0.0,0.0,0.0
9,main_green,main_green,9,0.0,10.420097825318267,0,2,2,0.0,0.0,0.0,0.0
10,main_green,main_green,9,0.0,10.935008466066899,0,2,2,4.0,6.0,4.0,4.0
11,main_green,main_green,10,0.0,10.44606548372107,1,2,2,4.0,6.0,4.0,4.0
12,main_green,main_green,15,0.0,7.3352321609203806,5,2,2,4.0,6.0,4.0,4.0
13,main_green,main_green,15,0.0,8.392284594043259,0,2,2,4.0,6.0,4.0,4.0
14,main_green,main_green,15,0.0,9.258799396045609,0,2,2,4.0,6.0,4.0,4.0
15,main_green,main_green,15,0.0,10.190434310951682,0,2,2,4.0,6.0,4.0,4.0
16,main_green,main_green,17,0.0,9.294609627547548,2,2,2,4.0,6.0,4.0,4.0
17,main_green,main_green,17,0.0,9.38495008756357,0,2,2,4.0,6.0,4.0,4.0
18,main_green,main_green,17,0.0,9.010633723560039,0,2,2,4.0,6.0,4.0,4.0
19,main_green,main_green,17,0.0,8.816416121862426,0,2,2,4.0,6.0,4.0,4.0
20,main_green,main_green,18,3.0,8.386311776761168,4,2,2,8.0,10.0,8.0,8.0
21,main_green,main_green,19,7.0,8.354314156526453,5,2,2,8.0,10.0,8.0,8.0
22,main_green,main_green,19,11.0,8.696582306829663,4,2,2,8.0,10.0,8.0,8.0
23,main_green,main_green,19,15.0,8.8779881719679,4,2,2,8.0,10.0,8.0,8.0
24,main_green,main_green,24,19.0,7.107292037781709,9,2,2,8.0,10.0,8.0,8.0
25,main_green,main_green,24,23.0,7.779871335626274,4,2,2,8.0,10.0,8.0,8.0
26,main_green,main_green,25,27.0,7.929595657355755,5,2,2,8.0,10.0,8.0,8.0
27,main_green,main_green,25,31.0,8.519316300459913,4,2,2,8.0,10.0,8.0,8.0
28,main_green,main_green,26,35.0,8.418137956205245,5,2,2,8.0,10.0,8.0,8.0
29,main_green,main_green,26,39.0,8.915447557208795,4,2,2,8.0,10.0,8.0,8.0
30,main_green,main_green,26,43.0,9.065044411653577,4,2,2,11.0,15.0,11.0,11.0
31,main_green,main_green,27,47.0,8.53125071505094,5,2,2,11.0,15.0,11.0,11.0
32,main_green,main_green,28,52.0,8.119469576599375,6,2,2,11.0,15.0,11.0,11.0
33,main_green,main_green,28,57.0,8.333525011881,5,2,2,11.0,15.0,11.0,11.0
34,main_green,main_green,28,64.0,8.431749891061212,7,2,2,11.0,15.0,11.0,11.0
35,main_green,main_green,28,72.0,8.611385637662519,8,2,2,11.0,15.0,11.0,11.0
36,main_green,main_green,33,80.0,7.407326316407552,13,2,2,11.0,15.0,11.0,11.0
37,main_green,main_green,34,88.0,7.523702648160763,9,2,2,11.0,15.0,11.0,11.0
38,main_green,main_green,34,96.0,7.999273149808182,8,2,2,11.0,15.0,11.0,11.0
39,main_green,main_green,34,104.0,8.33098791428354,8,2,2,11.0,15.0,11.0,11.0
40,main_green,main_green,35,112.0,8.13521824371738,9,2,2,12.0,12.0,14.0,16.0
41,main_green,main_green,35,120.0,8.199789004064376,8,2,2,12.0,12.0,14.0,16.0
42,main_green,main_green,36,128.0,7.768773952287197,9,2,2,12.0,12.0,14.0,16.0
43,main_green,main_green,36,136.0,7.827462122047954,8,2,2,12.0,12.0,14.0,16.0
44,main_green,main_green,37,145.0,7.787474278752947,10,2,2,12.0,12.0,14.0,16.0
45,main_green,main_green,37,156.0,7.915255021389025,11,2,2,12.0,12.0,14.0,16.0
46,main_green,main_green,37,168.0,7.935853070411297,12,2,2,12.0,12.0,14.0,16.0
47,main_green,main_green,38,180.0,7.924348197239989,13,2,2,12.0,12.0,14.0,16.0
48,main_green,main_green,43,192.0,7.037560322470043,17,2,2,12.0,12.0,14.0,16.0
49,main_green,main_green,43,204.0,7.425632894382603,12,2,2,12.0,12.0,14.0,16.0
50,yellow_transition,yellow_transition,43,216.0,7.720073748384482,12,3,3,14.0,12.0,16.0,16.0
51,yellow_transition,yellow_transition,43,228.0,7.83456522608538,12,3,3,14.0,12.0,16.0,16.0
52,yellow_transition,yellow_transition,45,240.0,7.355563689822032,14,3,3,14.0,12.0,16.0,16.0
53,side_green,main_green,45,142.0,7.825660776736676,8,0,2,14.0,12.0,16.0,16.0
54,side_green,main_green,45,129.0,8.095416380479262,6,0,2,14.0,12.0,16.0,16.0
55,side_green,main_green,45,135.0,8.255544912787105,6,0,2,14.0,12.0,16.0,16.0
56,side_green,main_green,46,142.0,8.454017702801796,8,0,2,14.0,12.0,16.0,16.0
57,side_green,main_green,47,150.0,8.712245078595467,9,0,2,14.0,12.0,16.0,16.0
58,side_green,main_green,47,159.0,8.991187566519077,9,0,2,14.0,12.0,16.0,16.0
59,side_green,main_green,47,168.0,9.279572919318687,9,0,2,14.0,12.0,16.0,16.0
60,side_green,main_green,52,177.0,8.56650308187185,14,0,2,14.0,12.0,16.0,16.0
61,side_green,main_green,52,186.0,8.794588667972437,9,0,2,14.0,12.0,16.0,16.0
62,side_green,main_green,53,196.0,8.76904116178536,11,0,2,14.0,12.0,16.0,16.0
63,yellow_transition,yellow_transition,53,206.0,8.9669236962782,10,1,3,-4.0,16.0,15.0,7.0
64,yellow_transition,yellow_transition,54,217.0,8.677567166994793,12,1,3,-4.0,16.0,15.0,7.0
65,yellow_transition,yellow_transition,54,228.0,8.562391158243601,11,1,3,-4.0,16.0,15.0,7.0
66,main_green,side_green,54,65.0,8.83448396303718,5,2,0,-4.0,16.0,15.0,7.0
67,main_green,side_green,55,1.0,8.98910918986005,2,2,0,-4.0,16.0,15.0,7.0
68,main_green,side_green,56,0.0,9.17540183313902,1,2,0,-4.0,16.0,15.0,7.0
69,main_green,side_green,56,0.0,9.562796563619054,0,2,0,-4.0,16.0,15.0,7.0
70,main_green,side_green,56,2.0,9.903614120542043,2,2,0,-4.0,16.0,15.0,7.0
71,main_green,side_green,52,5.0,10.039061038746357,3,2,0,-4.0,16.0,15.0,7.0
72,main_green,side_green,55,8.0,9.318821862923638,8,2,0,-4.0,16.0,15.0,7.0
73,main_green,side_green,54,13.0,9.339939777999335,6,2,0,-4.0,16.0,15.0,7.0
74,main_green,side_green,53,18.0,9.586202734795798,5,2,0,-4.0,16.0,15.0,7.0
75,main_green,side_green,52,24.0,9.804723572661036,6,2,0,-4.0,16.0,15.0,7.0
76,yellow_transition,yellow_transition,53,30.0,9.676449737611158,7,3,1,0.0,6.0,-8.0,16.0
77,yellow_transition,yellow_transition,53,37.0,9.49997711640474,7,3,1,0.0,6.0,-8.0,16.0
78,yellow_transition,yellow_transition,54,44.0,9.02216025291865,8,3,1,0.0,6.0,-8.0,16.0
79,main_green,main_green,53,26.0,9.095413730919377,5,2,2,0.0,6.0,-8.0,16.0
80,main_green,main_green,53,25.0,9.215109985656483,6,2,2,0.0,6.0,-8.0,16.0
81,main_green,main_green,53,31.0,9.581306791489805,6,2,2,0.0,6.0,-8.0,16.0
82,main_green,main_green,53,37.0,9.924243164051008,6,2,2,0.0,6.0,-8.0,16.0
83,main_green,main_green,53,43.0,10.034308824692003,7,2,2,0.0,6.0,-8.0,16.0
84,main_green,main_green,58,49.0,9.382901662776867,11,2,2,0.0,6.0,-8.0,16.0
85,main_green,main_green,56,55.0,9.691917441587961,6,2,2,0.0,6.0,-8.0,16.0
86,main_green,main_green,56,61.0,10.022900267097436,6,2,2,0.0,6.0,-8.0,16.0
87,main_green,main_green,53,67.0,10.092361893222224,6,2,2,0.0,6.0,-8.0,16.0
88,main_green,main_green,54,73.0,9.828715826002501,8,2,2,0.0,6.0,-8.0,16.0
89,main_green,main_green,51,79.0,9.764258501644804,6,2,2,1.0,11.0,-1.0,15.0
90,main_green,main_green,50,85.0,9.74709554854969,6,2,2,1.0,11.0,-1.0,15.0
91,main_green,main_green,50,91.0,9.781180627106444,6,2,2,1.0,11.0,-1.0,15.0
92,main_green,main_green,50,100.0,9.533883939255785,10,2,2,1.0,11.0,-1.0,15.0
93,main_green,main_green,51,110.0,9.271636615481231,11,2,2,1.0,11.0,-1.0,15.0
94,main_green,main_green,51,120.0,9.579633883626533,10,2,2,1.0,11.0,-1.0,15.0
95,main_green,main_green,51,130.0,9.679323049631863,10,2,2,1.0,11.0,-1.0,15.0
96,main_green,main_green,56,140.0,8.954377325450801,15,2,2,1.0,11.0,-1.0,15.0
97,main_green,main_green,54,150.0,9.091102861193871,10,2,2,1.0,11.0,-1.0,15.0
98,main_green,main_green,55,160.0,9.11417312316704,11,2,2,1.0,11.0,-1.0,15.0
99,main_green,main_green,55,170.0,9.41964497366894,10,2,2,11.0,15.0,3.0,7.0
100,main_green,main_green,56,180.0,9.194764780706604,11,2,2,11.0,15.0,3.0,7.0
101,main_green,main_green,56,190.0,9.34733766240098,10,2,2,11.0,15.0,3.0,7.0
102,main_green,main_green,55,200.0,9.295854326436189,10,2,2,11.0,15.0,3.0,7.0
103,main_green,main_green,56,210.0,9.146080953399169,11,2,2,11.0,15.0,3.0,7.0
104,main_green,main_green,56,222.0,8.870559134430296,13,2,2,11.0,15.0,3.0,7.0
105,main_green,main_green,55,236.0,8.990910471558198,14,2,2,11.0,15.0,3.0,7.0
106,main_green,main_green,55,250.0,9.116682787560524,14,2,2,11.0,15.0,3.0,7.0
107,main_green,main_green,54,264.0,9.088409849765254,14,2,2,11.0,15.0,3.0,7.0
108,main_green,main_green,58,278.0,8.269131044794142,19,2,2,11.0,15.0,3.0,7.0
109,main_green,main_green,58,292.0,8.340726510092733,15,2,2,14.0,14.0,8.0,10.0
110,main_green,main_green,58,306.0,8.56772830187337,14,2,2,14.0,14.0,8.0,10.0
111,main_green,main_green,58,320.0,8.571105492837429,14,2,2,14.0,14.0,8.0,10.0
112,main_green,main_green,59,334.0,8.434223687186543,15,2,2,14.0,14.0,8.0,10.0
113,main_green,main_green,59,348.0,8.43218500587295,14,2,2,14.0,14.0,8.0,10.0
114,main_green,main_green,60,362.0,8.323946306844356,15,2,2,14.0,14.0,8.0,10.0
115,main_green,main_green,59,378.0,8.364268654299295,16,2,2,14.0,14.0,8.0,10.0
116,main_green,main_green,59,396.0,8.256156342915643,19,2,2,14.0,14.0,8.0,10.0
117,main_green,main_green,59,414.0,8.385163474327934,18,2,2,14.0,14.0,8.0,10.0
118,main_green,main_green,59,432.0,8.439638338684444,18,2,2,14.0,14.0,8.0,10.0
119,yellow_transition,yellow_transition,59,450.0,8.343586254913888,19,3,3,10.0,8.0,9.0,11.0
120,yellow_transition,yellow_transition,63,468.0,7.448449279982424,23,3,3,10.0,8.0,9.0,11.0
