step,phase_group,vehicle_count,total_waiting_time,mean_speed,total_queue,J1_phase,J2_phase
525,main_green,65,163.0,9.651599144485271,13,2,2
526,main_green,63,175.0,9.612647843671985,12,2,2
527,main_green,63,187.0,9.702465380877166,12,2,2
528,main_green,68,199.0,8.928796780545559,17,2,2
529,main_green,68,211.0,9.070746985219909,12,2,2
530,main_green,69,223.0,9.268652167189318,13,2,2
531,main_green,69,235.0,9.44146006584891,12,2,2
532,main_green,69,247.0,9.206773925033012,13,2,2
533,main_green,69,259.0,9.374930635357853,12,2,2
534,main_green,69,271.0,9.304497207675844,12,2,2
535,main_green,70,284.0,9.071058253056407,14,2,2
536,main_green,71,298.0,9.10625402990491,15,2,2
537,main_yellow,71,313.0,9.190808699150637,15,3,3
538,main_yellow,71,329.0,9.095218910760442,16,3,3
539,main_yellow,71,345.0,9.01109361947881,16,3,3
540,side_green,76,88.0,8.465721447025183,13,0,0
541,side_green,77,1.0,8.633892408022316,2,0,0
542,side_green,77,5.0,8.961699016880658,4,0,0
543,side_green,77,9.0,9.351488209814208,4,0,0
544,side_green,77,15.0,9.629035476458697,7,0,0
545,side_green,77,22.0,9.999568932360104,7,0,0
546,side_green,78,31.0,10.070787484405049,10,0,0
547,side_green,77,40.0,10.276743284826729,9,0,0
548,side_green,77,49.0,9.981539660061717,10,0,0
549,side_green,75,60.0,9.837512954060628,11,0,0
550,side_green,73,73.0,9.639151663713847,13,0,0
551,side_green,72,87.0,9.318092320967018,15,0,0
552,side_green,75,101.0,8.623353553550679,19,0,0
553,side_green,73,116.0,8.542117903270162,15,0,0
554,side_green,71,131.0,8.411160564526874,15,0,0
555,side_green,70,146.0,8.36789273147288,15,0,0
556,side_green,70,164.0,8.025461670471962,20,0,0
557,side_green,69,183.0,7.922745015453178,19,0,0
558,side_green,62,204.0,7.503201842017345,21,0,0
559,side_green,62,225.0,7.41887198716794,21,0,0
560,side_green,56,247.0,6.609069754679746,23,0,0
561,side_green,54,269.0,6.205927283594731,23,0,0
562,side_green,49,293.0,5.643468675564247,24,0,0
563,side_green,47,317.0,5.345764983674003,24,0,0
564,side_green,51,342.0,4.7609366634959605,30,0,0
565,side_green,50,367.0,4.784565224617729,25,0,0
566,side_green,51,392.0,4.906827588850476,26,0,0
567,side_green,51,418.0,5.009202028563547,26,0,0
568,side_green,52,444.0,5.099830918769087,27,0,0
569,side_green,51,470.0,5.097768946000865,26,0,0
570,side_green,51,497.0,5.143044422763055,27,0,0
571,side_green,52,524.0,5.140373869278156,28,0,0
572,side_green,53,552.0,5.023256354749652,29,0,0
573,side_green,52,581.0,4.762432848393191,29,0,0
574,side_green,50,610.0,4.4445503153982875,29,0,0
575,side_green,49,640.0,4.345861492168946,30,0,0
576,side_green,54,670.0,3.8865498126207183,35,0,0
577,side_green,55,701.0,4.017412290169569,32,0,0
578,side_green,55,732.0,4.197891973571328,31,0,0
579,side_green,55,764.0,4.250520170685457,32,0,0
580,side_green,56,796.0,4.369003924771762,33,0,0
581,side_green,56,828.0,4.43317876568998,32,0,0
582,side_yellow,57,860.0,4.324487373004384,33,1,1
583,side_yellow,57,893.0,4.15626551863348,33,1,1
584,side_yellow,58,929.0,4.042177033324333,37,1,1
585,main_green,57,629.0,4.199711902368712,28,2,2
586,main_green,56,369.0,4.595011270799185,21,2,2
587,main_green,57,162.0,5.266395842522433,15,2,2
588,main_green,62,50.0,5.468950168703055,13,2,2
589,main_green,62,22.0,6.481121338523859,4,2,2
590,main_green,61,14.0,7.469965360538306,2,2,2
591,main_green,61,16.0,8.589197825002705,2,2,2
592,main_green,63,18.0,9.115610634341481,4,2,2
593,main_green,63,20.0,9.770409642324573,2,2,2
594,main_green,62,22.0,10.16871679756162,2,2,2
595,main_green,62,25.0,10.356169627548189,3,2,2
596,main_green,63,29.0,10.44710241240211,5,2,2
597,main_green,62,34.0,10.382232143529261,6,2,2
598,main_green,62,39.0,10.662941870506437,5,2,2
599,main_green,62,45.0,10.72295101777549,6,2,2
600,main_green,67,51.0,10.021982653007571,11,2,2
601,main_green,67,57.0,10.213738813913112,6,2,2
602,main_green,68,63.0,10.309339311775954,7,2,2
603,main_green,68,69.0,10.590838535426984,6,2,2
604,main_green,69,75.0,10.487440771183653,7,2,2
605,main_green,69,81.0,10.54241761635105,6,2,2
606,main_green,69,87.0,10.564310196600141,6,2,2
607,main_green,70,94.0,10.46261550291312,8,2,2
608,main_green,71,101.0,10.206907027669443,8,2,2
609,main_green,71,109.0,10.244518426755876,8,2,2
610,main_green,71,118.0,10.420862304490875,9,2,2
611,main_green,70,128.0,10.459426294428066,10,2,2
612,main_green,74,138.0,9.69664662989563,15,2,2
613,main_green,73,148.0,9.587771520335808,11,2,2
614,main_green,73,158.0,9.821360259799109,10,2,2
615,main_green,69,168.0,9.931664192628233,10,2,2
616,main_green,69,178.0,9.788695891785881,11,2,2
617,main_green,66,188.0,9.726726087431794,10,2,2
618,main_green,66,198.0,9.596478044589421,11,2,2
619,main_green,65,209.0,9.622230811657907,11,2,2
620,main_green,66,221.0,9.41414410565332,13,2,2
621,main_green,66,234.0,9.457688903057909,13,2,2
622,main_green,66,247.0,9.563219340099216,13,2,2
623,main_green,67,261.0,9.422243360934624,15,2,2
624,main_green,72,275.0,8.828781120519297,19,2,2
625,main_green,72,289.0,9.058107248150108,14,2,2
626,main_green,72,303.0,9.171026574579674,14,2,2
627,main_yellow,72,317.0,9.340519129252336,14,3,3
628,main_yellow,74,331.0,9.034707197423916,16,3,3
629,main_yellow,74,345.0,9.06507471119799,14,3,3
630,side_green,74,86.0,9.176394100868611,7,0,0
631,side_green,74,2.0,9.490146867134985,1,0,0
632,side_green,75,0.0,9.69417535040063,1,0,0
633,side_green,74,2.0,9.736434192337654,3,0,0
634,side_green,73,4.0,9.988298803760857,2,0,0
635,side_green,71,7.0,10.313894925608263,3,0,0
636,side_green,75,11.0,9.896324857726729,9,0,0
637,side_green,75,17.0,10.160633795305671,6,0,0
638,side_green,75,24.0,10.020596415141977,8,0,0
639,side_green,75,32.0,9.984416245438526,8,0,0
640,side_green,76,41.0,9.964125436146242,10,0,0
641,side_green,73,51.0,9.917243915373454,10,0,0
642,side_green,72,61.0,9.881265907691107,10,0,0
643,side_green,71,74.0,9.566745916131794,14,0,0
644,side_green,69,87.0,9.17598695687388,14,0,0
645,side_green,69,101.0,9.2853337121285,14,0,0
646,side_green,66,117.0,8.846591304130024,16,0,0
647,side_green,64,134.0,8.612136262745182,17,0,0
648,side_green,65,151.0,7.644343012673026,22,0,0
649,side_green,60,170.0,7.069458089182595,20,0,0
650,side_green,55,190.0,6.628370601853886,20,0,0
651,side_green,51,210.0,6.206477469353251,20,0,0
652,side_green,50,232.0,5.873927676094116,23,0,0
653,side_green,48,254.0,5.607485697816434,22,0,0
654,side_green,48,277.0,5.56427640071151,24,0,0
655,side_green,47,300.0,5.686327322841065,23,0,0
656,side_green,48,324.0,5.44990484095812,25,0,0
657,side_green,45,348.0,5.1433593033263225,24,0,0
658,side_green,45,372.0,5.091203597383328,24,0,0
659,side_green,45,397.0,4.836672336596653,26,0,0
660,side_green,50,423.0,4.425211458553394,31,0,0
661,side_green,50,449.0,4.62381604733768,26,0,0
662,side_green,50,475.0,4.687448166187104,26,0,0
663,side_green,50,501.0,4.820906763613827,26,0,0
664,side_green,52,529.0,4.757427063532952,30,0,0
665,side_green,52,557.0,4.941562376764992,28,0,0
666,side_green,52,585.0,5.116491193389475,28,0,0
667,side_green,52,614.0,5.083389771095638,29,0,0
668,side_green,53,643.0,4.987846600953699,30,0,0
669,side_green,51,673.0,4.434352544894832,31,0,0
670,side_green,51,704.0,4.432160353736812,31,0,0
671,side_green,50,735.0,4.253462415328252,31,0,0
672,side_yellow,55,766.0,3.741250228873553,36,1,1
673,side_yellow,55,798.0,3.858377937197468,32,1,1
674,side_yellow,56,830.0,3.915431139710656,33,1,1
675,main_green,56,546.0,4.456062061691468,25,2,2
676,main_green,57,308.0,4.886807978645062,18,2,2
677,main_green,57,137.0,5.616952135721601,11,2,2
678,main_green,57,49.0,6.207934778646106,6,2,2
679,main_green,58,22.0,6.850361320071573,5,2,2
680,main_green,59,7.0,7.497331418916817,4,2,2
681,main_green,56,4.0,8.19644780201064,3,2,2
682,main_green,56,7.0,9.069690686519692,3,2,2
683,main_green,56,11.0,9.812600515322503,4,2,2
684,main_green,61,15.0,9.48149485080871,9,2,2
685,main_green,62,19.0,9.872319376300174,5,2,2
686,main_green,62,23.0,10.449011366492908,4,2,2
687,main_green,62,27.0,10.878276650636469,4,2,2
688,main_green,63,31.0,10.810939994800108,5,2,2
689,main_green,63,35.0,11.100535735248245,4,2,2
690,main_green,64,39.0,10.95086416977373,5,2,2
691,main_green,64,44.0,10.848966126661436,5,2,2
692,main_green,65,50.0,10.614795366136752,7,2,2
693,main_green,65,57.0,10.696937123694568,7,2,2
694,main_green,65,65.0,10.760312875843267,8,2,2
695,main_green,65,73.0,10.752822381844814,9,2,2
696,main_green,70,81.0,9.940297252718137,13,2,2
697,main_green,70,89.0,10.244630641403624,8,2,2
698,main_green,70,97.0,10.383045538126401,8,2,2
699,main_green,70,105.0,10.671841638026654,8,2,2
700,main_green,72,113.0,10.332872926019563,10,2,2
701,main_green,70,121.0,10.246160167228984,8,2,2
702,main_green,70,129.0,10.253995129012857,8,2,2
703,main_green,68,138.0,10.125987885787998,9,2,2
704,main_green,67,149.0,10.021053235693453,12,2,2
705,main_green,66,161.0,9.918199975243423,13,2,2
706,main_green,63,173.0,9.947827935206849,12,2,2
707,main_green,63,185.0,9.980080552680851,12,2,2
708,main_green,68,197.0,9.303899904592308,17,2,2
709,main_green,68,209.0,9.530446591971389,12,2,2
710,main_green,68,221.0,9.493121511892179,13,2,2
711,main_green,68,233.0,9.628786042668914,12,2,2
712,main_green,69,245.0,9.67580741697085,13,2,2
713,main_green,69,257.0,9.686384338966567,12,2,2
714,main_green,69,269.0,9.676163773660216,12,2,2
715,main_green,70,282.0,9.449826114949225,14,2,2
716,main_green,71,296.0,9.339426776397405,15,2,2
717,main_yellow,71,310.0,9.461757493861032,14,3,3
718,main_yellow,71,325.0,9.36956160895454,15,3,3
719,main_yellow,71,342.0,9.381336968307494,17,3,3
720,side_green,76,86.0,8.845466745622659,14,0,0
721,side_green,77,3.0,9.121269215548857,2,0,0
722,side_green,77,5.0,9.49070478453029,2,0,0
723,side_green,76,8.0,9.90194740488115,3,0,0
724,side_green,75,11.0,10.070512422309964,4,0,0
725,side_green,74,16.0,10.27872715827448,5,0,0
726,side_green,72,22.0,10.30729446825762,7,0,0
727,side_green,71,29.0,10.470789726177639,7,0,0
728,side_green,69,38.0,10.233859580175602,10,0,0
729,side_green,68,47.0,10.09947460527434,9,0,0
730,side_green,66,58.0,9.896357642928033,11,0,0
731,side_green,65,69.0,9.722378966301081,12,0,0
732,side_green,70,80.0,9.006290517209438,16,0,0
733,side_green,68,93.0,8.990430365165182,13,0,0
734,side_green,68,106.0,9.016291628526034,13,0,0
735,side_green,65,120.0,8.929265384053997,14,0,0
736,side_green,66,134.0,8.612057626721437,16,0,0
737,side_green,65,149.0,8.471291954884709,15,0,0
738,side_green,61,165.0,8.093456996409117,16,0,0
739,side_green,59,182.0,7.801080460573848,17,0,0
740,side_green,53,200.0,6.922306215473246,19,0,0
741,side_green,51,221.0,6.441828418206284,22,0,0
742,side_green,46,242.0,5.7195199526579765,21,0,0
743,side_green,45,264.0,5.580205886497647,22,0,0
744,side_green,49,286.0,4.852472251452216,27,0,0
745,side_green,48,309.0,4.834322722760823,23,0,0
746,side_green,49,333.0,4.924402603804965,25,0,0
747,side_green,48,357.0,4.94301955960904,24,0,0
748,side_green,49,382.0,5.071991703730283,26,0,0
749,side_green,49,407.0,5.15039284346436,25,0,0
750,side_green,49,432.0,5.266704920440138,25,0,0
751,side_green,50,457.0,5.311892348108195,26,0,0
752,side_green,51,482.0,5.3420976621810405,26,0,0
753,side_green,49,508.0,5.1409712368152105,26,0,0
754,side_green,48,535.0,4.998958363481099,27,0,0
755,side_green,48,562.0,4.924517147005202,27,0,0
756,side_green,53,589.0,4.349908473998978,32,0,0
757,side_green,54,617.0,4.394538924364839,29,0,0
758,side_green,53,646.0,4.438845481874308,29,0,0
759,side_green,53,675.0,4.45793008602134,29,0,0
760,side_green,54,706.0,4.441421467436315,32,0,0
761,side_green,54,738.0,4.704374864998874,32,0,0
762,side_yellow,55,770.0,4.748486917581236,33,1,1
763,side_yellow,55,802.0,4.73470294319241,32,1,1
764,side_yellow,56,834.0,4.635689397238797,33,1,1
765,main_green,54,536.0,4.578978563089486,25,2,2
766,main_green,54,293.0,5.086234822325472,17,2,2
767,main_green,54,128.0,5.525938463406726,12,2,2
768,main_green,58,47.0,5.61129337038016,12,2,2
769,main_green,58,18.0,6.586078984154007,3,2,2
770,main_green,58,6.0,7.699208247307443,1,2,2
771,main_green,58,7.0,8.917658069417083,1,2,2
772,main_green,60,8.0,9.398457483839298,3,2,2
773,main_green,60,9.0,10.055470781184995,1,2,2
774,main_green,60,10.0,10.474423830466717,1,2,2
775,main_green,60,12.0,10.728575825394852,2,2,2
776,main_green,61,15.0,10.907271456977048,4,2,2
777,main_green,61,20.0,10.874914298397364,6,2,2
778,main_green,60,25.0,11.095007747533739,5,2,2
779,main_green,59,30.0,11.21332191807217,5,2,2
780,main_green,64,35.0,10.357243386634977,10,2,2
781,main_green,64,40.0,10.508470944134977,5,2,2
782,main_green,65,45.0,10.512494186696726,6,2,2
783,main_green,65,50.0,10.788803041869539,5,2,2
784,main_green,66,55.0,10.812378610681916,6,2,2
785,main_green,66,60.0,10.853330571242822,5,2,2
786,main_green,66,65.0,10.835041534670749,5,2,2
787,main_green,67,70.0,10.53769025411572,6,2,2
788,main_green,68,76.0,10.536582886704853,7,2,2
789,main_green,68,83.0,10.631979552969613,7,2,2
790,main_green,68,92.0,10.647771487632804,9,2,2
791,main_green,66,101.0,10.626360177225465,9,2,2
792,main_green,70,110.0,9.917040084821355,14,2,2
793,main_green,68,119.0,9.818639078091282,10,2,2
794,main_green,67,128.0,10.046969793636697,9,2,2
795,main_green,65,137.0,10.105267658405102,9,2,2
796,main_green,65,146.0,9.861773909903818,10,2,2
797,main_green,65,155.0,9.889738384207796,9,2,2
798,main_green,65,164.0,9.66058449781816,10,2,2
799,main_green,64,174.0,9.63754196124319,10,2,2
800,main_green,65,187.0,9.526528400543285,14,2,2
801,main_green,65,200.0,9.667124143219894,13,2,2
802,main_green,65,213.0,9.91303629427988,13,2,2
803,main_green,66,226.0,9.850608803910285,14,2,2
804,main_green,71,239.0,9.187435926914178,18,2,2
805,main_green,71,252.0,9.34046451790491,13,2,2
806,main_green,71,265.0,9.531950003008246,13,2,2
807,main_yellow,71,278.0,9.58484913510312,13,3,3
808,main_yellow,73,291.0,9.283927496863763,15,3,3
809,main_yellow,73,305.0,9.178076719706903,14,3,3
810,side_green,73,69.0,9.383918467965504,6,0,0
811,side_green,73,3.0,9.628151216160047,1,0,0
812,side_green,74,6.0,9.729830927208745,4,0,0
813,side_green,74,9.0,9.898198550132355,4,0,0
814,side_green,71,12.0,10.188239584789196,3,0,0
815,side_green,71,16.0,10.549653930082798,4,0,0
816,side_green,75,21.0,10.092056358237144,10,0,0
817,side_green,74,26.0,10.262906182413621,5,0,0
818,side_green,73,32.0,10.186389765496694,7,0,0
819,side_green,72,39.0,10.106042432458642,7,0,0
820,side_green,71,47.0,9.993670859632358,9,0,0
821,side_green,68,55.0,9.952696239513003,8,0,0
822,side_green,68,65.0,10.013444155165708,10,0,0
823,side_green,67,75.0,9.777265302572648,11,0,0
824,side_green,67,87.0,9.573312559034463,13,0,0
825,side_green,66,100.0,9.377538538774305,13,0,0
826,side_green,65,113.0,9.274243795414602,13,0,0
827,side_green,63,127.0,9.071093910667269,14,0,0
828,side_green,63,141.0,7.818049214374832,19,0,0
829,side_green,60,156.0,7.268969954549345,16,0,0
830,side_green,52,172.0,6.460103567883446,16,0,0
831,side_green,50,192.0,6.303585288031795,20,0,0
832,side_green,46,213.0,5.606617603604297,22,0,0
833,side_green,46,234.0,5.726507795589302,21,0,0
834,side_green,46,256.0,5.60647314329496,23,0,0
835,side_green,46,279.0,5.771123988573542,23,0,0
836,side_green,47,302.0,5.570923638892652,24,0,0
837,side_green,46,325.0,5.485601844839822,23,0,0
838,side_green,46,349.0,5.4732025441975765,24,0,0
839,side_green,46,373.0,5.1762572899417485,25,0,0
840,side_green,50,397.0,4.529575849739161,29,0,0
841,side_green,49,422.0,4.488160611277324,25,0,0
842,side_green,49,447.0,4.699002634506339,25,0,0
843,side_green,49,473.0,4.78503613253196,26,0,0
844,side_green,51,499.0,4.700854491717397,28,0,0
845,side_green,51,525.0,4.9646894707304225,26,0,0
846,side_green,51,553.0,5.176163688455892,28,0,0
847,side_green,51,581.0,5.134642551615357,28,0,0
848,side_green,52,609.0,5.039630277268865,29,0,0
849,side_green,51,637.0,4.6380677038742775,29,0,0
850,side_green,49,667.0,4.3653146236729485,30,0,0
851,side_green,49,697.0,4.5055659756780315,30,0,0
852,side_yellow,54,727.0,4.029250506409012,35,1,1
853,side_yellow,54,757.0,4.152807300320233,30,1,1
854,side_yellow,55,788.0,4.227752676515068,32,1,1
855,main_green,55,498.0,4.542813058352731,24,2,2
856,main_green,56,266.0,4.8982061158702015,17,2,2
857,main_green,56,105.0,5.286886259250985,9,2,2
858,main_green,56,48.0,6.026158678951617,6,2,2
859,main_green,57,21.0,6.5987344334806695,4,2,2
860,main_green,58,9.0,7.361235309978363,5,2,2
861,main_green,57,7.0,8.289792915925272,4,2,2
862,main_green,55,11.0,8.905108147501442,4,2,2
863,main_green,55,15.0,9.693221530017018,4,2,2
864,main_green,60,19.0,9.568224707676272,9,2,2
865,main_green,61,23.0,9.926890616245677,5,2,2
866,main_green,61,27.0,10.443319048538283,4,2,2
867,main_green,60,31.0,10.892419785903273,4,2,2
868,main_green,61,35.0,10.899157640293794,5,2,2
869,main_green,61,39.0,11.082588224805805,4,2,2
870,main_green,62,43.0,10.966163333024955,5,2,2
871,main_green,62,47.0,10.823519367573278,4,2,2
872,main_green,63,53.0,10.727206021123358,7,2,2
873,main_green,63,61.0,10.765291801288694,8,2,2
874,main_green,63,69.0,10.858906001657957,8,2,2
875,main_green,64,77.0,10.761587128917384,9,2,2
876,main_green,69,85.0,10.083604711240001,13,2,2
877,main_green,69,93.0,10.286827172056224,8,2,2
878,main_green,69,101.0,10.457827692721187,8,2,2
879,main_green,69,109.0,10.626126459003213,8,2,2
880,main_green,71,117.0,10.2910856387479,10,2,2
881,main_green,69,125.0,10.275501906578818,8,2,2
882,main_green,68,133.0,10.144682567063999,8,2,2
883,main_green,66,142.0,10.198056599291192,9,2,2
884,main_green,65,153.0,9.909071688283456,12,2,2
885,main_green,65,165.0,9.863574190432928,13,2,2
886,main_green,63,177.0,9.878901356581425,12,2,2
887,main_green,62,189.0,9.909016993504695,12,2,2
888,main_green,67,201.0,9.37496237627026,17,2,2
889,main_green,67,213.0,9.461252702249125,12,2,2
890,main_green,68,225.0,9.472367330429169,13,2,2
891,main_green,68,237.0,9.699719642142142,12,2,2
892,main_green,69,249.0,9.623619904789372,13,2,2
893,main_green,69,261.0,9.699803407645422,12,2,2
894,main_green,69,273.0,9.756893849579626,12,2,2
895,main_green,70,285.0,9.575482680609692,13,2,2
896,main_green,71,298.0,9.397653455812277,14,2,2
897,main_yellow,71,313.0,9.523627634557856,15,3,3
898,main_yellow,71,329.0,9.562430744107784,16,3,3
899,main_yellow,71,345.0,9.598460427990222,16,3,3
900,side_green,76,84.0,9.12537956646282,13,0,0
901,side_green,77,0.0,9.296589029567526,1,0,0
902,side_green,77,2.0,9.642998105365724,2,0,0
903,side_green,77,4.0,9.980434835661278,2,0,0
904,side_green,76,7.0,10.065294582749642,4,0,0
905,side_green,74,11.0,10.318378735579524,4,0,0
906,side_green,72,18.0,10.480649232403458,8,0,0
907,side_green,72,25.0,10.733761177435984,7,0,0
908,side_green,69,32.0,10.420288393594621,8,0,0
909,side_green,69,41.0,10.438432002654237,9,0,0
910,side_green,66,51.0,10.249211592718229,10,0,0
911,side_green,65,61.0,9.785452691566041,11,0,0
912,side_green,69,72.0,8.943141508082459,16,0,0
913,side_green,67,83.0,9.054672150886164,11,0,0
914,side_green,67,95.0,9.019209291697326,12,0,0
915,side_green,67,109.0,8.939533096730448,14,0,0
916,side_green,67,124.0,8.428754117872764,17,0,0
917,side_green,66,139.0,8.279501484439308,15,0,0
918,side_green,60,156.0,7.727040435745755,17,0,0
919,side_green,57,176.0,7.46469379948191,20,0,0
920,side_green,54,197.0,6.890330551970579,22,0,0
921,side_green,52,218.0,6.472891503659706,22,0,0
922,side_green,46,239.0,5.809322418675972,21,0,0
923,side_green,44,261.0,5.675499954580798,22,0,0
924,side_green,47,284.0,4.669755725664144,28,0,0
925,side_green,47,307.0,4.882946968331414,23,0,0
926,side_green,48,330.0,4.88084416885395,24,0,0
927,side_green,48,354.0,5.145565658123229,24,0,0
928,side_green,49,378.0,5.147203407005345,25,0,0
929,side_green,49,403.0,5.2772316946303715,25,0,0
930,side_green,49,428.0,5.413773606202144,25,0,0
931,side_green,50,453.0,5.247700066114576,26,0,0
932,side_green,51,480.0,5.162546558857461,28,0,0
933,side_green,51,507.0,5.287185705153408,27,0,0
934,side_green,49,534.0,5.002846437881782,27,0,0
935,side_green,47,562.0,4.754585094524372,28,0,0
936,side_green,52,590.0,4.338102280174355,33,0,0
937,side_green,53,618.0,4.448888803150366,29,0,0
938,side_green,53,646.0,4.4758674946082735,28,0,0
939,side_green,53,675.0,4.470607935035035,29,0,0
940,side_green,54,705.0,4.468469417853003,31,0,0
941,side_green,54,735.0,4.590637177994595,30,0,0
942,side_yellow,55,766.0,4.436279300176863,32,1,1
943,side_yellow,55,797.0,4.429708994977103,31,1,1
944,side_yellow,56,830.0,4.255661428914683,34,1,1
945,main_green,53,543.0,3.9841155110878126,25,2,2
946,main_green,52,296.0,4.3983002970719,19,2,2
947,main_green,53,129.0,5.048996476651631,13,2,2
948,main_green,58,52.0,5.36393053145235,13,2,2
949,main_green,58,24.0,6.400070157071835,4,2,2
950,main_green,58,13.0,7.519673311965293,3,2,2
951,main_green,58,14.0,8.472022958740068,2,2,2
952,main_green,60,16.0,9.059286145843787,4,2,2
953,main_green,60,18.0,9.610657154667473,2,2,2
954,main_green,60,20.0,9.910960584915944,2,2,2
955,main_green,60,24.0,10.11901273737333,4,2,2
956,main_green,61,29.0,10.252631785367697,6,2,2
957,main_green,60,34.0,10.332119161996165,6,2,2
958,main_green,60,40.0,10.564656006079925,6,2,2
959,main_green,60,46.0,10.710315289306282,6,2,2
960,main_green,65,52.0,9.981439424869478,11,2,2
961,main_green,65,58.0,10.171662041731885,6,2,2
962,main_green,66,64.0,10.289936084434721,7,2,2
963,main_green,66,70.0,10.472401513343675,6,2,2
964,main_green,67,76.0,10.445793371456238,7,2,2
965,main_green,67,82.0,10.407552517162957,6,2,2
966,main_green,67,88.0,10.38446931379663,6,2,2
967,main_green,68,95.0,10.225379554467564,8,2,2
968,main_green,69,104.0,10.147603187955122,10,2,2
969,main_green,69,113.0,10.189599655793529,9,2,2
970,main_green,69,122.0,10.308497148715407,9,2,2
971,main_green,68,132.0,10.292162792289147,10,2,2
972,main_green,73,142.0,9.605320060575169,15,2,2
973,main_green,72,152.0,9.567577326815762,11,2,2
974,main_green,70,162.0,9.708930921034323,10,2,2
975,main_green,68,172.0,9.690940144772009,10,2,2
976,main_green,67,182.0,9.500523752927265,11,2,2
977,main_green,65,192.0,9.457615037727933,10,2,2
978,main_green,66,202.0,9.288723992054548,11,2,2
979,main_green,65,214.0,9.279186854886664,12,2,2
980,main_green,66,228.0,9.246758593055512,15,2,2
981,main_green,66,242.0,9.372584175690703,14,2,2
982,main_green,66,256.0,9.483279938653283,14,2,2
983,main_green,67,270.0,9.55200137010877,15,2,2
984,main_green,72,284.0,8.97263971958747,19,2,2
985,main_green,72,298.0,9.13121652065239,14,2,2
986,main_green,72,312.0,9.371248476101593,14,2,2
987,main_yellow,72,326.0,9.432045750354574,14,3,3
988,main_yellow,74,340.0,8.948825623007574,16,3,3
989,main_yellow,74,354.0,8.783089469721258,14,3,3
990,side_green,74,93.0,8.658492160278666,6,0,0
991,side_green,74,2.0,9.011099826711007,2,0,0
992,side_green,75,4.0,9.362618889780258,5,0,0
993,side_green,75,9.0,9.534800232817124,6,0,0
994,side_green,74,14.0,9.824589304829258,5,0,0
995,side_green,72,19.0,10.019449240069886,5,0,0
996,side_green,77,25.0,9.650148898435042,11,0,0
997,side_green,76,32.0,9.709163567841115,7,0,0
998,side_green,76,41.0,9.714857935088784,10,0,0
999,side_green,75,52.0,9.682181315311965,11,0,0
1000,side_green,75,64.0,9.625723259825463,13,0,0
1001,side_green,73,77.0,9.546829093097566,13,0,0
1002,side_green,70,90.0,9.367349293059572,13,0,0
1003,side_green,71,103.0,9.228743170902442,14,0,0
1004,side_green,69,118.0,8.744902159868989,16,0,0
1005,side_green,68,134.0,8.637665927279283,16,0,0
1006,side_green,68,152.0,8.552576687054037,18,0,0
1007,side_green,66,170.0,8.401559658739085,18,0,0
1008,side_green,68,188.0,7.49497231676596,23,0,0
1009,side_green,66,207.0,7.2831987717776006,20,0,0
1010,side_green,59,227.0,6.840359832715487,20,0,0
1011,side_green,55,249.0,6.616478441315042,22,0,0
1012,side_green,53,271.0,6.359846938094329,23,0,0
1013,side_green,50,293.0,6.037672912194638,22,0,0
1014,side_green,49,315.0,5.939790424128994,23,0,0
1015,side_green,47,337.0,5.746609313291642,22,0,0
1016,side_green,48,361.0,5.545347633158961,25,0,0
1017,side_green,47,385.0,5.37916233755859,24,0,0
1018,side_green,46,409.0,5.148102229255655,24,0,0
1019,side_green,45,434.0,4.657084095012038,26,0,0
1020,side_green,50,459.0,4.1770038479290506,30,0,0
1021,side_green,50,484.0,4.2919077455287535,25,0,0
1022,side_green,50,510.0,4.4100867335652145,26,0,0
1023,side_green,50,538.0,4.6033847559876335,28,0,0
1024,side_green,52,566.0,4.539901699143189,30,0,0
1025,side_green,52,595.0,4.7954062247696445,29,0,0
1026,side_green,52,624.0,5.088457272794784,29,0,0
1027,side_green,52,653.0,5.196682077733366,29,0,0
1028,side_green,53,682.0,5.1435973504513335,30,0,0
1029,side_green,52,711.0,4.632666985473961,30,0,0
1030,side_green,51,740.0,4.510896130035963,29,0,0
1031,side_green,51,769.0,4.399287529067328,29,0,0
1032,side_yellow,56,799.0,3.926380111511841,35,1,1
1033,side_yellow,56,831.0,3.9970924274379533,32,1,1
1034,side_yellow,57,863.0,4.1244550678846155,33,1,1
1035,main_green,57,562.0,4.587178663156523,25,2,2
1036,main_green,58,308.0,4.953137513515452,18,2,2
1037,main_green,58,148.0,5.537566668088012,12,2,2
1038,main_green,57,55.0,6.066856713397522,7,2,2
1039,main_green,58,19.0,6.723837428413248,5,2,2
1040,main_green,59,5.0,7.411021234626194,3,2,2
1041,main_green,57,3.0,8.268939975953536,2,2,2
1042,main_green,57,7.0,9.0273712488134,4,2,2
1043,main_green,56,11.0,9.566744494832989,4,2,2
1044,main_green,61,15.0,9.36614146546382,9,2,2
1045,main_green,62,19.0,9.8168662945368,5,2,2
1046,main_green,62,23.0,10.266254766076644,4,2,2
1047,main_green,62,27.0,10.599117424707629,4,2,2
1048,main_green,63,31.0,10.663377562270236,5,2,2
1049,main_green,63,35.0,10.630180965931753,4,2,2
1050,main_green,64,39.0,10.483601271653434,5,2,2
1051,main_green,63,43.0,10.471293286201789,4,2,2
1052,main_green,64,51.0,10.344716272347219,9,2,2
1053,main_green,64,59.0,10.267614095029925,8,2,2
1054,main_green,64,67.0,10.416726478827183,8,2,2
