step,phase,phase_group,vehicle_count,total_waiting_time,mean_speed,total_queue,J1_phase,J2_phase,J3_phase,E1_queue_J1_J2,neg_E1_queue_J2_J1,E2_queue_J2_J3,neg_E2_queue_J3_J2,departed_cumulative,arrived_cumulative
2839,2,main_green,91,447.0,5.181,19,2,2,2,0,5,8,0,2684,2593
2840,2,main_green,92,298.0,5.845,14,2,2,2,0,3,6,0,2685,2593
2841,2,main_green,93,166.0,6.818,12,2,2,2,0,1,4,0,2686,2593
2842,2,main_green,89,73.0,7.548,7,2,2,2,0,0,2,0,2686,2597
2843,2,main_green,87,17.0,8.372,6,2,2,2,0,0,0,0,2686,2599
2844,2,main_green,87,23.0,9.258,6,2,2,2,0,0,0,0,2686,2599
2845,2,main_green,94,29.0,9.193,13,2,2,2,0,0,0,0,2693,2599
2846,2,main_green,95,35.0,9.735,7,2,2,2,0,0,0,0,2694,2599
2847,2,main_green,95,41.0,10.31,6,2,2,2,0,0,0,0,2694,2599
2848,2,main_green,95,47.0,10.754,6,2,2,2,0,0,0,0,2694,2599
2849,2,main_green,96,53.0,10.891,7,2,2,2,0,0,0,0,2695,2599
2850,2,main_green,96,59.0,10.942,6,2,2,2,0,0,0,0,2695,2599
2851,2,main_green,97,65.0,10.911,7,2,2,2,0,0,0,0,2696,2599
2852,2,main_green,97,72.0,10.792,7,2,2,2,0,0,0,0,2696,2599
2853,2,main_green,98,80.0,10.639,9,2,2,2,0,0,0,0,2697,2599
2854,2,main_green,98,91.0,10.779,11,2,2,2,0,0,0,0,2697,2599
2855,2,main_green,98,102.0,10.78,11,2,2,2,0,0,0,0,2697,2599
2856,2,main_green,99,114.0,10.661,13,2,2,2,0,0,0,0,2698,2599
2857,2,main_green,106,126.0,10.075,19,2,2,2,0,0,0,0,2705,2599
2858,2,main_green,106,138.0,10.282,12,2,2,2,0,0,0,0,2705,2599
2859,2,main_green,106,150.0,10.442,12,2,2,2,0,0,0,0,2705,2599
2860,2,main_green,106,162.0,10.565,12,2,2,2,0,0,0,0,2705,2599
2861,2,main_green,107,174.0,10.4,14,2,2,2,0,0,0,0,2707,2600
2862,2,main_green,105,186.0,10.3,12,2,2,2,0,0,0,0,2707,2602
2863,2,main_green,104,198.0,10.235,12,2,2,2,0,0,0,0,2707,2603
2864,2,main_green,101,212.0,10.073,14,2,2,2,0,0,0,0,2707,2606
2865,2,main_green,101,227.0,9.959,16,2,2,2,0,0,0,0,2708,2607
2866,2,main_green,101,243.0,9.893,17,2,2,2,0,0,0,0,2709,2608
2867,2,main_green,99,260.0,9.927,17,2,2,2,0,0,0,0,2709,2610
2868,2,main_green,97,278.0,9.973,18,2,2,2,0,0,0,0,2709,2612
2869,2,main_green,102,296.0,9.28,25,2,2,2,0,0,0,0,2716,2614
2870,2,main_green,101,314.0,9.378,18,2,2,2,0,0,0,0,2716,2615
2871,2,main_green,102,332.0,9.43,19,2,2,2,0,0,0,0,2717,2615
2872,2,main_green,100,350.0,9.472,18,2,2,2,0,0,0,0,2717,2617
2873,2,main_green,99,368.0,9.455,19,2,2,2,0,0,0,0,2718,2619
2874,2,main_green,97,386.0,9.51,18,2,2,2,0,0,0,0,2718,2621
2875,2,main_green,95,404.0,9.414,18,2,2,2,0,0,0,0,2718,2623
2876,2,main_green,94,423.0,9.193,20,2,2,2,0,0,0,0,2719,2625
2877,2,main_green,92,443.0,8.972,21,2,2,2,0,0,0,0,2720,2628
2878,3,main_yellow,92,464.0,9.009,21,3,3,3,0,0,0,0,2720,2628
2879,3,main_yellow,92,486.0,9.026,22,3,3,3,0,0,0,0,2720,2628
2880,3,main_yellow,92,510.0,8.964,24,3,3,3,0,0,0,0,2720,2628
2881,0,side_green,99,120.0,8.455,19,0,0,0,0,0,0,0,2727,2628
2882,0,side_green,100,1.0,8.81,2,0,0,0,1,0,0,0,2728,2628
2883,0,side_green,100,3.0,9.259,2,0,0,0,1,0,0,0,2728,2628
2884,0,side_green,99,5.0,9.579,2,0,0,0,1,0,0,0,2728,2629
2885,0,side_green,99,8.0,9.633,4,0,0,0,1,0,0,0,2729,2630
2886,0,side_green,99,14.0,9.889,6,0,0,0,1,0,1,1,2729,2630
2887,0,side_green,100,22.0,9.928,9,0,0,0,1,1,2,1,2730,2630
2888,0,side_green,98,30.0,9.892,8,0,0,0,1,1,2,1,2730,2632
2889,0,side_green,96,41.0,9.508,12,0,0,0,2,1,3,1,2731,2635
2890,0,side_green,96,54.0,9.036,13,0,0,0,2,2,4,1,2731,2635
2891,0,side_green,93,71.0,8.474,17,0,0,0,2,4,4,2,2731,2638
2892,0,side_green,94,90.0,7.884,20,0,0,0,2,5,4,3,2732,2638
2893,0,side_green,101,111.0,7.002,28,0,0,0,2,5,6,3,2739,2638
2894,0,side_green,100,139.0,6.755,28,0,0,0,4,7,7,3,2739,2639
2895,0,side_green,100,170.0,6.667,31,0,0,0,4,9,8,3,2739,2639
2896,0,side_green,100,203.0,6.685,33,0,0,0,5,10,8,3,2739,2639
2897,0,side_green,102,238.0,6.514,37,0,0,0,5,11,9,3,2741,2639
2898,0,side_green,102,276.0,6.51,38,0,0,0,5,11,10,4,2741,2639
2899,0,side_green,98,317.0,6.156,41,0,0,0,5,12,12,4,2741,2643
2900,0,side_green,92,360.0,5.589,43,0,0,0,6,12,13,4,2741,2649
2901,0,side_green,88,405.0,5.134,46,0,0,0,6,12,14,4,2742,2654
2902,0,side_green,86,453.0,4.837,49,0,0,0,6,12,15,4,2743,2657
2903,0,side_green,80,502.0,4.265,49,0,0,0,6,12,15,5,2743,2663
2904,0,side_green,77,551.0,3.933,49,0,0,0,6,12,15,5,2743,2666
2905,0,side_green,81,601.0,3.284,57,0,0,0,6,12,15,5,2750,2669
2906,0,side_green,81,651.0,3.383,50,0,0,0,6,12,15,5,2750,2669
2907,0,side_green,82,702.0,3.471,52,0,0,0,6,12,16,5,2751,2669
2908,0,side_green,82,754.0,3.691,52,0,0,0,6,12,16,5,2751,2669
2909,0,side_green,83,807.0,3.826,54,0,0,0,6,12,16,5,2752,2669
2910,0,side_green,83,860.0,3.923,53,0,0,0,6,12,16,5,2752,2669
2911,0,side_green,83,913.0,4.048,53,0,0,0,6,12,16,5,2752,2669
2912,0,side_green,84,966.0,3.993,54,0,0,0,6,12,16,5,2753,2669
2913,0,side_green,85,1021.0,4.062,56,0,0,0,6,12,16,5,2754,2669
2914,0,side_green,81,1076.0,3.63,55,0,0,0,6,12,16,5,2754,2673
2915,0,side_green,80,1131.0,3.556,55,0,0,0,6,12,16,5,2754,2674
2916,0,side_green,80,1187.0,3.481,56,0,0,0,6,12,16,5,2754,2674
2917,0,side_green,87,1243.0,3.133,63,0,0,0,6,12,16,5,2761,2674
2918,0,side_green,88,1299.0,3.271,57,0,0,0,6,12,16,5,2762,2674
2919,0,side_green,88,1356.0,3.381,57,0,0,0,6,12,16,5,2762,2674
2920,0,side_green,88,1414.0,3.478,58,0,0,0,6,12,16,5,2762,2674
2921,0,side_green,89,1472.0,3.579,59,0,0,0,6,12,16,5,2763,2674
2922,0,side_green,89,1530.0,3.724,58,0,0,0,6,12,16,5,2763,2674
2923,1,side_yellow,90,1590.0,3.778,61,1,1,1,6,12,16,5,2764,2674
2924,1,side_yellow,90,1650.0,3.738,60,1,1,1,6,12,16,5,2764,2674
2925,1,side_yellow,90,1710.0,3.54,61,1,1,1,6,12,16,5,2765,2675
2926,2,main_green,88,1287.0,3.614,48,2,2,2,4,10,14,3,2765,2677
2927,2,main_green,86,917.0,3.91,38,2,2,2,2,8,12,1,2765,2679
2928,2,main_green,86,622.0,4.35,29,2,2,2,0,6,10,0,2766,2680
2929,2,main_green,93,434.0,4.722,27,2,2,2,0,4,8,0,2773,2680
2930,2,main_green,93,276.0,5.675,13,2,2,2,0,2,6,0,2773,2680
2931,2,main_green,93,133.0,6.751,7,2,2,2,0,0,4,0,2773,2680
2932,2,main_green,93,69.0,7.813,4,2,2,2,0,0,2,0,2773,2680
2933,2,main_green,95,13.0,8.537,4,2,2,2,0,0,0,0,2775,2680
2934,2,main_green,94,15.0,9.202,2,2,2,2,0,0,0,0,2775,2681
2935,2,main_green,94,17.0,9.698,2,2,2,2,0,0,0,0,2775,2681
2936,2,main_green,94,20.0,10.157,3,2,2,2,0,0,0,0,2775,2681
2937,2,main_green,95,27.0,10.444,8,2,2,2,0,0,0,0,2776,2681
2938,2,main_green,94,34.0,10.515,8,2,2,2,0,0,0,0,2777,2683
2939,2,main_green,92,42.0,10.809,8,2,2,2,0,0,0,0,2777,2685
2940,2,main_green,92,50.0,11.01,8,2,2,2,0,0,0,0,2777,2685
2941,2,main_green,99,58.0,10.292,15,2,2,2,0,0,0,0,2784,2685
2942,2,main_green,99,66.0,10.474,8,2,2,2,0,0,0,0,2784,2685
2943,2,main_green,100,74.0,10.539,9,2,2,2,0,0,0,0,2785,2685
2944,2,main_green,100,82.0,10.667,8,2,2,2,0,0,0,0,2785,2685
2945,2,main_green,101,90.0,10.718,9,2,2,2,0,0,0,0,2786,2685
2946,2,main_green,101,98.0,10.544,8,2,2,2,0,0,0,0,2786,2685
2947,2,main_green,101,106.0,10.431,8,2,2,2,0,0,0,0,2786,2685
2948,2,main_green,102,114.0,10.358,9,2,2,2,0,0,0,0,2787,2685
2949,2,main_green,103,126.0,10.351,13,2,2,2,0,0,0,0,2788,2685
2950,2,main_green,103,140.0,10.43,14,2,2,2,0,0,0,0,2788,2685
2951,2,main_green,103,154.0,10.394,14,2,2,2,0,0,0,0,2788,2685
2952,2,main_green,100,168.0,10.387,14,2,2,2,0,0,0,0,2788,2688
2953,2,main_green,106,182.0,9.785,21,2,2,2,0,0,0,0,2795,2689
2954,2,main_green,105,196.0,9.819,15,2,2,2,0,0,0,0,2796,2691
2955,2,main_green,103,210.0,9.919,14,2,2,2,0,0,0,0,2796,2693
2956,2,main_green,101,224.0,9.993,14,2,2,2,0,0,0,0,2796,2695
2957,2,main_green,100,238.0,9.874,15,2,2,2,0,0,0,0,2797,2697
2958,2,main_green,99,252.0,9.857,14,2,2,2,0,0,0,0,2797,2698
2959,2,main_green,98,266.0,9.634,15,2,2,2,0,0,0,0,2798,2700
2960,2,main_green,96,282.0,9.569,16,2,2,2,0,0,0,0,2798,2702
2961,2,main_green,94,298.0,9.406,17,2,2,2,0,0,0,0,2799,2705
2962,2,main_green,92,317.0,9.342,19,2,2,2,0,0,0,0,2799,2707
2963,2,main_green,91,337.0,9.432,20,2,2,2,0,0,0,0,2799,2708
2964,2,main_green,91,357.0,9.302,21,2,2,2,0,0,0,0,2800,2709
2965,2,main_green,98,377.0,8.844,27,2,2,2,0,0,0,0,2807,2709
2966,2,main_green,96,397.0,8.86,20,2,2,2,0,0,0,0,2807,2711
2967,2,main_green,95,417.0,8.942,20,2,2,2,0,0,0,0,2807,2712
2968,3,main_yellow,94,437.0,9.029,20,3,3,3,0,0,0,0,2807,2713
2969,3,main_yellow,96,457.0,8.747,22,3,3,3,0,0,0,0,2809,2713
2970,3,main_yellow,96,478.0,8.548,21,3,3,3,1,0,0,0,2809,2713
2971,0,side_green,96,111.0,8.578,9,0,0,0,1,0,0,0,2809,2713
2972,0,side_green,96,5.0,8.821,3,0,0,0,2,0,0,0,2809,2713
2973,0,side_green,97,9.0,8.99,6,0,0,0,3,0,0,1,2810,2713
2974,0,side_green,97,14.0,9.174,6,0,0,0,3,0,0,1,2811,2714
2975,0,side_green,97,20.0,9.514,6,0,0,0,4,0,0,1,2811,2714
2976,0,side_green,97,28.0,9.886,8,0,0,0,4,1,1,1,2811,2714
2977,0,side_green,103,38.0,9.463,17,0,0,0,4,2,1,1,2818,2715
2978,0,side_green,102,49.0,9.605,11,0,0,0,5,2,1,1,2818,2716
2979,0,side_green,103,62.0,9.484,14,0,0,0,5,3,1,1,2819,2716
2980,0,side_green,101,77.0,9.294,15,0,0,0,5,4,1,1,2819,2718
2981,0,side_green,101,92.0,8.956,16,0,0,0,5,4,1,1,2820,2719
2982,0,side_green,100,111.0,8.673,19,0,0,0,5,6,2,1,2820,2720
2983,0,side_green,99,131.0,8.533,20,0,0,0,5,6,3,1,2820,2721
2984,0,side_green,99,156.0,8.209,26,0,0,0,5,8,5,1,2821,2722
2985,0,side_green,99,183.0,7.794,28,0,0,0,5,9,5,2,2822,2723
2986,0,side_green,99,212.0,7.485,29,0,0,0,6,9,6,2,2822,2723
2987,0,side_green,99,245.0,7.337,33,0,0,0,7,11,7,2,2822,2723
2988,0,side_green,98,279.0,6.968,34,0,0,0,7,12,7,2,2822,2724
2989,0,side_green,99,315.0,5.796,43,0,0,0,7,12,8,2,2829,2730
2990,0,side_green,97,353.0,5.376,39,0,0,0,7,12,10,2,2830,2733
2991,0,side_green,93,393.0,5.0,40,0,0,0,7,12,11,2,2830,2737
2992,0,side_green,86,438.0,4.336,45,0,0,0,7,13,13,2,2830,2744
2993,0,side_green,84,486.0,4.106,49,0,0,0,8,13,13,4,2831,2747
2994,0,side_green,83,535.0,4.143,49,0,0,0,8,13,14,4,2831,2748
2995,0,side_green,83,585.0,4.051,51,0,0,0,8,13,14,5,2832,2749
2996,0,side_green,82,637.0,4.141,52,0,0,0,8,13,15,5,2832,2750
2997,0,side_green,83,690.0,4.135,54,0,0,0,8,13,15,5,2833,2750
2998,0,side_green,80,743.0,3.747,53,0,0,0,8,13,15,5,2833,2753
2999,0,side_green,78,796.0,3.486,53,0,0,0,8,13,15,5,2833,2755
3000,0,side_green,79,850.0,3.466,55,0,0,0,8,13,15,5,2834,2755
3001,0,side_green,86,905.0,3.152,62,0,0,0,8,13,15,5,2841,2755
3002,0,side_green,86,961.0,3.354,56,0,0,0,8,13,15,5,2841,2755
3003,0,side_green,86,1017.0,3.505,56,0,0,0,8,13,15,5,2841,2755
3004,0,side_green,86,1073.0,3.64,56,0,0,0,8,13,15,5,2841,2755
3005,0,side_green,87,1129.0,3.569,58,0,0,0,8,13,15,5,2843,2756
3006,0,side_green,87,1185.0,3.667,56,0,0,0,8,13,15,5,2843,2756
3007,0,side_green,87,1242.0,3.741,57,0,0,0,8,13,15,5,2843,2756
3008,0,side_green,87,1300.0,3.845,58,0,0,0,8,13,15,5,2843,2756
3009,0,side_green,88,1358.0,3.774,59,0,0,0,8,13,15,5,2844,2756
3010,0,side_green,87,1416.0,3.501,59,0,0,0,8,13,15,5,2845,2758
3011,0,side_green,86,1475.0,3.433,59,0,0,0,8,13,15,5,2845,2759
3012,0,side_green,85,1535.0,3.431,60,0,0,0,8,13,15,5,2845,2760
3013,1,side_yellow,91,1595.0,3.019,67,1,1,1,8,13,15,5,2852,2761
3014,1,side_yellow,91,1656.0,3.183,61,1,1,1,8,13,15,5,2852,2761
3015,1,side_yellow,92,1717.0,3.211,62,1,1,1,8,13,15,5,2853,2761
3016,2,main_green,92,1300.0,3.585,50,2,2,2,6,11,13,3,2853,2761
3017,2,main_green,92,939.0,3.954,40,2,2,2,4,9,11,1,2854,2762
3018,2,main_green,92,644.0,4.541,28,2,2,2,2,7,9,0,2854,2762
3019,2,main_green,92,411.0,5.219,18,2,2,2,0,5,7,0,2854,2762
3020,2,main_green,93,257.0,6.036,12,2,2,2,0,3,5,0,2855,2762
3021,2,main_green,94,120.0,6.966,7,2,2,2,0,1,3,0,2856,2762
3022,2,main_green,92,30.0,7.855,3,2,2,2,0,0,1,0,2856,2764
3023,2,main_green,91,8.0,8.631,5,2,2,2,0,0,0,0,2856,2765
3024,2,main_green,90,14.0,9.34,6,2,2,2,0,0,0,0,2856,2766
3025,2,main_green,97,20.0,9.361,13,2,2,2,0,0,0,0,2863,2766
3026,2,main_green,97,26.0,9.822,7,2,2,2,0,0,0,0,2864,2767
3027,2,main_green,97,32.0,10.389,6,2,2,2,0,0,0,0,2864,2767
3028,2,main_green,97,38.0,10.732,6,2,2,2,0,0,0,0,2864,2767
3029,2,main_green,98,44.0,10.84,7,2,2,2,0,0,0,0,2865,2767
3030,2,main_green,97,50.0,10.944,6,2,2,2,0,0,0,0,2865,2768
3031,2,main_green,98,56.0,10.768,7,2,2,2,0,0,0,0,2866,2768
3032,2,main_green,98,62.0,10.736,6,2,2,2,0,0,0,0,2866,2768
3033,2,main_green,99,71.0,10.609,10,2,2,2,0,0,0,0,2867,2768
3034,2,main_green,99,81.0,10.533,10,2,2,2,0,0,0,0,2867,2768
3035,2,main_green,99,93.0,10.62,12,2,2,2,0,0,0,0,2867,2768
3036,2,main_green,100,105.0,10.554,13,2,2,2,0,0,0,0,2868,2768
3037,2,main_green,107,117.0,10.006,19,2,2,2,0,0,0,0,2875,2768
3038,2,main_green,107,129.0,10.104,12,2,2,2,0,0,0,0,2875,2768
3039,2,main_green,107,141.0,10.268,12,2,2,2,0,0,0,0,2875,2768
3040,2,main_green,107,153.0,10.45,12,2,2,2,0,0,0,0,2875,2768
3041,2,main_green,109,165.0,10.186,14,2,2,2,0,0,0,0,2877,2768
3042,2,main_green,106,177.0,9.999,12,2,2,2,0,0,0,0,2877,2771
3043,2,main_green,106,190.0,9.888,13,2,2,2,0,0,0,0,2877,2771
3044,2,main_green,103,206.0,9.87,16,2,2,2,0,0,0,0,2877,2774
3045,2,main_green,104,223.0,9.935,18,2,2,2,0,0,0,0,2878,2774
3046,2,main_green,102,241.0,9.779,19,2,2,2,0,0,0,0,2879,2777
3047,2,main_green,101,259.0,9.887,18,2,2,2,0,0,0,0,2879,2778
3048,2,main_green,99,277.0,9.93,18,2,2,2,0,0,0,0,2879,2780
3049,2,main_green,104,295.0,9.264,25,2,2,2,0,0,0,0,2886,2782
3050,2,main_green,103,313.0,9.297,18,2,2,2,0,0,0,0,2886,2783
3051,2,main_green,101,331.0,9.439,19,2,2,2,0,0,0,0,2887,2786
3052,2,main_green,100,349.0,9.521,18,2,2,2,0,0,0,0,2887,2787
3053,2,main_green,99,367.0,9.276,19,2,2,2,0,0,0,0,2888,2789
3054,2,main_green,99,385.0,9.372,18,2,2,2,0,0,0,0,2888,2789
3055,2,main_green,95,403.0,9.276,18,2,2,2,0,0,0,0,2888,2793
3056,2,main_green,96,421.0,9.104,19,2,2,2,0,0,0,0,2889,2793
3057,2,main_green,95,441.0,8.974,21,2,2,2,0,0,0,0,2890,2795
3058,3,main_yellow,95,465.0,8.919,24,3,3,3,0,0,0,0,2890,2795
3059,3,main_yellow,94,489.0,8.899,24,3,3,3,0,0,0,0,2890,2796
3060,3,main_yellow,94,514.0,8.859,25,3,3,3,1,0,0,0,2890,2796
3061,0,side_green,101,135.0,8.333,21,0,0,0,2,0,0,0,2897,2796
3062,0,side_green,102,5.0,8.611,3,0,0,0,2,0,0,0,2898,2796
3063,0,side_green,102,8.0,8.979,3,0,0,0,2,0,0,0,2898,2796
3064,0,side_green,101,12.0,9.339,4,0,0,0,2,0,0,0,2898,2797
3065,0,side_green,100,18.0,9.417,7,0,0,0,2,0,0,1,2899,2799
3066,0,side_green,99,26.0,9.7,8,0,0,0,3,0,1,1,2899,2800
3067,0,side_green,98,35.0,9.656,10,0,0,0,3,1,1,1,2900,2802
3068,0,side_green,97,44.0,9.71,9,0,0,0,3,1,1,1,2900,2803
3069,0,side_green,98,56.0,9.503,13,0,0,0,3,2,3,1,2901,2803
3070,0,side_green,97,71.0,9.175,16,0,0,0,4,3,2,2,2901,2804
3071,0,side_green,97,89.0,8.824,18,0,0,0,4,3,4,2,2901,2804
3072,0,side_green,97,111.0,8.395,23,0,0,0,5,4,5,3,2902,2805
3073,0,side_green,102,136.0,7.48,32,0,0,0,5,5,6,3,2909,2807
3074,0,side_green,101,163.0,7.226,27,0,0,0,5,6,7,3,2909,2808
3075,0,side_green,101,193.0,7.15,30,0,0,0,6,7,7,3,2909,2808
3076,0,side_green,101,226.0,6.983,33,0,0,0,6,8,8,3,2909,2808
3077,0,side_green,103,260.0,6.648,36,0,0,0,6,9,8,3,2911,2808
3078,0,side_green,103,297.0,6.554,37,0,0,0,6,10,9,3,2911,2808
3079,0,side_green,98,336.0,6.31,39,0,0,0,6,11,9,3,2911,2813
3080,0,side_green,92,378.0,5.763,42,0,0,0,7,12,9,4,2911,2819
3081,0,side_green,86,422.0,5.039,45,0,0,0,7,12,11,4,2912,2826
3082,0,side_green,85,468.0,4.71,47,0,0,0,8,12,12,4,2913,2828
3083,0,side_green,81,516.0,4.291,48,0,0,0,8,12,13,4,2913,2832
3084,0,side_green,79,566.0,4.111,50,0,0,0,8,12,14,4,2913,2834
3085,0,side_green,84,616.0,3.648,57,0,0,0,8,12,14,4,2920,2836
3086,0,side_green,81,668.0,3.428,52,0,0,0,8,12,15,4,2920,2839
3087,0,side_green,82,720.0,3.572,53,0,0,0,8,12,15,4,2921,2839
3088,0,side_green,82,772.0,3.678,52,0,0,0,8,12,15,4,2921,2839
3089,0,side_green,83,825.0,3.771,54,0,0,0,8,12,15,4,2922,2839
3090,0,side_green,83,878.0,3.974,53,0,0,0,8,12,15,4,2922,2839
3091,0,side_green,83,931.0,4.175,53,0,0,0,8,12,15,4,2922,2839
3092,0,side_green,84,985.0,4.143,55,0,0,0,8,12,15,4,2923,2839
3093,0,side_green,85,1039.0,4.081,55,0,0,0,8,12,15,4,2924,2839
3094,0,side_green,82,1094.0,3.714,55,0,0,0,8,12,15,4,2924,2842
3095,0,side_green,82,1149.0,3.606,55,0,0,0,8,12,15,4,2924,2842
3096,0,side_green,81,1205.0,3.552,56,0,0,0,8,12,15,4,2924,2843
3097,0,side_green,87,1262.0,3.175,64,0,0,0,8,12,15,4,2931,2844
3098,0,side_green,88,1319.0,3.247,58,0,0,0,8,12,15,4,2932,2844
3099,0,side_green,88,1377.0,3.406,58,0,0,0,8,12,15,4,2932,2844
3100,0,side_green,87,1435.0,3.384,58,0,0,0,8,12,15,4,2932,2845
3101,0,side_green,88,1493.0,3.363,59,0,0,0,8,12,15,4,2933,2845
3102,0,side_green,88,1552.0,3.54,59,0,0,0,8,12,15,4,2933,2845
3103,1,side_yellow,89,1612.0,3.641,61,1,1,1,8,12,15,4,2934,2845
3104,1,side_yellow,89,1672.0,3.719,60,1,1,1,8,12,15,4,2934,2845
3105,1,side_yellow,90,1732.0,3.672,61,1,1,1,8,12,15,4,2935,2845
3106,2,main_green,89,1298.0,3.802,48,2,2,2,6,10,13,2,2935,2846
3107,2,main_green,87,917.0,4.076,38,2,2,2,4,8,11,0,2935,2848
3108,2,main_green,86,629.0,4.512,29,2,2,2,2,6,9,0,2936,2850
3109,2,main_green,93,387.0,4.927,25,2,2,2,0,4,7,0,2943,2850
3110,2,main_green,93,222.0,5.852,10,2,2,2,0,2,5,0,2943,2850
3111,2,main_green,93,86.0,6.948,3,2,2,2,0,0,3,0,2943,2850
3112,2,main_green,93,30.0,8.121,1,2,2,2,0,0,1,0,2943,2850
3113,2,main_green,95,0.0,8.86,2,2,2,2,0,0,0,0,2945,2850
3114,2,main_green,94,0.0,9.604,0,2,2,2,0,0,0,0,2945,2851
3115,2,main_green,94,0.0,10.244,0,2,2,2,0,0,0,0,2945,2851
3116,2,main_green,94,0.0,10.571,0,2,2,2,0,0,0,0,2945,2851
3117,2,main_green,95,2.0,10.748,3,2,2,2,0,0,0,0,2946,2851
3118,2,main_green,90,6.0,10.738,5,2,2,2,0,0,0,0,2947,2857
3119,2,main_green,90,12.0,10.918,6,2,2,2,0,0,0,0,2947,2857
3120,2,main_green,90,18.0,11.075,6,2,2,2,0,0,0,0,2947,2857
3121,2,main_green,97,24.0,10.275,13,2,2,2,0,0,0,0,2954,2857
3122,2,main_green,97,30.0,10.415,6,2,2,2,0,0,0,0,2954,2857
3123,2,main_green,98,36.0,10.568,7,2,2,2,0,0,0,0,2955,2857
3124,2,main_green,98,42.0,10.714,6,2,2,2,0,0,0,0,2955,2857
3125,2,main_green,99,48.0,10.827,7,2,2,2,0,0,0,0,2956,2857
3126,2,main_green,99,54.0,10.923,6,2,2,2,0,0,0,0,2956,2857
3127,2,main_green,99,60.0,10.778,6,2,2,2,0,0,0,0,2956,2857
3128,2,main_green,100,66.0,10.627,7,2,2,2,0,0,0,0,2957,2857
3129,2,main_green,101,72.0,10.49,7,2,2,2,0,0,0,0,2958,2857
3130,2,main_green,101,81.0,10.584,9,2,2,2,0,0,0,0,2958,2857
3131,2,main_green,101,91.0,10.633,10,2,2,2,0,0,0,0,2958,2857
3132,2,main_green,97,103.0,10.546,12,2,2,2,0,0,0,0,2958,2861
3133,2,main_green,104,115.0,9.848,19,2,2,2,0,0,0,0,2965,2861
3134,2,main_green,103,127.0,9.979,13,2,2,2,0,0,0,0,2966,2863
3135,2,main_green,101,139.0,10.129,12,2,2,2,0,0,0,0,2966,2865
3136,2,main_green,100,151.0,10.198,12,2,2,2,0,0,0,0,2966,2866
3137,2,main_green,100,163.0,10.168,13,2,2,2,0,0,0,0,2967,2867
3138,2,main_green,99,175.0,10.103,12,2,2,2,0,0,0,0,2967,2868
3139,2,main_green,98,187.0,9.8,13,2,2,2,0,0,0,0,2968,2870
3140,2,main_green,96,201.0,9.709,14,2,2,2,0,0,0,0,2968,2872
3141,2,main_green,95,217.0,9.578,17,2,2,2,0,0,0,0,2969,2874
3142,2,main_green,94,235.0,9.595,18,2,2,2,0,0,0,0,2969,2875
3143,2,main_green,92,253.0,9.508,18,2,2,2,0,0,0,0,2969,2877
3144,2,main_green,91,271.0,9.45,19,2,2,2,0,0,0,0,2970,2879
3145,2,main_green,97,289.0,8.876,25,2,2,2,0,0,0,0,2977,2880
3146,2,main_green,96,307.0,9.106,18,2,2,2,0,0,0,0,2977,2881
3147,2,main_green,94,325.0,9.224,18,2,2,2,0,0,0,0,2977,2883
3148,3,main_yellow,93,343.0,9.177,18,3,3,3,0,0,0,0,2977,2884
3149,3,main_yellow,95,361.0,9.035,20,3,3,3,0,0,0,0,2979,2884
3150,3,main_yellow,95,379.0,9.216,18,3,3,3,0,0,0,0,2979,2884
3151,0,side_green,95,66.0,9.408,6,0,0,0,0,0,0,0,2979,2884
3152,0,side_green,95,0.0,9.533,0,0,0,0,0,0,0,0,2979,2884
3153,0,side_green,96,0.0,9.726,1,0,0,0,0,0,0,0,2980,2884
3154,0,side_green,96,0.0,9.864,1,0,0,0,0,0,0,0,2981,2885
3155,0,side_green,95,1.0,10.0,1,0,0,0,0,0,0,0,2981,2886
3156,0,side_green,95,4.0,10.313,3,0,0,0,1,0,0,1,2981,2886
3157,0,side_green,100,12.0,9.585,15,0,0,0,1,2,1,1,2988,2888
3158,0,side_green,99,20.0,9.677,8,0,0,0,1,2,1,1,2988,2889
3159,0,side_green,98,30.0,9.481,11,0,0,0,3,2,1,1,2989,2891
3160,0,side_green,96,42.0,9.117,12,0,0,0,3,3,2,1,2989,2893
3161,0,side_green,97,57.0,8.854,16,0,0,0,4,3,3,2,2990,2893
3162,0,side_green,97,73.0,8.626,16,0,0,0,4,3,3,3,2990,2893
3163,0,side_green,95,92.0,8.31,19,0,0,0,5,4,4,3,2990,2895
3164,0,side_green,95,114.0,7.821,23,0,0,0,5,4,6,3,2991,2896
3165,0,side_green,96,138.0,7.524,25,0,0,0,5,4,6,4,2992,2896
3166,0,side_green,96,165.0,7.104,27,0,0,0,5,4,8,4,2992,2896
3167,0,side_green,96,195.0,6.885,30,0,0,0,5,5,8,4,2992,2896
3168,0,side_green,96,229.0,6.61,34,0,0,0,5,6,10,5,2992,2896
3169,0,side_green,102,268.0,5.958,46,0,0,0,6,8,12,5,2999,2897
3170,0,side_green,98,307.0,5.478,40,0,0,0,6,8,12,5,3000,2902
3171,0,side_green,92,350.0,4.967,43,0,0,0,6,10,14,5,3000,2908
3172,0,side_green,87,394.0,4.536,44,0,0,0,6,10,14,6,3000,2913
3173,0,side_green,82,441.0,3.894,48,0,0,0,6,12,14,6,3001,2919
3174,0,side_green,82,490.0,3.995,49,0,0,0,6,12,15,6,3001,2919
