step,phase,phase_group,vehicle_count,total_waiting_time,mean_speed,total_queue,J1_phase,J2_phase,J3_phase,E1_queue_J1_J2,neg_E1_queue_J2_J1,E2_queue_J2_J3,neg_E2_queue_J3_J2,departed_cumulative,arrived_cumulative
860,2,main_green,92,180.0,6.072,11,2,2,2,0,3,3,0,815,723
861,2,main_green,93,60.0,6.971,6,2,2,2,0,1,1,0,816,723
862,2,main_green,89,11.0,7.683,6,2,2,2,0,0,0,0,816,727
863,2,main_green,88,14.0,8.481,6,2,2,2,0,0,0,0,816,728
864,2,main_green,88,20.0,9.336,6,2,2,2,0,0,0,0,816,728
865,2,main_green,95,26.0,9.309,13,2,2,2,0,0,0,0,823,728
866,2,main_green,96,32.0,9.836,7,2,2,2,0,0,0,0,824,728
867,2,main_green,95,38.0,10.32,6,2,2,2,0,0,0,0,824,729
868,2,main_green,95,44.0,10.576,6,2,2,2,0,0,0,0,824,729
869,2,main_green,96,50.0,10.578,7,2,2,2,0,0,0,0,825,729
870,2,main_green,96,56.0,10.656,6,2,2,2,0,0,0,0,825,729
871,2,main_green,97,62.0,10.571,7,2,2,2,0,0,0,0,826,729
872,2,main_green,97,68.0,10.444,6,2,2,2,0,0,0,0,826,729
873,2,main_green,98,76.0,10.33,9,2,2,2,0,0,0,0,827,729
874,2,main_green,98,86.0,10.373,10,2,2,2,0,0,0,0,827,729
875,2,main_green,98,97.0,10.296,11,2,2,2,0,0,0,0,827,729
876,2,main_green,99,109.0,10.255,13,2,2,2,0,0,0,0,828,729
877,2,main_green,106,121.0,9.631,19,2,2,2,0,0,0,0,835,729
878,2,main_green,106,133.0,9.895,12,2,2,2,0,0,0,0,835,729
879,2,main_green,106,145.0,10.08,12,2,2,2,0,0,0,0,835,729
880,2,main_green,106,157.0,10.153,12,2,2,2,0,0,0,0,835,729
881,2,main_green,108,169.0,9.941,14,2,2,2,0,0,0,0,837,729
882,2,main_green,107,181.0,9.882,12,2,2,2,0,0,0,0,837,730
883,2,main_green,107,193.0,9.872,12,2,2,2,0,0,0,0,837,730
884,2,main_green,106,207.0,9.9,14,2,2,2,0,0,0,0,837,731
885,2,main_green,105,223.0,9.737,17,2,2,2,0,0,0,0,838,733
886,2,main_green,104,241.0,9.705,19,2,2,2,0,0,0,0,839,735
887,2,main_green,102,259.0,9.751,18,2,2,2,0,0,0,0,839,737
888,2,main_green,99,277.0,9.68,18,2,2,2,0,0,0,0,839,740
889,2,main_green,105,295.0,9.151,25,2,2,2,0,0,0,0,846,741
890,2,main_green,102,313.0,9.231,18,2,2,2,0,0,0,0,846,744
891,2,main_green,101,331.0,9.233,19,2,2,2,0,0,0,0,847,746
892,2,main_green,100,349.0,9.385,18,2,2,2,0,0,0,0,847,747
893,2,main_green,98,367.0,9.307,19,2,2,2,0,0,0,0,848,750
894,2,main_green,98,385.0,9.327,18,2,2,2,0,0,0,0,848,750
895,2,main_green,96,403.0,9.36,18,2,2,2,0,0,0,0,848,752
896,2,main_green,97,423.0,9.171,21,2,2,2,0,0,0,0,849,752
897,2,main_green,96,445.0,9.011,23,2,2,2,0,0,0,0,850,754
898,3,main_yellow,96,468.0,9.084,23,3,3,3,0,0,0,0,850,754
899,3,main_yellow,95,492.0,9.094,24,3,3,3,0,0,0,0,850,755
900,3,main_yellow,95,516.0,9.052,24,3,3,3,0,0,0,0,850,755
901,0,side_green,102,131.0,8.555,19,0,0,0,0,0,0,0,857,755
902,0,side_green,103,0.0,8.88,1,0,0,0,0,0,0,0,858,755
903,0,side_green,103,1.0,9.037,1,0,0,0,1,0,0,0,858,755
904,0,side_green,102,4.0,9.265,3,0,0,0,2,0,0,0,858,756
905,0,side_green,102,9.0,9.324,6,0,0,0,3,0,0,0,859,757
906,0,side_green,100,18.0,9.531,9,0,0,0,5,1,1,0,859,759
907,0,side_green,100,27.0,9.725,10,0,0,0,5,1,1,0,860,760
908,0,side_green,100,39.0,9.911,12,0,0,0,5,2,2,1,860,760
909,0,side_green,101,51.0,9.642,13,0,0,0,5,2,2,1,861,760
910,0,side_green,100,68.0,9.411,17,0,0,0,5,3,4,2,861,761
911,0,side_green,100,85.0,9.193,17,0,0,0,5,3,4,2,861,761
912,0,side_green,99,105.0,8.86,21,0,0,0,5,3,6,2,862,763
913,0,side_green,106,127.0,7.97,29,0,0,0,6,3,6,2,869,763
914,0,side_green,105,151.0,7.728,24,0,0,0,7,4,6,2,869,764
915,0,side_green,105,179.0,7.466,28,0,0,0,7,6,7,2,869,764
916,0,side_green,104,208.0,7.232,29,0,0,0,7,7,7,2,869,765
917,0,side_green,106,239.0,6.978,33,0,0,0,7,8,7,3,871,765
918,0,side_green,105,274.0,6.784,35,0,0,0,7,10,9,3,871,766
919,0,side_green,98,312.0,6.173,38,0,0,0,7,11,10,3,871,773
920,0,side_green,94,354.0,5.763,42,0,0,0,7,12,11,4,871,777
921,0,side_green,91,399.0,5.298,46,0,0,0,7,13,12,4,872,781
922,0,side_green,84,446.0,4.626,48,0,0,0,8,13,13,4,873,789
923,0,side_green,80,496.0,4.312,50,0,0,0,9,13,14,4,873,793
924,0,side_green,76,547.0,3.889,51,0,0,0,9,13,14,4,873,797
925,0,side_green,82,598.0,3.389,58,0,0,0,9,13,14,4,880,798
926,0,side_green,81,649.0,3.522,51,0,0,0,9,13,14,4,880,799
927,0,side_green,82,700.0,3.64,52,0,0,0,9,13,14,4,881,799
928,0,side_green,82,753.0,3.72,53,0,0,0,9,13,14,4,881,799
929,0,side_green,83,806.0,3.92,54,0,0,0,9,13,14,4,882,799
930,0,side_green,83,859.0,4.021,53,0,0,0,9,13,14,4,882,799
931,0,side_green,83,912.0,4.092,53,0,0,0,9,13,14,4,882,799
932,0,side_green,84,965.0,4.06,54,0,0,0,9,13,14,4,883,799
933,0,side_green,85,1019.0,4.025,55,0,0,0,9,13,14,4,884,799
934,0,side_green,82,1074.0,3.729,55,0,0,0,9,13,14,4,884,802
935,0,side_green,80,1129.0,3.555,55,0,0,0,9,13,14,4,884,804
936,0,side_green,80,1185.0,3.475,56,0,0,0,9,13,14,4,884,804
937,0,side_green,86,1241.0,3.094,63,0,0,0,9,13,14,4,891,805
938,0,side_green,87,1297.0,3.186,57,0,0,0,9,13,14,4,892,805
939,0,side_green,87,1354.0,3.332,57,0,0,0,9,13,14,4,892,805
940,0,side_green,87,1411.0,3.45,57,0,0,0,9,13,14,4,892,805
941,0,side_green,88,1469.0,3.48,59,0,0,0,9,13,14,4,893,805
942,0,side_green,88,1527.0,3.58,58,0,0,0,9,13,14,4,893,805
943,1,side_yellow,89,1587.0,3.603,61,1,1,1,9,13,14,4,894,805
944,1,side_yellow,89,1647.0,3.744,60,1,1,1,9,13,14,4,894,805
945,1,side_yellow,90,1707.0,3.657,61,1,1,1,9,13,14,4,895,805
946,2,main_green,89,1289.0,3.841,49,2,2,2,7,11,12,2,895,806
947,2,main_green,87,921.0,4.054,37,2,2,2,5,9,10,0,895,808
948,2,main_green,88,638.0,4.608,29,2,2,2,3,7,8,0,896,808
949,2,main_green,93,403.0,4.841,25,2,2,2,1,5,6,0,903,810
950,2,main_green,93,224.0,5.809,9,2,2,2,0,3,4,0,903,810
951,2,main_green,93,101.0,6.917,5,2,2,2,0,1,2,0,903,810
952,2,main_green,92,2.0,7.996,1,2,2,2,0,0,0,0,903,811
953,2,main_green,94,0.0,8.832,2,2,2,2,0,0,0,0,905,811
954,2,main_green,94,0.0,9.655,0,2,2,2,0,0,0,0,905,811
955,2,main_green,94,0.0,10.2,0,2,2,2,0,0,0,0,905,811
956,2,main_green,94,1.0,10.631,1,2,2,2,0,0,0,0,905,811
957,2,main_green,95,4.0,10.901,4,2,2,2,0,0,0,0,906,811
958,2,main_green,93,7.0,10.876,4,2,2,2,0,0,0,0,907,814
959,2,main_green,92,12.0,11.068,5,2,2,2,0,0,0,0,907,815
960,2,main_green,90,17.0,11.088,5,2,2,2,0,0,0,0,907,817
961,2,main_green,97,22.0,10.325,12,2,2,2,0,0,0,0,914,817
962,2,main_green,97,28.0,10.544,6,2,2,2,0,0,0,0,914,817
963,2,main_green,98,34.0,10.626,7,2,2,2,0,0,0,0,915,817
964,2,main_green,98,40.0,10.838,6,2,2,2,0,0,0,0,915,817
965,2,main_green,99,46.0,10.745,7,2,2,2,0,0,0,0,916,817
966,2,main_green,99,52.0,10.754,6,2,2,2,0,0,0,0,916,817
967,2,main_green,99,58.0,10.693,6,2,2,2,0,0,0,0,916,817
968,2,main_green,100,64.0,10.511,7,2,2,2,0,0,0,0,917,817
969,2,main_green,101,72.0,10.432,9,2,2,2,0,0,0,0,918,817
970,2,main_green,101,84.0,10.465,12,2,2,2,0,0,0,0,918,817
971,2,main_green,101,96.0,10.388,12,2,2,2,0,0,0,0,918,817
972,2,main_green,97,108.0,10.345,12,2,2,2,0,0,0,0,918,821
973,2,main_green,104,120.0,9.689,19,2,2,2,0,0,0,0,925,821
974,2,main_green,103,132.0,9.678,13,2,2,2,0,0,0,0,926,823
975,2,main_green,102,144.0,9.899,12,2,2,2,0,0,0,0,926,824
976,2,main_green,99,156.0,9.942,12,2,2,2,0,0,0,0,926,827
977,2,main_green,99,168.0,9.905,13,2,2,2,0,0,0,0,927,828
978,2,main_green,99,180.0,9.927,12,2,2,2,0,0,0,0,927,828
979,2,main_green,98,192.0,9.789,13,2,2,2,0,0,0,0,928,830
980,2,main_green,98,204.0,9.707,12,2,2,2,0,0,0,0,928,830
981,2,main_green,95,220.0,9.412,17,2,2,2,0,0,0,0,929,834
982,2,main_green,95,236.0,9.487,16,2,2,2,0,0,0,0,929,834
983,2,main_green,91,253.0,9.446,17,2,2,2,0,0,0,0,929,838
984,2,main_green,89,270.0,9.361,18,2,2,2,0,0,0,0,930,841
985,2,main_green,95,288.0,8.736,25,2,2,2,0,0,0,0,937,842
986,2,main_green,93,306.0,8.844,18,2,2,2,0,0,0,0,937,844
987,2,main_green,93,324.0,9.072,18,2,2,2,0,0,0,0,937,844
988,3,main_yellow,93,342.0,9.121,18,3,3,3,0,0,0,0,937,844
989,3,main_yellow,95,360.0,8.93,20,3,3,3,0,0,0,0,939,844
990,3,main_yellow,95,378.0,8.951,18,3,3,3,0,0,0,0,939,844
991,0,side_green,95,61.0,9.101,7,0,0,0,1,0,0,0,939,844
992,0,side_green,95,2.0,9.22,1,0,0,0,1,0,0,0,939,844
993,0,side_green,96,5.0,9.429,4,0,0,0,2,0,0,0,940,844
994,0,side_green,97,8.0,9.58,4,0,0,0,2,0,0,0,941,844
995,0,side_green,95,11.0,9.899,3,0,0,0,2,0,0,0,941,846
996,0,side_green,94,14.0,9.888,3,0,0,0,2,0,0,0,941,847
997,0,side_green,99,20.0,9.264,13,0,0,0,2,1,0,0,948,849
998,0,side_green,98,31.0,9.407,11,0,0,0,4,1,2,1,948,850
999,0,side_green,98,44.0,9.439,14,0,0,0,4,1,3,2,949,851
1000,0,side_green,97,59.0,9.507,15,0,0,0,5,1,3,2,949,852
1001,0,side_green,98,74.0,9.395,16,0,0,0,5,1,3,2,950,852
1002,0,side_green,97,90.0,9.239,16,0,0,0,5,1,3,3,950,853
1003,0,side_green,97,107.0,9.12,17,0,0,0,5,2,3,3,950,853
1004,0,side_green,98,125.0,8.77,19,0,0,0,5,2,3,3,951,853
1005,0,side_green,99,144.0,8.241,20,0,0,0,5,3,3,3,952,853
1006,0,side_green,99,166.0,7.772,22,0,0,0,5,4,3,3,952,853
1007,0,side_green,98,193.0,7.265,27,0,0,0,6,5,5,3,952,854
1008,0,side_green,97,222.0,6.839,29,0,0,0,6,6,6,3,952,855
1009,0,side_green,99,252.0,5.769,37,0,0,0,6,7,6,3,959,860
1010,0,side_green,95,287.0,5.235,36,0,0,0,7,8,8,4,960,865
1011,0,side_green,91,328.0,4.856,41,0,0,0,7,10,10,4,960,869
1012,0,side_green,86,371.0,4.517,43,0,0,0,7,11,11,4,960,874
1013,0,side_green,85,416.0,4.418,46,0,0,0,8,12,11,4,961,876
1014,0,side_green,84,464.0,4.54,48,0,0,0,8,13,12,5,961,877
1015,0,side_green,82,514.0,4.255,51,0,0,0,8,13,14,5,962,880
1016,0,side_green,82,565.0,4.304,51,0,0,0,8,13,14,5,962,880
1017,0,side_green,81,616.0,4.018,52,0,0,0,8,13,14,5,963,882
1018,0,side_green,80,667.0,3.995,51,0,0,0,8,13,14,5,963,883
1019,0,side_green,78,719.0,3.779,52,0,0,0,8,13,14,5,963,885
1020,0,side_green,79,773.0,3.652,55,0,0,0,8,13,14,5,964,885
1021,0,side_green,86,827.0,3.357,61,0,0,0,8,13,14,5,971,885
1022,0,side_green,86,881.0,3.44,54,0,0,0,8,13,14,5,971,885
1023,0,side_green,86,935.0,3.523,54,0,0,0,8,13,14,5,971,885
1024,0,side_green,85,991.0,3.556,56,0,0,0,8,13,14,5,971,886
1025,0,side_green,86,1047.0,3.538,58,0,0,0,8,13,14,5,973,887
1026,0,side_green,86,1103.0,3.762,56,0,0,0,8,13,14,5,973,887
1027,0,side_green,86,1160.0,3.901,57,0,0,0,8,13,14,5,973,887
1028,0,side_green,86,1217.0,4.012,57,0,0,0,8,13,14,5,973,887
1029,0,side_green,87,1274.0,4.031,58,0,0,0,8,13,14,5,974,887
1030,0,side_green,85,1331.0,3.649,58,0,0,0,8,13,14,5,975,890
1031,0,side_green,83,1388.0,3.373,57,0,0,0,8,13,14,5,975,892
1032,0,side_green,82,1445.0,3.245,57,0,0,0,8,13,14,5,975,893
1033,1,side_yellow,89,1504.0,2.965,66,1,1,1,8,13,14,5,982,893
1034,1,side_yellow,89,1563.0,3.045,59,1,1,1,8,13,14,5,982,893
1035,1,side_yellow,90,1623.0,3.147,61,1,1,1,8,13,14,5,983,893
1036,2,main_green,90,1213.0,3.517,49,2,2,2,6,11,12,3,983,893
1037,2,main_green,91,852.0,3.975,39,2,2,2,4,9,10,1,984,893
1038,2,main_green,91,569.0,4.548,27,2,2,2,2,7,8,0,984,893
1039,2,main_green,91,352.0,5.244,17,2,2,2,0,5,6,0,984,893
1040,2,main_green,92,213.0,5.858,12,2,2,2,0,3,4,0,985,893
1041,2,main_green,93,94.0,6.809,8,2,2,2,0,1,2,0,986,893
1042,2,main_green,90,9.0,7.565,6,2,2,2,0,0,0,0,986,896
1043,2,main_green,90,15.0,8.481,6,2,2,2,0,0,0,0,986,896
1044,2,main_green,90,21.0,9.32,6,2,2,2,0,0,0,0,986,896
1045,2,main_green,94,27.0,9.14,13,2,2,2,0,0,0,0,993,899
1046,2,main_green,95,33.0,9.799,7,2,2,2,0,0,0,0,994,899
1047,2,main_green,95,39.0,10.277,6,2,2,2,0,0,0,0,994,899
1048,2,main_green,95,45.0,10.631,6,2,2,2,0,0,0,0,994,899
1049,2,main_green,96,51.0,10.688,7,2,2,2,0,0,0,0,995,899
1050,2,main_green,96,57.0,10.779,6,2,2,2,0,0,0,0,995,899
1051,2,main_green,97,63.0,10.592,7,2,2,2,0,0,0,0,996,899
1052,2,main_green,97,70.0,10.609,7,2,2,2,0,0,0,0,996,899
1053,2,main_green,98,79.0,10.457,10,2,2,2,0,0,0,0,997,899
1054,2,main_green,98,91.0,10.522,12,2,2,2,0,0,0,0,997,899
1055,2,main_green,98,103.0,10.565,12,2,2,2,0,0,0,0,997,899
1056,2,main_green,99,115.0,10.498,13,2,2,2,0,0,0,0,998,899
1057,2,main_green,106,127.0,9.807,19,2,2,2,0,0,0,0,1005,899
1058,2,main_green,106,139.0,10.035,12,2,2,2,0,0,0,0,1005,899
1059,2,main_green,106,151.0,10.147,12,2,2,2,0,0,0,0,1005,899
1060,2,main_green,106,163.0,10.34,12,2,2,2,0,0,0,0,1005,899
1061,2,main_green,108,175.0,10.129,14,2,2,2,0,0,0,0,1007,899
1062,2,main_green,105,187.0,10.062,12,2,2,2,0,0,0,0,1007,902
1063,2,main_green,105,199.0,9.971,12,2,2,2,0,0,0,0,1007,902
1064,2,main_green,104,212.0,9.952,13,2,2,2,0,0,0,0,1007,903
1065,2,main_green,105,229.0,9.833,18,2,2,2,0,0,0,0,1008,903
1066,2,main_green,104,247.0,9.723,19,2,2,2,0,0,0,0,1009,905
1067,2,main_green,102,265.0,9.832,18,2,2,2,0,0,0,0,1009,907
1068,2,main_green,100,283.0,9.845,18,2,2,2,0,0,0,0,1009,909
1069,2,main_green,106,301.0,9.152,25,2,2,2,0,0,0,0,1016,910
1070,2,main_green,103,319.0,9.261,18,2,2,2,0,0,0,0,1016,913
1071,2,main_green,102,337.0,9.285,19,2,2,2,0,0,0,0,1017,915
1072,2,main_green,100,355.0,9.445,18,2,2,2,0,0,0,0,1017,917
1073,2,main_green,100,373.0,9.323,19,2,2,2,0,0,0,0,1018,918
1074,2,main_green,96,391.0,9.335,18,2,2,2,0,0,0,0,1018,922
1075,2,main_green,95,409.0,9.356,18,2,2,2,0,0,0,0,1018,923
1076,2,main_green,94,427.0,9.179,19,2,2,2,0,0,0,0,1019,925
1077,2,main_green,95,447.0,9.1,21,2,2,2,0,0,0,0,1020,925
1078,3,main_yellow,94,469.0,9.029,22,3,3,3,0,0,0,0,1020,926
1079,3,main_yellow,94,492.0,9.008,23,3,3,3,0,0,0,0,1020,926
1080,3,main_yellow,94,516.0,8.999,24,3,3,3,0,0,0,0,1020,926
1081,0,side_green,101,125.0,8.469,19,0,0,0,0,0,0,0,1027,926
1082,0,side_green,102,3.0,8.859,2,0,0,0,0,0,0,0,1028,926
1083,0,side_green,102,5.0,9.343,2,0,0,0,1,0,0,0,1028,926
1084,0,side_green,101,9.0,9.736,4,0,0,0,1,0,0,0,1028,927
1085,0,side_green,100,13.0,9.747,5,0,0,0,1,0,0,0,1029,929
1086,0,side_green,100,17.0,10.046,4,0,0,0,1,0,0,0,1029,929
1087,0,side_green,101,22.0,10.11,6,0,0,0,2,0,0,0,1030,929
1088,0,side_green,100,30.0,10.155,8,0,0,0,2,1,1,0,1030,930
1089,0,side_green,100,40.0,9.883,11,0,0,0,2,2,1,0,1031,931
1090,0,side_green,97,52.0,9.518,12,0,0,0,2,3,2,0,1031,934
1091,0,side_green,96,66.0,9.148,14,0,0,0,3,3,3,0,1031,935
1092,0,side_green,96,83.0,8.666,18,0,0,0,3,3,5,0,1032,936
1093,0,side_green,103,104.0,7.726,28,0,0,0,3,4,7,0,1039,936
1094,0,side_green,102,127.0,7.544,23,0,0,0,3,5,7,1,1039,937
1095,0,side_green,101,151.0,7.437,24,0,0,0,3,5,8,1,1039,938
1096,0,side_green,101,180.0,7.297,29,0,0,0,3,7,8,3,1039,938
1097,0,side_green,102,212.0,6.908,34,0,0,0,3,9,9,3,1041,939
1098,0,side_green,102,246.0,6.761,34,0,0,0,3,9,11,3,1041,939
1099,0,side_green,96,281.0,6.203,35,0,0,0,3,9,11,3,1041,945
1100,0,side_green,91,321.0,5.688,40,0,0,0,5,9,13,3,1041,950
1101,0,side_green,87,364.0,5.073,44,0,0,0,5,11,14,3,1042,955
1102,0,side_green,83,410.0,4.62,47,0,0,0,5,11,15,4,1043,960
1103,0,side_green,78,457.0,4.139,47,0,0,0,6,11,15,4,1043,965
1104,0,side_green,77,506.0,3.98,49,0,0,0,6,13,15,4,1043,966
1105,0,side_green,84,556.0,3.607,57,0,0,0,6,13,15,4,1050,966
1106,0,side_green,84,606.0,3.784,50,0,0,0,6,13,15,4,1050,966
1107,0,side_green,85,657.0,3.762,52,0,0,0,6,13,16,4,1051,966
1108,0,side_green,83,708.0,3.683,51,0,0,0,6,13,16,4,1051,968
1109,0,side_green,83,761.0,3.728,54,0,0,0,6,13,16,4,1052,969
1110,0,side_green,83,814.0,3.904,53,0,0,0,6,13,16,4,1052,969
1111,0,side_green,83,868.0,4.03,54,0,0,0,6,13,16,4,1052,969
1112,0,side_green,84,922.0,4.039,55,0,0,0,6,13,16,4,1053,969
1113,0,side_green,85,977.0,3.973,56,0,0,0,6,13,16,4,1054,969
1114,0,side_green,83,1032.0,3.741,55,0,0,0,6,13,16,4,1054,971
1115,0,side_green,83,1087.0,3.733,55,0,0,0,6,13,16,4,1054,971
1116,0,side_green,82,1142.0,3.69,55,0,0,0,6,13,16,4,1054,972
1117,0,side_green,89,1199.0,3.3,64,0,0,0,6,13,16,4,1061,972
1118,0,side_green,90,1257.0,3.464,59,0,0,0,6,13,16,4,1062,972
1119,0,side_green,89,1315.0,3.521,58,0,0,0,6,13,16,4,1062,973
1120,0,side_green,88,1373.0,3.506,58,0,0,0,6,13,16,4,1062,974
1121,0,side_green,89,1431.0,3.558,59,0,0,0,6,13,16,4,1063,974
1122,0,side_green,88,1489.0,3.665,58,0,0,0,6,13,16,4,1063,975
1123,1,side_yellow,89,1549.0,3.812,61,1,1,1,6,13,16,4,1064,975
1124,1,side_yellow,89,1609.0,3.95,60,1,1,1,6,13,16,4,1064,975
1125,1,side_yellow,90,1669.0,3.887,61,1,1,1,6,13,16,4,1065,975
1126,2,main_green,85,1257.0,3.582,48,2,2,2,4,11,14,2,1065,980
1127,2,main_green,85,896.0,3.953,36,2,2,2,2,9,12,0,1065,980
1128,2,main_green,85,628.0,4.362,28,2,2,2,0,7,10,0,1066,981
1129,2,main_green,92,442.0,4.727,27,2,2,2,0,5,8,0,1073,981
1130,2,main_green,92,287.0,5.713,13,2,2,2,0,3,6,0,1073,981
1131,2,main_green,92,151.0,6.786,7,2,2,2,0,1,4,0,1073,981
1132,2,main_green,92,57.0,7.962,2,2,2,2,0,0,2,0,1073,981
1133,2,main_green,94,0.0,8.801,2,2,2,2,0,0,0,0,1075,981
1134,2,main_green,94,0.0,9.535,0,2,2,2,0,0,0,0,1075,981
1135,2,main_green,94,0.0,10.114,0,2,2,2,0,0,0,0,1075,981
1136,2,main_green,94,1.0,10.514,1,2,2,2,0,0,0,0,1075,981
1137,2,main_green,95,3.0,10.878,3,2,2,2,0,0,0,0,1076,981
1138,2,main_green,92,7.0,10.991,5,2,2,2,0,0,0,0,1077,985
1139,2,main_green,91,12.0,11.184,5,2,2,2,0,0,0,0,1077,986
1140,2,main_green,90,17.0,11.348,5,2,2,2,0,0,0,0,1077,987
1141,2,main_green,97,23.0,10.632,13,2,2,2,0,0,0,0,1084,987
1142,2,main_green,97,29.0,10.715,6,2,2,2,0,0,0,0,1084,987
1143,2,main_green,98,35.0,10.854,7,2,2,2,0,0,0,0,1085,987
1144,2,main_green,98,41.0,11.115,6,2,2,2,0,0,0,0,1085,987
1145,2,main_green,99,47.0,11.057,7,2,2,2,0,0,0,0,1086,987
1146,2,main_green,99,53.0,11.106,6,2,2,2,0,0,0,0,1086,987
1147,2,main_green,99,59.0,11.159,6,2,2,2,0,0,0,0,1086,987
1148,2,main_green,100,65.0,10.908,7,2,2,2,0,0,0,0,1087,987
1149,2,main_green,101,72.0,10.691,8,2,2,2,0,0,0,0,1088,987
1150,2,main_green,101,82.0,10.742,10,2,2,2,0,0,0,0,1088,987
1151,2,main_green,101,93.0,10.804,11,2,2,2,0,0,0,0,1088,987
1152,2,main_green,97,105.0,10.751,12,2,2,2,0,0,0,0,1088,991
1153,2,main_green,104,117.0,10.02,19,2,2,2,0,0,0,0,1095,991
1154,2,main_green,102,129.0,10.1,13,2,2,2,0,0,0,0,1096,994
1155,2,main_green,102,141.0,10.339,12,2,2,2,0,0,0,0,1096,994
1156,2,main_green,100,153.0,10.4,12,2,2,2,0,0,0,0,1096,996
1157,2,main_green,100,165.0,10.25,13,2,2,2,0,0,0,0,1097,997
1158,2,main_green,99,177.0,10.208,12,2,2,2,0,0,0,0,1097,998
1159,2,main_green,97,189.0,9.966,13,2,2,2,0,0,0,0,1098,1001
1160,2,main_green,95,203.0,9.901,14,2,2,2,0,0,0,0,1098,1003
1161,2,main_green,93,218.0,9.751,16,2,2,2,0,0,0,0,1099,1006
1162,2,main_green,92,234.0,9.802,16,2,2,2,0,0,0,0,1099,1007
1163,2,main_green,91,252.0,9.824,18,2,2,2,0,0,0,0,1099,1008
1164,2,main_green,90,270.0,9.68,19,2,2,2,0,0,0,0,1100,1010
1165,2,main_green,97,288.0,9.077,25,2,2,2,0,0,0,0,1107,1010
1166,2,main_green,95,306.0,9.202,18,2,2,2,0,0,0,0,1107,1012
1167,2,main_green,93,324.0,9.338,18,2,2,2,0,0,0,0,1107,1014
1168,3,main_yellow,92,342.0,9.273,18,3,3,3,0,0,0,0,1107,1015
1169,3,main_yellow,93,360.0,9.04,20,3,3,3,0,0,0,0,1109,1016
1170,3,main_yellow,93,379.0,8.946,19,3,3,3,1,0,0,0,1109,1016
1171,0,side_green,93,65.0,9.105,7,0,0,0,1,0,0,0,1109,1016
1172,0,side_green,93,5.0,9.406,3,0,0,0,2,0,0,0,1109,1016
1173,0,side_green,94,8.0,9.602,4,0,0,0,2,0,0,0,1110,1016
1174,0,side_green,95,11.0,9.655,4,0,0,0,2,0,0,0,1111,1016
1175,0,side_green,95,14.0,9.746,3,0,0,0,2,0,0,0,1111,1016
1176,0,side_green,93,18.0,9.664,4,0,0,0,2,0,0,0,1111,1018
1177,0,side_green,98,27.0,8.898,16,0,0,0,3,1,1,1,1118,1020
1178,0,side_green,98,37.0,8.811,10,0,0,0,3,2,1,1,1118,1020
1179,0,side_green,99,51.0,8.518,15,0,0,0,3,3,3,2,1119,1020
1180,0,side_green,98,70.0,8.354,19,0,0,0,5,5,3,2,1119,1021
1181,0,side_green,99,92.0,8.108,23,0,0,0,5,6,4,2,1120,1021
1182,0,side_green,99,116.0,7.816,24,0,0,0,5,7,5,2,1120,1021
1183,0,side_green,99,142.0,7.611,26,0,0,0,5,8,6,2,1120,1021
1184,0,side_green,99,170.0,7.175,29,0,0,0,5,8,7,3,1121,1022
1185,0,side_green,99,200.0,6.895,31,0,0,0,6,8,8,3,1122,1023
1186,0,side_green,98,234.0,6.693,34,0,0,0,6,10,10,3,1122,1024
1187,0,side_green,98,271.0,6.459,37,0,0,0,7,11,10,3,1122,1024
1188,0,side_green,98,312.0,6.328,41,0,0,0,7,12,12,3,1122,1024
1189,0,side_green,98,355.0,5.327,50,0,0,0,7,13,13,3,1129,1031
1190,0,side_green,97,400.0,5.136,46,0,0,0,7,13,14,3,1130,1033
1191,0,side_green,90,448.0,4.653,48,0,0,0,7,13,15,4,1130,1040
1192,0,side_green,85,498.0,4.372,50,0,0,0,8,13,15,5,1130,1045
1193,0,side_green,83,548.0,4.065,51,0,0,0,8,13,15,5,1131,1048
1194,0,side_green,82,598.0,4.025,50,0,0,0,8,13,15,5,1131,1049
1195,0,side_green,82,650.0,4.082,53,0,0,0,8,13,15,5,1132,1050
1196,0,side_green,82,703.0,4.255,53,0,0,0,8,13,15,5,1132,1050
1197,0,side_green,83,756.0,4.186,54,0,0,0,8,13,15,5,1133,1050
1198,0,side_green,81,809.0,4.004,53,0,0,0,8,13,15,5,1133,1052
1199,0,side_green,80,862.0,3.888,53,0,0,0,8,13,15,5,1133,1053
1200,0,side_green,80,916.0,3.751,55,0,0,0,8,13,15,5,1134,1054
1201,0,side_green,87,970.0,3.463,61,0,0,0,8,13,15,5,1141,1054
1202,0,side_green,86,1025.0,3.412,55,0,0,0,8,13,15,5,1141,1055
1203,0,side_green,86,1080.0,3.614,55,0,0,0,8,13,15,5,1141,1055
1204,0,side_green,86,1135.0,3.693,55,0,0,0,8,13,15,5,1141,1055
1205,0,side_green,87,1191.0,3.706,58,0,0,0,8,13,15,5,1143,1056
1206,0,side_green,87,1248.0,3.92,57,0,0,0,8,13,15,5,1143,1056
1207,0,side_green,87,1305.0,3.98,57,0,0,0,8,13,15,5,1143,1056
1208,0,side_green,87,1362.0,3.991,57,0,0,0,8,13,15,5,1143,1056
1209,0,side_green,88,1419.0,3.882,58,0,0,0,8,13,15,5,1144,1056
1210,0,side_green,85,1477.0,3.353,59,0,0,0,8,13,15,5,1145,1060
