step,offset_j2,J1_phase_group,J2_phase_group,vehicle_count,total_waiting_time,mean_speed,total_queue,J1_phase,J2_phase
955,20,main_green,side_green,63,204.0,8.667478808401233,10,2,0
956,20,main_green,side_green,64,215.0,8.914500735602681,12,2,0
957,20,main_green,side_green,63,226.0,9.037708142904883,12,2,0
958,20,main_green,side_green,63,238.0,9.347706509791747,12,2,0
959,20,main_green,side_green,63,251.0,9.663618597626966,13,2,0
960,20,main_green,side_green,68,264.0,9.001197638994432,18,2,0
961,20,main_green,side_green,67,277.0,9.121824114528192,13,2,0
962,20,main_green,side_yellow,68,290.0,9.11598294856584,14,2,1
963,20,main_green,side_yellow,68,304.0,9.295133676508087,14,2,1
964,20,main_green,side_yellow,69,318.0,9.162495542155805,15,2,1
965,20,main_green,main_green,69,162.0,9.301171157265133,10,2,2
966,20,main_green,main_green,69,115.0,9.348268684287962,8,2,2
967,20,main_green,main_green,70,79.0,9.366995403509765,8,2,2
968,20,main_green,main_green,71,60.0,9.450883937370774,9,2,2
969,20,main_green,main_green,69,58.0,9.658925330052387,6,2,2
970,20,main_green,main_green,69,64.0,10.107938466181364,6,2,2
971,20,main_green,main_green,67,71.0,10.344889503190583,7,2,2
972,20,main_green,main_green,71,78.0,9.785775134475736,12,2,2
973,20,main_green,main_green,72,85.0,9.982717652554564,8,2,2
974,20,main_green,main_green,70,92.0,10.268321352457594,7,2,2
975,20,main_green,main_green,70,99.0,10.392991688864331,7,2,2
976,20,main_green,main_green,71,106.0,10.280343924353078,8,2,2
977,20,main_green,main_green,70,113.0,10.295675224996376,7,2,2
978,20,main_green,main_green,71,120.0,10.138340043186913,8,2,2
979,20,main_green,main_green,71,128.0,10.194987760473712,8,2,2
980,20,main_green,main_green,70,138.0,10.074508575984169,11,2,2
981,20,main_green,main_green,69,149.0,10.155619389086848,11,2,2
982,20,main_green,main_green,68,160.0,10.254066115722708,11,2,2
983,20,main_green,main_green,68,171.0,10.140754485685243,12,2,2
984,20,main_green,main_green,72,182.0,9.544025477907214,16,2,2
985,20,main_green,main_green,72,193.0,9.681517073387989,11,2,2
986,20,main_green,main_green,71,204.0,9.78878044437055,11,2,2
987,20,main_yellow,main_green,69,215.0,10.010729372898542,11,3,2
988,20,main_yellow,main_green,71,226.0,9.617416789824194,13,3,2
989,20,main_yellow,main_green,70,237.0,9.520185274447417,11,3,2
990,20,side_green,main_green,70,113.0,9.272949848234223,7,0,2
991,20,side_green,main_green,68,73.0,9.237876794026588,6,0,2
992,20,side_green,main_green,69,80.0,9.18071438694352,9,0,2
993,20,side_green,main_green,69,89.0,9.14002492790777,10,0,2
994,20,side_green,main_green,68,98.0,9.276553450616207,9,0,2
995,20,side_green,main_green,67,109.0,9.307364750644991,11,0,2
996,20,side_green,main_green,71,121.0,8.647255542818671,17,0,2
997,20,side_green,main_green,70,134.0,8.847199371267331,13,0,2
998,20,side_green,main_green,70,147.0,8.748578408550417,14,0,2
999,20,side_green,main_green,69,161.0,8.505043008824904,14,0,2
1000,20,side_green,main_green,69,176.0,8.218954852035235,16,0,2
1001,20,side_green,main_green,68,192.0,8.133851060080167,16,0,2
1002,20,side_green,main_green,66,210.0,7.900897501761301,18,0,2
1003,20,side_green,main_green,67,228.0,7.642624655538869,19,0,2
1004,20,side_green,main_green,66,250.0,7.368965441613088,23,0,2
1005,20,side_green,main_green,66,274.0,7.322058854612106,24,0,2
1006,20,side_green,main_green,66,299.0,7.30877094724776,25,0,2
1007,20,side_green,main_yellow,66,325.0,7.413042504661712,26,0,3
1008,20,side_green,main_yellow,70,351.0,6.7577258191777965,31,0,3
1009,20,side_green,main_yellow,68,377.0,6.303543397004886,27,0,3
1010,20,side_green,side_green,65,256.0,6.199384064424096,22,0,0
1011,20,side_green,side_green,62,223.0,6.095155251315908,19,0,0
1012,20,side_green,side_green,62,243.0,6.064833151668071,21,0,0
1013,20,side_green,side_green,61,264.0,6.115802841826363,21,0,0
1014,20,side_green,side_green,61,288.0,6.2866037201935105,25,0,0
1015,20,side_green,side_green,61,312.0,6.74491090087897,24,0,0
1016,20,side_green,side_green,62,336.0,6.761677465304876,25,0,0
1017,20,side_green,side_green,62,360.0,6.83441607834834,24,0,0
1018,20,side_green,side_green,59,385.0,6.5583610123538305,25,0,0
1019,20,side_green,side_green,59,411.0,6.324861880367629,27,0,0
1020,20,side_green,side_green,63,438.0,5.652741880713864,32,0,0
1021,20,side_green,side_green,63,465.0,5.573305112837855,27,0,0
1022,20,side_green,side_green,63,492.0,5.687934706448043,27,0,0
1023,20,side_green,side_green,63,520.0,5.795949741024511,28,0,0
1024,20,side_green,side_green,64,550.0,5.555932962936683,32,0,0
1025,20,side_green,side_green,64,580.0,5.800564037502231,30,0,0
1026,20,side_green,side_green,64,612.0,6.002541676263433,32,0,0
1027,20,side_green,side_green,63,644.0,5.937969165260488,32,0,0
1028,20,side_green,side_green,61,676.0,5.52718977623505,33,0,0
1029,20,side_green,side_green,59,708.0,5.039531370814972,33,0,0
1030,20,side_green,side_green,58,740.0,4.958276325495907,32,0,0
1031,20,side_green,side_green,55,772.0,4.502578127440503,32,0,0
1032,20,side_yellow,side_green,59,805.0,3.9109965411368264,38,1,0
1033,20,side_yellow,side_green,59,839.0,3.9086709144341096,34,1,0
1034,20,side_yellow,side_green,60,873.0,3.94267822336091,35,1,0
1035,20,main_green,side_green,60,738.0,4.215494650070278,31,2,0
1036,20,main_green,side_green,61,616.0,4.463026215560033,29,2,0
1037,20,main_green,side_green,61,508.0,4.783922364202491,25,2,0
1038,20,main_green,side_green,60,412.0,5.11619262816867,21,2,0
1039,20,main_green,side_green,61,329.0,5.512780807278998,18,2,0
1040,20,main_green,side_green,62,258.0,5.906422112906118,17,2,0
1041,20,main_green,side_green,61,200.0,6.4534484722258085,12,2,0
1042,20,main_green,side_green,59,160.0,6.901230826929098,11,2,0
1043,20,main_green,side_green,59,151.0,7.493553232181023,10,2,0
1044,20,main_green,side_green,64,161.0,7.5073805666940014,15,2,0
1045,20,main_green,side_green,65,172.0,8.014426745374264,12,2,0
1046,20,main_green,side_green,65,183.0,8.613586820425036,11,2,0
1047,20,main_green,side_green,65,194.0,9.020843996126574,11,2,0
1048,20,main_green,side_green,66,205.0,9.295443424083734,12,2,0
1049,20,main_green,side_green,66,216.0,9.442108821533788,11,2,0
1050,20,main_green,side_green,67,228.0,9.413166373044781,13,2,0
1051,20,main_green,side_green,66,240.0,9.343082780218761,12,2,0
1052,20,main_green,side_yellow,67,253.0,9.317912561776149,14,2,1
1053,20,main_green,side_yellow,66,266.0,9.297492195216844,13,2,1
1054,20,main_green,side_yellow,66,280.0,9.250690427678865,14,2,1
1055,20,main_green,main_green,66,171.0,9.187295539243461,12,2,2
1056,20,main_green,main_green,71,119.0,8.699826515066636,15,2,2
1057,20,main_green,main_green,71,85.0,9.087806763870416,8,2,2
1058,20,main_green,main_green,71,60.0,9.308408068769197,6,2,2
1059,20,main_green,main_green,71,53.0,9.74042634056415,5,2,2
1060,20,main_green,main_green,73,56.0,9.730523557475799,6,2,2
1061,20,main_green,main_green,71,60.0,9.923425667948102,4,2,2
1062,20,main_green,main_green,70,64.0,9.988849642514126,4,2,2
1063,20,main_green,main_green,69,68.0,10.139140217589652,4,2,2
1064,20,main_green,main_green,69,73.0,10.104434558754583,6,2,2
1065,20,main_green,main_green,69,80.0,10.149285366820694,8,2,2
1066,20,main_green,main_green,67,88.0,10.071732183629704,8,2,2
1067,20,main_green,main_green,67,96.0,10.336924850342552,8,2,2
1068,20,main_green,main_green,71,104.0,9.615719751072348,13,2,2
1069,20,main_green,main_green,71,112.0,9.771311259503225,8,2,2
1070,20,main_green,main_green,71,120.0,9.671667147885328,9,2,2
1071,20,main_green,main_green,70,128.0,9.965415701308762,8,2,2
1072,20,main_green,main_green,71,136.0,9.854684358254584,9,2,2
1073,20,main_green,main_green,69,144.0,9.904161254378263,8,2,2
1074,20,main_green,main_green,68,152.0,9.816999266774008,8,2,2
1075,20,main_green,main_green,68,160.0,9.638505026200228,9,2,2
1076,20,main_green,main_green,68,170.0,9.46118560310314,11,2,2
1077,20,main_yellow,main_green,67,181.0,9.543098527253965,11,3,2
1078,20,main_yellow,main_green,66,193.0,9.561167436291242,12,3,2
1079,20,main_yellow,main_green,65,205.0,9.442515030688215,12,3,2
1080,20,side_green,main_green,70,81.0,8.946399215358346,13,0,2
1081,20,side_green,main_green,70,46.0,9.119638692119036,6,0,2
1082,20,side_green,main_green,70,51.0,9.355536682185065,5,0,2
1083,20,side_green,main_green,69,56.0,9.469704055494262,5,0,2
1084,20,side_green,main_green,70,62.0,9.339120309576092,7,0,2
1085,20,side_green,main_green,70,70.0,9.509808751211235,8,0,2
1086,20,side_green,main_green,71,79.0,9.445855005883395,10,0,2
1087,20,side_green,main_green,71,88.0,9.468742021470156,9,0,2
1088,20,side_green,main_green,72,98.0,9.25625990317932,11,0,2
1089,20,side_green,main_green,70,110.0,8.945658130640505,12,0,2
1090,20,side_green,main_green,70,123.0,8.71575594145683,13,0,2
1091,20,side_green,main_green,69,138.0,8.240356571135601,16,0,2
1092,20,side_green,main_green,74,155.0,7.518672246019481,22,0,2
1093,20,side_green,main_green,72,173.0,7.4247461572995235,18,0,2
1094,20,side_green,main_green,70,192.0,7.366715714225883,19,0,2
1095,20,side_green,main_green,70,213.0,7.41080027088733,21,0,2
1096,20,side_green,main_green,71,236.0,7.092320733554494,25,0,2
1097,20,side_green,main_yellow,71,259.0,7.191313222501827,23,0,3
1098,20,side_green,main_yellow,69,283.0,7.016155826362387,24,0,3
1099,20,side_green,main_yellow,67,310.0,6.811184676661536,27,0,3
1100,20,side_green,side_green,65,216.0,6.525224082790322,24,0,0
1101,20,side_green,side_green,63,213.0,6.292516561519992,22,0,0
1102,20,side_green,side_green,60,234.0,6.38406892911074,21,0,0
1103,20,side_green,side_green,57,256.0,6.202618518641253,22,0,0
1104,20,side_green,side_green,61,278.0,5.836756426555554,27,0,0
1105,20,side_green,side_green,61,301.0,6.275319007709421,23,0,0
1106,20,side_green,side_green,62,324.0,6.449839201262706,24,0,0
1107,20,side_green,side_green,61,347.0,6.589069973526781,23,0,0
1108,20,side_green,side_green,62,371.0,6.68545760678296,25,0,0
1109,20,side_green,side_green,62,396.0,6.729558217127318,25,0,0
1110,20,side_green,side_green,62,421.0,6.8814573953844524,25,0,0
1111,20,side_green,side_green,63,446.0,6.7382333082054995,26,0,0
1112,20,side_green,side_green,64,472.0,6.538326042363506,27,0,0
1113,20,side_green,side_green,63,498.0,6.125934768655963,26,0,0
1114,20,side_green,side_green,62,526.0,5.981389255456011,28,0,0
1115,20,side_green,side_green,61,555.0,5.8049895032626075,29,0,0
1116,20,side_green,side_green,66,585.0,5.313592931160009,35,0,0
1117,20,side_green,side_green,67,615.0,5.415614889550691,31,0,0
1118,20,side_green,side_green,64,647.0,5.058341638510461,32,0,0
1119,20,side_green,side_green,62,679.0,4.742292701467132,32,0,0
1120,20,side_green,side_green,62,712.0,4.6118240969761715,34,0,0
1121,20,side_green,side_green,60,745.0,4.404598679678415,33,0,0
1122,20,side_yellow,side_green,60,779.0,4.362620824398229,35,1,0
1123,20,side_yellow,side_green,59,813.0,4.319263580270042,34,1,0
1124,20,side_yellow,side_green,60,848.0,4.29995152451133,36,1,0
1125,20,main_green,side_green,59,716.0,4.416208148225267,33,2,0
1126,20,main_green,side_green,58,597.0,4.627973033848915,29,2,0
1127,20,main_green,side_green,57,489.0,4.675923452644288,26,2,0
1128,20,main_green,side_green,61,392.0,4.567738221056987,26,2,0
1129,20,main_green,side_green,61,311.0,5.03903272202437,17,2,0
1130,20,main_green,side_green,61,237.0,5.527179628844833,13,2,0
1131,20,main_green,side_green,61,175.0,6.17898972522507,11,2,0
1132,20,main_green,side_green,63,138.0,6.690339539154829,12,2,0
1133,20,main_green,side_green,63,112.0,7.325750253500105,8,2,0
1134,20,main_green,side_green,63,120.0,7.9679546543408035,8,2,0
1135,20,main_green,side_green,63,129.0,8.529020485092522,9,2,0
1136,20,main_green,side_green,64,138.0,8.767889731165534,10,2,0
1137,20,main_green,side_green,63,147.0,8.935400527155796,10,2,0
1138,20,main_green,side_green,62,158.0,9.208617762755859,11,2,0
1139,20,main_green,side_green,62,169.0,9.394777565328857,11,2,0
1140,20,main_green,side_green,67,180.0,8.752253762772527,16,2,0
1141,20,main_green,side_green,67,191.0,8.994501137899267,11,2,0
1142,20,main_green,side_yellow,68,202.0,9.050265783547427,12,2,1
1143,20,main_green,side_yellow,68,214.0,9.17078868685144,12,2,1
1144,20,main_green,side_yellow,69,226.0,9.198601555492774,13,2,1
1145,20,main_green,main_green,69,158.0,9.126568331440811,10,2,2
1146,20,main_green,main_green,69,110.0,9.059366006342236,8,2,2
1147,20,main_green,main_green,70,78.0,9.063523409320352,8,2,2
1148,20,main_green,main_green,71,59.0,9.129989026262958,8,2,2
1149,20,main_green,main_green,70,58.0,9.312436826776596,7,2,2
1150,20,main_green,main_green,70,65.0,9.587367993838095,7,2,2
1151,20,main_green,main_green,70,72.0,9.930611667243912,7,2,2
1152,20,main_green,main_green,74,79.0,9.277452999774443,12,2,2
1153,20,main_green,main_green,74,86.0,9.534921979761076,8,2,2
1154,20,main_green,main_green,73,93.0,9.788393293311099,7,2,2
1155,20,main_green,main_green,72,100.0,10.095953154645791,7,2,2
1156,20,main_green,main_green,72,107.0,10.065853587654265,8,2,2
1157,20,main_green,main_green,71,114.0,10.152386483950265,7,2,2
1158,20,main_green,main_green,71,121.0,9.986159076092097,8,2,2
1159,20,main_green,main_green,71,129.0,9.987586826158111,8,2,2
1160,20,main_green,main_green,71,138.0,9.792752028898533,10,2,2
1161,20,main_green,main_green,71,148.0,9.854439532556906,10,2,2
1162,20,main_green,main_green,70,158.0,9.790304031695435,10,2,2
1163,20,main_green,main_green,70,169.0,9.813414819143073,12,2,2
1164,20,main_green,main_green,74,180.0,9.176921566315832,16,2,2
1165,20,main_green,main_green,72,191.0,9.25082061209031,11,2,2
1166,20,main_green,main_green,72,202.0,9.514267826560218,11,2,2
1167,20,main_yellow,main_green,70,213.0,9.72019007607398,11,3,2
1168,20,main_yellow,main_green,72,224.0,9.5257520362234,13,3,2
1169,20,main_yellow,main_green,70,235.0,9.459185945979018,11,3,2
1170,20,side_green,main_green,70,108.0,9.411595657414981,7,0,2
1171,20,side_green,main_green,69,71.0,9.30135183213318,5,0,2
1172,20,side_green,main_green,70,78.0,9.245144168224378,8,0,2
1173,20,side_green,main_green,70,86.0,9.286773549611837,9,0,2
1174,20,side_green,main_green,69,95.0,9.431167297066324,9,0,2
1175,20,side_green,main_green,69,104.0,9.488345414265586,9,0,2
1176,20,side_green,main_green,73,114.0,8.75095348621435,15,0,2
1177,20,side_green,main_green,72,125.0,8.630290547926222,11,0,2
1178,20,side_green,main_green,72,137.0,8.455417629030228,13,0,2
1179,20,side_green,main_green,72,150.0,8.352668990891463,13,0,2
1180,20,side_green,main_green,72,165.0,8.08822099633475,16,0,2
1181,20,side_green,main_green,72,181.0,8.076867428330969,16,0,2
1182,20,side_green,main_green,72,199.0,8.057884618013714,18,0,2
1183,20,side_green,main_green,71,218.0,7.798052129305836,20,0,2
1184,20,side_green,main_green,71,238.0,7.637802333436791,21,0,2
1185,20,side_green,main_green,70,261.0,7.529372857587883,23,0,2
1186,20,side_green,main_green,68,285.0,7.3237306754847,24,0,2
1187,20,side_green,main_yellow,68,309.0,7.36458441326356,24,0,3
1188,20,side_green,main_yellow,71,334.0,6.549908691102683,30,0,3
1189,20,side_green,main_yellow,70,359.0,6.315382236880018,26,0,3
1190,20,side_green,side_green,68,238.0,6.260362788369485,21,0,0
1191,20,side_green,side_green,67,207.0,6.386616736580006,19,0,0
1192,20,side_green,side_green,67,227.0,6.296637819016596,21,0,0
1193,20,side_green,side_green,66,249.0,6.4208815635585506,22,0,0
1194,20,side_green,side_green,67,271.0,6.693875398534703,23,0,0
1195,20,side_green,side_green,65,294.0,6.965462407263347,23,0,0
1196,20,side_green,side_green,66,317.0,7.165540221176481,24,0,0
1197,20,side_green,side_green,63,341.0,7.051026277706355,24,0,0
1198,20,side_green,side_green,63,366.0,7.110491022190082,25,0,0
1199,20,side_green,side_green,63,391.0,6.832067187272411,26,0,0
1200,20,side_green,side_green,66,416.0,6.185560008061704,30,0,0
1201,20,side_green,side_green,65,441.0,6.200739055002811,25,0,0
1202,20,side_green,side_green,65,468.0,6.236521172130115,27,0,0
1203,20,side_green,side_green,64,495.0,6.10778478394045,27,0,0
1204,20,side_green,side_green,66,523.0,5.944150506557835,30,0,0
1205,20,side_green,side_green,66,552.0,6.0439035781748816,29,0,0
1206,20,side_green,side_green,65,581.0,6.113885180385293,29,0,0
1207,20,side_green,side_green,64,611.0,6.18819434561163,30,0,0
1208,20,side_green,side_green,64,642.0,5.980916337840529,32,0,0
1209,20,side_green,side_green,61,673.0,5.412161908888791,32,0,0
1210,20,side_green,side_green,59,705.0,5.176119448157764,32,0,0
1211,20,side_green,side_green,56,737.0,4.7104626678929336,32,0,0
1212,20,side_yellow,side_green,59,770.0,4.112214808989981,38,1,0
1213,20,side_yellow,side_green,57,803.0,3.960966911282769,33,1,0
1214,20,side_yellow,side_green,58,837.0,4.070462718593493,35,1,0
1215,20,main_green,side_green,58,700.0,4.318626787356655,30,2,0
1216,20,main_green,side_green,59,579.0,4.5217938540372415,27,2,0
1217,20,main_green,side_green,59,477.0,4.9097248382922265,23,2,0
1218,20,main_green,side_green,59,380.0,5.339185475047312,19,2,0
1219,20,main_green,side_green,60,301.0,5.782532363119334,17,2,0
1220,20,main_green,side_green,61,229.0,6.228240789395373,14,2,0
1221,20,main_green,side_green,60,176.0,6.780363153855769,12,2,0
1222,20,main_green,side_green,59,137.0,7.270401953341971,10,2,0
1223,20,main_green,side_green,58,127.0,7.730322026657347,9,2,0
1224,20,main_green,side_green,62,136.0,7.572007447189174,14,2,0
1225,20,main_green,side_green,63,145.0,7.970676872955468,10,2,0
1226,20,main_green,side_green,63,154.0,8.52618287580488,9,2,0
1227,20,main_green,side_green,63,164.0,9.09637544250986,10,2,0
1228,20,main_green,side_green,64,174.0,9.24454406609648,11,2,0
1229,20,main_green,side_green,64,184.0,9.424537447500054,10,2,0
1230,20,main_green,side_green,65,194.0,9.374568962265187,11,2,0
1231,20,main_green,side_green,65,205.0,9.407711934941037,11,2,0
1232,20,main_green,side_yellow,66,217.0,9.350441695004646,13,2,1
1233,20,main_green,side_yellow,65,230.0,9.295953273004757,13,2,1
1234,20,main_green,side_yellow,64,243.0,9.212002472934637,13,2,1
1235,20,main_green,main_green,65,173.0,9.24317608819996,12,2,2
1236,20,main_green,main_green,70,119.0,8.737031633585685,14,2,2
1237,20,main_green,main_green,70,81.0,9.015565641944324,7,2,2
1238,20,main_green,main_green,70,58.0,9.460042370161522,5,2,2
1239,20,main_green,main_green,70,54.0,9.89355820159652,4,2,2
1240,20,main_green,main_green,72,58.0,9.890292370527611,6,2,2
1241,20,main_green,main_green,70,62.0,10.031441189739422,4,2,2
1242,20,main_green,main_green,70,66.0,10.265807816415478,4,2,2
1243,20,main_green,main_green,70,70.0,10.35393857365628,4,2,2
1244,20,main_green,main_green,71,75.0,10.270995210088198,6,2,2
1245,20,main_green,main_green,70,83.0,10.294541756651325,9,2,2
1246,20,main_green,main_green,68,91.0,10.407448046714585,8,2,2
1247,20,main_green,main_green,67,99.0,10.485207460511312,8,2,2
1248,20,main_green,main_green,72,107.0,9.761225692456584,13,2,2
1249,20,main_green,main_green,70,115.0,9.949235651939354,8,2,2
1250,20,main_green,main_green,69,123.0,9.894708695402102,9,2,2
1251,20,main_green,main_green,69,131.0,10.048478335919503,8,2,2
1252,20,main_green,main_green,69,139.0,10.001439770279417,9,2,2
1253,20,main_green,main_green,68,147.0,9.942582987438284,8,2,2
1254,20,main_green,main_green,66,155.0,9.853781155882706,8,2,2
1255,20,main_green,main_green,67,164.0,9.80364646326882,10,2,2
1256,20,main_green,main_green,66,174.0,9.661728962328954,11,2,2
1257,20,main_yellow,main_green,65,185.0,9.661707413628578,11,3,2
1258,20,main_yellow,main_green,65,197.0,9.619401804304914,12,3,2
1259,20,main_yellow,main_green,64,209.0,9.543816523056993,12,3,2
1260,20,side_green,main_green,69,83.0,8.892637505158541,13,0,2
1261,20,side_green,main_green,70,48.0,8.981382505562854,6,0,2
1262,20,side_green,main_green,70,53.0,9.30131581772984,5,0,2
1263,20,side_green,main_green,70,59.0,9.549509335859312,6,0,2
1264,20,side_green,main_green,69,66.0,9.21570687812082,8,0,2
1265,20,side_green,main_green,68,74.0,9.129347737239552,8,0,2
1266,20,side_green,main_green,69,82.0,9.046113397511585,9,0,2
1267,20,side_green,main_green,69,93.0,9.031319500159,11,0,2
1268,20,side_green,main_green,68,106.0,8.698366515904583,14,0,2
1269,20,side_green,main_green,68,122.0,8.623767091645213,16,0,2
1270,20,side_green,main_green,67,139.0,8.57981291115347,17,0,2
1271,20,side_green,main_green,68,158.0,8.178726361391321,20,0,2
1272,20,side_green,main_green,73,179.0,7.52326607078042,26,0,2
1273,20,side_green,main_green,73,200.0,7.666418104337291,21,0,2
1274,20,side_green,main_green,73,221.0,7.7357380686816875,21,0,2
1275,20,side_green,main_green,73,243.0,7.659238614073427,22,0,2
1276,20,side_green,main_green,74,266.0,7.377338014121824,25,0,2
1277,20,side_green,main_yellow,73,289.0,7.292098185071245,23,0,3
1278,20,side_green,main_yellow,70,314.0,7.06279265833606,25,0,3
1279,20,side_green,main_yellow,69,340.0,6.92454400174306,26,0,3
1280,20,side_green,side_green,66,244.0,6.419391240097906,24,0,0
1281,20,side_green,side_green,64,238.0,6.166727007902037,21,0,0
1282,20,side_green,side_green,62,260.0,6.278226232807316,22,0,0
1283,20,side_green,side_green,60,283.0,6.4300466075324465,23,0,0
1284,20,side_green,side_green,64,307.0,5.994149236478681,29,0,0
1285,20,side_green,side_green,63,331.0,6.194995509391421,24,0,0
1286,20,side_green,side_green,63,355.0,6.201768635737728,25,0,0
1287,20,side_green,side_green,62,381.0,6.181799198741013,26,0,0
1288,20,side_green,side_green,62,408.0,6.073047594990878,28,0,0
1289,20,side_green,side_green,61,435.0,6.095108189217834,27,0,0
1290,20,side_green,side_green,61,463.0,6.09268514201047,28,0,0
1291,20,side_green,side_green,62,492.0,6.185621844704349,30,0,0
1292,20,side_green,side_green,62,522.0,6.064324785421173,31,0,0
1293,20,side_green,side_green,61,552.0,5.77465226008692,30,0,0
1294,20,side_green,side_green,61,583.0,5.739524832066791,31,0,0
1295,20,side_green,side_green,59,614.0,5.391560796752709,31,0,0
1296,20,side_green,side_green,64,645.0,5.050531014373373,36,0,0
1297,20,side_green,side_green,65,676.0,5.095767132282969,32,0,0
1298,20,side_green,side_green,64,709.0,5.109928396772059,33,0,0
1299,20,side_green,side_green,61,742.0,4.856040295490724,33,0,0
1300,20,side_green,side_green,60,775.0,4.575925089387963,34,0,0
1301,20,side_green,side_green,59,808.0,4.647613227177299,33,0,0
1302,20,side_yellow,side_green,58,842.0,4.324704579604663,35,1,0
1303,20,side_yellow,side_green,58,876.0,4.461213659261926,34,1,0
1304,20,side_yellow,side_green,59,910.0,4.434068251478993,35,1,0
1305,20,main_green,side_green,57,775.0,4.251216620059922,30,2,0
1306,20,main_green,side_green,57,649.0,4.647493636242187,27,2,0
1307,20,main_green,side_green,58,538.0,4.9308025111255605,25,2,0
1308,20,main_green,side_green,62,434.0,4.897575854068516,25,2,0
1309,20,main_green,side_green,61,341.0,5.490107283476043,16,2,0
1310,20,main_green,side_green,61,266.0,6.2635346472427775,13,2,0
1311,20,main_green,side_green,61,201.0,6.893320128902683,9,2,0
1312,20,main_green,side_green,63,154.0,7.222867157026214,9,2,0
1313,20,main_green,side_green,63,139.0,7.906580738458655,7,2,0
1314,20,main_green,side_green,63,146.0,8.647271460003376,7,2,0
1315,20,main_green,side_green,63,154.0,9.032687123343345,8,2,0
1316,20,main_green,side_green,64,163.0,9.099705131548822,10,2,0
1317,20,main_green,side_green,64,172.0,9.28045073042339,10,2,0
1318,20,main_green,side_green,62,182.0,9.5541643385797,10,2,0
1319,20,main_green,side_green,61,193.0,9.754537314889244,11,2,0
1320,20,main_green,side_green,66,204.0,9.041389737591564,16,2,0
1321,20,main_green,side_green,66,215.0,9.25999618620533,11,2,0
1322,20,main_green,side_yellow,67,226.0,9.221098441339787,12,2,1
1323,20,main_green,side_yellow,67,237.0,9.231214267096908,11,2,1
1324,20,main_green,side_yellow,68,248.0,9.160745395074747,12,2,1
1325,20,main_green,main_green,68,173.0,9.195578862524608,9,2,2
1326,20,main_green,main_green,68,109.0,9.267980813628919,8,2,2
1327,20,main_green,main_green,69,63.0,9.171339903808395,9,2,2
1328,20,main_green,main_green,70,41.0,9.177342501726129,7,2,2
1329,20,main_green,main_green,68,33.0,9.307908481734835,5,2,2
1330,20,main_green,main_green,67,36.0,9.513804007293132,6,2,2
1331,20,main_green,main_green,67,42.0,9.906884825887497,6,2,2
1332,20,main_green,main_green,71,48.0,9.410480422888295,11,2,2
1333,20,main_green,main_green,71,54.0,9.52240339572884,7,2,2
1334,20,main_green,main_green,70,60.0,9.845959571580417,6,2,2
1335,20,main_green,main_green,69,66.0,10.026365640482544,6,2,2
1336,20,main_green,main_green,70,72.0,10.008896367213676,7,2,2
1337,20,main_green,main_green,69,78.0,10.042734008740576,6,2,2
1338,20,main_green,main_green,70,84.0,9.927181688527169,7,2,2
1339,20,main_green,main_green,68,92.0,9.97793186303964,8,2,2
1340,20,main_green,main_green,69,100.0,9.848340825370522,9,2,2
1341,20,main_green,main_green,69,109.0,9.92035392039534,9,2,2
1342,20,main_green,main_green,68,119.0,9.952360337827,10,2,2
1343,20,main_green,main_green,68,129.0,9.886589010124043,11,2,2
1344,20,main_green,main_green,72,139.0,9.18892950834807,15,2,2
1345,20,main_green,main_green,71,149.0,9.374893438548002,10,2,2
1346,20,main_green,main_green,70,159.0,9.636141753755709,10,2,2
1347,20,main_yellow,main_green,69,169.0,9.819065516637577,10,3,2
1348,20,main_yellow,main_green,70,179.0,9.512319082209993,12,3,2
1349,20,main_yellow,main_green,68,189.0,9.367821497630892,10,3,2
1350,20,side_green,main_green,68,89.0,9.380939894722859,6,0,2
1351,20,side_green,main_green,68,72.0,9.364935723667939,4,0,2
1352,20,side_green,main_green,69,78.0,9.300339792799235,7,0,2
1353,20,side_green,main_green,70,85.0,9.09801989870463,8,0,2
1354,20,side_green,main_green,68,93.0,9.168224457201374,8,0,2
1355,20,side_green,main_green,67,102.0,9.200140547023041,9,0,2
1356,20,side_green,main_green,72,111.0,8.805289614811429,14,0,2
1357,20,side_green,main_green,72,121.0,8.836180627512515,10,0,2
1358,20,side_green,main_green,72,132.0,8.7619292028077,12,0,2
1359,20,side_green,main_green,72,143.0,8.838363789812853,11,0,2
1360,20,side_green,main_green,73,156.0,8.688073216180914,14,0,2
1361,20,side_green,main_green,73,170.0,8.420530123603625,14,0,2
1362,20,side_green,main_green,73,187.0,8.249836226760134,17,0,2
1363,20,side_green,main_green,74,204.0,7.822568888289309,18,0,2
1364,20,side_green,main_green,73,224.0,7.491798383454576,21,0,2
1365,20,side_green,main_green,72,246.0,7.3834884556249785,22,0,2
1366,20,side_green,main_green,71,271.0,7.3780649075913995,25,0,2
1367,20,side_green,main_yellow,69,296.0,7.183611677244684,25,0,3
1368,20,side_green,main_yellow,73,323.0,6.575720756573734,32,0,3
1369,20,side_green,main_yellow,70,351.0,6.1783563621994695,29,0,3
1370,20,side_green,side_green,68,231.0,6.2458932560104525,24,0,0
1371,20,side_green,side_green,64,204.0,6.039763437013866,21,0,0
1372,20,side_green,side_green,64,226.0,5.987232072447438,23,0,0
1373,20,side_green,side_green,63,249.0,6.042546492786921,23,0,0
