episode,decisions,episode_reward,avg_loss,epsilon,final_vehicle_count,final_total_waiting_time,final_mean_speed,final_total_queue
72,81,-951762.0,7.1267373502990345,0.05800582384841529,58,490.0,4.939276681211209,33
73,80,-506546.0,8.47290091663599,0.055730825466005454,61,409.0,5.590587112304575,28
74,80,-790464.0,7.928991724550724,0.053545052911221,49,714.0,4.646957499175322,30
75,81,-762903.0,7.325210842821333,0.051419284228398886,58,485.0,4.92712065126384,31
76,81,-712522.0,8.474282953474257,0.05,70,2099.0,3.0747093283578897,51
77,80,-671202.0,7.39612099379301,0.05,61,480.0,5.718442971922575,31
78,80,-631678.0,8.150975112617015,0.05,72,732.0,8.329187887459788,22
79,80,-594518.0,7.596047934889794,0.05,60,470.0,5.775023152724654,30
80,80,-546540.0,7.796980507299304,0.05,62,475.0,5.797448613859854,31
81,80,-770229.0,7.559623104333878,0.05,50,757.0,4.599800554153491,31
82,81,-833994.0,8.096820738948422,0.05,74,1825.0,3.3692129256616217,51
83,81,-677243.0,9.57763789391812,0.05,52,885.0,4.432681153325169,33
84,81,-734167.0,8.180403230366883,0.05,59,432.0,5.306091120210222,31
85,81,-755982.0,6.629461548946522,0.05,60,509.0,5.5754316626649265,32
86,80,-579705.0,7.856256751716137,0.05,60,402.0,5.376824337870659,27
87,80,-538018.0,9.96029329970479,0.05,62,475.0,5.712837679918077,32
88,80,-797285.0,7.992735825851559,0.05,59,394.0,5.345730529417735,28
89,80,-701369.0,8.376808253303171,0.05,71,344.0,9.226361513186122,16
90,80,-683214.0,8.873184675723314,0.05,63,474.0,5.890736797269112,31
91,81,-722191.0,8.365798295648009,0.05,58,492.0,4.984518913155742,33
92,81,-874517.0,7.207634149142254,0.05,58,181.0,5.191587112126212,19
93,81,-821989.0,9.239614560280318,0.05,52,860.0,4.430256595857234,33
94,80,-692042.0,9.42013040035963,0.05,50,746.0,4.544419107545095,31
95,81,-827658.0,9.123686921081426,0.05,70,1746.0,3.264718824596699,49
96,80,-741322.0,8.268495655804873,0.05,59,404.0,5.355656563586528,27
97,81,-888032.0,7.792538555683913,0.05,60,516.0,5.4375936902075335,31
98,81,-966285.0,8.93222592200762,0.05,60,566.0,5.371388111621828,33
99,80,-785995.0,8.220256207883358,0.05,71,345.0,9.254727395534573,16
100,80,-914289.0,8.613993849232793,0.05,63,470.0,5.804600275399319,31
101,80,-692888.0,9.85282660573721,0.05,61,480.0,5.703945979688018,32
102,81,-882759.0,10.558363826186568,0.05,62,214.0,6.019794136701556,17
103,81,-987963.0,10.051757683724533,0.05,62,1265.0,4.601256558542429,38
104,81,-846580.0,10.252445192248732,0.05,58,490.0,4.9231875886248675,32
105,81,-815330.0,9.19653503983109,0.05,71,349.0,9.0403662638938,16
106,81,-726658.0,10.085218860043419,0.05,60,514.0,5.456164944778985,32
107,81,-802100.0,9.569861114393046,0.05,70,2092.0,3.100065862649565,52
108,81,-703558.0,9.212579122664016,0.05,61,511.0,5.645409182285981,31
109,81,-750424.0,10.459051731192035,0.05,61,655.0,4.415344080389832,26
110,81,-775258.0,9.5791470585046,0.05,51,817.0,4.401888750606865,32
111,80,-678174.0,9.335148903355002,0.05,79,476.0,5.860668823323428,32
112,80,-852515.0,9.255689451470971,0.05,80,2209.0,2.9543503976488568,57
113,81,-855715.0,10.30742053853141,0.05,68,2106.0,3.0876675653256562,49
114,80,-820595.0,11.86264889985323,0.05,60,404.0,5.588330878550138,27
115,80,-788043.0,9.244585871323943,0.05,49,708.0,4.663609235128311,30
116,80,-750206.0,10.829959761351347,0.05,60,399.0,5.416774185243591,26
117,80,-850717.0,11.106424951180816,0.05,71,342.0,9.339059751607298,16
118,80,-618998.0,9.569094047322869,0.05,60,409.0,5.422415616142359,28
119,80,-858398.0,11.566662762314081,0.05,74,742.0,8.540682476744424,22
120,80,-894198.0,10.81685925424099,0.05,74,729.0,8.572420327167608,22
121,81,-1033032.0,10.532929412376733,0.05,58,487.0,4.923646195110823,32
122,80,-705306.0,11.265745206922293,0.05,62,478.0,5.752209432227067,32
123,80,-598238.0,9.64210776425898,0.05,62,474.0,5.785006888854332,31
124,80,-834451.0,10.310899759829045,0.05,49,679.0,4.632033434621563,30
125,81,-1054132.0,8.477511600947674,0.05,65,100.0,6.21602013947785,11
126,80,-847186.0,10.012254090607167,0.05,55,921.0,4.964417247511342,32
127,81,-721607.0,11.083955301546757,0.05,60,565.0,5.311568131779212,33
128,80,-826054.0,9.663535540178419,0.05,61,476.0,5.715185986428032,32
129,80,-642629.0,9.560180331394076,0.05,84,353.0,9.73606277132422,16
130,80,-701844.0,9.473808803781868,0.05,61,469.0,5.920831861725449,30
131,80,-629725.0,9.702285530790686,0.05,62,476.0,5.8542414547101265,31
132,81,-679766.0,9.349115272730957,0.05,58,498.0,4.875913212526454,31
133,81,-869639.0,9.710300871987402,0.05,71,348.0,9.13710378447527,16
134,81,-734254.0,9.110894867667445,0.05,58,472.0,4.977048020052218,31
135,80,-709383.0,11.711054304987192,0.05,50,750.0,4.509059926655505,31
136,80,-580452.0,10.339776003360749,0.05,61,442.0,5.834054765516861,31
137,81,-848789.0,9.778846790761124,0.05,60,514.0,5.536901322945719,32
138,80,-642962.0,9.188687954843044,0.05,60,413.0,5.51174624265738,28
139,80,-784745.0,8.714957585930824,0.05,59,402.0,5.298190679033131,28
140,80,-767689.0,8.870059455186128,0.05,60,406.0,5.402165547872388,28
141,80,-556814.0,9.547465318441391,0.05,50,755.0,4.506828537996052,31
142,80,-690245.0,10.940462039411068,0.05,71,350.0,9.251712969764554,16
143,80,-641376.0,10.018658823892475,0.05,50,747.0,4.548068495819973,31
144,81,-803729.0,9.580300440758835,0.05,71,350.0,9.13517329810624,16
145,81,-925149.0,9.290745379748168,0.05,79,524.0,5.678634072713451,36
146,81,-673461.0,9.426200222821883,0.05,65,1339.0,3.474281170958344,46
147,80,-662120.0,10.63801976069808,0.05,50,743.0,4.529539122671544,31
148,80,-674609.0,10.098706755787134,0.05,71,349.0,9.347153069302927,16
149,80,-523423.0,10.691498771682381,0.05,74,733.0,8.567642991122193,22
150,80,-640504.0,10.820075284317136,0.05,50,753.0,4.573768644464155,31
151,80,-604306.0,10.324099227041007,0.05,71,346.0,9.249278751368468,16
152,81,-721226.0,10.740895264310602,0.05,61,506.0,5.635106411738365,32
153,80,-596330.0,11.648499815538525,0.05,60,402.0,5.5299307520085454,28
154,80,-682144.0,11.000780683010817,0.05,60,477.0,5.619255163332924,32
155,80,-606346.0,11.27463070899248,0.05,51,793.0,4.348812801457719,32
156,81,-631443.0,11.513383985301594,0.05,52,868.0,4.339664397138571,33
157,81,-628212.0,9.730137061189723,0.05,51,819.0,4.452673526273314,32
158,80,-691327.0,11.453750503063201,0.05,59,407.0,5.342867492625792,27
159,81,-867710.0,11.844268803611214,0.05,61,510.0,5.690420002029699,31
160,80,-646548.0,10.867380411922932,0.05,60,399.0,5.460562470863331,28
161,81,-1007895.0,13.35984190525832,0.05,52,872.0,4.440734001397084,33
162,80,-824248.0,11.479339218139648,0.05,50,750.0,4.606683422772789,31
163,81,-628122.0,10.198148196862068,0.05,71,347.0,9.049193644046184,16
164,80,-753204.0,10.36422905176878,0.05,87,345.0,9.70578591956197,16
165,81,-823556.0,9.383270683479898,0.05,58,489.0,4.891648929498906,33
166,80,-762656.0,12.560410593450069,0.05,49,703.0,4.673439162948449,30
167,80,-777277.0,8.996214251965284,0.05,71,351.0,9.308349194603267,16
168,80,-710350.0,10.002274402603508,0.05,50,723.0,4.5184528476469765,30
169,81,-790509.0,11.837182941260162,0.05,71,348.0,9.203167495904758,16
170,80,-632332.0,10.672744406014681,0.05,60,406.0,5.471814736477919,27
171,80,-752054.0,12.868176653236151,0.05,71,347.0,9.279496550153981,16
172,81,-793787.0,10.833239490603223,0.05,70,1744.0,3.236932255915578,50
173,80,-721273.0,11.280134761333466,0.05,49,708.0,4.590540747077567,30
174,80,-981288.0,10.61801695600152,0.05,50,756.0,4.522285127686386,31
175,80,-659210.0,12.397974674403667,0.05,62,478.0,5.77249789426884,31
176,80,-772144.0,11.965051592886448,0.05,71,340.0,9.240300484978304,16
177,80,-779974.0,10.902936500683428,0.05,71,341.0,9.26490846598045,16
178,80,-689208.0,12.683585382252932,0.05,50,750.0,4.497222313887758,31
179,81,-660319.0,11.905047010492396,0.05,51,821.0,4.438763897708645,32
180,80,-847681.0,10.044928115978838,0.05,59,990.0,5.074073769284499,34
181,81,-809081.0,12.588865653600221,0.05,52,887.0,4.337371153814316,33
182,80,-718674.0,12.139993830770255,0.05,71,347.0,9.21950040602482,16
183,80,-633123.0,11.7063038662076,0.05,63,479.0,5.800369914254603,31
184,80,-798406.0,11.764378850907088,0.05,50,762.0,4.590785710673872,31
185,80,-863754.0,13.552099412307143,0.05,60,402.0,5.518836321269292,27
186,80,-772970.0,12.492039763554931,0.05,71,342.0,9.340012039162247,16
187,80,-830586.0,11.135881235823035,0.05,59,407.0,5.285834247814939,27
188,80,-767036.0,10.299731185473501,0.05,55,921.0,4.91204144890477,32
189,80,-784914.0,10.790797414630651,0.05,71,351.0,9.288018800059552,16
190,80,-761527.0,11.80764928944409,0.05,70,1703.0,3.211919729516039,49
191,80,-637381.0,12.867773914337159,0.05,49,709.0,4.593054091425919,30
192,80,-866352.0,12.442384235560894,0.05,71,347.0,9.315776463167406,16
193,81,-698934.0,11.29358705032019,0.05,58,484.0,4.902338754171209,31
194,80,-757586.0,10.397251289710402,0.05,49,708.0,4.56464876288672,30
195,80,-872484.0,9.554010481387376,0.05,89,734.0,8.637458089190503,22
196,81,-761395.0,11.356891829290507,0.05,58,483.0,4.8980967039123895,32
197,80,-662627.0,13.285685652494431,0.05,61,402.0,5.531567448770846,26
198,80,-576248.0,11.435527089610696,0.05,62,474.0,5.7191718053046,32
199,81,-735041.0,10.809261362125843,0.05,71,347.0,9.096985199054705,16
200,80,-1026835.0,10.212776981294155,0.05,71,341.0,9.173452760728484,16
201,81,-833121.0,11.851895761710626,0.05,52,862.0,4.347786356778296,33
202,80,-711093.0,10.695587079972029,0.05,71,343.0,9.314328880883988,16
203,80,-675268.0,10.665231743827462,0.05,50,742.0,4.502068585223952,31
204,80,-915266.0,13.03623488098383,0.05,74,735.0,8.565556499059669,22
205,81,-1004187.0,10.761950651436676,0.05,73,180.0,8.65186037157091,8
206,80,-831118.0,11.636820217967033,0.05,81,1310.0,4.307001786868147,43
207,80,-756630.0,11.20246231406927,0.05,71,339.0,9.167472271682913,16
208,80,-667761.0,10.985789282247424,0.05,59,406.0,5.317443519617811,27
209,80,-687309.0,12.47375204898417,0.05,62,474.0,5.804355779909104,31
210,80,-785312.0,11.946274300292135,0.05,59,399.0,5.3378709598250875,29
211,80,-698872.0,11.692268650978804,0.05,59,402.0,5.267361190680294,27
212,80,-513479.0,12.219663138687611,0.05,61,478.0,5.502446634195869,31
213,80,-596692.0,12.938493854179978,0.05,50,750.0,4.511658611293017,31
214,80,-768590.0,11.766385447233915,0.05,62,473.0,5.749894072235599,31
215,80,-781154.0,11.163437770307064,0.05,61,402.0,5.518429301453657,26
216,80,-569874.0,11.24123241007328,0.05,59,398.0,5.295627560153852,28
217,80,-621877.0,12.399460412189365,0.05,71,343.0,9.342137792286751,16
218,80,-560265.0,13.443817921727895,0.05,60,401.0,5.447478146542559,27
219,80,-727374.0,13.77668576091528,0.05,75,731.0,8.617816011167474,22
220,80,-632496.0,11.403022088855504,0.05,61,401.0,5.5226268872312,27
221,80,-735118.0,11.83332751840353,0.05,71,343.0,9.228653105948965,16
222,80,-794216.0,9.467070366814733,0.05,87,343.0,9.671455446969563,16
223,80,-617908.0,12.806801367923617,0.05,60,401.0,5.432590093283442,27
224,80,-789195.0,11.2981819473207,0.05,69,403.0,6.273953874473777,27
225,80,-872006.0,11.27081977725029,0.05,60,480.0,5.51514459188107,32
226,80,-794438.0,11.238128005713225,0.05,71,350.0,9.213028669215984,16
227,81,-1026003.0,11.262577649251915,0.05,72,174.0,9.140826982373586,8
228,81,-1076488.0,10.927673473034377,0.05,72,24.0,9.721228246743971,6
229,81,-669125.0,10.48148504966571,0.05,60,516.0,5.505469722166067,32
230,80,-732553.0,9.987685441970825,0.05,61,477.0,5.817407511892746,30
231,80,-786901.0,10.561156680807471,0.05,50,752.0,4.460029816930334,31
232,81,-821245.0,11.410778901827188,0.05,60,511.0,5.648173182193458,32
233,80,-938067.0,11.424728087335826,0.05,49,717.0,4.634791913447056,30
234,81,-731030.0,8.140630449041907,0.05,58,499.0,4.863511851611147,33
235,81,-1007193.0,9.05772077264609,0.05,71,340.0,8.96063944584127,16
236,81,-664826.0,11.79198530169181,0.05,58,495.0,4.956779716539546,32
237,80,-691627.0,10.365828884392977,0.05,58,396.0,5.25839967052694,27
238,81,-1062813.0,11.326546850027862,0.05,52,869.0,4.339229625815765,33
239,81,-990521.0,11.87393150947712,0.05,65,101.0,6.342656038146073,11
240,81,-806368.0,12.374735396953277,0.05,54,510.0,4.868260358768102,32
241,81,-855889.0,12.39463112273334,0.05,71,344.0,8.952678673185574,16
242,80,-637144.0,9.520524594187737,0.05,62,473.0,5.759721948403473,31
243,80,-574894.0,12.799469101428986,0.05,60,408.0,5.435013601986999,27
244,80,-786368.0,11.368756958097219,0.05,59,472.0,5.431768382270982,31
245,81,-1011149.0,11.867675130014065,0.05,58,370.0,5.1530923270045825,27
246,81,-630735.0,10.382926314701269,0.05,71,346.0,9.029997063378678,16
247,80,-760943.0,11.142271467298269,0.05,61,464.0,5.723660630872903,31
248,80,-720579.0,12.409684775024653,0.05,62,477.0,5.781942234247678,31
249,80,-915426.0,9.498006679862737,0.05,59,395.0,5.324146069621249,26
250,80,-844428.0,11.930830079317094,0.05,74,734.0,8.506520576397158,22
251,81,-715393.0,13.807828079035252,0.05,58,492.0,4.994255177740938,32
252,80,-720469.0,12.837577139213682,0.05,60,480.0,5.645265583996286,31
253,80,-731223.0,11.45940267369151,0.05,71,351.0,9.267392608892703,16
254,80,-1122175.0,11.203219037503004,0.05,59,988.0,5.05008827681111,34
255,81,-999206.0,11.455286422629415,0.05,71,342.0,9.145217628626682,16
256,81,-666610.0,11.351440764135784,0.05,58,491.0,4.929032285330603,33
257,81,-875826.0,10.892601210026093,0.05,58,487.0,4.917181354674347,31
258,80,-718773.0,12.229111564159393,0.05,63,475.0,5.881752770882941,31
259,81,-1019956.0,11.464126436798662,0.05,71,343.0,9.05821288745766,16
260,81,-1071679.0,11.094585837405404,0.05,51,815.0,4.486350644004617,32
261,81,-758330.0,12.807918346958395,0.05,71,347.0,9.095340419737235,16
262,80,-565681.0,11.451264924183487,0.05,60,412.0,5.561153169583793,27
263,80,-691037.0,11.427567049115897,0.05,61,403.0,5.604595295823808,28
264,80,-668946.0,13.51288782134652,0.05,61,402.0,5.538603276625652,26
265,81,-844177.0,11.143188855898233,0.05,70,1733.0,3.2807219808867987,48
266,80,-598250.0,12.186485109478236,0.05,61,486.0,5.662793317632233,32
267,80,-710665.0,12.252531691640616,0.05,61,472.0,5.793797529902969,30
268,80,-676709.0,13.561444221436977,0.05,50,749.0,4.426038820921615,31
269,80,-1007540.0,12.173363058269024,0.05,50,757.0,4.573100630308159,31
270,80,-601022.0,12.661000900715589,0.05,71,342.0,9.198170706103364,16
271,81,-687316.0,11.60825310923435,0.05,58,493.0,4.909139877685463,31
272,81,-863595.0,12.734899055074763,0.05,58,497.0,4.943585736969001,33
273,80,-692940.0,13.369850259274244,0.05,71,348.0,9.307643534176357,16
274,80,-757196.0,12.920831083133816,0.05,50,750.0,4.4844795538729985,31
275,80,-693907.0,11.593457368388773,0.05,62,479.0,5.766981413488894,31
276,80,-718694.0,14.811377228796482,0.05,49,709.0,4.603410067054388,30
277,80,-902834.0,12.260428823158145,0.05,58,399.0,5.330258354518202,26
278,81,-1151298.0,10.350798136290209,0.05,60,513.0,5.542228704502776,31
279,80,-646638.0,11.750224698707461,0.05,59,406.0,5.338389254371189,29
280,80,-522115.0,11.443797441199422,0.05,49,712.0,4.668979574515916,30
281,81,-747605.0,12.359149943899226,0.05,71,347.0,9.172370918014188,16
282,80,-916643.0,11.794594607129692,0.05,71,350.0,9.269585670528107,16
283,80,-780350.0,12.869297548756004,0.05,71,345.0,9.158251508815065,16
284,80,-734718.0,10.355961407348513,0.05,50,755.0,4.5670601151156,31
285,80,-702140.0,13.004520893841981,0.05,61,484.0,5.6424092219945665,32
286,80,-567072.0,13.595600217580795,0.05,60,390.0,5.5065614012012105,26
287,80,-676572.0,12.450308665260673,0.05,69,1995.0,3.1329759856001163,51
288,80,-653314.0,13.642271133512258,0.05,59,398.0,5.385402217216791,26
289,80,-591817.0,12.845284433290363,0.05,49,707.0,4.612815268939514,30
290,80,-646842.0,13.948793147504329,0.05,59,403.0,5.263099348378974,28
291,81,-742400.0,9.534823518844298,0.05,58,495.0,4.951323247449254,33
292,81,-730223.0,12.668932635475088,0.05,58,490.0,4.933907493253963,32
293,80,-603557.0,11.337890491262078,0.05,71,348.0,9.300394438167674,16
294,81,-797097.0,12.39287339684404,0.05,65,1333.0,3.537259710835715,46
295,81,-765988.0,13.829494068284093,0.05,58,488.0,4.980468686910133,31
296,80,-940218.0,12.786847992241382,0.05,70,345.0,9.143965634249826,16
297,80,-857418.0,12.201556106284261,0.05,70,346.0,9.220764285866084,16
298,80,-661765.0,13.043443648517131,0.05,62,476.0,5.816629293970749,31
299,81,-900936.0,12.662168394636225,0.05,74,350.0,9.190694686352655,16
300,81,-788036.0,12.833601856673205,0.05,58,489.0,4.947629397282568,33
