step,J1_phase_group,J2_phase_group,vehicle_count,total_waiting_time,mean_speed,total_queue,J1_phase,J2_phase,J1_side_pressure,J1_main_pressure,J2_side_pressure,J2_main_pressure
0,main_green,main_green,6,0.0,0.0,6,2,2,0.0,0.0,0.0,0.0
1,main_green,main_green,6,0.0,1.9281289832588906,0,2,2,0.0,0.0,0.0,0.0
2,main_green,main_green,6,0.0,3.819527830982891,0,2,2,0.0,0.0,0.0,0.0
3,main_green,main_green,6,0.0,5.95375468035927,0,2,2,0.0,0.0,0.0,0.0
4,main_green,main_green,7,0.0,6.647755472318802,1,2,2,0.0,0.0,0.0,0.0
5,main_green,main_green,7,0.0,8.298468717521317,0,2,2,0.0,0.0,0.0,0.0
6,main_green,main_green,8,0.0,8.574237411410273,1,2,2,0.0,0.0,0.0,0.0
7,main_green,main_green,8,0.0,9.901442386076598,0,2,2,0.0,0.0,0.0,0.0
8,main_green,main_green,9,0.0,9.252661430357609,1,2,2,0.0,0.0,0.0,0.0
9,main_green,main_green,9,0.0,9.932773236214253,0,2,2,0.0,0.0,0.0,0.0
10,main_green,main_green,9,0.0,10.45049816250539,0,2,2,4.0,6.0,4.0,4.0
11,main_green,main_green,10,0.0,10.118736469104388,1,2,2,4.0,6.0,4.0,4.0
12,main_green,main_green,15,0.0,7.173519009669289,5,2,2,4.0,6.0,4.0,4.0
13,main_green,main_green,15,0.0,8.09625817419114,0,2,2,4.0,6.0,4.0,4.0
14,main_green,main_green,15,0.0,8.909221398424402,0,2,2,4.0,6.0,4.0,4.0
15,main_green,main_green,15,0.0,9.586576673690272,0,2,2,4.0,6.0,4.0,4.0
16,main_green,main_green,17,0.0,9.224030556041402,2,2,2,4.0,6.0,4.0,4.0
17,main_green,main_green,17,0.0,9.86779040481578,0,2,2,4.0,6.0,4.0,4.0
18,main_green,main_green,17,0.0,10.086451150162844,0,2,2,4.0,6.0,4.0,4.0
19,main_green,main_green,17,0.0,9.864399277973423,0,2,2,4.0,6.0,4.0,4.0
20,main_green,main_green,18,0.0,9.119878366765734,1,2,2,8.0,10.0,8.0,8.0
21,main_green,main_green,19,2.0,8.770795411039876,3,2,2,8.0,10.0,8.0,8.0
22,main_green,main_green,19,5.0,8.88257611990297,3,2,2,8.0,10.0,8.0,8.0
23,main_green,main_green,19,8.0,9.099786112519073,3,2,2,8.0,10.0,8.0,8.0
24,main_green,main_green,24,12.0,7.231573834548203,9,2,2,8.0,10.0,8.0,8.0
25,main_green,main_green,24,16.0,7.917093987708241,4,2,2,8.0,10.0,8.0,8.0
26,main_green,main_green,25,20.0,8.204194995852196,5,2,2,8.0,10.0,8.0,8.0
