step,vehicle_count,total_waiting_time,mean_speed,phase,queue_phase_0,queue_phase_3,green_elapsed,state
1826,112,1462.0,2.20705618225153,2,27,38,0,rrrrrrrrrrrr
1827,111,1359.0,2.1602642044313782,3,27,36,0,rrrGGgrrrGGg
1828,111,1305.0,2.2780157954617675,3,27,35,1,rrrGGgrrrGGg
1829,110,1258.0,2.261462450700119,3,26,34,2,rrrGGgrrrGGg
1830,111,1212.0,2.319882513066482,3,27,32,3,rrrGGgrrrGGg
1831,111,1218.0,2.29966106665487,3,26,31,4,rrrGGgrrrGGg
1832,110,1198.0,2.23148734393922,3,27,30,5,rrrGGgrrrGGg
1833,108,1168.0,2.131888800960609,3,25,31,6,rrrGGgrrrGGg
1834,109,1219.0,2.2270397328279676,3,27,32,7,rrrGGgrrrGGg
1835,108,1224.0,2.203232883339548,3,26,29,8,rrrGGgrrrGGg
1836,109,1138.0,2.3227006134325223,3,24,30,9,rrrGGgrrrGGg
1837,107,1103.0,2.1429364591827356,3,25,28,10,rrrGGgrrrGGg
1838,108,1069.0,2.2656117593726073,3,26,27,11,rrrGGgrrrGGg
1839,109,1071.0,2.4078381855979925,3,25,28,12,rrrGGgrrrGGg
1840,109,1036.0,2.544477665107442,3,25,26,13,rrrGGgrrrGGg
1841,110,1049.0,2.6595531434290933,3,25,26,14,rrrGGgrrrGGg
1842,111,1015.0,2.7843834582816096,3,27,24,15,rrrGGgrrrGGg
1843,111,1029.0,2.869621304195124,3,27,23,16,rrrGGgrrrGGg
1844,112,949.0,2.8878453043653556,3,27,23,17,rrrGGgrrrGGg
1845,111,963.0,2.853438979244424,3,27,21,18,rrrGGgrrrGGg
1846,112,930.0,2.952565010004512,3,28,23,19,rrrGGgrrrGGg
1847,112,943.0,2.912180995621234,4,31,20,0,rrryyyrrryyy
1848,112,994.0,2.939116997842078,4,32,20,0,rrryyyrrryyy
1849,113,995.0,2.974042921310583,4,31,22,0,rrryyyrrryyy
1850,114,963.0,2.9851227785442793,5,32,21,0,rrrrrrrrrrrr
1851,114,895.0,2.94024497646466,5,31,22,0,rrrrrrrrrrrr
1852,114,846.0,3.020983644836241,0,30,22,0,GGgrrrGGgrrr
1853,115,768.0,3.107652434192674,0,27,20,1,GGgrrrGGgrrr
1854,116,700.0,3.2065577068369446,0,23,23,2,GGgrrrGGgrrr
1855,116,648.0,3.2520642864432165,0,21,22,3,GGgrrrGGgrrr
1856,117,618.0,3.3074066806736613,0,20,23,4,GGgrrrGGgrrr
1857,116,624.0,3.3588496628150897,0,18,23,5,GGgrrrGGgrrr
1858,117,637.0,3.4120850647789736,0,18,23,6,GGgrrrGGgrrr
1859,115,651.0,3.339728775943764,0,17,23,7,GGgrrrGGgrrr
1860,114,634.0,3.346172804453706,0,17,23,8,GGgrrrGGgrrr
1861,115,617.0,3.223363853044771,0,17,25,9,GGgrrrGGgrrr
1862,115,663.0,3.1419966120325826,0,20,25,10,GGgrrrGGgrrr
1863,116,610.0,3.2025450939382423,0,20,23,11,GGgrrrGGgrrr
1864,114,633.0,3.121849913908688,0,21,25,12,GGgrrrGGgrrr
1865,113,642.0,3.083612035483842,0,22,24,13,GGgrrrGGgrrr
1866,114,652.0,3.137189308215829,0,22,26,14,GGgrrrGGgrrr
1867,114,625.0,3.1006306754621695,0,22,24,15,GGgrrrGGgrrr
1868,115,599.0,3.1374189091928226,0,23,24,16,GGgrrrGGgrrr
1869,115,576.0,3.17473908203251,0,22,25,17,GGgrrrGGgrrr
1870,115,612.0,3.202797719129133,0,22,25,18,GGgrrrGGgrrr
1871,114,553.0,3.0460929891276343,0,22,26,19,GGgrrrGGgrrr
1872,114,575.0,3.149252099221057,0,19,28,20,GGgrrrGGgrrr
1873,114,599.0,3.1973751507762813,1,19,29,0,yyyrrryyyrrr
1874,115,627.0,3.2209612179962317,1,21,29,0,yyyrrryyyrrr
1875,115,651.0,3.1367281588946923,1,23,29,0,yyyrrryyyrrr
1876,116,644.0,3.1556389033411296,2,23,32,0,rrrrrrrrrrrr
1877,116,648.0,3.172876892689441,2,23,31,0,rrrrrrrrrrrr
1878,116,606.0,3.175952885388998,3,21,30,0,rrrGGgrrrGGg
1879,116,572.0,3.0851605434885463,3,23,28,1,rrrGGgrrrGGg
1880,117,547.0,3.097619421669296,3,22,29,2,rrrGGgrrrGGg
1881,117,509.0,3.0969731844465795,3,21,27,3,rrrGGgrrrGGg
1882,117,507.0,3.1269924123470534,3,25,24,4,rrrGGgrrrGGg
1883,118,503.0,3.015366604003254,3,28,24,5,rrrGGgrrrGGg
1884,117,528.0,2.810476968509506,3,28,24,6,rrrGGgrrrGGg
1885,117,559.0,2.593510828983821,3,28,29,7,rrrGGgrrrGGg
1886,116,559.0,2.51273462247943,3,29,26,8,rrrGGgrrrGGg
1887,115,571.0,2.4472483059707404,3,30,29,9,rrrGGgrrrGGg
1888,115,614.0,2.3495559418718623,3,30,33,10,rrrGGgrrrGGg
1889,117,629.0,2.252572650672653,3,32,33,11,rrrGGgrrrGGg
1890,116,609.0,2.1903244680286904,3,26,31,12,rrrGGgrrrGGg
1891,116,615.0,2.15683769591474,3,26,32,13,rrrGGgrrrGGg
1892,114,597.0,2.029885246154088,3,21,33,14,rrrGGgrrrGGg
1893,116,597.0,2.111313269850671,3,23,36,15,rrrGGgrrrGGg
1894,117,624.0,2.117267646434818,3,24,32,16,rrrGGgrrrGGg
1895,116,663.0,2.049757630875306,3,23,36,17,rrrGGgrrrGGg
1896,116,702.0,2.075658024515582,3,24,36,18,rrrGGgrrrGGg
1897,116,753.0,2.0433084351841493,3,25,37,19,rrrGGgrrrGGg
1898,116,820.0,1.9877760094902213,3,29,39,20,rrrGGgrrrGGg
1899,118,867.0,2.022252170238703,3,29,38,21,rrrGGgrrrGGg
1900,118,911.0,2.0626331738854993,3,31,38,22,rrrGGgrrrGGg
1901,117,925.0,2.0256552764967526,3,29,38,23,rrrGGgrrrGGg
1902,117,924.0,2.0804678645459758,3,27,36,24,rrrGGgrrrGGg
1903,118,951.0,2.113046562763163,3,31,38,25,rrrGGgrrrGGg
1904,118,977.0,2.1285875316733907,3,33,38,26,rrrGGgrrrGGg
1905,119,1006.0,2.2202837051515147,3,36,38,27,rrrGGgrrrGGg
1906,120,1029.0,2.292673660298532,3,33,38,28,rrrGGgrrrGGg
1907,120,1081.0,2.3429883552820523,3,36,37,29,rrrGGgrrrGGg
1908,121,1136.0,2.397527198197122,3,36,38,30,rrrGGgrrrGGg
1909,121,1210.0,2.496387997035856,3,39,37,31,rrrGGgrrrGGg
1910,121,1241.0,2.5028667866061505,3,39,37,32,rrrGGgrrrGGg
1911,121,1279.0,2.62632827560253,3,42,36,33,rrrGGgrrrGGg
1912,121,1331.0,2.6048938437954376,4,41,36,0,rrryyyrrryyy
1913,122,1369.0,2.644573584361242,4,43,37,0,rrryyyrrryyy
1914,122,1435.0,2.7099624613469935,4,44,36,0,rrryyyrrryyy
1915,122,1503.0,2.718716716671515,5,46,37,0,rrrrrrrrrrrr
1916,122,1569.0,2.7211348611092854,5,45,37,0,rrrrrrrrrrrr
1917,123,1506.0,2.7491434429189447,0,43,37,0,GGgrrrGGgrrr
1918,123,1446.0,2.7453452037012713,0,40,37,1,GGgrrrGGgrrr
1919,124,1427.0,2.867442903869242,0,37,37,2,GGgrrrGGgrrr
1920,124,1412.0,2.854424551071092,0,37,37,3,GGgrrrGGgrrr
1921,122,1399.0,2.7432041714414677,0,33,37,4,GGgrrrGGgrrr
1922,121,1391.0,2.6827627203358246,0,30,39,5,GGgrrrGGgrrr
1923,122,1419.0,2.6797530591128904,0,30,41,6,GGgrrrGGgrrr
1924,122,1419.0,2.594549524965746,0,27,41,7,GGgrrrGGgrrr
1925,123,1409.0,2.640694589641939,0,30,39,8,GGgrrrGGgrrr
1926,121,1460.0,2.5087831085004146,0,30,41,9,GGgrrrGGgrrr
1927,120,1530.0,2.4492611667094915,0,31,41,10,GGgrrrGGgrrr
1928,119,1570.0,2.1611694817131673,0,30,44,11,GGgrrrGGgrrr
1929,119,1628.0,2.133931044462827,0,32,44,12,GGgrrrGGgrrr
1930,120,1682.0,2.1265614877146226,0,33,46,13,GGgrrrGGgrrr
1931,122,1740.0,2.090467075124185,0,37,46,14,GGgrrrGGgrrr
1932,122,1796.0,2.027009687161682,0,34,47,15,GGgrrrGGgrrr
1933,122,1868.0,2.086314898249104,0,37,48,16,GGgrrrGGgrrr
1934,121,1924.0,2.0999253370444193,0,36,47,17,GGgrrrGGgrrr
1935,120,1980.0,1.9716407216163256,0,36,47,18,GGgrrrGGgrrr
1936,120,2038.0,2.032974155455345,0,33,47,19,GGgrrrGGgrrr
1937,120,2108.0,1.9468085246170723,1,36,48,0,yyyrrryyyrrr
1938,119,2135.0,1.9488869487910716,1,34,48,0,yyyrrryyyrrr
1939,120,2124.0,1.9688098522187392,1,35,47,0,yyyrrryyyrrr
1940,121,2110.0,2.0296693094879807,2,36,45,0,rrrrrrrrrrrr
1941,121,2158.0,2.093086644636373,2,32,46,0,rrrrrrrrrrrr
1942,121,2139.0,2.1461935342055485,3,30,44,0,rrrGGgrrrGGg
1943,122,2145.0,2.224027593724525,3,31,41,1,rrrGGgrrrGGg
1944,122,2184.0,2.3246757716873208,3,31,40,2,rrrGGgrrrGGg
1945,123,2216.0,2.4049352163673623,3,32,38,3,rrrGGgrrrGGg
1946,123,2245.0,2.4409545694961046,3,30,39,4,rrrGGgrrrGGg
1947,125,2284.0,2.457664609237409,3,32,40,5,rrrGGgrrrGGg
1948,126,2352.0,2.4346443309947388,3,31,39,6,rrrGGgrrrGGg
1949,126,2402.0,2.4561065409347425,3,33,39,7,rrrGGgrrrGGg
1950,125,2452.0,2.292420882318548,3,35,38,8,rrrGGgrrrGGg
1951,125,2526.0,2.3492174314759353,3,35,38,9,rrrGGgrrrGGg
1952,125,2572.0,2.3218801492130434,3,36,36,10,rrrGGgrrrGGg
1953,126,2637.0,2.260779902729649,3,37,38,11,rrrGGgrrrGGg
1954,125,2711.0,2.130616510628559,3,39,36,12,rrrGGgrrrGGg
1955,126,2721.0,2.1756151030844197,3,40,37,13,rrrGGgrrrGGg
1956,127,2725.0,2.238227969901957,3,39,38,14,rrrGGgrrrGGg
1957,125,2739.0,2.1998098096553833,3,37,37,15,rrrGGgrrrGGg
1958,124,2769.0,2.126873600459422,3,38,38,16,rrrGGgrrrGGg
1959,123,2797.0,2.13413841044097,3,37,37,17,rrrGGgrrrGGg
1960,124,2872.0,2.0810631031941287,3,40,37,18,rrrGGgrrrGGg
1961,123,2948.0,2.0554853406429534,3,38,38,19,rrrGGgrrrGGg
1962,123,3026.0,2.1107796906469454,3,40,38,20,rrrGGgrrrGGg
1963,124,3106.0,2.1726833892394257,3,42,39,21,rrrGGgrrrGGg
1964,124,3187.0,2.1105088209759657,3,42,40,22,rrrGGgrrrGGg
1965,124,3250.0,2.137047107399113,3,42,39,23,rrrGGgrrrGGg
1966,125,3236.0,2.2012686818164435,3,43,37,24,rrrGGgrrrGGg
1967,125,3316.0,2.2529026220146045,4,43,37,0,rrryyyrrryyy
1968,126,3397.0,2.2731615570334323,4,44,38,0,rrryyyrrryyy
1969,126,3480.0,2.3323715763627226,4,45,38,0,rrryyyrrryyy
1970,126,3430.0,2.3977677711694065,5,47,36,0,rrrrrrrrrrrr
1971,128,3409.0,2.3459316607980556,5,49,35,0,rrrrrrrrrrrr
1972,128,3410.0,2.323813555605619,0,45,35,0,GGgrrrGGgrrr
1973,130,3440.0,2.3100456676404395,0,44,40,1,GGgrrrGGgrrr
1974,129,3471.0,2.274423359607586,0,42,39,2,GGgrrrGGgrrr
1975,129,3398.0,2.3255298930956845,0,41,38,3,GGgrrrGGgrrr
1976,130,3452.0,2.4003898808306974,0,42,40,4,GGgrrrGGgrrr
1977,128,3449.0,2.260241886052432,0,40,39,5,GGgrrrGGgrrr
1978,128,3412.0,2.1563076069635714,0,38,41,6,GGgrrrGGgrrr
1979,128,3488.0,2.1390170139605424,0,37,41,7,GGgrrrGGgrrr
1980,128,3534.0,2.1724579001682547,0,36,42,8,GGgrrrGGgrrr
1981,128,3588.0,2.065016610271904,0,36,44,9,GGgrrrGGgrrr
1982,128,3644.0,2.0704048718630963,0,34,46,10,GGgrrrGGgrrr
1983,129,3631.0,2.129795413072423,0,32,46,11,GGgrrrGGgrrr
1984,130,3483.0,2.213232124414999,0,31,46,12,GGgrrrGGgrrr
1985,129,3443.0,2.222685456525317,0,27,46,13,GGgrrrGGgrrr
1986,130,3425.0,2.2329330684772204,0,26,47,14,GGgrrrGGgrrr
1987,127,3499.0,1.870633974980057,0,25,49,15,GGgrrrGGgrrr
1988,127,3548.0,1.799490295023462,0,25,49,16,GGgrrrGGgrrr
1989,126,3627.0,1.7311654306868751,0,26,51,17,GGgrrrGGgrrr
1990,126,3655.0,1.8296289337114944,0,25,52,18,GGgrrrGGgrrr
1991,127,3733.0,1.8868493321672848,0,28,53,19,GGgrrrGGgrrr
1992,127,3789.0,1.960983727988497,1,26,54,0,yyyrrryyyrrr
1993,128,3845.0,1.979590421647069,1,26,55,0,yyyrrryyyrrr
1994,128,3901.0,2.022724742888423,1,24,55,0,yyyrrryyyrrr
1995,128,3957.0,2.098164374823234,2,23,55,0,rrrrrrrrrrrr
1996,127,4032.0,2.061656308402729,2,27,55,0,rrrrrrrrrrrr
1997,129,4042.0,2.1174068083189255,3,28,52,0,rrrGGgrrrGGg
1998,130,4067.0,2.1419713358115047,3,27,50,1,rrrGGgrrrGGg
1999,131,4108.0,2.185430791387898,3,27,49,2,rrrGGgrrrGGg
2000,131,4096.0,2.2412223797000235,3,27,47,3,rrrGGgrrrGGg
2001,131,4062.0,2.2984925133854466,3,29,44,4,rrrGGgrrrGGg
2002,131,4007.0,2.245101472420247,3,31,44,5,rrrGGgrrrGGg
2003,132,4059.0,2.2054507358455426,3,31,46,6,rrrGGgrrrGGg
2004,132,4113.0,2.201908482897487,3,33,44,7,rrrGGgrrrGGg
2005,131,4097.0,1.967788775014512,3,32,42,8,rrrGGgrrrGGg
2006,131,4031.0,1.982194664038392,3,30,41,9,rrrGGgrrrGGg
2007,132,3993.0,1.8914768616013773,3,32,41,10,rrrGGgrrrGGg
2008,131,3951.0,1.8057981423438092,3,32,42,11,rrrGGgrrrGGg
2009,131,4025.0,1.723666386304674,3,34,44,12,rrrGGgrrrGGg
2010,131,4100.0,1.7980021068027383,3,34,43,13,rrrGGgrrrGGg
2011,131,4152.0,1.8541089812170521,3,36,42,14,rrrGGgrrrGGg
2012,133,4183.0,1.7963203338309808,3,38,42,15,rrrGGgrrrGGg
2013,133,4231.0,1.8809841077128375,3,37,40,16,rrrGGgrrrGGg
2014,132,4195.0,1.8811741213504998,3,37,40,17,rrrGGgrrrGGg
2015,132,4266.0,1.9414720748165795,3,38,39,18,rrrGGgrrrGGg
2016,132,4344.0,1.9383978913982673,3,38,40,19,rrrGGgrrrGGg
2017,131,4422.0,1.7121189200450444,3,41,39,20,rrrGGgrrrGGg
2018,132,4503.0,1.7266125290483862,3,40,42,21,rrrGGgrrrGGg
2019,132,4586.0,1.7118706893398308,3,43,41,22,rrrGGgrrrGGg
2020,131,4655.0,1.6755492523032856,3,44,39,23,rrrGGgrrrGGg
2021,131,4724.0,1.7014442495470359,4,44,38,0,rrryyyrrryyy
2022,131,4808.0,1.7580111219612824,4,45,39,0,rrryyyrrryyy
2023,132,4826.0,1.6831219860531461,4,44,41,0,rrryyyrrryyy
2024,132,4762.0,1.7872495887942068,5,43,39,0,rrrrrrrrrrrr
2025,133,4644.0,1.817139257447841,5,43,39,0,rrrrrrrrrrrr
2026,134,4294.0,1.882855658083923,0,40,37,0,GGgrrrGGgrrr
2027,134,4097.0,1.9325845738698073,0,34,38,1,GGgrrrGGgrrr
2028,134,3943.0,1.9419682722863116,0,31,38,2,GGgrrrGGgrrr
2029,135,3898.0,1.847150001017765,0,32,40,3,GGgrrrGGgrrr
2030,135,3762.0,1.8961320775678603,0,31,40,4,GGgrrrGGgrrr
2031,134,3775.0,1.8886739488603261,0,32,41,5,GGgrrrGGgrrr
2032,134,3763.0,1.9466330519278021,0,31,42,6,GGgrrrGGgrrr
2033,134,3754.0,2.0019480075437444,0,32,42,7,GGgrrrGGgrrr
2034,135,3750.0,2.0463521056352767,0,33,43,8,GGgrrrGGgrrr
2035,134,3779.0,2.0579618564429216,0,31,44,9,GGgrrrGGgrrr
2036,134,3611.0,2.1196784740384076,0,31,42,10,GGgrrrGGgrrr
2037,133,3459.0,2.0998501801017873,0,32,42,11,GGgrrrGGgrrr
2038,133,3376.0,2.1454507744997784,0,32,44,12,GGgrrrGGgrrr
2039,133,3289.0,2.0740671247778084,0,35,46,13,GGgrrrGGgrrr
2040,132,3173.0,2.078777152823031,0,32,47,14,GGgrrrGGgrrr
2041,132,3035.0,2.130036458120268,0,33,48,15,GGgrrrGGgrrr
2042,132,2893.0,2.18845133223518,0,33,48,16,GGgrrrGGgrrr
2043,132,2778.0,2.283740208398455,0,34,47,17,GGgrrrGGgrrr
2044,131,2665.0,2.1425097331027816,0,33,48,18,GGgrrrGGgrrr
2045,130,2676.0,2.1237830214325393,0,33,47,19,GGgrrrGGgrrr
2046,129,2551.0,2.1117383089591755,1,33,47,0,yyyrrryyyrrr
2047,127,2441.0,2.026506705174734,1,32,48,0,yyyrrryyyrrr
2048,127,2357.0,2.037458666808987,1,32,50,0,yyyrrryyyrrr
2049,127,2220.0,1.9228218537969337,2,31,52,0,rrrrrrrrrrrr
2050,128,2148.0,1.9085567294997348,2,34,52,0,rrrrrrrrrrrr
2051,128,1987.0,1.8975082277143354,3,32,50,0,rrrGGgrrrGGg
2052,128,1853.0,1.8921177928357584,3,33,49,1,rrrGGgrrrGGg
2053,128,1757.0,1.897914655315934,3,34,49,2,rrrGGgrrrGGg
2054,128,1605.0,1.8673364622779298,3,33,49,3,rrrGGgrrrGGg
2055,128,1493.0,1.8409698872570137,3,30,48,4,rrrGGgrrrGGg
2056,128,1525.0,1.827034399535218,3,33,48,5,rrrGGgrrrGGg
2057,127,1553.0,1.747118188815104,3,32,48,6,rrrGGgrrrGGg
2058,128,1584.0,1.7873811333701157,3,33,48,7,rrrGGgrrrGGg
2059,128,1620.0,1.8341958448645181,3,35,46,8,rrrGGgrrrGGg
2060,127,1672.0,1.7928519397957465,3,35,46,9,rrrGGgrrrGGg
2061,126,1703.0,1.7921213989519105,3,35,45,10,rrrGGgrrrGGg
2062,126,1761.0,1.8761178422398987,3,35,44,11,rrrGGgrrrGGg
2063,126,1811.0,1.9396766657805047,3,35,44,12,rrrGGgrrrGGg
2064,126,1841.0,2.0112803720763464,3,34,43,13,rrrGGgrrrGGg
2065,127,1871.0,1.9600536399652597,3,33,43,14,rrrGGgrrrGGg
2066,125,1840.0,1.9235001902446662,3,33,39,15,rrrGGgrrrGGg
2067,124,1806.0,1.9422024469227879,3,34,36,16,rrrGGgrrrGGg
2068,124,1796.0,2.0337741721706233,3,34,35,17,rrrGGgrrrGGg
2069,124,1808.0,2.1592077220460895,3,34,33,18,rrrGGgrrrGGg
2070,125,1833.0,2.2638646870386365,3,36,34,19,rrrGGgrrrGGg
2071,124,1855.0,2.3094299132314924,3,35,33,20,rrrGGgrrrGGg
2072,123,1880.0,2.3448973849579957,3,36,33,21,rrrGGgrrrGGg
2073,123,1924.0,2.4439811821248925,3,37,34,22,rrrGGgrrrGGg
2074,123,1994.0,2.5320118144509247,3,38,34,23,rrrGGgrrrGGg
2075,123,2044.0,2.6313479054538607,3,37,33,24,rrrGGgrrrGGg
2076,122,2110.0,2.5593542168667165,3,39,32,25,rrrGGgrrrGGg
2077,122,2130.0,2.6649729380657603,4,39,30,0,rrryyyrrryyy
2078,122,2193.0,2.7079300091395355,4,39,31,0,rrryyyrrryyy
2079,122,2265.0,2.6897897696004733,4,40,32,0,rrryyyrrryyy
2080,122,2316.0,2.6604886341112928,5,41,32,0,rrrrrrrrrrrr
2081,122,2304.0,2.612389987929123,5,42,31,0,rrrrrrrrrrrr
2082,123,2122.0,2.5587643428846443,0,38,33,0,GGgrrrGGgrrr
2083,122,2099.0,2.351038239534371,0,37,33,1,GGgrrrGGgrrr
2084,122,2085.0,2.4550047415547347,0,34,35,2,GGgrrrGGgrrr
2085,121,2087.0,2.4660134703682437,0,31,37,3,GGgrrrGGgrrr
2086,121,2084.0,2.524191476767875,0,32,36,4,GGgrrrGGgrrr
2087,121,2079.0,2.5745500034179267,0,29,34,5,GGgrrrGGgrrr
2088,120,2082.0,2.518262186320422,0,28,36,6,GGgrrrGGgrrr
2089,119,2115.0,2.347851401517496,0,28,37,7,GGgrrrGGgrrr
2090,118,2115.0,2.3060910359759204,0,28,36,8,GGgrrrGGgrrr
2091,117,2108.0,2.2639034560962172,0,29,35,9,GGgrrrGGgrrr
2092,117,2104.0,2.334733272166283,0,30,36,10,GGgrrrGGgrrr
2093,116,2072.0,2.3126505635597385,0,30,35,11,GGgrrrGGgrrr
2094,114,2036.0,2.1612586413081583,0,33,34,12,GGgrrrGGgrrr
2095,116,1989.0,2.1572574061764738,0,32,35,13,GGgrrrGGgrrr
2096,115,1969.0,1.9485033656507111,0,34,33,14,GGgrrrGGgrrr
2097,115,1900.0,1.9753535430568376,0,33,32,15,GGgrrrGGgrrr
2098,115,1814.0,2.0122805854348047,0,34,29,16,GGgrrrGGgrrr
2099,114,1728.0,2.0102658006203584,0,34,27,17,GGgrrrGGgrrr
2100,114,1699.0,2.1224852548489186,0,33,31,18,GGgrrrGGgrrr
2101,113,1659.0,2.1159681398234156,0,31,29,19,GGgrrrGGgrrr
2102,112,1569.0,2.1282359497165624,0,30,29,20,GGgrrrGGgrrr
2103,113,1328.0,2.2041217931828676,0,30,27,21,GGgrrrGGgrrr
2104,113,1318.0,2.321717098354611,0,28,26,22,GGgrrrGGgrrr
2105,113,1327.0,2.434488635420583,0,28,28,23,GGgrrrGGgrrr
2106,114,1341.0,2.5343416987478835,0,28,28,24,GGgrrrGGgrrr
2107,114,1351.0,2.6488154685563425,0,26,28,25,GGgrrrGGgrrr
2108,115,1361.0,2.7759623249286833,0,24,29,26,GGgrrrGGgrrr
2109,115,1373.0,2.927642560203915,1,23,29,0,yyyrrryyyrrr
2110,116,1382.0,3.0608236478726116,1,21,29,0,yyyrrryyyrrr
2111,116,1161.0,3.231903573212595,1,21,27,0,yyyrrryyyrrr
2112,116,1170.0,3.332974903794627,2,19,28,0,rrrrrrrrrrrr
2113,116,1174.0,3.4537810200599326,2,18,27,0,rrrrrrrrrrrr
2114,116,1085.0,3.5768777201058732,3,17,25,0,rrrGGgrrrGGg
2115,115,1036.0,3.535987079426028,3,17,25,1,rrrGGgrrrGGg
2116,115,998.0,3.557061849358722,3,19,24,2,rrrGGgrrrGGg
2117,114,957.0,3.5702844481777287,3,17,22,3,rrrGGgrrrGGg
2118,114,965.0,3.621552473724185,3,19,22,4,rrrGGgrrrGGg
2119,113,937.0,3.5721169464953464,3,18,21,5,rrrGGgrrrGGg
2120,114,908.0,3.5098696617947898,3,18,21,6,rrrGGgrrrGGg
2121,112,888.0,3.1887895921659615,3,18,24,7,rrrGGgrrrGGg
2122,112,867.0,3.147396337615266,3,16,24,8,rrrGGgrrrGGg
2123,112,748.0,3.1289191867208017,3,14,27,9,rrrGGgrrrGGg
2124,112,447.0,2.996388629660898,3,13,28,10,rrrGGgrrrGGg
2125,113,430.0,3.000442573723297,3,12,29,11,rrrGGgrrrGGg
2126,112,444.0,2.883785728570733,3,12,31,12,rrrGGgrrrGGg
2127,114,469.0,2.799256743922392,3,13,34,13,rrrGGgrrrGGg
2128,114,508.0,2.6929613944339605,3,13,34,14,rrrGGgrrrGGg
2129,114,544.0,2.6557050900992256,3,14,34,15,rrrGGgrrrGGg
2130,113,588.0,2.547877115071372,3,14,35,16,rrrGGgrrrGGg
2131,112,603.0,2.4752413380984675,3,15,36,17,rrrGGgrrrGGg
2132,112,611.0,2.4174929299616896,3,16,36,18,rrrGGgrrrGGg
2133,112,622.0,2.3659674725972804,3,17,38,19,rrrGGgrrrGGg
2134,113,641.0,2.4271960152583953,3,18,37,20,rrrGGgrrrGGg
2135,112,637.0,2.3666398824933537,3,17,35,21,rrrGGgrrrGGg
2136,111,662.0,2.2713090425753197,3,18,39,22,rrrGGgrrrGGg
2137,112,685.0,2.2173977061834744,3,20,38,23,rrrGGgrrrGGg
2138,113,696.0,2.2020946880510865,3,21,39,24,rrrGGgrrrGGg
2139,113,687.0,2.2219151853229957,3,22,37,25,rrrGGgrrrGGg
2140,113,720.0,2.245106143909122,3,23,40,26,rrrGGgrrrGGg
2141,114,757.0,2.2935871510802235,3,25,41,27,rrrGGgrrrGGg
2142,115,794.0,2.3576195938533595,3,27,39,28,rrrGGgrrrGGg
2143,115,825.0,2.4347767550729555,3,27,38,29,rrrGGgrrrGGg
2144,115,874.0,2.5256628971086466,3,27,37,30,rrrGGgrrrGGg
2145,115,936.0,2.6160919688985325,3,28,37,31,rrrGGgrrrGGg
2146,115,935.0,2.7466431929595867,3,29,35,32,rrrGGgrrrGGg
2147,115,973.0,2.8084568386972864,3,30,35,33,rrrGGgrrrGGg
2148,113,1000.0,2.725957379411386,3,31,35,34,rrrGGgrrrGGg
2149,112,1004.0,2.7253807498923344,3,31,33,35,rrrGGgrrrGGg
2150,113,1053.0,2.6120841405751403,3,34,34,36,rrrGGgrrrGGg
2151,113,1107.0,2.5156157858198687,3,32,35,37,rrrGGgrrrGGg
2152,113,1145.0,2.5079777071445846,3,33,34,38,rrrGGgrrrGGg
2153,113,1188.0,2.3456718594637787,3,36,35,39,rrrGGgrrrGGg
2154,113,1181.0,2.3302910292097447,3,36,32,40,rrrGGgrrrGGg
2155,112,1208.0,2.239935721704143,3,38,31,41,rrrGGgrrrGGg
2156,112,1261.0,2.159773154038357,4,38,33,0,rrryyyrrryyy
2157,113,1307.0,2.1490020763802296,4,41,31,0,rrryyyrrryyy
2158,113,1353.0,2.1980849837632235,4,40,31,0,rrryyyrrryyy
2159,114,1401.0,2.0439886854726073,5,42,32,0,rrrrrrrrrrrr
2160,114,1452.0,2.042681043370986,5,42,32,0,rrrrrrrrrrrr
2161,115,1360.0,2.06935544921725,0,40,32,0,GGgrrrGGgrrr
2162,114,1270.0,2.0635221734043743,0,39,28,1,GGgrrrGGgrrr
2163,115,1271.0,2.0840192078151385,0,39,33,2,GGgrrrGGgrrr
2164,115,1258.0,2.174657470062318,0,36,34,3,GGgrrrGGgrrr
2165,114,1273.0,2.208139548472974,0,36,36,4,GGgrrrGGgrrr
2166,114,1292.0,2.1667369931195224,0,34,37,5,GGgrrrGGgrrr
2167,113,1344.0,2.123247605533638,0,34,35,6,GGgrrrGGgrrr
2168,113,1363.0,2.0312243660157896,0,33,35,7,GGgrrrGGgrrr
2169,113,1314.0,1.9252366955584224,0,32,37,8,GGgrrrGGgrrr
2170,113,1341.0,1.962065980364497,0,32,38,9,GGgrrrGGgrrr
2171,115,1419.0,1.9738233460874188,0,35,43,10,GGgrrrGGgrrr
2172,115,1405.0,2.021001186586705,0,35,43,11,GGgrrrGGgrrr
2173,116,1418.0,1.878284806330778,0,38,44,12,GGgrrrGGgrrr
2174,117,1494.0,1.8655101013146713,0,37,43,13,GGgrrrGGgrrr
2175,116,1528.0,1.7976227074535964,0,35,45,14,GGgrrrGGgrrr
2176,116,1567.0,1.8730265178475412,0,35,47,15,GGgrrrGGgrrr
2177,116,1522.0,1.939364365615431,0,35,47,16,GGgrrrGGgrrr
2178,117,1605.0,1.9911865686280874,0,36,48,17,GGgrrrGGgrrr
2179,116,1649.0,1.8474287777208664,0,36,52,18,GGgrrrGGgrrr
2180,115,1669.0,1.8505179359599782,0,33,51,19,GGgrrrGGgrrr
