step,vehicle_count,total_waiting_time,mean_speed,phase,queue_phase_0,queue_phase_3,green_elapsed,state
877,86,267.0,3.967032654274107,0,11,18,4,GGgrrrGGgrrr
878,87,253.0,3.9870402010713644,0,11,17,5,GGgrrrGGgrrr
879,86,220.0,3.902793357602079,0,8,16,6,GGgrrrGGgrrr
880,86,196.0,3.9997593230244073,0,6,18,7,GGgrrrGGgrrr
881,86,216.0,4.1014754156827555,0,6,20,8,GGgrrrGGgrrr
882,87,225.0,3.970368565567703,0,6,23,9,GGgrrrGGgrrr
883,88,207.0,3.8398339380916884,0,7,20,10,GGgrrrGGgrrr
884,87,197.0,3.8455510434735434,0,4,21,11,GGgrrrGGgrrr
885,87,192.0,4.025650277284827,0,3,21,12,GGgrrrGGgrrr
886,86,202.0,4.0458702295555184,0,2,22,13,GGgrrrGGgrrr
887,86,224.0,4.087892618182046,0,1,22,14,GGgrrrGGgrrr
888,85,240.0,3.739302815440133,0,1,24,15,GGgrrrGGgrrr
889,86,265.0,3.794387590471555,0,0,26,16,GGgrrrGGgrrr
890,85,291.0,3.831563396334777,0,0,26,17,GGgrrrGGgrrr
891,84,318.0,3.869726672541015,0,0,27,18,GGgrrrGGgrrr
892,82,346.0,3.711539137118351,0,0,28,19,GGgrrrGGgrrr
893,82,376.0,3.6528265427734374,1,1,30,0,yyyrrryyyrrr
894,83,408.0,3.685580946108194,1,1,31,0,yyyrrryyyrrr
895,83,437.0,3.6901554035073594,1,0,31,0,yyyrrryyyrrr
896,83,468.0,3.6547398481249234,2,0,31,0,rrrrrrrrrrrr
897,83,502.0,3.617540557095933,2,2,32,0,rrrrrrrrrrrr
898,83,481.0,3.6122938177010506,3,3,31,0,rrrGGgrrrGGg
899,84,462.0,3.5960260816437803,3,5,31,1,rrrGGgrrrGGg
900,85,443.0,3.571804323736736,3,5,30,2,rrrGGgrrrGGg
901,87,426.0,3.4843490766353633,3,6,29,3,rrrGGgrrrGGg
902,87,409.0,3.441830560671124,3,7,27,4,rrrGGgrrrGGg
903,87,392.0,3.4232820378069766,3,8,26,5,rrrGGgrrrGGg
904,87,404.0,3.301095093647933,3,10,27,6,rrrGGgrrrGGg
905,86,391.0,3.3033558516474573,3,11,25,7,rrrGGgrrrGGg
906,86,376.0,3.4577561613163175,3,11,23,8,rrrGGgrrrGGg
907,87,364.0,3.569855176338354,3,13,23,9,rrrGGgrrrGGg
908,86,375.0,3.589264408493871,3,13,22,10,rrrGGgrrrGGg
909,88,362.0,3.6275602491649015,3,14,21,11,rrrGGgrrrGGg
910,86,374.0,3.590204121129249,3,14,20,12,rrrGGgrrrGGg
911,86,363.0,3.7757093595660947,3,15,18,13,rrrGGgrrrGGg
912,85,340.0,3.672671085572303,3,15,17,14,rrrGGgrrrGGg
913,85,349.0,3.7506306463512433,3,15,16,15,rrrGGgrrrGGg
914,86,370.0,3.6727187952654825,3,17,16,16,rrrGGgrrrGGg
915,85,401.0,3.471204072313437,3,17,15,17,rrrGGgrrrGGg
916,84,409.0,3.5023340832797034,3,17,15,18,rrrGGgrrrGGg
917,85,442.0,3.4951402722837055,3,18,17,19,rrrGGgrrrGGg
918,85,451.0,3.5504936890393752,3,21,14,20,rrrGGgrrrGGg
919,86,460.0,3.7457626234459713,4,21,13,0,rrryyyrrryyy
920,84,469.0,3.781687935221599,4,20,12,0,rrryyyrrryyy
921,84,501.0,3.9617991504537247,4,20,12,0,rrryyyrrryyy
922,85,509.0,3.962925241941178,5,20,13,0,rrrrrrrrrrrr
923,85,518.0,4.028130728823959,5,20,13,0,rrrrrrrrrrrr
924,86,443.0,3.8645410821380923,0,17,13,0,GGgrrrGGgrrr
925,86,394.0,3.866403071047139,0,14,13,1,GGgrrrGGgrrr
926,86,349.0,3.8775079329283164,0,13,14,2,GGgrrrGGgrrr
927,85,343.0,3.8625313138404684,0,12,16,3,GGgrrrGGgrrr
928,86,296.0,3.9806281077004217,0,10,16,4,GGgrrrGGgrrr
929,87,296.0,4.078260034124229,0,10,16,5,GGgrrrGGgrrr
930,87,275.0,4.085394930068234,0,8,17,6,GGgrrrGGgrrr
931,88,256.0,4.111454455558868,0,8,17,7,GGgrrrGGgrrr
932,88,259.0,4.25796414351321,0,7,19,8,GGgrrrGGgrrr
933,89,238.0,4.200566382064709,0,6,21,9,GGgrrrGGgrrr
934,88,239.0,4.078365193611687,0,6,20,10,GGgrrrGGgrrr
935,87,220.0,4.016881744350375,0,4,20,11,GGgrrrGGgrrr
936,87,210.0,4.12981436567285,0,3,21,12,GGgrrrGGgrrr
937,86,228.0,4.017229971670049,0,3,22,13,GGgrrrGGgrrr
938,87,228.0,3.9441125982078176,0,2,23,14,GGgrrrGGgrrr
939,85,228.0,3.587733572795119,0,2,21,15,GGgrrrGGgrrr
940,86,239.0,3.6622843089852304,0,1,23,16,GGgrrrGGgrrr
941,86,264.0,3.827731169347142,0,0,25,17,GGgrrrGGgrrr
942,85,287.0,3.898781564429644,0,0,26,18,GGgrrrGGgrrr
943,82,314.0,3.69688021679085,0,0,27,19,GGgrrrGGgrrr
944,84,342.0,3.694274635176153,1,1,29,0,yyyrrryyyrrr
945,84,370.0,3.7694069486479265,1,0,28,0,yyyrrryyyrrr
946,84,401.0,3.8634374366284794,1,1,30,0,yyyrrryyyrrr
947,85,434.0,3.8979065276521605,2,2,32,0,rrrrrrrrrrrr
948,86,467.0,3.8755678136436726,2,3,31,0,rrrrrrrrrrrr
949,86,438.0,3.6707095987121368,3,4,29,0,rrrGGgrrrGGg
950,86,418.0,3.5080859023433213,3,3,28,1,rrrGGgrrrGGg
951,87,399.0,3.51187517383595,3,4,28,2,rrrGGgrrrGGg
952,87,381.0,3.564986416768247,3,6,26,3,rrrGGgrrrGGg
953,87,389.0,3.672309914135588,3,7,26,4,rrrGGgrrrGGg
954,88,373.0,3.691742206360964,3,9,24,5,rrrGGgrrrGGg
955,88,358.0,3.7494978425320578,3,9,24,6,rrrGGgrrrGGg
956,88,366.0,3.858871662659597,3,10,23,7,rrrGGgrrrGGg
957,86,350.0,3.768334444173632,3,11,22,8,rrrGGgrrrGGg
958,86,359.0,3.8800537932823955,3,11,22,9,rrrGGgrrrGGg
959,87,345.0,3.9314007907311206,3,13,21,10,rrrGGgrrrGGg
960,87,334.0,3.872571933037142,3,13,20,11,rrrGGgrrrGGg
961,88,332.0,3.7873140685363866,3,13,21,12,rrrGGgrrrGGg
962,87,345.0,3.731393911463354,3,14,21,13,rrrGGgrrrGGg
963,86,347.0,3.6516765681050902,3,14,18,14,rrrGGgrrrGGg
964,86,375.0,3.5064503609268303,3,16,17,15,rrrGGgrrrGGg
965,85,385.0,3.4257361333513514,3,16,17,16,rrrGGgrrrGGg
966,83,395.0,3.2895165102753205,3,17,16,17,rrrGGgrrrGGg
967,83,406.0,3.288661420725612,3,18,17,18,rrrGGgrrrGGg
968,84,418.0,3.4289202956130524,3,20,15,19,rrrGGgrrrGGg
969,85,428.0,3.4204643019493512,4,20,15,0,rrryyyrrryyy
970,85,461.0,3.6284447293529944,4,19,14,0,rrryyyrrryyy
971,85,469.0,3.81418925580195,4,19,13,0,rrryyyrrryyy
972,85,479.0,3.8935084729950606,5,19,14,0,rrrrrrrrrrrr
973,85,512.0,3.8385677719533504,5,19,14,0,rrrrrrrrrrrr
974,85,451.0,3.6662673437206434,0,17,16,0,GGgrrrGGgrrr
975,85,410.0,3.687439360090624,0,14,16,1,GGgrrrGGgrrr
976,86,376.0,3.731842240060803,0,12,16,2,GGgrrrGGgrrr
977,87,368.0,3.8167071381004996,0,11,18,3,GGgrrrGGgrrr
978,86,345.0,3.7517112220867217,0,9,18,4,GGgrrrGGgrrr
979,87,349.0,3.7230872512026,0,10,17,5,GGgrrrGGgrrr
980,88,327.0,3.6716822450023603,0,9,18,6,GGgrrrGGgrrr
981,87,306.0,3.603759711285373,0,7,19,7,GGgrrrGGgrrr
982,87,287.0,3.573592837913674,0,6,22,8,GGgrrrGGgrrr
983,87,266.0,3.463172973360562,0,5,21,9,GGgrrrGGgrrr
984,87,297.0,3.3652155341046295,0,6,24,10,GGgrrrGGgrrr
985,87,301.0,3.4187690988319996,0,5,24,11,GGgrrrGGgrrr
986,86,281.0,3.449923966590239,0,4,23,12,GGgrrrGGgrrr
987,86,257.0,3.496711093930417,0,5,24,13,GGgrrrGGgrrr
988,86,241.0,3.5717283426768494,0,5,24,14,GGgrrrGGgrrr
989,88,234.0,3.4102415158995822,0,5,24,15,GGgrrrGGgrrr
990,89,247.0,3.5312096946178393,0,3,24,16,GGgrrrGGgrrr
991,89,268.0,3.6392687851833325,0,2,24,17,GGgrrrGGgrrr
992,88,291.0,3.671424107774259,0,1,25,18,GGgrrrGGgrrr
993,85,314.0,3.4438950277449836,0,1,25,19,GGgrrrGGgrrr
994,85,339.0,3.551455003653261,1,0,26,0,yyyrrryyyrrr
995,85,365.0,3.5041311462127887,1,1,26,0,yyyrrryyyrrr
996,84,393.0,3.4921833176696784,1,0,28,0,yyyrrryyyrrr
997,84,421.0,3.4672882067126976,2,1,28,0,rrrrrrrrrrrr
998,85,450.0,3.503614755059233,2,1,29,0,rrrrrrrrrrrr
999,85,399.0,3.5873387034305297,3,1,27,0,rrrGGgrrrGGg
1000,87,370.0,3.565024570354495,3,3,25,1,rrrGGgrrrGGg
1001,87,349.0,3.6213729006256044,3,3,24,2,rrrGGgrrrGGg
1002,87,326.0,3.5723253776230877,3,5,21,3,rrrGGgrrrGGg
1003,87,330.0,3.6216877242807217,3,6,21,4,rrrGGgrrrGGg
1004,87,309.0,3.7403323353588034,3,6,20,5,rrrGGgrrrGGg
1005,89,289.0,3.7685491639146793,3,8,21,6,rrrGGgrrrGGg
1006,88,270.0,3.756168613493192,3,8,18,7,rrrGGgrrrGGg
1007,88,251.0,3.6804918124220976,3,9,18,8,rrrGGgrrrGGg
1008,88,258.0,3.773739052396449,3,9,19,9,rrrGGgrrrGGg
1009,87,261.0,3.6481467656436957,3,10,18,10,rrrGGgrrrGGg
1010,86,266.0,3.3176882907325718,3,12,17,11,rrrGGgrrrGGg
1011,87,275.0,3.2450729659310724,3,12,19,12,rrrGGgrrrGGg
1012,88,299.0,3.2848298212541085,3,13,18,13,rrrGGgrrrGGg
1013,87,305.0,3.2538533752342937,3,15,19,14,rrrGGgrrrGGg
1014,87,312.0,3.312463329829346,3,17,18,15,rrrGGgrrrGGg
1015,87,319.0,3.3144052209694395,3,18,18,16,rrrGGgrrrGGg
1016,87,350.0,3.380530947833418,3,18,17,17,rrrGGgrrrGGg
1017,87,364.0,3.344349432396746,3,18,20,18,rrrGGgrrrGGg
1018,86,374.0,3.2085510687581915,3,19,19,19,rrrGGgrrrGGg
1019,86,388.0,3.3668769981592885,3,20,18,20,rrrGGgrrrGGg
1020,87,420.0,3.526105197336409,3,21,16,21,rrrGGgrrrGGg
1021,88,432.0,3.559788542361383,4,21,17,0,rrryyyrrryyy
1022,86,446.0,3.3673458577596858,4,20,16,0,rrryyyrrryyy
1023,86,460.0,3.4018365558298216,4,21,15,0,rrryyyrrryyy
1024,85,478.0,3.2921914322499446,5,21,17,0,rrrrrrrrrrrr
1025,86,494.0,3.2569628707844855,5,22,16,0,rrrrrrrrrrrr
1026,86,422.0,3.2869700910361934,0,17,17,0,GGgrrrGGgrrr
1027,88,384.0,3.262059743990444,0,15,18,1,GGgrrrGGgrrr
1028,88,375.0,3.380272192937866,0,13,20,2,GGgrrrGGgrrr
1029,88,349.0,3.4344432188417575,0,11,19,3,GGgrrrGGgrrr
1030,89,350.0,3.425214073554891,0,10,20,4,GGgrrrGGgrrr
1031,88,331.0,3.4091205293160756,0,8,20,5,GGgrrrGGgrrr
1032,89,317.0,3.4293307789384864,0,7,21,6,GGgrrrGGgrrr
1033,89,305.0,3.545695068256685,0,6,21,7,GGgrrrGGgrrr
1034,88,314.0,3.524065981940586,0,6,21,8,GGgrrrGGgrrr
1035,91,319.0,3.51856521972214,0,7,23,9,GGgrrrGGgrrr
1036,91,285.0,3.469187813498803,0,5,22,10,GGgrrrGGgrrr
1037,88,290.0,3.2700439844932245,0,4,23,11,GGgrrrGGgrrr
1038,88,276.0,3.3533046933473263,0,4,23,12,GGgrrrGGgrrr
1039,88,255.0,3.4462252849687953,0,3,23,13,GGgrrrGGgrrr
1040,88,238.0,3.207613868176702,0,4,24,14,GGgrrrGGgrrr
1041,87,260.0,3.0402258558117885,0,3,24,15,GGgrrrGGgrrr
1042,88,269.0,3.0888357109088362,0,3,24,16,GGgrrrGGgrrr
1043,88,286.0,3.134046278598802,0,3,23,17,GGgrrrGGgrrr
1044,88,305.0,3.1122306325711646,0,3,25,18,GGgrrrGGgrrr
1045,89,327.0,3.1681841334593748,0,3,25,19,GGgrrrGGgrrr
1046,87,357.0,2.9916650262377407,1,3,26,0,yyyrrryyyrrr
1047,86,384.0,2.916263738745,1,3,26,0,yyyrrryyyrrr
1048,86,413.0,2.841052253434128,1,6,26,0,yyyrrryyyrrr
1049,87,445.0,2.8732073040397905,2,5,29,0,rrrrrrrrrrrr
1050,89,480.0,2.9356005874298092,2,7,31,0,rrrrrrrrrrrr
1051,89,431.0,3.061992818105199,3,7,28,0,rrrGGgrrrGGg
1052,89,389.0,3.1418442245902276,3,8,24,1,rrrGGgrrrGGg
1053,89,356.0,3.2707413180886733,3,7,23,2,rrrGGgrrrGGg
1054,90,327.0,3.3626230241376858,3,7,23,3,rrrGGgrrrGGg
1055,90,297.0,3.4779143478323666,3,5,22,4,rrrGGgrrrGGg
1056,92,278.0,3.471914134827633,3,6,20,5,rrrGGgrrrGGg
1057,92,288.0,3.486564229077504,3,5,18,6,rrrGGgrrrGGg
1058,92,290.0,3.317707056696064,3,8,19,7,rrrGGgrrrGGg
1059,92,289.0,3.3821387870451933,3,7,19,8,rrrGGgrrrGGg
1060,91,286.0,3.3582566495246886,3,7,20,9,rrrGGgrrrGGg
1061,91,289.0,3.2701134460569135,3,8,21,10,rrrGGgrrrGGg
1062,90,286.0,3.0264769762705814,3,8,20,11,rrrGGgrrrGGg
1063,91,283.0,3.0400722583124176,3,10,19,12,rrrGGgrrrGGg
1064,90,285.0,3.0216256907117645,3,12,18,13,rrrGGgrrrGGg
1065,90,287.0,3.155893570241899,3,13,17,14,rrrGGgrrrGGg
1066,91,290.0,3.2143269128814573,3,13,17,15,rrrGGgrrrGGg
1067,90,322.0,3.109894454148524,3,13,19,16,rrrGGgrrrGGg
1068,90,356.0,2.894294304791364,3,15,21,17,rrrGGgrrrGGg
1069,89,337.0,2.80496047700799,3,15,17,18,rrrGGgrrrGGg
1070,89,372.0,2.702664181728343,3,15,21,19,rrrGGgrrrGGg
1071,90,377.0,2.633094867740438,3,20,17,20,rrrGGgrrrGGg
1072,90,387.0,2.8295073035433687,3,18,17,21,rrrGGgrrrGGg
1073,90,398.0,3.015706228665321,3,19,16,22,rrrGGgrrrGGg
1074,90,412.0,3.2104033439438746,3,21,16,23,rrrGGgrrrGGg
1075,90,450.0,3.3181953591697506,4,21,17,0,rrryyyrrryyy
1076,92,464.0,3.301316437503999,4,22,18,0,rrryyyrrryyy
1077,91,478.0,3.226650008028468,4,21,16,0,rrryyyrrryyy
1078,92,496.0,3.201394775680672,5,22,18,0,rrrrrrrrrrrr
1079,92,515.0,3.1860941494638237,5,22,18,0,rrrrrrrrrrrr
1080,92,439.0,3.2063708656768486,0,18,17,0,GGgrrrGGgrrr
1081,94,421.0,3.1691638176653143,0,19,18,1,GGgrrrGGgrrr
1082,95,413.0,3.2317699734730456,0,15,21,2,GGgrrrGGgrrr
1083,94,383.0,3.189165164756655,0,13,21,3,GGgrrrGGgrrr
1084,94,376.0,3.293197924359076,0,12,21,4,GGgrrrGGgrrr
1085,92,351.0,3.1270747330022695,0,10,21,5,GGgrrrGGgrrr
1086,93,338.0,3.0464239428993225,0,10,22,6,GGgrrrGGgrrr
1087,93,316.0,3.1662463011059065,0,8,21,7,GGgrrrGGgrrr
1088,94,294.0,3.2298553685786797,0,6,23,8,GGgrrrGGgrrr
1089,95,299.0,3.2733722765931033,0,6,23,9,GGgrrrGGgrrr
1090,95,283.0,3.3212751427720244,0,4,22,10,GGgrrrGGgrrr
1091,97,269.0,3.2686168909510283,0,4,23,11,GGgrrrGGgrrr
1092,97,277.0,3.4288058857576735,0,4,23,12,GGgrrrGGgrrr
1093,96,283.0,3.510189975264513,0,3,24,13,GGgrrrGGgrrr
1094,94,269.0,3.454114619615094,0,2,24,14,GGgrrrGGgrrr
1095,93,268.0,3.5024587158574567,0,1,24,15,GGgrrrGGgrrr
1096,93,273.0,3.494089559258815,0,2,23,16,GGgrrrGGgrrr
1097,96,295.0,3.4402966395530723,0,1,27,17,GGgrrrGGgrrr
1098,96,325.0,3.5640371577203496,0,1,27,18,GGgrrrGGgrrr
1099,96,355.0,3.6497664747653307,0,2,27,19,GGgrrrGGgrrr
1100,95,377.0,3.5988660932469663,1,2,26,0,yyyrrryyyrrr
1101,95,403.0,3.436720503291683,1,3,28,0,yyyrrryyyrrr
1102,94,431.0,3.31577392065946,1,2,29,0,yyyrrryyyrrr
1103,94,460.0,3.3580123067136856,2,2,30,0,rrrrrrrrrrrr
1104,94,489.0,3.2436229873907485,2,2,30,0,rrrrrrrrrrrr
1105,94,434.0,3.198562154520445,3,2,27,0,rrrGGgrrrGGg
1106,96,403.0,3.1447677025616994,3,4,27,1,rrrGGgrrrGGg
1107,96,384.0,3.1679994002415337,3,4,28,2,rrrGGgrrrGGg
1108,96,361.0,3.3113153821121935,3,5,24,3,rrrGGgrrrGGg
1109,98,368.0,3.3700435853051145,3,7,26,4,rrrGGgrrrGGg
1110,98,348.0,3.4438678637947433,3,6,23,5,rrrGGgrrrGGg
1111,97,330.0,3.395979525808055,3,6,23,6,rrrGGgrrrGGg
1112,98,352.0,3.3972139286409693,3,8,25,7,rrrGGgrrrGGg
1113,97,361.0,3.2726151318110497,3,8,24,8,rrrGGgrrrGGg
1114,96,326.0,3.1332830084606536,3,10,23,9,rrrGGgrrrGGg
1115,95,353.0,3.0001311404095468,3,11,25,10,rrrGGgrrrGGg
1116,95,362.0,2.8207345530002392,3,12,26,11,rrrGGgrrrGGg
1117,97,374.0,2.5875013740558552,3,14,28,12,rrrGGgrrrGGg
1118,97,376.0,2.62646662393104,3,13,28,13,rrrGGgrrrGGg
1119,95,403.0,2.482299126542659,3,15,25,14,rrrGGgrrrGGg
1120,95,415.0,2.5581211216444197,3,15,27,15,rrrGGgrrrGGg
1121,96,422.0,2.6282009924239587,3,16,27,16,rrrGGgrrrGGg
1122,97,437.0,2.674943837535227,3,17,29,17,rrrGGgrrrGGg
1123,97,453.0,2.7134359423301615,3,19,28,18,rrrGGgrrrGGg
1124,96,496.0,2.6638314209731493,3,20,27,19,rrrGGgrrrGGg
1125,96,506.0,2.6549413120571947,3,20,29,20,rrrGGgrrrGGg
1126,95,547.0,2.714264001002434,3,20,32,21,rrrGGgrrrGGg
1127,96,567.0,2.825057535781984,3,22,30,22,rrrGGgrrrGGg
1128,97,559.0,2.9272009172788325,3,22,30,23,rrrGGgrrrGGg
1129,97,583.0,2.945052538798085,3,21,31,24,rrrGGgrrrGGg
1130,97,609.0,3.0700965998885845,3,22,30,25,rrrGGgrrrGGg
1131,97,631.0,3.1878797101255696,3,22,30,26,rrrGGgrrrGGg
1132,98,669.0,3.256804785867578,3,23,29,27,rrrGGgrrrGGg
1133,97,706.0,3.2650721498633706,3,23,29,28,rrrGGgrrrGGg
1134,97,741.0,3.3898192368693945,3,23,28,29,rrrGGgrrrGGg
1135,98,749.0,3.540111929877942,3,24,26,30,rrrGGgrrrGGg
1136,99,757.0,3.656216373030886,3,24,25,31,rrrGGgrrrGGg
1137,99,789.0,3.682331055163396,3,25,24,32,rrrGGgrrrGGg
1138,99,839.0,3.8673035306601355,3,25,25,33,rrrGGgrrrGGg
1139,98,872.0,3.948355761574117,3,25,23,34,rrrGGgrrrGGg
1140,97,876.0,4.006889671240709,3,25,21,35,rrrGGgrrrGGg
1141,97,909.0,3.9723368442365876,3,25,22,36,rrrGGgrrrGGg
1142,99,944.0,4.015986666601345,3,27,22,37,rrrGGgrrrGGg
1143,99,952.0,4.0259075131271,4,27,19,0,rrryyyrrryyy
1144,98,960.0,4.064300347670485,4,27,18,0,rrryyyrrryyy
1145,98,975.0,4.119387672675892,4,27,17,0,rrryyyrrryyy
1146,99,986.0,4.085619906630187,5,27,20,0,rrrrrrrrrrrr
1147,99,996.0,3.9417780687396475,5,28,18,0,rrrrrrrrrrrr
1148,99,870.0,3.9268563022999543,0,24,19,0,GGgrrrGGgrrr
1149,99,786.0,3.8536033661106734,0,20,21,1,GGgrrrGGgrrr
1150,98,715.0,3.791148754472366,0,18,20,2,GGgrrrGGgrrr
1151,98,646.0,3.896372636805775,0,16,20,3,GGgrrrGGgrrr
1152,100,583.0,3.9136964955443996,0,16,23,4,GGgrrrGGgrrr
1153,99,573.0,3.9975653538907956,0,14,22,5,GGgrrrGGgrrr
1154,98,511.0,4.060120244591988,0,12,24,6,GGgrrrGGgrrr
1155,97,491.0,4.017252748771611,0,11,23,7,GGgrrrGGgrrr
1156,96,462.0,3.925109209411941,0,10,23,8,GGgrrrGGgrrr
1157,99,435.0,3.839645721898607,0,9,25,9,GGgrrrGGgrrr
1158,97,425.0,3.733497698627449,0,7,25,10,GGgrrrGGgrrr
1159,96,403.0,3.7259131586704632,0,6,24,11,GGgrrrGGgrrr
1160,97,437.0,3.821882030962903,0,8,25,12,GGgrrrGGgrrr
1161,96,434.0,3.868375313874076,0,6,27,13,GGgrrrGGgrrr
1162,97,416.0,3.8089550490668915,0,7,29,14,GGgrrrGGgrrr
1163,96,388.0,3.8433792943821365,0,7,27,15,GGgrrrGGgrrr
1164,94,376.0,3.6606012552423413,0,5,28,16,GGgrrrGGgrrr
1165,94,378.0,3.7529224210724172,0,4,27,17,GGgrrrGGgrrr
1166,93,387.0,3.6163301683172624,0,3,28,18,GGgrrrGGgrrr
1167,94,398.0,3.7300023149516814,0,3,29,19,GGgrrrGGgrrr
1168,95,384.0,3.7867188018914333,1,4,27,0,yyyrrryyyrrr
1169,94,417.0,3.7162819650950842,1,5,28,0,yyyrrryyyrrr
1170,94,403.0,3.7496262961308733,1,6,28,0,yyyrrryyyrrr
1171,96,437.0,3.6762487573991405,2,9,31,0,rrrrrrrrrrrr
1172,96,471.0,3.723286590883408,2,8,30,0,rrrrrrrrrrrr
1173,97,429.0,3.735330985698381,3,8,28,0,rrrGGgrrrGGg
1174,98,409.0,3.648943123020241,3,11,26,1,rrrGGgrrrGGg
1175,98,395.0,3.6438823189876564,3,12,25,2,rrrGGgrrrGGg
1176,98,379.0,3.705279949765399,3,13,25,3,rrrGGgrrrGGg
1177,98,345.0,3.79145488581614,3,15,23,4,rrrGGgrrrGGg
1178,100,356.0,3.8000591244005637,3,16,24,5,rrrGGgrrrGGg
1179,100,332.0,3.65459032003669,3,18,21,6,rrrGGgrrrGGg
1180,100,327.0,3.639064827894254,3,17,21,7,rrrGGgrrrGGg
1181,99,317.0,3.5646378675880332,3,17,20,8,rrrGGgrrrGGg
1182,99,330.0,3.6019619373382255,3,19,21,9,rrrGGgrrrGGg
1183,99,374.0,3.361207412998403,3,20,25,10,rrrGGgrrrGGg
1184,98,396.0,3.128351750275363,3,21,23,11,rrrGGgrrrGGg
1185,96,416.0,2.991326964300468,3,21,25,12,rrrGGgrrrGGg
1186,95,436.0,2.966962722965859,3,22,26,13,rrrGGgrrrGGg
1187,94,455.0,2.9540277015205176,3,23,27,14,rrrGGgrrrGGg
1188,94,477.0,3.0520588676484905,3,24,26,15,rrrGGgrrrGGg
1189,94,508.0,3.108111014018719,3,24,27,16,rrrGGgrrrGGg
1190,96,522.0,3.0721946581437134,3,26,26,17,rrrGGgrrrGGg
1191,95,545.0,2.976826952798724,3,25,26,18,rrrGGgrrrGGg
1192,95,559.0,2.9890801919737164,3,25,26,19,rrrGGgrrrGGg
1193,95,592.0,3.0373875311033456,3,26,27,20,rrrGGgrrrGGg
1194,95,643.0,2.789528041802515,3,27,29,21,rrrGGgrrrGGg
1195,97,670.0,2.7775195900198666,3,28,27,22,rrrGGgrrrGGg
1196,96,699.0,2.73595687757585,3,27,26,23,rrrGGgrrrGGg
1197,96,743.0,2.7650919302216095,3,28,27,24,rrrGGgrrrGGg
1198,96,776.0,2.924861210640619,3,28,27,25,rrrGGgrrrGGg
1199,96,784.0,3.0539606478760306,3,28,25,26,rrrGGgrrrGGg
1200,98,807.0,3.089721840605267,3,29,26,27,rrrGGgrrrGGg
1201,98,831.0,3.1912064598149192,3,28,26,28,rrrGGgrrrGGg
1202,98,854.0,3.2819115346019228,3,28,26,29,rrrGGgrrrGGg
1203,98,879.0,3.3581687716486193,3,29,24,30,rrrGGgrrrGGg
1204,100,916.0,3.3443304090575436,4,30,26,0,rrryyyrrryyy
1205,100,955.0,3.1534330370135586,4,30,26,0,rrryyyrrryyy
1206,100,993.0,3.1675924524901458,4,30,25,0,rrryyyrrryyy
1207,98,979.0,3.0464775379506173,5,31,23,0,rrrrrrrrrrrr
1208,98,1037.0,3.1481168967200177,5,31,27,0,rrrrrrrrrrrr
1209,97,950.0,2.924291288405149,0,27,27,0,GGgrrrGGgrrr
1210,97,902.0,2.829142955148562,0,25,26,1,GGgrrrGGgrrr
1211,97,860.0,2.9574645684368157,0,23,27,2,GGgrrrGGgrrr
1212,97,833.0,2.9464127033313288,0,21,29,3,GGgrrrGGgrrr
1213,96,824.0,2.8721342975814106,0,20,28,4,GGgrrrGGgrrr
1214,96,742.0,2.9540656412691835,0,18,27,5,GGgrrrGGgrrr
1215,97,743.0,2.9340809124146148,0,18,29,6,GGgrrrGGgrrr
1216,98,703.0,2.9043166262758096,0,15,30,7,GGgrrrGGgrrr
1217,97,675.0,2.814163441486093,0,14,31,8,GGgrrrGGgrrr
1218,98,627.0,2.841059485496635,0,12,33,9,GGgrrrGGgrrr
1219,98,594.0,2.906916113079822,0,10,33,10,GGgrrrGGgrrr
1220,95,615.0,2.656428026795923,0,11,33,11,GGgrrrGGgrrr
1221,96,580.0,2.636542500566336,0,11,36,12,GGgrrrGGgrrr
1222,94,540.0,2.521658000598602,0,8,35,13,GGgrrrGGgrrr
1223,94,503.0,2.501289189663149,0,7,36,14,GGgrrrGGgrrr
1224,94,475.0,2.600772547553845,0,3,39,15,GGgrrrGGgrrr
1225,94,453.0,2.5711103789227714,0,3,38,16,GGgrrrGGgrrr
1226,94,457.0,2.7066119011828444,0,3,37,17,GGgrrrGGgrrr
1227,95,423.0,2.6424514415025775,0,3,37,18,GGgrrrGGgrrr
1228,95,409.0,2.8287035002412897,0,1,35,19,GGgrrrGGgrrr
1229,95,398.0,2.8772853341838682,1,1,35,0,yyyrrryyyrrr
1230,94,430.0,2.8659830062273124,1,2,38,0,yyyrrryyyrrr
1231,94,463.0,2.923170411337368,1,3,39,0,yyyrrryyyrrr
1232,97,474.0,2.8741160943827193,2,6,40,0,rrrrrrrrrrrr
1233,97,490.0,2.942033487707433,2,5,41,0,rrrrrrrrrrrr
1234,97,479.0,3.0149322433035675,3,8,40,0,rrrGGgrrrGGg
1235,97,442.0,3.025763016626806,3,8,36,1,rrrGGgrrrGGg
1236,98,417.0,3.0013315901849618,3,10,33,2,rrrGGgrrrGGg
1237,99,433.0,2.993107940562503,3,13,33,3,rrrGGgrrrGGg
1238,99,446.0,3.1065260084473016,3,12,31,4,rrrGGgrrrGGg
1239,99,444.0,3.2272952347898616,3,14,30,5,rrrGGgrrrGGg
1240,99,408.0,3.305987240945551,3,16,30,6,rrrGGgrrrGGg
1241,99,435.0,3.1740225579597348,3,17,31,7,rrrGGgrrrGGg
1242,99,484.0,3.104465072168325,3,19,31,8,rrrGGgrrrGGg
