step,J1_phase_group,J2_phase_group,vehicle_count,total_waiting_time,mean_speed,total_queue,J1_phase,J2_phase,J1_side_pressure,J1_main_pressure,J2_side_pressure,J2_main_pressure
20,main_green,main_green,18,1.0,8.636256460784159,2,2,2,8.0,10.0,8.0,8.0
21,main_green,main_green,19,5.0,8.419987426519606,5,2,2,8.0,10.0,8.0,8.0
22,main_green,main_green,19,9.0,8.966134295465096,4,2,2,8.0,10.0,8.0,8.0
23,main_green,main_green,19,13.0,9.227445067318351,4,2,2,8.0,10.0,8.0,8.0
24,main_green,main_green,24,17.0,7.335741679551057,9,2,2,8.0,10.0,8.0,8.0
25,main_green,main_green,24,21.0,8.053409476357405,4,2,2,8.0,10.0,8.0,8.0
26,main_green,main_green,25,25.0,8.25416647332103,5,2,2,8.0,10.0,8.0,8.0
27,main_green,main_green,25,29.0,8.744102176706498,4,2,2,8.0,10.0,8.0,8.0
28,main_green,main_green,26,33.0,8.85431805723238,5,2,2,8.0,10.0,8.0,8.0
29,main_green,main_green,26,37.0,9.132823299526898,4,2,2,8.0,10.0,8.0,8.0
30,main_green,main_green,26,41.0,9.110569093387797,4,2,2,11.0,13.0,11.0,11.0
31,main_green,main_green,27,46.0,8.64784652270974,6,2,2,11.0,13.0,11.0,11.0
32,main_green,main_green,28,53.0,8.20244104294198,8,2,2,11.0,13.0,11.0,11.0
33,main_green,main_green,28,61.0,8.259733592114966,8,2,2,11.0,13.0,11.0,11.0
34,main_green,main_green,28,69.0,8.42655475222914,8,2,2,11.0,13.0,11.0,11.0
35,main_green,main_green,28,77.0,8.73707468416303,8,2,2,11.0,13.0,11.0,11.0
36,main_green,main_green,33,85.0,7.4235352664436185,13,2,2,11.0,13.0,11.0,11.0
37,main_green,main_green,34,93.0,7.797753195027533,9,2,2,11.0,13.0,11.0,11.0
38,main_green,main_green,34,101.0,8.280921426349636,8,2,2,11.0,13.0,11.0,11.0
39,main_green,main_green,34,109.0,8.475750924691589,8,2,2,11.0,13.0,11.0,11.0
40,main_green,main_green,35,117.0,8.142546860377307,9,2,2,12.0,12.0,14.0,16.0
41,main_green,main_green,35,125.0,8.207464273965474,8,2,2,12.0,12.0,14.0,16.0
42,main_green,main_green,36,133.0,7.931245290041782,9,2,2,12.0,12.0,14.0,16.0
43,main_green,main_green,36,144.0,7.917059931712054,11,2,2,12.0,12.0,14.0,16.0
44,main_green,main_green,37,156.0,7.799299537241277,13,2,2,12.0,12.0,14.0,16.0
45,main_green,main_green,37,168.0,8.061894396779786,12,2,2,12.0,12.0,14.0,16.0
46,main_green,main_green,37,180.0,8.232108990626482,12,2,2,12.0,12.0,14.0,16.0
47,main_green,main_green,38,192.0,8.064407714444535,13,2,2,12.0,12.0,14.0,16.0
48,main_green,main_green,43,204.0,7.260492324641805,17,2,2,12.0,12.0,14.0,16.0
49,main_green,main_green,43,216.0,7.564240650455233,12,2,2,12.0,12.0,14.0,16.0
50,main_green,main_green,43,228.0,7.915708049844801,12,2,2,14.0,16.0,15.0,15.0
51,main_green,main_green,43,240.0,8.084831704389824,12,2,2,14.0,16.0,15.0,15.0
52,main_green,main_green,45,252.0,7.762599460873616,14,2,2,14.0,16.0,15.0,15.0
53,main_green,main_green,45,264.0,7.804990454918102,12,2,2,14.0,16.0,15.0,15.0
54,main_green,main_green,45,276.0,7.685160726193233,12,2,2,14.0,16.0,15.0,15.0
55,main_green,main_green,45,288.0,7.762391957236727,12,2,2,14.0,16.0,15.0,15.0
56,main_green,main_green,46,302.0,7.661441256763826,15,2,2,14.0,16.0,15.0,15.0
57,main_green,main_green,47,318.0,7.5081258590877,17,2,2,14.0,16.0,15.0,15.0
58,main_green,main_green,47,334.0,7.644451324004999,16,2,2,14.0,16.0,15.0,15.0
59,main_green,main_green,47,350.0,7.862455494878024,16,2,2,14.0,16.0,15.0,15.0
60,main_green,main_green,52,366.0,7.167995515864534,21,2,2,12.0,14.0,12.0,14.0
61,main_green,main_green,52,382.0,7.492573951982644,16,2,2,12.0,14.0,12.0,14.0
62,main_green,main_green,53,398.0,7.723586377373216,17,2,2,12.0,14.0,12.0,14.0
63,main_green,main_green,53,414.0,7.869308426544828,16,2,2,12.0,14.0,12.0,14.0
64,main_green,main_green,54,430.0,7.7536300683792305,17,2,2,12.0,14.0,12.0,14.0
65,main_green,main_green,54,446.0,7.788567151805824,16,2,2,12.0,14.0,12.0,14.0
66,main_green,main_green,54,462.0,7.786657304419028,16,2,2,12.0,14.0,12.0,14.0
67,main_green,main_green,55,481.0,7.8280265748573585,20,2,2,12.0,14.0,12.0,14.0
68,main_green,main_green,56,500.0,7.6936837480211775,20,2,2,12.0,14.0,12.0,14.0
69,main_green,main_green,56,519.0,7.7059995697477595,19,2,2,12.0,14.0,12.0,14.0
70,yellow_transition,yellow_transition,56,538.0,7.753775052951496,19,3,3,14.0,10.0,15.0,13.0
71,yellow_transition,yellow_transition,54,558.0,7.554563604793298,20,3,3,14.0,10.0,15.0,13.0
72,yellow_transition,yellow_transition,59,578.0,6.905557209525986,25,3,3,14.0,10.0,15.0,13.0
73,side_green,side_green,60,217.0,7.127284544005757,13,0,0,14.0,10.0,15.0,13.0
74,side_green,side_green,60,28.0,7.509862641247803,4,0,0,14.0,10.0,15.0,13.0
75,side_green,side_green,59,1.0,7.845732162718524,1,0,0,14.0,10.0,15.0,13.0
76,side_green,side_green,60,2.0,8.40650289194076,2,0,0,14.0,10.0,15.0,13.0
77,side_green,side_green,59,4.0,8.839915271338356,2,0,0,14.0,10.0,15.0,13.0
78,side_green,side_green,60,8.0,9.392444844707391,5,0,0,14.0,10.0,15.0,13.0
79,side_green,side_green,59,12.0,9.757033522936283,4,0,0,14.0,10.0,15.0,13.0
80,side_green,side_green,60,18.0,9.892292024226647,7,0,0,14.0,10.0,15.0,13.0
81,side_green,side_green,60,24.0,9.965278313793362,6,0,0,14.0,10.0,15.0,13.0
82,side_green,side_green,60,32.0,10.016491500549419,8,0,0,14.0,10.0,15.0,13.0
83,yellow_transition,yellow_transition,61,40.0,9.888158194356823,9,1,1,-18.0,4.0,-14.0,10.0
84,yellow_transition,yellow_transition,66,50.0,9.151089286656084,15,1,1,-18.0,4.0,-14.0,10.0
85,yellow_transition,yellow_transition,66,61.0,9.095056629651133,11,1,1,-18.0,4.0,-14.0,10.0
86,main_green,main_green,66,17.0,9.545147296557065,3,2,2,-18.0,4.0,-14.0,10.0
87,main_green,main_green,63,0.0,9.731256613688284,0,2,2,-18.0,4.0,-14.0,10.0
88,main_green,main_green,65,0.0,9.888201168358858,2,2,2,-18.0,4.0,-14.0,10.0
89,main_green,main_green,65,0.0,10.397497537046297,0,2,2,-18.0,4.0,-14.0,10.0
90,main_green,main_green,65,0.0,10.62809846825909,0,2,2,-18.0,4.0,-14.0,10.0
91,main_green,main_green,60,0.0,10.749445519224528,0,2,2,-18.0,4.0,-14.0,10.0
92,main_green,main_green,60,2.0,10.766232040969873,3,2,2,-18.0,4.0,-14.0,10.0
93,main_green,main_green,57,5.0,10.740091022923096,4,2,2,-18.0,4.0,-14.0,10.0
94,main_green,main_green,52,8.0,10.891609568641684,3,2,2,-18.0,4.0,-14.0,10.0
95,main_green,main_green,47,12.0,10.904204803113117,4,2,2,-18.0,4.0,-14.0,10.0
96,main_green,main_green,50,16.0,9.837962643499747,9,2,2,-5.0,11.0,-7.0,7.0
97,main_green,main_green,47,20.0,9.922004338617281,4,2,2,-5.0,11.0,-7.0,7.0
98,main_green,main_green,48,24.0,10.150608480673608,5,2,2,-5.0,11.0,-7.0,7.0
99,main_green,main_green,48,28.0,10.40119530428186,4,2,2,-5.0,11.0,-7.0,7.0
100,main_green,main_green,49,32.0,10.342892601985866,5,2,2,-5.0,11.0,-7.0,7.0
101,main_green,main_green,48,36.0,10.717927613088442,4,2,2,-5.0,11.0,-7.0,7.0
102,main_green,main_green,48,40.0,10.84607227887413,4,2,2,-5.0,11.0,-7.0,7.0
103,main_green,main_green,49,44.0,10.56260922451197,5,2,2,-5.0,11.0,-7.0,7.0
104,main_green,main_green,50,49.0,10.209805543840412,6,2,2,-5.0,11.0,-7.0,7.0
105,main_green,main_green,50,55.0,10.260702763424744,6,2,2,-5.0,11.0,-7.0,7.0
106,main_green,main_green,50,61.0,10.403499664558394,6,2,2,0.0,16.0,-2.0,12.0
107,main_green,main_green,50,68.0,10.329405746729785,7,2,2,0.0,16.0,-2.0,12.0
108,main_green,main_green,55,75.0,9.476100815361296,12,2,2,0.0,16.0,-2.0,12.0
109,main_green,main_green,56,83.0,9.393139113669617,9,2,2,0.0,16.0,-2.0,12.0
110,main_green,main_green,56,91.0,9.79680133869716,8,2,2,0.0,16.0,-2.0,12.0
111,main_green,main_green,56,99.0,10.022991103900468,8,2,2,0.0,16.0,-2.0,12.0
112,main_green,main_green,54,107.0,9.630089324557943,9,2,2,0.0,16.0,-2.0,12.0
113,main_green,main_green,54,115.0,9.55751276796096,8,2,2,0.0,16.0,-2.0,12.0
114,main_green,main_green,54,123.0,9.231281644608028,9,2,2,0.0,16.0,-2.0,12.0
115,main_green,main_green,53,133.0,9.244347694868068,10,2,2,0.0,16.0,-2.0,12.0
116,main_green,main_green,52,145.0,9.137980923706515,13,2,2,5.0,11.0,5.0,13.0
117,main_green,main_green,51,157.0,9.176946120257353,12,2,2,5.0,11.0,5.0,13.0
118,main_green,main_green,50,169.0,9.131703114230792,12,2,2,5.0,11.0,5.0,13.0
119,main_green,main_green,51,181.0,9.137551258158053,13,2,2,5.0,11.0,5.0,13.0
120,main_green,main_green,55,193.0,8.31389077485731,17,2,2,5.0,11.0,5.0,13.0
121,main_green,main_green,55,205.0,8.744121487856304,12,2,2,5.0,11.0,5.0,13.0
122,main_green,main_green,55,217.0,8.923744091082082,12,2,2,5.0,11.0,5.0,13.0
123,main_green,main_green,55,229.0,9.11663049163272,12,2,2,5.0,11.0,5.0,13.0
124,main_green,main_green,57,241.0,8.89703824256044,14,2,2,5.0,11.0,5.0,13.0
125,main_green,main_green,56,253.0,8.8967676865292,12,2,2,5.0,11.0,5.0,13.0
126,main_green,main_green,56,265.0,9.065795913638581,12,2,2,9.0,13.0,8.0,8.0
127,main_green,main_green,56,277.0,9.041649194857937,12,2,2,9.0,13.0,8.0,8.0
128,main_green,main_green,57,291.0,8.772622709272092,15,2,2,9.0,13.0,8.0,8.0
129,main_green,main_green,58,306.0,8.668002269344473,16,2,2,9.0,13.0,8.0,8.0
130,main_green,main_green,58,321.0,8.77431144917048,15,2,2,9.0,13.0,8.0,8.0
131,main_green,main_green,58,336.0,8.89110993020489,15,2,2,9.0,13.0,8.0,8.0
132,main_green,main_green,63,352.0,8.236869285803735,21,2,2,9.0,13.0,8.0,8.0
133,main_green,main_green,63,368.0,8.426435598685414,16,2,2,9.0,13.0,8.0,8.0
134,main_green,main_green,62,384.0,8.354502583631023,17,2,2,9.0,13.0,8.0,8.0
135,main_green,main_green,61,400.0,8.351524329766903,16,2,2,9.0,13.0,8.0,8.0
136,yellow_transition,yellow_transition,61,416.0,8.05150064315193,17,3,3,11.0,7.0,13.0,13.0
137,yellow_transition,yellow_transition,61,432.0,7.970376970139783,16,3,3,11.0,7.0,13.0,13.0
138,yellow_transition,yellow_transition,61,450.0,7.948526997981515,18,3,3,11.0,7.0,13.0,13.0
139,side_green,main_green,61,306.0,7.962374667461066,16,0,2,11.0,7.0,13.0,13.0
140,side_green,main_green,62,246.0,8.142316551779148,13,0,2,11.0,7.0,13.0,13.0
141,side_green,main_green,61,253.0,8.418774902663024,11,0,2,11.0,7.0,13.0,13.0
142,side_green,main_green,59,264.0,8.615554585102771,11,0,2,11.0,7.0,13.0,13.0
143,side_green,main_green,58,275.0,8.968986024821245,11,0,2,11.0,7.0,13.0,13.0
144,side_green,main_green,62,287.0,8.460709936852886,17,0,2,11.0,7.0,13.0,13.0
145,side_green,main_green,61,300.0,8.58968486490072,14,0,2,11.0,7.0,13.0,13.0
146,side_green,main_green,60,313.0,8.845246152072493,13,0,2,11.0,7.0,13.0,13.0
147,side_green,main_green,60,326.0,8.757662214815667,13,0,2,11.0,7.0,13.0,13.0
148,side_green,main_green,60,339.0,8.583781960251864,14,0,2,11.0,7.0,13.0,13.0
149,yellow_transition,yellow_transition,59,352.0,8.434173273491494,13,1,3,-8.0,16.0,17.0,5.0
150,yellow_transition,yellow_transition,60,367.0,8.142852143826557,16,1,3,-8.0,16.0,17.0,5.0
151,yellow_transition,yellow_transition,60,383.0,7.9475951014043895,16,1,3,-8.0,16.0,17.0,5.0
152,main_green,side_green,61,157.0,7.822313871491533,11,2,0,-8.0,16.0,17.0,5.0
153,main_green,side_green,60,39.0,8.052182869913368,6,2,0,-8.0,16.0,17.0,5.0
154,main_green,side_green,60,6.0,8.479295762992738,3,2,0,-8.0,16.0,17.0,5.0
155,main_green,side_green,61,10.0,8.872904681599397,5,2,0,-8.0,16.0,17.0,5.0
156,main_green,side_green,66,14.0,8.775037720993765,9,2,0,-8.0,16.0,17.0,5.0
157,main_green,side_green,65,19.0,9.422252864944223,5,2,0,-8.0,16.0,17.0,5.0
158,main_green,side_green,63,25.0,9.947990864484721,6,2,0,-8.0,16.0,17.0,5.0
159,main_green,side_green,60,31.0,10.250161293893303,6,2,0,-8.0,16.0,17.0,5.0
160,main_green,side_green,58,37.0,9.99361431892941,8,2,0,-8.0,16.0,17.0,5.0
161,main_green,side_green,56,43.0,10.170991884782072,6,2,0,-8.0,16.0,17.0,5.0
162,yellow_transition,yellow_transition,55,49.0,10.165054300927533,6,3,1,-4.0,2.0,-9.0,15.0
163,yellow_transition,yellow_transition,54,56.0,10.168041576092932,7,3,1,-4.0,2.0,-9.0,15.0
164,yellow_transition,yellow_transition,55,64.0,9.952189968738848,9,3,1,-4.0,2.0,-9.0,15.0
165,main_green,main_green,55,28.0,9.882600824369607,5,2,2,-4.0,2.0,-9.0,15.0
166,main_green,main_green,54,19.0,10.092033013595536,3,2,2,-4.0,2.0,-9.0,15.0
167,main_green,main_green,54,22.0,10.360602630865573,3,2,2,-4.0,2.0,-9.0,15.0
168,main_green,main_green,59,25.0,9.705208636619599,8,2,2,-4.0,2.0,-9.0,15.0
169,main_green,main_green,59,28.0,10.113936107859477,3,2,2,-4.0,2.0,-9.0,15.0
170,main_green,main_green,59,31.0,10.404425935717953,4,2,2,-4.0,2.0,-9.0,15.0
171,main_green,main_green,58,34.0,10.853147108435515,3,2,2,-4.0,2.0,-9.0,15.0
172,main_green,main_green,57,37.0,10.82536046683963,4,2,2,-4.0,2.0,-9.0,15.0
173,main_green,main_green,57,40.0,10.734563035724628,3,2,2,-4.0,2.0,-9.0,15.0
174,main_green,main_green,53,43.0,10.564175261394729,3,2,2,-4.0,2.0,-9.0,15.0
175,main_green,main_green,53,47.0,10.32742403435502,5,2,2,-2.0,6.0,-7.0,15.0
176,main_green,main_green,52,53.0,10.237916440790027,7,2,2,-2.0,6.0,-7.0,15.0
177,main_green,main_green,51,60.0,10.331835549959242,7,2,2,-2.0,6.0,-7.0,15.0
178,main_green,main_green,48,67.0,10.313125189991695,7,2,2,-2.0,6.0,-7.0,15.0
179,main_green,main_green,47,74.0,10.374020553111933,7,2,2,-2.0,6.0,-7.0,15.0
180,main_green,main_green,50,81.0,9.355724489694152,12,2,2,-2.0,6.0,-7.0,15.0
181,main_green,main_green,50,88.0,9.323725300466574,8,2,2,-2.0,6.0,-7.0,15.0
182,main_green,main_green,50,95.0,9.648556994244931,7,2,2,-2.0,6.0,-7.0,15.0
183,main_green,main_green,50,102.0,9.839949178838216,7,2,2,-2.0,6.0,-7.0,15.0
184,main_green,main_green,51,109.0,9.780867973737173,8,2,2,-2.0,6.0,-7.0,15.0
185,main_green,main_green,51,116.0,9.748732053962026,7,2,2,10.0,18.0,-2.0,8.0
186,main_green,main_green,51,123.0,9.39731425251879,8,2,2,10.0,18.0,-2.0,8.0
187,main_green,main_green,51,131.0,9.393260090911298,8,2,2,10.0,18.0,-2.0,8.0
188,main_green,main_green,52,140.0,9.257567100455121,10,2,2,10.0,18.0,-2.0,8.0
189,main_green,main_green,52,151.0,9.518435170226335,11,2,2,10.0,18.0,-2.0,8.0
190,main_green,main_green,51,162.0,9.486821879558718,11,2,2,10.0,18.0,-2.0,8.0
191,main_green,main_green,51,173.0,9.166695358671992,12,2,2,10.0,18.0,-2.0,8.0
192,main_green,main_green,56,184.0,8.58404864025648,16,2,2,10.0,18.0,-2.0,8.0
193,main_green,main_green,54,195.0,8.724874122748114,11,2,2,10.0,18.0,-2.0,8.0
194,main_green,main_green,54,206.0,8.991187282618156,11,2,2,10.0,18.0,-2.0,8.0
195,main_green,main_green,54,217.0,9.064567705649555,11,2,2,16.0,20.0,2.0,6.0
196,main_green,main_green,56,228.0,8.804690753691705,13,2,2,16.0,20.0,2.0,6.0
197,main_green,main_green,56,239.0,8.776001708012116,11,2,2,16.0,20.0,2.0,6.0
198,main_green,main_green,56,250.0,8.760105663002266,11,2,2,16.0,20.0,2.0,6.0
199,main_green,main_green,56,261.0,8.808708926921163,11,2,2,16.0,20.0,2.0,6.0
200,main_green,main_green,57,275.0,8.591514110603896,15,2,2,16.0,20.0,2.0,6.0
201,main_green,main_green,56,290.0,8.519525933167383,16,2,2,16.0,20.0,2.0,6.0
202,main_green,main_green,56,305.0,8.68319684847482,15,2,2,16.0,20.0,2.0,6.0
203,main_green,main_green,56,320.0,8.660179641062067,15,2,2,16.0,20.0,2.0,6.0
204,main_green,main_green,60,335.0,7.969442272559364,20,2,2,16.0,20.0,2.0,6.0
205,yellow_transition,yellow_transition,59,350.0,8.081378476647565,15,3,3,16.0,14.0,8.0,6.0
206,yellow_transition,yellow_transition,60,365.0,8.142834886589826,16,3,3,16.0,14.0,8.0,6.0
207,yellow_transition,yellow_transition,59,380.0,8.099823584452036,15,3,3,16.0,14.0,8.0,6.0
208,side_green,side_green,60,108.0,8.068235506638143,8,0,0,16.0,14.0,8.0,6.0
209,side_green,side_green,59,10.0,8.371461133404798,1,0,0,16.0,14.0,8.0,6.0
210,side_green,side_green,59,1.0,8.832715013479918,1,0,0,16.0,14.0,8.0,6.0
211,side_green,side_green,60,4.0,8.867817264670453,4,0,0,16.0,14.0,8.0,6.0
212,side_green,side_green,61,8.0,9.045129504078393,5,0,0,16.0,14.0,8.0,6.0
213,side_green,side_green,61,12.0,9.485503854095315,4,0,0,16.0,14.0,8.0,6.0
214,side_green,side_green,61,18.0,9.91547129679309,6,0,0,16.0,14.0,8.0,6.0
215,side_green,side_green,59,25.0,10.025124245252362,7,0,0,16.0,14.0,8.0,6.0
216,side_green,side_green,63,33.0,9.363989650976137,13,0,0,16.0,14.0,8.0,6.0
217,side_green,side_green,64,42.0,9.291256282568071,10,0,0,16.0,14.0,8.0,6.0
218,yellow_transition,yellow_transition,64,51.0,9.364301291746155,9,1,1,-13.0,9.0,-9.0,9.0
219,yellow_transition,yellow_transition,63,62.0,9.241308037080518,11,1,1,-13.0,9.0,-9.0,9.0
220,yellow_transition,yellow_transition,63,74.0,8.948118010971632,13,1,1,-13.0,9.0,-9.0,9.0
221,main_green,main_green,60,16.0,8.690226745662665,4,2,2,-13.0,9.0,-9.0,9.0
222,main_green,main_green,61,0.0,8.72252706002435,1,2,2,-13.0,9.0,-9.0,9.0
223,main_green,main_green,60,0.0,9.197059010042995,0,2,2,-13.0,9.0,-9.0,9.0
224,main_green,main_green,61,4.0,9.541023498914985,5,2,2,-13.0,9.0,-9.0,9.0
225,main_green,main_green,61,8.0,10.099338932595476,4,2,2,-13.0,9.0,-9.0,9.0
226,main_green,main_green,59,12.0,10.612046233355112,4,2,2,-13.0,9.0,-9.0,9.0
227,main_green,main_green,52,16.0,10.576910727457639,5,2,2,-13.0,9.0,-9.0,9.0
228,main_green,main_green,55,20.0,9.91892635295723,9,2,2,-13.0,9.0,-9.0,9.0
229,main_green,main_green,50,24.0,10.119789877972664,4,2,2,-13.0,9.0,-9.0,9.0
230,main_green,main_green,49,28.0,10.41978265460107,4,2,2,-13.0,9.0,-9.0,9.0
231,main_green,main_green,47,32.0,10.698359970903178,4,2,2,-2.0,8.0,2.0,14.0
232,main_green,main_green,47,36.0,10.33787571346057,6,2,2,-2.0,8.0,2.0,14.0
233,main_green,main_green,47,40.0,10.40138513091722,4,2,2,-2.0,8.0,2.0,14.0
234,main_green,main_green,47,44.0,10.24009149826407,4,2,2,-2.0,8.0,2.0,14.0
235,main_green,main_green,47,48.0,10.25719344501957,4,2,2,-2.0,8.0,2.0,14.0
236,main_green,main_green,48,53.0,9.897537295772675,6,2,2,-2.0,8.0,2.0,14.0
237,main_green,main_green,49,60.0,9.776223832699348,8,2,2,-2.0,8.0,2.0,14.0
238,main_green,main_green,49,68.0,10.008574376654696,8,2,2,-2.0,8.0,2.0,14.0
239,main_green,main_green,49,76.0,10.093104733397018,8,2,2,-2.0,8.0,2.0,14.0
240,main_green,main_green,54,84.0,9.244054247750066,13,2,2,-2.0,8.0,2.0,14.0
241,main_green,main_green,54,92.0,9.474560507527254,8,2,2,2.0,14.0,4.0,16.0
242,main_green,main_green,55,100.0,9.556727292676475,9,2,2,2.0,14.0,4.0,16.0
243,main_green,main_green,55,108.0,9.797382904465271,8,2,2,2.0,14.0,4.0,16.0
244,main_green,main_green,56,116.0,9.685117018149045,9,2,2,2.0,14.0,4.0,16.0
245,main_green,main_green,56,124.0,9.781031854997684,8,2,2,2.0,14.0,4.0,16.0
246,main_green,main_green,56,132.0,9.736895082218107,8,2,2,2.0,14.0,4.0,16.0
247,main_green,main_green,55,142.0,9.349954349952988,11,2,2,2.0,14.0,4.0,16.0
248,main_green,main_green,55,153.0,9.235365682716175,12,2,2,2.0,14.0,4.0,16.0
249,main_green,main_green,53,164.0,9.19397537823518,11,2,2,2.0,14.0,4.0,16.0
250,main_green,main_green,53,176.0,9.288395457422064,12,2,2,2.0,14.0,4.0,16.0
251,main_green,main_green,52,188.0,9.3961718245877,12,2,2,1.0,9.0,5.0,17.0
252,main_green,main_green,57,200.0,8.507407050691086,17,2,2,1.0,9.0,5.0,17.0
253,main_green,main_green,57,212.0,8.645118085576694,13,2,2,1.0,9.0,5.0,17.0
254,main_green,main_green,56,224.0,8.821537170053137,12,2,2,1.0,9.0,5.0,17.0
255,main_green,main_green,56,236.0,9.017547437961039,12,2,2,1.0,9.0,5.0,17.0
256,main_green,main_green,57,248.0,9.031514292552275,13,2,2,1.0,9.0,5.0,17.0
257,main_green,main_green,57,260.0,9.097438624168992,12,2,2,1.0,9.0,5.0,17.0
258,main_green,main_green,58,272.0,8.9469667607133,13,2,2,1.0,9.0,5.0,17.0
259,main_green,main_green,57,285.0,8.882813587129577,13,2,2,1.0,9.0,5.0,17.0
260,main_green,main_green,58,299.0,8.777273745355771,15,2,2,1.0,9.0,5.0,17.0
261,main_green,main_green,58,314.0,8.719844204679983,15,2,2,8.0,10.0,8.0,8.0
262,main_green,main_green,57,329.0,8.866384921463895,15,2,2,8.0,10.0,8.0,8.0
263,main_green,main_green,58,345.0,8.775424025659888,17,2,2,8.0,10.0,8.0,8.0
264,main_green,main_green,63,361.0,8.152993332049524,21,2,2,8.0,10.0,8.0,8.0
265,main_green,main_green,63,377.0,8.39173830315679,16,2,2,8.0,10.0,8.0,8.0
266,main_green,main_green,63,393.0,8.615819654194016,16,2,2,8.0,10.0,8.0,8.0
267,main_green,main_green,63,409.0,8.750310765625098,16,2,2,8.0,10.0,8.0,8.0
268,main_green,main_green,65,425.0,8.486360276965813,18,2,2,8.0,10.0,8.0,8.0
269,main_green,main_green,63,441.0,8.40782609484155,16,2,2,8.0,10.0,8.0,8.0
270,main_green,main_green,63,457.0,8.372951181136012,16,2,2,8.0,10.0,8.0,8.0
271,yellow_transition,yellow_transition,63,476.0,8.488863880025434,19,3,3,11.0,9.0,11.0,9.0
272,yellow_transition,yellow_transition,63,496.0,8.23117400399426,21,3,3,11.0,9.0,11.0,9.0
273,yellow_transition,yellow_transition,62,516.0,7.807217553415509,21,3,3,11.0,9.0,11.0,9.0
274,side_green,side_green,62,180.0,8.06624154977477,12,0,0,11.0,9.0,11.0,9.0
275,side_green,side_green,60,20.0,8.32352220525665,5,0,0,11.0,9.0,11.0,9.0
276,side_green,side_green,64,4.0,8.096595412894965,8,0,0,11.0,9.0,11.0,9.0
277,side_green,side_green,62,7.0,8.535760175743302,3,0,0,11.0,9.0,11.0,9.0
278,side_green,side_green,62,11.0,8.852405869415323,5,0,0,11.0,9.0,11.0,9.0
279,side_green,side_green,61,17.0,9.253848023164103,6,0,0,11.0,9.0,11.0,9.0
280,side_green,side_green,62,23.0,9.680261768633587,7,0,0,11.0,9.0,11.0,9.0
281,side_green,side_green,62,30.0,9.977700841213458,7,0,0,11.0,9.0,11.0,9.0
282,side_green,side_green,61,37.0,10.243547644731885,7,0,0,11.0,9.0,11.0,9.0
283,side_green,side_green,60,45.0,9.93712403731463,9,0,0,11.0,9.0,11.0,9.0
284,yellow_transition,yellow_transition,60,55.0,9.7461229771705,11,1,1,-15.0,7.0,-15.0,9.0
285,yellow_transition,yellow_transition,60,66.0,9.594885044378897,11,1,1,-15.0,7.0,-15.0,9.0
286,yellow_transition,yellow_transition,60,77.0,9.53561962928481,11,1,1,-15.0,7.0,-15.0,9.0
287,main_green,main_green,60,12.0,9.492032448076348,4,2,2,-15.0,7.0,-15.0,9.0
288,main_green,main_green,64,0.0,8.993698002593675,5,2,2,-15.0,7.0,-15.0,9.0
289,main_green,main_green,65,0.0,9.281543384322417,1,2,2,-15.0,7.0,-15.0,9.0
290,main_green,main_green,65,0.0,9.889455381384963,0,2,2,-15.0,7.0,-15.0,9.0
291,main_green,main_green,65,0.0,10.532501586889602,0,2,2,-15.0,7.0,-15.0,9.0
